Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126
25006LRa118_T2T03_PoreC_05525	100.0	93.0	93.0	92.0	92.0	92.0	91.0	91.0	90.0	90.0	89.0	88.0	87.0	85.0	83.0	81.0	79.0	76.0	74.0	71.0	67.0	64.0	60.0	56.00000000000001	52.0	48.0	44.0	39.0	35.0	31.0	27.0	23.0	20.0	17.0	14.000000000000002	11.0	9.0	8.0	6.0	5.0	4.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																																				
25006LRa119_T2T05_PoreC_05526	100.0	95.0	94.0	94.0	94.0	94.0	93.0	93.0	93.0	93.0	93.0	92.0	92.0	92.0	92.0	91.0	91.0	90.0	90.0	90.0	89.0	88.0	88.0	87.0	86.0	85.0	84.0	83.0	82.0	81.0	80.0	79.0	77.0	76.0	75.0	73.0	72.0	70.0	69.0	67.0	66.0	64.0	62.0	60.0	57.99999999999999	56.00000000000001	54.0	52.0	49.0	47.0	44.0	42.0	39.0	36.0	34.0	31.0	28.999999999999996	26.0	24.0	21.0	19.0	17.0	15.0	13.0	11.0	10.0	9.0	7.000000000000001	6.0	5.0	5.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																			
25006LRa120_T2T06_PoreC_05527	100.0	95.0	94.0	93.0	93.0	92.0	90.0	89.0	87.0	84.0	80.0	76.0	72.0	67.0	61.0	56.00000000000001	51.0	46.0	41.0	36.0	32.0	28.999999999999996	25.0	23.0	20.0	18.0	16.0	14.000000000000002	12.0	11.0	10.0	8.0	7.000000000000001	6.0	6.0	5.0	4.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																																				
25006LRa121_T2T07_PoreC_05528	100.0	94.0	93.0	93.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	91.0	90.0	90.0	90.0	89.0	89.0	88.0	88.0	87.0	86.0	85.0	84.0	83.0	82.0	81.0	79.0	78.0	76.0	75.0	73.0	71.0	69.0	67.0	65.0	63.0	61.0	59.0	56.00000000000001	54.0	52.0	49.0	47.0	44.0	42.0	39.0	36.0	34.0	31.0	28.999999999999996	26.0	24.0	22.0	19.0	17.0	15.0	14.000000000000002	12.0	10.0	9.0	8.0	7.000000000000001	6.0	5.0	4.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																			
25006LRa122_T2T08_PoreC_05529	100.0	94.0	93.0	93.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	90.0	90.0	89.0	89.0	88.0	87.0	86.0	84.0	83.0	80.0	78.0	75.0	72.0	69.0	65.0	61.0	57.99999999999999	54.0	50.0	46.0	43.0	39.0	36.0	32.0	28.999999999999996	26.0	24.0	21.0	19.0	16.0	14.000000000000002	13.0	11.0	9.0	8.0	7.000000000000001	6.0	5.0	4.0	4.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																
25006LRa123_T2T09_PoreC_05530	100.0	95.0	94.0	94.0	93.0	93.0	93.0	93.0	92.0	92.0	91.0	91.0	90.0	89.0	88.0	87.0	86.0	85.0	83.0	81.0	79.0	76.0	74.0	70.0	67.0	63.0	60.0	56.00000000000001	52.0	49.0	45.0	42.0	39.0	36.0	33.0	30.0	28.000000000000004	26.0	23.0	22.0	20.0	18.0	17.0	15.0	14.000000000000002	13.0	12.0	11.0	10.0	9.0	8.0	7.000000000000001	6.0	6.0	5.0	5.0	4.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																			
25006LRa124_T2T10_PoreC_05531	100.0	94.0	93.0	93.0	92.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	91.0	90.0	90.0	90.0	89.0	89.0	88.0	87.0	86.0	85.0	83.0	82.0	80.0	78.0	76.0	73.0	71.0	69.0	66.0	63.0	61.0	57.99999999999999	56.00000000000001	53.0	51.0	49.0	46.0	44.0	42.0	40.0	38.0	36.0	34.0	33.0	31.0	30.0	28.000000000000004	27.0	25.0	24.0	23.0	22.0	21.0	19.0	18.0	17.0	16.0	16.0	15.0	14.000000000000002	13.0	12.0	11.0	11.0	10.0	9.0	9.0	8.0	8.0	7.000000000000001	7.000000000000001	6.0	6.0	5.0	5.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
25006LRa145_T2T12_PoreC_06052	100.0	94.0	93.0	93.0	93.0	92.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	91.0	90.0	90.0	89.0	89.0	88.0	88.0	87.0	86.0	85.0	84.0	83.0	82.0	81.0	80.0	79.0	77.0	76.0	74.0	73.0	71.0	69.0	68.0	66.0	64.0	62.0	60.0	57.99999999999999	56.99999999999999	54.0	52.0	50.0	48.0	46.0	44.0	42.0	39.0	37.0	35.0	32.0	30.0	28.000000000000004	26.0	24.0	22.0	20.0	18.0	16.0	14.000000000000002	13.0	11.0	10.0	8.0	7.000000000000001	6.0	6.0	5.0	4.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																			
25006LRa168_T2T17_PoreC_05787	100.0	95.0	94.0	94.0	94.0	93.0	93.0	93.0	93.0	92.0	92.0	92.0	91.0	91.0	90.0	89.0	89.0	88.0	87.0	86.0	85.0	83.0	82.0	80.0	79.0	77.0	75.0	73.0	71.0	69.0	67.0	64.0	62.0	59.0	56.99999999999999	54.0	52.0	49.0	46.0	44.0	41.0	38.0	36.0	33.0	30.0	28.000000000000004	25.0	23.0	21.0	19.0	17.0	15.0	13.0	11.0	10.0	9.0	7.000000000000001	6.0	5.0	5.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																	
25006LRa169_T2T17_PoreC_05788	100.0	95.0	94.0	94.0	93.0	93.0	93.0	92.0	91.0	91.0	90.0	89.0	88.0	87.0	85.0	83.0	82.0	79.0	77.0	74.0	72.0	69.0	66.0	63.0	59.0	56.00000000000001	52.0	49.0	45.0	42.0	38.0	34.0	31.0	28.000000000000004	25.0	22.0	19.0	16.0	14.000000000000002	12.0	10.0	8.0	7.000000000000001	6.0	5.0	4.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																										
25006LRa170_T2T18_PoreC_05789	100.0	95.0	94.0	94.0	93.0	93.0	92.0	92.0	91.0	90.0	89.0	88.0	87.0	85.0	83.0	81.0	79.0	76.0	73.0	70.0	67.0	64.0	61.0	56.99999999999999	54.0	51.0	47.0	44.0	40.0	37.0	33.0	30.0	27.0	24.0	21.0	19.0	16.0	14.000000000000002	12.0	10.0	8.0	7.000000000000001	6.0	5.0	4.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																													
25006LRa171_T2T18_PoreC_05790	100.0	95.0	94.0	93.0	93.0	92.0	91.0	90.0	88.0	86.0	84.0	81.0	78.0	74.0	70.0	66.0	62.0	57.99999999999999	53.0	49.0	44.0	40.0	36.0	31.0	27.0	24.0	20.0	17.0	14.000000000000002	12.0	10.0	8.0	6.0	5.0	4.0	3.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																																												
25006LRa172_T2T19_PoreC_05791	100.0	95.0	94.0	94.0	93.0	93.0	93.0	92.0	92.0	92.0	91.0	91.0	90.0	90.0	89.0	88.0	87.0	86.0	84.0	83.0	81.0	79.0	77.0	75.0	72.0	69.0	66.0	63.0	60.0	56.00000000000001	53.0	49.0	46.0	42.0	39.0	35.0	32.0	28.999999999999996	26.0	23.0	20.0	18.0	15.0	13.0	11.0	10.0	8.0	7.000000000000001	6.0	5.0	4.0	4.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																													
25006LRa173_T2T19_PoreC_05792	100.0	95.0	94.0	94.0	93.0	93.0	93.0	92.0	92.0	92.0	91.0	90.0	90.0	89.0	88.0	87.0	86.0	84.0	83.0	81.0	79.0	77.0	74.0	71.0	68.0	65.0	62.0	59.0	55.00000000000001	51.0	48.0	44.0	40.0	37.0	33.0	30.0	27.0	24.0	21.0	18.0	16.0	14.000000000000002	12.0	10.0	9.0	7.000000000000001	6.0	5.0	4.0	4.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																															
25006LRa192_T2T00-1_PoreC_05915	100.0	95.0	94.0	94.0	93.0	93.0	93.0	93.0	92.0	92.0	92.0	91.0	91.0	90.0	90.0	89.0	88.0	88.0	87.0	86.0	84.0	83.0	82.0	80.0	79.0	77.0	75.0	73.0	71.0	68.0	66.0	64.0	61.0	59.0	56.00000000000001	53.0	51.0	48.0	46.0	43.0	41.0	38.0	36.0	33.0	31.0	28.000000000000004	26.0	24.0	22.0	20.0	18.0	16.0	14.000000000000002	13.0	11.0	10.0	9.0	8.0	7.000000000000001	6.0	5.0	4.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																											
25006LRa193_T2T00-1_PoreC_05916	100.0	95.0	94.0	94.0	93.0	93.0	93.0	93.0	92.0	92.0	91.0	91.0	90.0	89.0	89.0	88.0	87.0	86.0	84.0	83.0	81.0	80.0	78.0	76.0	73.0	71.0	69.0	66.0	63.0	61.0	57.99999999999999	55.00000000000001	52.0	50.0	47.0	44.0	41.0	38.0	36.0	33.0	30.0	28.000000000000004	25.0	23.0	21.0	19.0	17.0	15.0	13.0	11.0	10.0	9.0	7.000000000000001	6.0	5.0	5.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																				
25006LRa194_T2T00-2_PoreC_05917	100.0	94.0	93.0	92.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	91.0	90.0	90.0	89.0	89.0	88.0	88.0	87.0	86.0	85.0	83.0	82.0	80.0	79.0	77.0	75.0	73.0	70.0	68.0	66.0	63.0	60.0	57.99999999999999	55.00000000000001	52.0	49.0	46.0	44.0	41.0	38.0	35.0	32.0	28.999999999999996	27.0	24.0	22.0	19.0	17.0	15.0	13.0	12.0	10.0	9.0	7.000000000000001	6.0	5.0	5.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																															
25006LRa195_T2T00-2_PoreC_05918	100.0	94.0	93.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	90.0	90.0	90.0	89.0	88.0	87.0	86.0	85.0	84.0	82.0	81.0	79.0	77.0	74.0	72.0	69.0	67.0	64.0	61.0	57.99999999999999	55.00000000000001	52.0	48.0	45.0	42.0	39.0	36.0	32.0	28.999999999999996	26.0	24.0	21.0	19.0	16.0	14.000000000000002	12.0	10.0	9.0	8.0	6.0	5.0	5.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																									
25006LRa218_T2T00_PoreC_06049	100.0	95.0	94.0	93.0	93.0	93.0	92.0	91.0	91.0	90.0	88.0	87.0	85.0	83.0	81.0	79.0	76.0	74.0	70.0	67.0	63.0	60.0	55.00000000000001	51.0	47.0	42.0	38.0	33.0	28.999999999999996	25.0	21.0	18.0	14.000000000000002	12.0	10.0	8.0	6.0	5.0	4.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																																							
25006LRa219_T2T04_PoreC_06051	100.0	94.0	94.0	93.0	92.0	91.0	90.0	88.0	85.0	82.0	79.0	75.0	70.0	65.0	60.0	55.00000000000001	49.0	43.0	38.0	33.0	28.000000000000004	24.0	20.0	16.0	13.0	10.0	8.0	6.0	5.0	4.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																																																					
25006LRa220_T2T12_PoreC_06053	100.0	94.0	93.0	93.0	92.0	92.0	92.0	91.0	91.0	90.0	90.0	89.0	88.0	88.0	86.0	85.0	84.0	82.0	80.0	78.0	76.0	74.0	71.0	69.0	66.0	63.0	60.0	56.99999999999999	54.0	51.0	48.0	44.0	41.0	38.0	34.0	31.0	28.000000000000004	25.0	22.0	19.0	17.0	14.000000000000002	12.0	10.0	9.0	7.000000000000001	6.0	5.0	4.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																									
25006LRa221_T2T12_PoreC_06054	100.0	94.0	93.0	93.0	93.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	90.0	90.0	90.0	89.0	89.0	88.0	87.0	86.0	85.0	84.0	83.0	82.0	81.0	80.0	78.0	77.0	75.0	73.0	72.0	70.0	68.0	66.0	64.0	62.0	60.0	57.99999999999999	56.00000000000001	53.0	51.0	49.0	46.0	44.0	42.0	39.0	37.0	34.0	32.0	28.999999999999996	27.0	25.0	22.0	20.0	18.0	16.0	14.000000000000002	13.0	11.0	10.0	8.0	7.000000000000001	6.0	5.0	5.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																											
25006LRa222_T2T13_PoreC_06056	100.0	94.0	93.0	93.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	91.0	91.0	91.0	90.0	90.0	90.0	89.0	89.0	89.0	88.0	88.0	87.0	86.0	86.0	85.0	84.0	83.0	82.0	80.0	79.0	78.0	76.0	75.0	73.0	71.0	70.0	68.0	66.0	64.0	62.0	60.0	56.99999999999999	55.00000000000001	53.0	50.0	48.0	45.0	43.0	40.0	37.0	35.0	32.0	30.0	27.0	25.0	23.0	20.0	18.0	16.0	14.000000000000002	13.0	11.0	10.0	8.0	7.000000000000001	6.0	5.0	5.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0											
25006LRa223_T2T13_PoreC_06057	100.0	93.0	93.0	92.0	92.0	91.0	91.0	90.0	90.0	89.0	88.0	87.0	85.0	83.0	81.0	78.0	75.0	72.0	68.0	64.0	60.0	55.00000000000001	50.0	46.0	41.0	36.0	32.0	27.0	23.0	20.0	16.0	13.0	11.0	9.0	7.000000000000001	5.0	4.0	3.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																																																								
25066LRa145_T2T12_PoreC_05688	100.0	94.0	93.0	93.0	93.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	91.0	90.0	90.0	90.0	89.0	89.0	88.0	88.0	87.0	86.0	86.0	85.0	84.0	83.0	82.0	81.0	80.0	78.0	77.0	76.0	74.0	73.0	71.0	69.0	68.0	66.0	64.0	62.0	61.0	59.0	56.99999999999999	55.00000000000001	53.0	51.0	49.0	47.0	44.0	42.0	40.0	38.0	36.0	33.0	31.0	28.999999999999996	27.0	25.0	23.0	21.0	19.0	17.0	15.0	13.0	12.0	11.0	9.0	8.0	7.000000000000001	6.0	5.0	5.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0												
25066LRa146_T2T12_PoreC_05689	100.0	94.0	93.0	93.0	93.0	92.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	91.0	90.0	90.0	90.0	89.0	89.0	88.0	87.0	87.0	86.0	85.0	84.0	83.0	82.0	80.0	79.0	78.0	76.0	75.0	73.0	71.0	70.0	68.0	66.0	64.0	62.0	60.0	57.99999999999999	56.00000000000001	54.0	52.0	49.0	47.0	45.0	42.0	40.0	38.0	35.0	33.0	31.0	28.000000000000004	26.0	24.0	22.0	20.0	18.0	16.0	14.000000000000002	12.0	11.0	10.0	8.0	7.000000000000001	6.0	5.0	5.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																					
25066LRa147_T2T15_PoreC_05690	100.0	94.0	93.0	93.0	93.0	93.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	91.0	91.0	90.0	90.0	90.0	89.0	89.0	88.0	88.0	87.0	87.0	86.0	85.0	84.0	83.0	82.0	81.0	79.0	78.0	77.0	75.0	74.0	72.0	70.0	68.0	67.0	65.0	63.0	61.0	59.0	56.99999999999999	55.00000000000001	53.0	51.0	49.0	46.0	44.0	42.0	40.0	37.0	35.0	33.0	31.0	28.999999999999996	26.0	24.0	22.0	20.0	18.0	17.0	15.0	13.0	12.0	10.0	9.0	8.0	7.000000000000001	6.0	5.0	5.0	4.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0											
25066LRa148_T2T15_PoreC_05691	100.0	94.0	93.0	93.0	93.0	92.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	91.0	90.0	90.0	89.0	89.0	88.0	87.0	86.0	85.0	84.0	83.0	82.0	80.0	78.0	77.0	75.0	73.0	71.0	69.0	66.0	64.0	62.0	59.0	56.99999999999999	54.0	51.0	49.0	46.0	43.0	41.0	38.0	35.0	32.0	30.0	27.0	25.0	22.0	20.0	18.0	16.0	14.000000000000002	12.0	10.0	9.0	8.0	7.000000000000001	6.0	5.0	4.0	3.0	3.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																			
25066LRa149_T2T16_PoreC_05692	100.0	94.0	93.0	93.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	91.0	90.0	90.0	90.0	89.0	89.0	88.0	88.0	87.0	86.0	85.0	84.0	83.0	82.0	81.0	79.0	78.0	76.0	75.0	73.0	71.0	69.0	68.0	66.0	64.0	61.0	59.0	56.99999999999999	55.00000000000001	53.0	50.0	48.0	45.0	43.0	40.0	38.0	35.0	32.0	30.0	27.0	25.0	23.0	20.0	18.0	16.0	14.000000000000002	13.0	11.0	10.0	8.0	7.000000000000001	6.0	5.0	4.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																															
25066LRa150_T2T16_PoreC_05693	100.0	94.0	93.0	92.0	92.0	92.0	92.0	92.0	92.0	91.0	91.0	91.0	91.0	90.0	90.0	89.0	89.0	88.0	87.0	87.0	86.0	85.0	84.0	82.0	81.0	80.0	78.0	77.0	75.0	73.0	71.0	69.0	67.0	65.0	63.0	61.0	59.0	56.00000000000001	54.0	51.0	49.0	46.0	43.0	41.0	38.0	35.0	32.0	30.0	27.0	25.0	22.0	20.0	18.0	16.0	14.000000000000002	12.0	10.0	9.0	8.0	6.0	6.0	5.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																																					
