[M::mm_idx_gen::39.397*1.54] collected minimizers
[M::mm_idx_gen::42.985*3.10] sorted minimizers
[M::main::42.985*3.10] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::44.286*3.03] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::44.922*3.00] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::101.232*23.03] mapped 4638 sequences
[M::worker_pipeline::171.638*27.52] mapped 4746 sequences
[M::worker_pipeline::252.871*26.48] mapped 4654 sequences
[M::worker_pipeline::343.916*25.67] mapped 4727 sequences
[M::worker_pipeline::430.445*25.42] mapped 4729 sequences
[M::worker_pipeline::502.896*25.64] mapped 4710 sequences
[M::worker_pipeline::595.246*25.17] mapped 4713 sequences
[M::worker_pipeline::670.057*25.35] mapped 4741 sequences
[M::worker_pipeline::745.663*25.68] mapped 4761 sequences
[M::worker_pipeline::807.088*25.79] mapped 4699 sequences
[M::worker_pipeline::873.316*26.00] mapped 4739 sequences
[M::worker_pipeline::939.093*26.70] mapped 4725 sequences
[M::worker_pipeline::1036.309*26.19] mapped 4679 sequences
[M::worker_pipeline::1105.722*26.27] mapped 4687 sequences
[M::worker_pipeline::1173.078*26.61] mapped 4767 sequences
[M::worker_pipeline::1262.240*26.34] mapped 4777 sequences
[M::worker_pipeline::1332.049*26.42] mapped 4656 sequences
[M::worker_pipeline::1399.973*26.78] mapped 4729 sequences
[M::worker_pipeline::1469.915*27.14] mapped 4747 sequences
[M::worker_pipeline::1542.161*27.00] mapped 4647 sequences
[M::worker_pipeline::1640.275*26.88] mapped 4303 sequences
[M::worker_pipeline::1771.473*26.83] mapped 3795 sequences
[M::worker_pipeline::1835.390*26.08] mapped 3619 sequences
[M::worker_pipeline::1990.791*25.01] mapped 3664 sequences
[M::worker_pipeline::2113.220*24.51] mapped 3792 sequences
[M::worker_pipeline::2241.067*24.54] mapped 3967 sequences
[M::worker_pipeline::2323.922*24.46] mapped 3915 sequences
[M::worker_pipeline::2430.189*24.12] mapped 3701 sequences
[M::worker_pipeline::2559.618*23.58] mapped 3682 sequences
[M::worker_pipeline::2647.552*23.65] mapped 3676 sequences
[M::worker_pipeline::2873.627*22.49] mapped 3779 sequences
[M::worker_pipeline::3016.238*22.52] mapped 4062 sequences
[M::worker_pipeline::3120.282*22.65] mapped 3956 sequences
[M::worker_pipeline::3239.292*22.36] mapped 3819 sequences
[M::worker_pipeline::3535.709*21.01] mapped 3658 sequences
[M::worker_pipeline::3645.015*20.89] mapped 3706 sequences
[M::worker_pipeline::3696.436*21.02] mapped 3805 sequences
[M::worker_pipeline::3841.567*20.93] mapped 4041 sequences
[M::worker_pipeline::3976.921*20.98] mapped 4065 sequences
[M::worker_pipeline::4084.383*20.87] mapped 3887 sequences
