[M::mm_idx_gen::181.300*0.37] collected minimizers
[M::mm_idx_gen::185.232*0.87] sorted minimizers
[M::main::185.232*0.87] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::186.606*0.88] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::187.311*0.88] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::243.378*9.59] mapped 5980 sequences
[M::worker_pipeline::292.268*14.70] mapped 5906 sequences
[M::worker_pipeline::347.656*17.84] mapped 5826 sequences
[M::worker_pipeline::409.308*20.06] mapped 5833 sequences
[M::worker_pipeline::487.453*21.24] mapped 5941 sequences
[M::worker_pipeline::555.045*22.72] mapped 5959 sequences
[M::worker_pipeline::651.266*22.67] mapped 6014 sequences
[M::worker_pipeline::729.011*23.35] mapped 6109 sequences
[M::worker_pipeline::797.177*23.83] mapped 5866 sequences
[M::worker_pipeline::876.657*23.98] mapped 6011 sequences
[M::worker_pipeline::942.847*24.27] mapped 5938 sequences
[M::worker_pipeline::1011.108*24.50] mapped 5920 sequences
[M::worker_pipeline::1096.279*24.54] mapped 5995 sequences
[M::worker_pipeline::1142.735*25.14] mapped 5990 sequences
[M::worker_pipeline::1203.358*25.37] mapped 6024 sequences
[M::worker_pipeline::1260.588*25.69] mapped 5934 sequences
[M::worker_pipeline::1299.715*26.33] mapped 6070 sequences
[M::worker_pipeline::1374.456*26.20] mapped 6028 sequences
[M::worker_pipeline::1434.999*26.31] mapped 6004 sequences
[M::worker_pipeline::1487.154*26.73] mapped 5968 sequences
[M::worker_pipeline::1680.202*25.73] mapped 5852 sequences
[M::worker_pipeline::1683.786*25.68] mapped 6010 sequences
[M::worker_pipeline::1754.154*25.93] mapped 5962 sequences
[M::worker_pipeline::1814.833*26.16] mapped 5972 sequences
[M::worker_pipeline::1873.834*26.32] mapped 5991 sequences
[M::worker_pipeline::1958.580*26.15] mapped 5887 sequences
[M::worker_pipeline::2026.410*26.15] mapped 5904 sequences
[M::worker_pipeline::2082.407*26.32] mapped 5972 sequences
[M::worker_pipeline::2128.621*26.57] mapped 6010 sequences
[M::worker_pipeline::2181.063*26.70] mapped 6107 sequences
[M::worker_pipeline::2240.888*26.83] mapped 6086 sequences
[M::worker_pipeline::2324.849*26.68] mapped 5913 sequences
[M::worker_pipeline::2411.638*26.55] mapped 5964 sequences
[M::worker_pipeline::2479.725*26.58] mapped 5897 sequences
[M::worker_pipeline::2536.374*26.73] mapped 5951 sequences
[M::worker_pipeline::2597.587*26.88] mapped 5902 sequences
[M::worker_pipeline::2671.258*26.94] mapped 5922 sequences
[M::worker_pipeline::2757.988*27.02] mapped 5875 sequences
[M::worker_pipeline::2823.537*27.20] mapped 5877 sequences
[M::worker_pipeline::2900.408*27.28] mapped 5745 sequences
[M::worker_pipeline::2967.859*27.24] mapped 4523 sequences
[M::worker_pipeline::3148.611*26.94] mapped 4414 sequences
[M::worker_pipeline::3210.113*26.53] mapped 4318 sequences
[M::worker_pipeline::3293.518*26.46] mapped 4616 sequences
[M::worker_pipeline::3381.454*26.41] mapped 4545 sequences
[M::worker_pipeline::3505.705*26.05] mapped 4364 sequences
[M::worker_pipeline::3553.971*26.18] mapped 4377 sequences
[M::worker_pipeline::3645.967*26.17] mapped 4345 sequences
[M::worker_pipeline::3716.035*26.20] mapped 4544 sequences
[M::worker_pipeline::3791.737*26.20] mapped 4403 sequences
[M::worker_pipeline::3908.630*25.99] mapped 4443 sequences
[M::worker_pipeline::4031.132*25.68] mapped 4367 sequences
[M::worker_pipeline::4180.238*25.29] mapped 4446 sequences
[M::worker_pipeline::4261.246*25.26] mapped 4457 sequences
[M::worker_pipeline::4473.103*24.56] mapped 4454 sequences
[M::worker_pipeline::4588.481*24.38] mapped 4313 sequences
[M::worker_pipeline::4867.052*23.47] mapped 4500 sequences
[M::worker_pipeline::4941.291*23.51] mapped 4434 sequences
[M::worker_pipeline::5046.856*23.40] mapped 4480 sequences
[M::worker_pipeline::5124.511*23.37] mapped 4608 sequences
[M::worker_pipeline::5236.531*23.23] mapped 4566 sequences
[M::worker_pipeline::5480.768*22.85] mapped 4530 sequences
[M::worker_pipeline::5527.592*22.71] mapped 4558 sequences
[M::worker_pipeline::5598.979*22.76] mapped 4700 sequences
[M::worker_pipeline::5764.208*22.47] mapped 4563 sequences
[M::worker_pipeline::5836.817*22.52] mapped 4656 sequences
[M::worker_pipeline::5917.015*22.53] mapped 4621 sequences
[M::worker_pipeline::6000.590*22.63] mapped 4626 sequences
[M::worker_pipeline::6120.576*22.48] mapped 4586 sequences
[M::worker_pipeline::6346.045*22.04] mapped 4401 sequences
[M::worker_pipeline::6455.283*22.00] mapped 4672 sequences
[M::worker_pipeline::6547.469*22.00] mapped 4697 sequences
[M::worker_pipeline::6681.571*21.91] mapped 4601 sequences
[M::worker_pipeline::6793.291*21.89] mapped 4396 sequences
[M::worker_pipeline::6929.152*21.87] mapped 4336 sequences
[M::worker_pipeline::7049.774*21.87] mapped 4412 sequences
[M::worker_pipeline::7115.879*21.96] mapped 4705 sequences
[M::worker_pipeline::7195.795*22.01] mapped 4792 sequences
[M::worker_pipeline::7320.327*21.90] mapped 4524 sequences
[M::worker_pipeline::7388.290*21.98] mapped 4395 sequences
[M::worker_pipeline::7437.411*22.04] mapped 4475 sequences
[M::worker_pipeline::7510.593*22.11] mapped 4355 sequences
[M::worker_pipeline::7668.172*22.15] mapped 4432 sequences
[M::worker_pipeline::7693.515*22.08] mapped 4453 sequences
[M::worker_pipeline::7844.991*22.01] mapped 4406 sequences
[M::worker_pipeline::7939.083*22.00] mapped 4463 sequences
[M::worker_pipeline::8019.995*22.01] mapped 4471 sequences
[M::worker_pipeline::8093.754*22.07] mapped 4415 sequences
[M::worker_pipeline::8152.805*22.18] mapped 4384 sequences
[M::worker_pipeline::8217.454*22.29] mapped 4445 sequences
[M::worker_pipeline::8289.234*22.34] mapped 4506 sequences
[M::worker_pipeline::8390.720*22.35] mapped 4311 sequences
