[M::mm_idx_gen::39.795*1.44] collected minimizers
[M::mm_idx_gen::42.465*2.47] sorted minimizers
[M::main::42.465*2.47] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::43.831*2.42] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::44.706*2.39] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::113.605*20.57] mapped 4249 sequences
[M::worker_pipeline::182.116*26.07] mapped 4283 sequences
[M::worker_pipeline::266.904*26.46] mapped 4301 sequences
[M::worker_pipeline::345.631*26.89] mapped 4297 sequences
[M::worker_pipeline::430.722*26.36] mapped 4326 sequences
[M::worker_pipeline::492.299*27.12] mapped 4332 sequences
[M::worker_pipeline::555.789*27.68] mapped 4347 sequences
[M::worker_pipeline::620.907*27.85] mapped 4322 sequences
[M::worker_pipeline::676.027*28.82] mapped 4286 sequences
[M::worker_pipeline::755.242*28.65] mapped 4299 sequences
[M::worker_pipeline::827.560*28.73] mapped 4326 sequences
[M::worker_pipeline::911.292*28.58] mapped 4331 sequences
[M::worker_pipeline::978.053*28.97] mapped 4279 sequences
[M::worker_pipeline::1041.389*29.20] mapped 4308 sequences
[M::worker_pipeline::1158.192*28.37] mapped 4216 sequences
[M::worker_pipeline::1230.479*28.12] mapped 3551 sequences
[M::worker_pipeline::1339.135*27.09] mapped 3405 sequences
[M::worker_pipeline::1483.660*25.70] mapped 3387 sequences
[M::worker_pipeline::1597.384*25.14] mapped 3507 sequences
[M::worker_pipeline::1718.966*24.99] mapped 3648 sequences
[M::worker_pipeline::1794.998*24.85] mapped 3556 sequences
[M::worker_pipeline::1926.018*24.93] mapped 3432 sequences
[M::worker_pipeline::2020.213*24.09] mapped 3412 sequences
[M::worker_pipeline::2258.984*22.51] mapped 3488 sequences
[M::worker_pipeline::2406.623*22.41] mapped 3713 sequences
