[M::mm_idx_gen::49.952*1.45] collected minimizers
[M::mm_idx_gen::53.310*2.37] sorted minimizers
[M::main::53.310*2.37] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::54.667*2.33] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::55.336*2.32] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::166.664*27.93] mapped 21579 sequences
[M::worker_pipeline::177.603*29.77] mapped 21144 sequences
[M::worker_pipeline::193.697*32.18] mapped 21088 sequences
[M::worker_pipeline::200.912*33.09] mapped 21152 sequences
[M::worker_pipeline::211.151*34.33] mapped 20947 sequences
[M::worker_pipeline::225.712*35.89] mapped 20846 sequences
[M::worker_pipeline::240.806*37.33] mapped 20998 sequences
[M::worker_pipeline::251.774*38.15] mapped 20907 sequences
[M::worker_pipeline::261.873*38.84] mapped 20734 sequences
[M::worker_pipeline::271.980*39.54] mapped 20496 sequences
[M::worker_pipeline::282.759*40.18] mapped 20175 sequences
[M::worker_pipeline::292.396*40.76] mapped 20243 sequences
[M::worker_pipeline::301.927*41.32] mapped 20542 sequences
[M::worker_pipeline::318.230*42.15] mapped 20687 sequences
[M::worker_pipeline::332.768*42.83] mapped 19991 sequences
[M::worker_pipeline::347.437*43.35] mapped 20011 sequences
[M::worker_pipeline::357.472*43.76] mapped 20759 sequences
[M::worker_pipeline::413.199*42.12] mapped 20565 sequences
[M::worker_pipeline::690.933*43.63] mapped 16310 sequences
[M::worker_pipeline::853.759*46.32] mapped 13071 sequences
[M::worker_pipeline::989.303*45.46] mapped 17011 sequences
[M::worker_pipeline::992.995*45.33] mapped 20286 sequences
[M::worker_pipeline::1003.546*45.47] mapped 20771 sequences
[M::worker_pipeline::1016.774*45.63] mapped 20946 sequences
[M::worker_pipeline::1031.010*45.80] mapped 20874 sequences
[M::worker_pipeline::1043.215*45.90] mapped 20833 sequences
[M::worker_pipeline::1054.768*46.04] mapped 20553 sequences
[M::worker_pipeline::1065.536*46.17] mapped 19777 sequences
[M::worker_pipeline::1079.076*46.31] mapped 19659 sequences
[M::worker_pipeline::1089.352*46.43] mapped 20485 sequences
[M::worker_pipeline::1101.265*46.56] mapped 20845 sequences
[M::worker_pipeline::1113.421*46.69] mapped 20707 sequences
[M::worker_pipeline::1126.586*46.83] mapped 20785 sequences
[M::worker_pipeline::1173.031*46.41] mapped 21098 sequences
[M::worker_pipeline::1184.605*46.53] mapped 20603 sequences
[M::worker_pipeline::1196.686*46.64] mapped 20483 sequences
[M::worker_pipeline::1211.689*46.79] mapped 21394 sequences
[M::worker_pipeline::1222.415*46.90] mapped 20954 sequences
[M::worker_pipeline::1231.945*46.99] mapped 20743 sequences
[M::worker_pipeline::1242.300*47.09] mapped 20865 sequences
[M::worker_pipeline::1250.467*47.15] mapped 20749 sequences
[M::worker_pipeline::1263.031*47.25] mapped 20432 sequences
[M::worker_pipeline::1322.152*45.90] mapped 20073 sequences
[M::worker_pipeline::1325.813*45.77] mapped 20664 sequences
[M::worker_pipeline::1342.308*45.89] mapped 20166 sequences
[M::worker_pipeline::1351.324*45.97] mapped 20259 sequences
[M::worker_pipeline::1359.938*46.05] mapped 20759 sequences
[M::worker_pipeline::1373.697*46.18] mapped 20503 sequences
[M::worker_pipeline::1384.583*46.27] mapped 20497 sequences
[M::worker_pipeline::1394.900*46.36] mapped 20458 sequences
[M::worker_pipeline::1535.177*46.56] mapped 19861 sequences
[M::worker_pipeline::1614.357*46.75] mapped 19770 sequences
[M::worker_pipeline::1619.268*46.74] mapped 20785 sequences
[M::worker_pipeline::1630.959*46.83] mapped 20915 sequences
[M::worker_pipeline::1640.193*46.89] mapped 20712 sequences
[M::worker_pipeline::1649.511*46.95] mapped 20793 sequences
[M::worker_pipeline::1664.766*47.06] mapped 21387 sequences
[M::worker_pipeline::1678.755*47.14] mapped 20515 sequences
[M::worker_pipeline::1688.063*47.20] mapped 20049 sequences
[M::worker_pipeline::1697.954*47.26] mapped 20372 sequences
[M::worker_pipeline::1708.795*47.33] mapped 20065 sequences
[M::worker_pipeline::1717.161*47.39] mapped 20175 sequences
[M::worker_pipeline::1726.886*47.45] mapped 20667 sequences
[M::worker_pipeline::1735.112*47.50] mapped 20842 sequences
[M::worker_pipeline::1793.610*46.52] mapped 20503 sequences
[M::worker_pipeline::1795.791*46.46] mapped 20257 sequences
[M::worker_pipeline::1809.503*46.52] mapped 19835 sequences
[M::worker_pipeline::1820.547*46.60] mapped 20438 sequences
[M::worker_pipeline::1833.135*46.67] mapped 20381 sequences
[M::worker_pipeline::1847.350*46.76] mapped 20316 sequences
[M::worker_pipeline::1858.307*46.83] mapped 20940 sequences
[M::worker_pipeline::1870.462*46.91] mapped 20997 sequences
[M::worker_pipeline::1887.851*46.96] mapped 20965 sequences
[M::worker_pipeline::1897.762*47.02] mapped 21316 sequences
[M::worker_pipeline::1913.719*47.11] mapped 20625 sequences
[M::worker_pipeline::1925.804*47.19] mapped 20390 sequences
[M::worker_pipeline::1935.659*47.25] mapped 20806 sequences
[M::worker_pipeline::1946.151*47.31] mapped 20439 sequences
[M::worker_pipeline::1954.919*47.36] mapped 20376 sequences
[M::worker_pipeline::1967.978*47.44] mapped 20742 sequences
[M::worker_pipeline::1986.927*47.53] mapped 20851 sequences
[M::worker_pipeline::2000.248*47.58] mapped 20596 sequences
[M::worker_pipeline::2011.630*47.64] mapped 21201 sequences
[M::worker_pipeline::2020.912*47.70] mapped 20880 sequences
[M::worker_pipeline::2029.589*47.74] mapped 20972 sequences
[M::worker_pipeline::2039.492*47.80] mapped 20534 sequences
[M::worker_pipeline::2091.505*47.08] mapped 20095 sequences
[M::worker_pipeline::2094.244*47.02] mapped 19942 sequences
[M::worker_pipeline::2576.697*49.19] mapped 14267 sequences
[M::worker_pipeline::2670.073*49.22] mapped 19682 sequences
[M::worker_pipeline::2678.099*49.24] mapped 20010 sequences
[M::worker_pipeline::2687.596*49.27] mapped 20143 sequences
[M::worker_pipeline::2701.035*49.32] mapped 20444 sequences
[M::worker_pipeline::2715.312*49.38] mapped 19804 sequences
[M::worker_pipeline::2727.178*49.41] mapped 20987 sequences
[M::worker_pipeline::2736.645*49.44] mapped 20670 sequences
[M::worker_pipeline::2746.261*49.47] mapped 20862 sequences
[M::worker_pipeline::2759.477*49.51] mapped 20189 sequences
[M::worker_pipeline::2772.207*49.55] mapped 20555 sequences
[M::worker_pipeline::2786.311*49.60] mapped 20681 sequences
[M::worker_pipeline::2800.902*49.65] mapped 19764 sequences
[M::worker_pipeline::2812.872*49.68] mapped 20299 sequences
[M::worker_pipeline::2828.652*49.73] mapped 19988 sequences
[M::worker_pipeline::2840.993*49.77] mapped 20536 sequences
[M::worker_pipeline::2853.829*49.80] mapped 20128 sequences
[M::worker_pipeline::2894.796*49.88] mapped 20690 sequences
[M::worker_pipeline::2922.334*49.68] mapped 21465 sequences
[M::worker_pipeline::2936.970*49.73] mapped 20607 sequences
[M::worker_pipeline::2989.065*49.15] mapped 20267 sequences
[M::worker_pipeline::2991.559*49.11] mapped 20615 sequences
[M::worker_pipeline::3008.180*49.14] mapped 19954 sequences
[M::worker_pipeline::3021.756*49.18] mapped 19676 sequences
[M::worker_pipeline::3038.048*49.22] mapped 20067 sequences
[M::worker_pipeline::3246.518*49.60] mapped 18263 sequences
[M::worker_pipeline::3333.217*49.33] mapped 19079 sequences
[M::worker_pipeline::3341.688*49.35] mapped 19906 sequences
[M::worker_pipeline::3353.478*49.38] mapped 20052 sequences
[M::worker_pipeline::3363.768*49.41] mapped 20051 sequences
[M::worker_pipeline::3374.186*49.43] mapped 20601 sequences
[M::worker_pipeline::3383.003*49.45] mapped 20784 sequences
[M::worker_pipeline::3394.357*49.48] mapped 20282 sequences
[M::worker_pipeline::3408.626*49.52] mapped 20052 sequences
[M::worker_pipeline::3424.358*49.56] mapped 20226 sequences
[M::worker_pipeline::3434.986*49.59] mapped 20855 sequences
[M::worker_pipeline::3444.026*49.61] mapped 20350 sequences
[M::worker_pipeline::3453.535*49.63] mapped 20323 sequences
