sample,repeat_class,repeat_family,count,total_length,mean_length,mean_div
T2T04,DNA,hAT-Ac,8275,1298142,156.875166163142,25.9546586102719
T2T04,DNA,hAT-Blackjack,31781,4646404,146.200685944432,22.2930272804506
T2T04,DNA,hAT-Charlie,495945,90008627,181.489130851203,23.069754105798
T2T04,DNA,hAT-Tag1,3897,862762,221.391326661535,25.9584039004362
T2T04,DNA,hAT-Tip100,124160,24435909,196.809834085052,25.2979091494845
T2T04,DNA,hAT-hAT19,32,2954,92.3125,21.984375
T2T04,LINE,CR1,118591,20742323,174.906384126957,30.0178976482195
T2T04,LINE,Dong-R4,928,200081,215.604525862069,28.6760775862069
T2T04,LINE,I-Jockey,232,28207,121.581896551724,26.8094827586207
T2T04,LINE,L1,1845489,982543350,532.402712776939,19.478169688359
T2T04,LINE,L1-Tx1,334,92046,275.586826347305,28.1131736526946
T2T04,LINE,L2,950867,200082497,210.421117779879,29.5128135690901
T2T04,LINE,RTE-BovB,10433,1638552,157.054730183073,30.9956580082431
T2T04,LINE,RTE-X,24949,5693826,228.218605956151,28.4378131388032
T2T04,LTR,DIRS,13972,959234,68.654022330375,25.1817563698826
T2T04,LTR,ERV1,352693,164581102,466.641248904855,15.8771730655272
T2T04,LTR,ERVK,20708,17325432,836.654046745219,8.71873672010817
T2T04,LTR,ERVL,313091,113353387,362.046136746186,23.179318472904
T2T04,LTR,ERVL-MaLR,666864,213614822,320.327416084839,20.3128672412966
T2T04,LTR,Gypsy,40262,8466245,210.278798867418,27.8792384879042
T2T04,LTR,Unknown,27279,5703534,209.081491257011,27.0968143993548
T2T04,Low_complexity,Unknown,216166,18508574,85.6220404688989,19.5351114421324
T2T04,PLE,Unknown,1380,124073,89.9079710144928,23.7168115942029
T2T04,RC,Helitron,4073,849438,208.553400441935,27.0518536705131
T2T04,Retroposon,SVA,85056,17396998,204.535811700527,23.7400759499624
T2T04,SINE,5S-Deu-L2,3835,416370,108.571056062581,27.4931421121252
T2T04,SINE,Alu,2388937,617986293,258.686726774293,13.0701866562408
T2T04,SINE,MIR,1107971,157290932,141.963040548895,28.2755852815642
T2T04,SINE,tRNA,3079,387151,125.739201039298,29.5163364728808
T2T04,SINE,tRNA-Deu,829,89750,108.262967430639,27.8316043425814
T2T04,SINE,tRNA-Deu-L2,13,757,58.2307692307692,21.1923076923077
T2T04,SINE,tRNA-RTE,8034,1033802,128.678366940503,31.0430545182972
T2T04,Satellite,Unknown,73775,122873646,1665.5187529651,14.7263517451711
T2T04,Satellite,acro,1033,1043325,1009.99515972894,16.4006776379477
T2T04,Satellite,centr,5275,182220875,34544.2417061611,17.4258767772512
T2T04,Satellite,subtelo,356,264832,743.910112359551,11.1016853932584
T2T04,Simple_repeat,Unknown,1440852,135044624,93.7255346142422,10.7519965270548
T2T04,Unknown,Unknown,80383,13050091,162.348892178695,18.1672555142256
T2T04,rRNA,Unknown,9511,10847979,1140.57186415729,7.39308169487961
T2T04,scRNA,Unknown,3545,361134,101.871368124118,10.875119887165
T2T04,snRNA,Unknown,9709,878569,90.4901637655783,13.2667833968483
T2T04,srpRNA,Unknown,4397,589238,134.009097111667,16.5379122128724
T2T04,tRNA,Unknown,3661,216517,59.1414913957935,10.6572794318492
T2T04_1,DNA,Crypton,552,82014,148.576086956522,25.526268115942
T2T04_1,DNA,Crypton-A,266,38907,146.266917293233,26.8195488721805
T2T04_1,DNA,Kolobok,712,117801,165.450842696629,25.0205056179775
T2T04_1,DNA,MULE-MuDR,5948,1952037,328.183759246806,18.1011264290518
T2T04_1,DNA,Merlin,442,75988,171.918552036199,21.3411764705882
T2T04_1,DNA,PIF-Harbinger,718,125739,175.123955431755,26.5515320334262
T2T04_1,DNA,PiggyBac,4807,1057029,219.893696692324,13.0187643020595
T2T04_1,DNA,TcMar,304,58312,191.815789473684,26.7154605263158
T2T04_1,DNA,TcMar-Mariner,32121,5638615,175.542946981725,15.1333177671928
T2T04_1,DNA,TcMar-Pogo,62,7558,121.903225806452,24.7677419354839
T2T04_1,DNA,TcMar-Tc1,1513,257454,170.161269001983,21.9098479841375
T2T04_1,DNA,TcMar-Tc2,15725,3255256,207.011510333863,24.1976724960254
T2T04_1,DNA,TcMar-Tigger,243410,73408469,301.583620229243,20.1939990140093
T2T04_1,DNA,Unknown,15165,2165694,142.808704253215,25.7341246290801
T2T04_1,DNA,hAT,5360,977864,182.437313432836,26.0465111940299
T2T04_1,DNA,hAT-Ac,7660,1248229,162.954177545692,25.5903785900783
T2T04_1,DNA,hAT-Blackjack,31930,4665310,146.110554337614,22.2816818039461
T2T04_1,DNA,hAT-Charlie,497697,90318613,181.47309105741,23.0672535699432
T2T04_1,DNA,hAT-Tag1,3892,861163,221.264902363823,25.9695272353546
T2T04_1,DNA,hAT-Tip100,123968,24012833,193.701866610738,25.2889277878162
T2T04_1,DNA,hAT-hAT19,34,3177,93.4411764705882,22.3294117647059
T2T04_1,LINE,CR1,118818,20771340,174.816441953239,30.0176867141342
T2T04_1,LINE,Dong-R4,925,198978,215.111351351351,28.6547027027027
T2T04_1,LINE,I-Jockey,235,28337,120.582978723404,26.7731914893617
T2T04_1,LINE,L1,1852373,985884357,532.227773240055,19.4688321412588
T2T04_1,LINE,L1-Tx1,338,92726,274.337278106509,28.1204142011834
T2T04_1,LINE,L2,954560,200901755,210.465298147838,29.5113774932953
T2T04_1,LINE,RTE-BovB,10479,1648210,157.286954862105,31.0010401755893
T2T04_1,LINE,RTE-X,25011,5704974,228.098596617488,28.4325296869377
T2T04_1,LTR,DIRS,13354,916191,68.6079826269283,24.7627677100494
T2T04_1,LTR,ERV1,350764,164652987,469.412445404888,15.8110102519073
T2T04_1,LTR,ERVK,20858,17422226,835.277878991274,8.70768050628056
T2T04_1,LTR,ERVL,314156,113599848,361.603305364214,23.1816444696266
T2T04_1,LTR,ERVL-MaLR,669409,214312331,320.151553086379,20.3140559807233
T2T04_1,LTR,Gypsy,40436,8512256,210.511821149471,27.8799213572064
T2T04_1,LTR,Unknown,27346,5726983,209.426716887296,27.1112118774227
T2T04_1,Low_complexity,Unknown,209194,15921764,76.1100413969808,19.484906832892
T2T04_1,PLE,Unknown,1374,122309,89.0167394468704,23.6371906841339
T2T04_1,RC,Helitron,4092,854456,208.811339198436,27.0395894428152
T2T04_1,Retroposon,SVA,85065,17528302,206.057744078058,23.7051254922706
T2T04_1,SINE,5S-Deu-L2,3852,417160,108.296988577362,27.5197300103842
T2T04_1,SINE,Alu,2381025,617499372,259.341826314297,13.0439325920559
T2T04_1,SINE,MIR,1112128,157890786,141.971774831674,28.2762272867871
T2T04_1,SINE,tRNA,3080,388099,126.006168831169,29.4866233766234
T2T04_1,SINE,tRNA-Deu,839,89968,107.23241954708,27.7859356376639
T2T04_1,SINE,tRNA-Deu-L2,15,828,55.2,22.1333333333333
T2T04_1,SINE,tRNA-RTE,8041,1035372,128.761596816316,31.0545454545455
T2T04_1,Satellite,Unknown,76280,126159347,1653.89809910855,14.9397391190351
T2T04_1,Satellite,acro,982,964335,982.011201629328,16.4116089613035
T2T04_1,Satellite,centr,5940,183861264,30953.0747474747,16.9047474747475
T2T04_1,Satellite,subtelo,374,276929,740.451871657754,11.2136363636364
T2T04_1,Simple_repeat,Unknown,1412914,142068382,100.549914573711,10.7882756487656
T2T04_1,Unknown,Unknown,84660,12871830,152.041459957477,17.3889451925348
T2T04_1,rRNA,Unknown,6877,6535523,950.345063254326,9.08868692743929
T2T04_1,scRNA,Unknown,3541,359618,101.558316859644,10.8343123411466
T2T04_1,snRNA,Unknown,9816,893165,90.9907294213529,13.3020273023635
T2T04_1,srpRNA,Unknown,4371,591466,135.315946007779,16.5241363532372
T2T04_1,tRNA,Unknown,3900,233744,59.934358974359,10.3173846153846
T2T04_2,DNA,Crypton,581,85152,146.561101549053,25.4746987951807
T2T04_2,DNA,Crypton-A,274,39762,145.116788321168,26.6715328467153
T2T04_2,DNA,Kolobok,736,121826,165.524456521739,24.9957880434783
T2T04_2,DNA,MULE-MuDR,6141,2024294,329.635889920208,18.1141670737665
T2T04_2,DNA,Merlin,448,76400,170.535714285714,21.2796875
T2T04_2,DNA,PIF-Harbinger,742,129035,173.901617250674,26.6059299191375
T2T04_2,DNA,PiggyBac,4891,1075869,219.9691269679,13.0200368022899
T2T04_2,DNA,TcMar,319,60609,189.996865203762,26.7595611285266
T2T04_2,DNA,TcMar-Mariner,33016,5793340,175.470680881997,15.1181457475164
T2T04_2,DNA,TcMar-Pogo,67,7961,118.820895522388,24.6776119402985
T2T04_2,DNA,TcMar-Tc1,1546,264096,170.825355756792,21.9347994825356
T2T04_2,DNA,TcMar-Tc2,15966,3306127,207.072967556057,24.1688024552173
T2T04_2,DNA,TcMar-Tigger,249830,75220595,301.087119241084,20.1942248729136
T2T04_2,DNA,Unknown,15523,2210303,142.388906783483,25.7239386716485
T2T04_2,DNA,hAT,5496,1004206,182.715793304221,26.0476528384279
T2T04_2,DNA,hAT-Ac,8108,1306305,161.113098174642,25.744338924519
T2T04_2,DNA,hAT-Blackjack,32698,4756485,145.46715395437,22.254991130956
T2T04_2,DNA,hAT-Charlie,510129,92517543,181.361073375558,23.0522667795793
T2T04_2,DNA,hAT-Tag1,4046,897395,221.798072170044,25.915645081562
T2T04_2,DNA,hAT-Tip100,127444,24828991,194.822753523116,25.2933233420169
T2T04_2,DNA,hAT-hAT19,33,3073,93.1212121212121,22.0060606060606
T2T04_2,LINE,CR1,122012,21356655,175.037332393535,30.0115218175261
T2T04_2,LINE,Dong-R4,973,212435,218.329907502569,28.7773895169579
T2T04_2,LINE,I-Jockey,242,28980,119.752066115702,26.8396694214876
T2T04_2,LINE,L1,1916577,1027594977,536.161592777123,19.4085455997855
T2T04_2,LINE,L1-Tx1,351,96354,274.51282051282,28.0153846153846
T2T04_2,LINE,L2,977932,205990344,210.638719256554,29.5115212509663
T2T04_2,LINE,RTE-BovB,10780,1699315,157.635899814471,30.9953153988868
T2T04_2,LINE,RTE-X,25542,5837743,228.554655077911,28.4335055986219
T2T04_2,LTR,DIRS,13830,948418,68.5768618944324,24.9116558206797
T2T04_2,LTR,ERV1,361267,168245267,465.708927192354,15.814633498216
T2T04_2,LTR,ERVK,20955,17516247,835.898210450966,8.6490479599141
T2T04_2,LTR,ERVL,323002,117219530,362.906514510746,23.1476148754497
T2T04_2,LTR,ERVL-MaLR,686074,220370034,321.204467739632,20.2797329442597
T2T04_2,LTR,Gypsy,41307,8703320,210.698428837727,27.8929430847072
T2T04_2,LTR,Unknown,27956,5851735,209.319466304192,27.0889361854343
T2T04_2,Low_complexity,Unknown,216392,17236083,79.6521266959961,19.4860729601834
T2T04_2,PLE,Unknown,1414,127225,89.9752475247525,23.6636492220651
T2T04_2,RC,Helitron,4156,866700,208.541867179981,27.0325794032724
T2T04_2,Retroposon,SVA,86764,17851982,205.753330874556,23.7053305518418
T2T04_2,SINE,5S-Deu-L2,3938,426517,108.308024377857,27.4999238191976
T2T04_2,SINE,Alu,2430428,629444592,258.985080817041,13.0275953453466
T2T04_2,SINE,MIR,1136813,161468102,142.035763137825,28.2661055072382
T2T04_2,SINE,tRNA,3120,395151,126.650961538462,29.5311858974359
T2T04_2,SINE,tRNA-Deu,846,91423,108.065011820331,27.7618203309693
T2T04_2,SINE,tRNA-Deu-L2,14,801,57.2142857142857,21.6285714285714
T2T04_2,SINE,tRNA-RTE,8401,1082316,128.831805737412,31.0584216164742
T2T04_2,Satellite,Unknown,66917,111942981,1672.8631140069,14.3829654646801
T2T04_2,Satellite,acro,1413,1445625,1023.08917197452,16.165534324133
T2T04_2,Satellite,centr,4935,187911710,38077.3475177305,16.0833232016211
T2T04_2,Satellite,subtelo,363,278345,766.790633608815,10.304958677686
T2T04_2,Simple_repeat,Unknown,1451279,122754293,84.5835246014033,10.6700725360182
T2T04_2,Unknown,Unknown,87816,14633520,166.638425799399,17.2690375330236
T2T04_2,rRNA,Unknown,7800,8567781,1098.43346153846,8.54255128205128
T2T04_2,scRNA,Unknown,3661,373617,102.053264135482,10.8844304834745
T2T04_2,snRNA,Unknown,10183,939040,92.2164391633114,13.0091917902386
T2T04_2,srpRNA,Unknown,4463,603523,135.228097692135,16.5281649114945
T2T04_2,tRNA,Unknown,4200,241805,57.572619047619,10.7332619047619
T2T05,DNA,Crypton,567,83169,146.68253968254,25.536860670194
T2T05,DNA,Crypton-A,264,38333,145.200757575758,26.6818181818182
T2T05,DNA,Kolobok,711,118118,166.129395218003,25.0683544303797
T2T05,DNA,MULE-MuDR,5876,1942169,330.525697753574,18.093413886998
T2T05,DNA,Merlin,442,75700,171.266968325792,21.2665158371041
T2T05,DNA,PIF-Harbinger,724,126438,174.638121546961,26.5182320441989
T2T05,DNA,PiggyBac,4759,1051022,220.849338096239,13.0209918050011
T2T05,DNA,TcMar,300,57103,190.343333333333,26.7133333333333
T2T05,DNA,TcMar-Mariner,32090,5644400,175.892801495793,15.1245964474914
T2T05,DNA,TcMar-Pogo,63,7319,116.174603174603,24.5333333333333
T2T05,DNA,TcMar-Tc1,1510,257646,170.626490066225,21.9090728476821
T2T05,DNA,TcMar-Tc2,15598,3232494,207.237722784972,24.1911911783562
T2T05,DNA,TcMar-Tigger,242653,73114531,301.313113788002,20.191411604225
T2T05,DNA,Unknown,15147,2158289,142.489535881693,25.7274443784248
T2T05,DNA,hAT,5335,977780,183.276476101218,26.0661105904405
T2T05,DNA,hAT-Ac,7743,1251887,161.679839855353,25.6792586852641
T2T05,DNA,hAT-Blackjack,31787,4648695,146.245163116998,22.2968037247932
T2T05,DNA,hAT-Charlie,495245,89892506,181.511183353694,23.0700172641824
T2T05,DNA,hAT-Tag1,3899,864072,221.613747114645,25.9721723518851
T2T05,DNA,hAT-Tip100,123708,24211290,195.713211756717,25.2888535907136
T2T05,DNA,hAT-hAT19,33,3083,93.4242424242424,22.2484848484848
T2T05,LINE,CR1,118404,20712536,174.931049626702,30.0151937434546
T2T05,LINE,Dong-R4,925,199068,215.208648648649,28.6163243243243
T2T05,LINE,I-Jockey,227,27638,121.753303964758,26.6550660792952
T2T05,LINE,L1,1842160,980207493,532.096828179963,19.4709783080731
T2T05,LINE,L1-Tx1,335,91587,273.394029850746,28.1749253731343
T2T05,LINE,L2,949503,199780908,210.405768070243,29.5124745261468
T2T05,LINE,RTE-BovB,10463,1638581,156.607187231196,30.9922393195068
T2T05,LINE,RTE-X,24921,5694893,228.517836362907,28.4450985112957
T2T05,LTR,DIRS,13193,906408,68.7037065110286,24.6825361934359
T2T05,LTR,ERV1,350300,163970457,468.085803596917,15.8441230373965
T2T05,LTR,ERVK,20856,17501402,839.154296125815,8.7290803605677
T2T05,LTR,ERVL,312409,113146616,362.174636454135,23.1819582662471
T2T05,LTR,ERVL-MaLR,665920,213286701,320.288774927919,20.3149819798174
T2T05,LTR,Gypsy,40221,8481974,210.884214713707,27.8895353173715
T2T05,LTR,Unknown,27236,5699962,209.280437656043,27.1031061829931
T2T05,Low_complexity,Unknown,211906,17009404,80.2686285428445,19.46207044633
T2T05,PLE,Unknown,1354,121836,89.9822747415066,23.7672082717873
T2T05,RC,Helitron,4087,851156,208.25935894299,27.0705896745779
T2T05,Retroposon,SVA,84800,17400949,205.199870283019,23.7374363207547
T2T05,SINE,5S-Deu-L2,3840,416641,108.500260416667,27.5048177083333
T2T05,SINE,Alu,2375896,615211578,258.938765838235,13.0553325145545
T2T05,SINE,MIR,1106287,157056358,141.967100761376,28.2756465546463
T2T05,SINE,tRNA,3049,385059,126.290259101345,29.5309281731715
T2T05,SINE,tRNA-Deu,827,89753,108.528415961306,27.7970979443773
T2T05,SINE,tRNA-Deu-L2,13,757,58.2307692307692,21.1923076923077
T2T05,SINE,tRNA-RTE,8014,1032880,128.884452208635,31.0542800099825
T2T05,Satellite,Unknown,77045,122375150,1588.35940035044,14.4988889609968
T2T05,Satellite,acro,1241,1300487,1047.93473005641,16.2982272360999
T2T05,Satellite,centr,5106,166147706,32539.6995691344,17.9261848805327
T2T05,Satellite,subtelo,371,264300,712.398921832884,11.2797843665768
T2T05,Simple_repeat,Unknown,1431849,134161973,93.698408840597,10.7327665836272
T2T05,Unknown,Unknown,84838,13376060,157.665904429619,17.3297154576958
T2T05,rRNA,Unknown,8051,8917642,1107.64401937647,8.22305303688983
T2T05,scRNA,Unknown,3489,355474,101.884207509315,10.8316136428776
T2T05,snRNA,Unknown,9827,900974,91.6835249821919,13.1103388623181
T2T05,srpRNA,Unknown,4336,585695,135.077260147601,16.4973247232472
T2T05,tRNA,Unknown,3985,231280,58.0376411543287,10.575382685069
T2T06,DNA,Crypton,566,83160,146.925795053004,25.5065371024735
T2T06,DNA,Crypton-A,269,39439,146.613382899628,26.8747211895911
T2T06,DNA,Kolobok,719,118777,165.197496522949,25.0280945757997
T2T06,DNA,MULE-MuDR,5928,1952158,329.311403508772,18.1112516869096
T2T06,DNA,Merlin,443,76317,172.273137697517,21.4155756207675
T2T06,DNA,PIF-Harbinger,717,125957,175.672245467225,26.5609483960948
T2T06,DNA,PiggyBac,4758,1050342,220.752837326608,13.0094367381253
T2T06,DNA,TcMar,303,57415,189.488448844884,26.6782178217822
T2T06,DNA,TcMar-Mariner,32055,5600069,174.701887381064,15.1286008423023
T2T06,DNA,TcMar-Pogo,64,7749,121.078125,24.8125
T2T06,DNA,TcMar-Tc1,1506,256476,170.302788844622,21.853984063745
T2T06,DNA,TcMar-Tc2,15633,3239258,207.206422311776,24.1915755133372
T2T06,DNA,TcMar-Tigger,243055,73188096,301.117426096974,20.1919944045586
T2T06,DNA,Unknown,15171,2165455,142.736470898425,25.7281128468789
T2T06,DNA,hAT,5363,978456,182.445646093604,26.0275219093791
T2T06,DNA,hAT-Ac,7897,1264747,160.155375459035,25.7318348740028
T2T06,DNA,hAT-Blackjack,31798,4649191,146.210170450972,22.2891439713189
T2T06,DNA,hAT-Charlie,496402,90075335,181.456430473689,23.0726199733281
T2T06,DNA,hAT-Tag1,3900,860374,220.608717948718,25.944
T2T06,DNA,hAT-Tip100,123884,24149302,194.934793839398,25.2942155564883
T2T06,DNA,hAT-hAT19,33,3077,93.2424242424242,22.3272727272727
T2T06,LINE,CR1,118478,20711394,174.812150779048,30.0205649994092
T2T06,LINE,Dong-R4,930,199690,214.720430107527,28.6784946236559
T2T06,LINE,I-Jockey,242,28879,119.334710743802,26.6119834710744
T2T06,LINE,L1,1845746,981896583,531.978171969491,19.4737352810192
T2T06,LINE,L1-Tx1,331,91642,276.864048338369,28.0555891238671
T2T06,LINE,L2,951429,200228333,210.450105052505,29.513314603612
T2T06,LINE,RTE-BovB,10427,1640382,157.320609954925,31.0172820562002
T2T06,LINE,RTE-X,24916,5693264,228.49831433617,28.4340704768021
T2T06,LTR,DIRS,13571,931521,68.6405570702233,24.9337558028148
T2T06,LTR,ERV1,351117,164255395,467.808152268332,15.8446833961329
T2T06,LTR,ERVK,20770,17351756,835.423976889745,8.7156234954261
T2T06,LTR,ERVL,313173,113293124,361.758912805382,23.1753267363406
T2T06,LTR,ERVL-MaLR,667333,213649318,320.153983093898,20.3134827739674
T2T06,LTR,Gypsy,40295,8473727,210.292269512346,27.891338875791
T2T06,LTR,Unknown,27277,5703580,209.098507900429,27.093177402207
T2T06,Low_complexity,Unknown,211751,16934145,79.9719717970635,19.4797342161312
T2T06,PLE,Unknown,1399,124083,88.6940671908506,23.626876340243
T2T06,RC,Helitron,4071,849074,208.566445590764,27.0627118644068
T2T06,Retroposon,SVA,84898,17389988,204.833894791397,23.7584371834437
T2T06,SINE,5S-Deu-L2,3827,416590,108.855500391952,27.5747582963157
T2T06,SINE,Alu,2381812,617082795,259.08123521084,13.0576998100606
T2T06,SINE,MIR,1108853,157415831,141.962758814739,28.2750251836808
T2T06,SINE,tRNA,3043,383069,125.885310548801,29.5029576076241
T2T06,SINE,tRNA-Deu,825,89849,108.907878787879,27.897696969697
T2T06,SINE,tRNA-Deu-L2,16,888,55.5,21.675
T2T06,SINE,tRNA-RTE,8002,1030765,128.813421644589,31.0746938265434
T2T06,Satellite,Unknown,69674,116222599,1668.09138272526,15.1916094956512
T2T06,Satellite,acro,1025,947126,924.025365853659,16.5511219512195
T2T06,Satellite,centr,5344,175040018,32754.4943862275,17.5571856287425
T2T06,Satellite,subtelo,370,272288,735.913513513514,11.3827027027027
T2T06,Simple_repeat,Unknown,1419093,137080295,96.5971187230154,10.8220581737772
T2T06,Unknown,Unknown,81610,12940503,158.565163582894,17.7576963607401
T2T06,rRNA,Unknown,8360,8441355,1009.73145933014,8.05184210526316
T2T06,scRNA,Unknown,3520,358900,101.960227272727,10.8925
T2T06,snRNA,Unknown,9784,891190,91.0864677023712,13.1990290269828
T2T06,srpRNA,Unknown,4361,589407,135.154093097913,16.5096537491401
T2T06,tRNA,Unknown,3699,218830,59.1592322249257,10.75033792917
T2T07,DNA,Crypton,576,85220,147.951388888889,25.5791666666667
T2T07,DNA,Crypton-A,275,40149,145.996363636364,26.7058181818182
T2T07,DNA,Kolobok,731,120902,165.392612859097,25.0321477428181
T2T07,DNA,MULE-MuDR,6128,2020179,329.663674934726,18.1228949086162
T2T07,DNA,Merlin,445,76236,171.316853932584,21.3483146067416
T2T07,DNA,PIF-Harbinger,730,128730,176.342465753425,26.5997260273973
T2T07,DNA,PiggyBac,4871,1071833,220.043728187231,13.0182508725108
T2T07,DNA,TcMar,310,59059,190.512903225806,26.711935483871
T2T07,DNA,TcMar-Mariner,33109,5870808,177.317587362953,15.1164335981153
T2T07,DNA,TcMar-Pogo,66,8016,121.454545454545,25.1090909090909
T2T07,DNA,TcMar-Tc1,1542,263922,171.155642023346,21.9732814526589
T2T07,DNA,TcMar-Tc2,15960,3304216,207.031077694236,24.1776441102757
T2T07,DNA,TcMar-Tigger,249349,75107433,301.214093499473,20.198195701607
T2T07,DNA,Unknown,15546,2212715,142.333397658562,25.7224430721729
T2T07,DNA,hAT,5493,1006320,183.200436919716,26.0647551429092
T2T07,DNA,hAT-Ac,7952,1295488,162.913480885312,25.6656690140845
T2T07,DNA,hAT-Blackjack,32635,4756862,145.759521985598,22.2677922475869
T2T07,DNA,hAT-Charlie,509675,92398790,181.289625741894,23.0527226173542
T2T07,DNA,hAT-Tag1,3997,885483,221.536902677008,25.9306479859895
T2T07,DNA,hAT-Tip100,127170,24676317,194.041967445152,25.290731304553
T2T07,DNA,hAT-hAT19,36,3342,92.8333333333333,22.3111111111111
T2T07,LINE,CR1,121932,21335629,174.979734606174,30.0098325296067
T2T07,LINE,Dong-R4,964,210558,218.421161825726,28.696265560166
T2T07,LINE,I-Jockey,232,28135,121.271551724138,26.7560344827586
T2T07,LINE,L1,1911016,1024069641,535.877062777078,19.409549475253
T2T07,LINE,L1-Tx1,333,92993,279.258258258258,28.16996996997
T2T07,LINE,L2,976288,205630204,210.624532924711,29.5096825936609
T2T07,LINE,RTE-BovB,10758,1693970,157.461424056516,30.9952593418851
T2T07,LINE,RTE-X,25486,5838767,229.097033665542,28.4618417954956
T2T07,LTR,DIRS,13600,932644,68.5767647058824,24.8160147058824
T2T07,LTR,ERV1,359173,167885170,467.421465421955,15.778840558728
T2T07,LTR,ERVK,21016,17591092,837.033307955843,8.63038161400837
T2T07,LTR,ERVL,322204,116848065,362.652434482502,23.1508488411069
T2T07,LTR,ERVL-MaLR,687382,220700726,321.074345851361,20.2763704897713
T2T07,LTR,Gypsy,41303,8713451,210.964118829141,27.906948647798
T2T07,LTR,Unknown,27920,5846713,209.409491404011,27.0998925501433
T2T07,Low_complexity,Unknown,213920,16472856,77.0047494390427,19.5123985602094
T2T07,PLE,Unknown,1423,126440,88.854532677442,23.6070274068869
T2T07,RC,Helitron,4167,869218,208.595632349412,27.0316294696424
T2T07,Retroposon,SVA,86839,17982873,207.082912055643,23.6882437614436
T2T07,SINE,5S-Deu-L2,3900,425340,109.061538461538,27.552641025641
T2T07,SINE,Alu,2420055,627251440,259.188919260099,13.0186851125284
T2T07,SINE,MIR,1134855,161193687,142.039015557054,28.2654195469906
T2T07,SINE,tRNA,3111,391346,125.794278367085,29.4511732561877
T2T07,SINE,tRNA-Deu,845,91513,108.299408284024,27.8468639053254
T2T07,SINE,tRNA-Deu-L2,14,800,57.1428571428571,20.8714285714286
T2T07,SINE,tRNA-RTE,8381,1077504,128.565087698365,31.0597661376924
T2T07,Satellite,Unknown,57093,98505496,1725.3515492267,14.417341880791
T2T07,Satellite,acro,1197,1210353,1011.15538847118,16.2263993316625
T2T07,Satellite,centr,4901,190393607,38847.9100183636,16.2929606202816
T2T07,Satellite,subtelo,363,277789,765.258953168044,10.2614325068871
T2T07,Simple_repeat,Unknown,1436143,125373337,87.2986443550538,10.7370967932859
T2T07,Unknown,Unknown,84472,14490815,171.545778482811,17.8125852353443
T2T07,rRNA,Unknown,8219,7595043,924.083586811048,8.14680618080058
T2T07,scRNA,Unknown,3614,368443,101.948810182623,10.8524349750968
T2T07,snRNA,Unknown,10060,919148,91.3666003976143,13.1464015904573
T2T07,srpRNA,Unknown,4475,606448,135.519106145251,16.4935418994413
T2T07,tRNA,Unknown,4119,248022,60.2141296431173,10.2759650400583
T2T08,DNA,Crypton,585,85820,146.700854700855,25.5020512820513
T2T08,DNA,Crypton-A,278,40408,145.352517985612,26.6708633093525
T2T08,DNA,Kolobok,736,121869,165.582880434783,25.013722826087
T2T08,DNA,MULE-MuDR,6049,2000839,330.771863117871,18.1193089766904
T2T08,DNA,Merlin,451,76755,170.188470066519,21.3157427937916
T2T08,DNA,PIF-Harbinger,738,129117,174.955284552846,26.5807588075881
T2T08,DNA,PiggyBac,4838,1067644,220.678792889624,12.9856138900372
T2T08,DNA,TcMar,317,60257,190.085173501577,26.818927444795
T2T08,DNA,TcMar-Mariner,32961,5813844,176.38554655502,15.1269378963017
T2T08,DNA,TcMar-Pogo,63,7621,120.968253968254,24.6936507936508
T2T08,DNA,TcMar-Tc1,1550,262927,169.630322580645,21.8712258064516
T2T08,DNA,TcMar-Tc2,15849,3290382,207.608177172061,24.1662817843397
T2T08,DNA,TcMar-Tigger,248157,74839929,301.582985771105,20.1912724605794
T2T08,DNA,Unknown,15539,2212912,142.410193706159,25.7160692451252
T2T08,DNA,hAT,5458,998177,182.883290582631,26.0698241113961
T2T08,DNA,hAT-Ac,7658,1265494,165.251240532776,25.5032906764168
T2T08,DNA,hAT-Blackjack,32482,4733453,145.725417154116,22.2685641278246
T2T08,DNA,hAT-Charlie,506973,92012806,181.494489844627,23.0529450286307
T2T08,DNA,hAT-Tag1,3993,883076,221.156023040321,25.9221888304533
T2T08,DNA,hAT-Tip100,126238,24372327,193.066485527337,25.3001663524454
T2T08,DNA,hAT-hAT19,32,2972,92.875,21.759375
T2T08,LINE,CR1,121558,21281920,175.076259892397,30.0074392471084
T2T08,LINE,Dong-R4,969,210150,216.87306501548,28.7364293085655
T2T08,LINE,I-Jockey,239,29754,124.493723849372,27.1933054393305
T2T08,LINE,L1,1902230,1019432291,535.914316880714,19.4085963316739
T2T08,LINE,L1-Tx1,343,95632,278.810495626822,28.2655976676385
T2T08,LINE,L2,972375,204869771,210.690084586708,29.5130000257102
T2T08,LINE,RTE-BovB,10748,1689590,157.200409378489,31.0179289170078
T2T08,LINE,RTE-X,25408,5820385,229.076865554156,28.4426715994962
T2T08,LTR,DIRS,13252,906848,68.4310292785995,24.5881300935708
T2T08,LTR,ERV1,355226,166638824,469.106495583094,15.7407284376707
T2T08,LTR,ERVK,20609,17230386,836.0612353826,8.59919452666311
T2T08,LTR,ERVL,320948,116473367,362.904168276481,23.1457628650124
T2T08,LTR,ERVL-MaLR,682529,219242274,321.220452171263,20.2794782346245
T2T08,LTR,Gypsy,41096,8672110,211.020780611252,27.9020610278373
T2T08,LTR,Unknown,27884,5830961,209.114940467652,27.1087075025104
