sample,repeat_class,repeat_family,count,total_length,mean_length,mean_div
T2T08,Low_complexity,Unknown,209230,15371728,73.4680877503226,19.4475213879463
T2T08,PLE,Unknown,1392,124234,89.2485632183908,23.6960488505747
T2T08,RC,Helitron,4170,867573,208.051079136691,27.0375059952038
T2T08,Retroposon,SVA,85479,17697226,207.035950350378,23.6704921676669
T2T08,SINE,5S-Deu-L2,3911,423941,108.397085144464,27.5292763998977
T2T08,SINE,Alu,2397809,622477002,259.602412869415,13.0015487889152
T2T08,SINE,MIR,1130425,160590898,142.062408386226,28.2677554017294
T2T08,SINE,tRNA,3125,392543,125.61376,29.496352
T2T08,SINE,tRNA-Deu,849,92036,108.405182567727,27.83074204947
T2T08,SINE,tRNA-Deu-L2,13,733,56.3846153846154,21.6692307692308
T2T08,SINE,tRNA-RTE,8340,1072549,128.602997601918,31.0404676258993
T2T08,Satellite,Unknown,57670,106043582,1838.79975723947,14.6445916421016
T2T08,Satellite,acro,1513,1463367,967.195637805684,16.3247191011236
T2T08,Satellite,centr,4769,180910159,37934.6108198784,16.5772069616272
T2T08,Satellite,subtelo,344,272572,792.360465116279,10.5494186046512
T2T08,Simple_repeat,Unknown,1411536,123175249,87.2632713582933,10.7440773030231
T2T08,Unknown,Unknown,84419,13917234,164.859024627157,17.6686681908101
T2T08,rRNA,Unknown,6461,5571488,862.325955734406,9.66000619099211
T2T08,scRNA,Unknown,3597,366012,101.754795663053,10.8356964136781
T2T08,snRNA,Unknown,9923,897528,90.4492592965837,13.2455608183009
T2T08,srpRNA,Unknown,4396,597904,136.010919017288,16.5043903548681
T2T08,tRNA,Unknown,3816,225948,59.2106918238994,10.6832285115304
T2T09,DNA,Crypton,568,83600,147.183098591549,25.5420774647887
T2T09,DNA,Crypton-A,258,37769,146.391472868217,26.7213178294574
T2T09,DNA,Kolobok,718,118359,164.845403899721,24.9735376044568
T2T09,DNA,MULE-MuDR,5946,1957317,329.18213925328,18.1097880928355
T2T09,DNA,Merlin,439,75367,171.678815489749,21.2428246013667
T2T09,DNA,PIF-Harbinger,718,126780,176.573816155989,26.6437325905292
T2T09,DNA,PiggyBac,4793,1057025,220.535155435009,12.9749217609013
T2T09,DNA,TcMar,302,56931,188.513245033113,26.7473509933775
T2T09,DNA,TcMar-Mariner,32042,5637770,175.949378940141,15.1078490730916
T2T09,DNA,TcMar-Pogo,61,7326,120.098360655738,24.5934426229508
T2T09,DNA,TcMar-Tc1,1532,260099,169.777415143603,21.8864882506527
T2T09,DNA,TcMar-Tc2,15608,3232303,207.092708867248,24.1925038441825
T2T09,DNA,TcMar-Tigger,242803,73236365,301.628748409204,20.1910997804805
T2T09,DNA,Unknown,15159,2160528,142.524440926182,25.7154495679134
T2T09,DNA,hAT,5386,982811,182.475120683253,26.0440958039361
T2T09,DNA,hAT-Ac,7472,1231019,164.750936830835,25.5138650963597
T2T09,DNA,hAT-Blackjack,31896,4654222,145.918673187861,22.2858132681214
T2T09,DNA,hAT-Charlie,497058,90173915,181.415277492767,23.0715974795698
T2T09,DNA,hAT-Tag1,3895,861037,221.062130937099,25.9429525032092
T2T09,DNA,hAT-Tip100,123699,23870973,192.976281134043,25.2887113072862
T2T09,DNA,hAT-hAT19,32,2963,92.59375,22.01875
T2T09,LINE,CR1,118713,20751787,174.80635650687,30.0249812573181
T2T09,LINE,Dong-R4,925,199193,215.343783783784,28.6664864864865
T2T09,LINE,I-Jockey,238,28761,120.844537815126,26.7655462184874
T2T09,LINE,L1,1847067,982826760,532.101304392315,19.4634330535925
T2T09,LINE,L1-Tx1,333,91867,275.876876876877,28.0957957957958
T2T09,LINE,L2,951983,200332530,210.437087637069,29.5111815021907
T2T09,LINE,RTE-BovB,10417,1642448,157.669962561198,30.9882307766151
T2T09,LINE,RTE-X,24934,5703668,228.750621641133,28.4420911205583
T2T09,LTR,DIRS,13168,905758,68.7847812879708,24.6078751518834
T2T09,LTR,ERV1,348906,163996192,470.029727204462,15.7956713269477
T2T09,LTR,ERVK,20888,17476896,836.695518958254,8.71458253542704
T2T09,LTR,ERVL,313371,113384085,361.820605608049,23.1756100596418
T2T09,LTR,ERVL-MaLR,668246,214025784,320.279932839104,20.31308769525
T2T09,LTR,Gypsy,40343,8494931,210.567657338324,27.8823191136009
T2T09,LTR,Unknown,27246,5708513,209.517470454379,27.1049401747045
T2T09,Low_complexity,Unknown,206762,15417349,74.5656793801569,19.4621124771476
T2T09,PLE,Unknown,1394,124194,89.0918220946915,23.6417503586801
T2T09,RC,Helitron,4096,852567,208.146240234375,27.0257080078125
T2T09,Retroposon,SVA,84669,17458780,206.20038030448,23.6850441129575
T2T09,SINE,5S-Deu-L2,3842,417446,108.653305570016,27.5440655908381
T2T09,SINE,Alu,2368508,614593722,259.485601061934,13.0307584352681
T2T09,SINE,MIR,1109232,157457564,141.951876613729,28.2754412963203
T2T09,SINE,tRNA,3068,386952,126.125162972621,29.5363428943937
T2T09,SINE,tRNA-Deu,818,89345,109.223716381418,27.8754278728606
T2T09,SINE,tRNA-Deu-L2,13,733,56.3846153846154,21.6692307692308
T2T09,SINE,tRNA-RTE,8012,1032007,128.807663504743,31.0595232151772
T2T09,Satellite,Unknown,62745,112857939,1798.67621324408,14.868241294127
T2T09,Satellite,acro,1253,1190254,949.923383878691,16.3679169992019
T2T09,Satellite,centr,5458,183817344,33678.5166727739,17.4580065958226
T2T09,Satellite,subtelo,376,274585,730.279255319149,11.5712765957447
T2T09,Simple_repeat,Unknown,1393885,127681753,91.6013537702177,10.8076849955341
T2T09,Unknown,Unknown,80692,13074098,162.024711247707,18.0870210181926
T2T09,rRNA,Unknown,6433,5669328,881.288356909684,9.4035286802425
T2T09,scRNA,Unknown,3544,360955,101.84960496614,10.9075620767494
T2T09,snRNA,Unknown,9820,894210,91.0600814663951,13.2254887983707
T2T09,srpRNA,Unknown,4367,589171,134.91435768262,16.5417449049691
T2T09,tRNA,Unknown,4330,253408,58.5237875288684,10.063441108545
T2T10,DNA,Crypton,593,86930,146.593591905565,25.5359190556492
T2T10,DNA,Crypton-A,280,40513,144.689285714286,26.6192857142857
T2T10,DNA,Kolobok,742,122805,165.50539083558,25.0711590296496
T2T10,DNA,MULE-MuDR,6233,2063481,331.057436226536,18.1053425316862
T2T10,DNA,Merlin,454,77802,171.370044052863,21.2103524229075
T2T10,DNA,PIF-Harbinger,746,129310,173.337801608579,26.5229222520107
T2T10,DNA,PiggyBac,4893,1080583,220.842632331903,12.9858164725118
T2T10,DNA,TcMar,314,59709,190.156050955414,26.7773885350318
T2T10,DNA,TcMar-Mariner,33371,5860291,175.61029037188,15.092595367235
T2T10,DNA,TcMar-Pogo,64,7767,121.359375,24.8125
T2T10,DNA,TcMar-Tc1,1561,264963,169.739269698911,21.8486867392697
T2T10,DNA,TcMar-Tc2,16106,3334844,207.056003973674,24.1608406804917
T2T10,DNA,TcMar-Tigger,251733,75924743,301.608223792669,20.188354725046
T2T10,DNA,Unknown,15661,2238066,142.906966349531,25.7175914692548
T2T10,DNA,hAT,5543,1018126,183.677791809489,26.0604005051416
T2T10,DNA,hAT-Ac,7668,1270383,165.673317683881,25.3603286384977
T2T10,DNA,hAT-Blackjack,32933,4798101,145.692800534418,22.2713812892843
T2T10,DNA,hAT-Charlie,514635,93349533,181.389786936372,23.0481593750911
T2T10,DNA,hAT-Tag1,4058,893100,220.083785115821,25.9233859043864
T2T10,DNA,hAT-Tip100,127741,24547725,192.167941381389,25.2905425822563
T2T10,DNA,hAT-hAT19,33,3079,93.3030303030303,22.1090909090909
T2T10,LINE,CR1,123031,21532698,175.018475018491,30.0140387382042
T2T10,LINE,Dong-R4,952,208540,219.054621848739,28.7786764705882
T2T10,LINE,I-Jockey,249,30106,120.907630522088,27.0678714859438
T2T10,LINE,L1,1937604,1038934873,536.195668980865,19.4048844862005
T2T10,LINE,L1-Tx1,341,94914,278.340175953079,28.124633431085
T2T10,LINE,L2,985963,207730715,210.688144484124,29.5108669392259
T2T10,LINE,RTE-BovB,10876,1711656,157.379183523354,31.0242368517837
T2T10,LINE,RTE-X,25800,5895474,228.506744186047,28.4486085271318
T2T10,LTR,DIRS,13310,912312,68.543350864012,24.4830428249437
T2T10,LTR,ERV1,360923,169340106,469.186241940802,15.7414642458364
T2T10,LTR,ERVK,21081,17557714,832.869123855605,8.61241402210521
T2T10,LTR,ERVL,326349,118403175,362.811514666814,23.1374197561506
T2T10,LTR,ERVL-MaLR,693570,222756716,321.174093458483,20.2752904537393
T2T10,LTR,Gypsy,41720,8789511,210.678595397891,27.8898561840844
T2T10,LTR,Unknown,28137,5892718,209.429505633152,27.10502541138
T2T10,Low_complexity,Unknown,210936,15009297,71.1556917738082,19.4546208328593
T2T10,PLE,Unknown,1404,125887,89.6631054131054,23.6099002849003
T2T10,RC,Helitron,4192,870915,207.756440839695,27.0223282442748
T2T10,Retroposon,SVA,86941,18029643,207.377911457195,23.6739938579036
T2T10,SINE,5S-Deu-L2,3951,430829,109.043027081751,27.5614274867122
T2T10,SINE,Alu,2439024,633255226,259.634684201549,13.0037218165955
T2T10,SINE,MIR,1146352,162797971,142.013945978199,28.2651707328988
T2T10,SINE,tRNA,3156,399466,126.573510773131,29.5325728770596
T2T10,SINE,tRNA-Deu,864,93444,108.152777777778,27.8755787037037
T2T10,SINE,tRNA-Deu-L2,12,689,57.4166666666667,21.2
T2T10,SINE,tRNA-RTE,8462,1085635,128.295320255259,31.0461356653273
T2T10,Satellite,Unknown,56858,110391749,1941.53415526399,14.764154560484
T2T10,Satellite,acro,2455,2371621,966.037067209776,16.3654175152749
T2T10,Satellite,centr,4951,179802335,36316.3674005251,16.3154312260149
T2T10,Satellite,subtelo,399,276039,691.827067669173,10.284962406015
T2T10,Simple_repeat,Unknown,1424295,118348015,83.0923474420678,10.7701524613932
T2T10,Unknown,Unknown,88637,15251180,172.063359545111,17.333851551835
T2T10,rRNA,Unknown,6210,4734339,762.373429951691,10.1400161030596
T2T10,scRNA,Unknown,3688,375010,101.683839479393,10.8377982646421
T2T10,snRNA,Unknown,10197,929704,91.1742669412572,13.218289693047
T2T10,srpRNA,Unknown,4511,614704,136.267789847041,16.6000221680337
T2T10,tRNA,Unknown,4045,241274,59.6474660074166,10.8254882571075
T2T11,DNA,Crypton,565,82887,146.702654867257,25.5295575221239
T2T11,DNA,Crypton-A,266,38726,145.586466165414,26.7041353383459
T2T11,DNA,Kolobok,728,119898,164.695054945055,25.0285714285714
T2T11,DNA,MULE-MuDR,6033,1965055,325.717719211006,18.2082214486988
T2T11,DNA,Merlin,441,76026,172.394557823129,21.2852607709751
T2T11,DNA,PIF-Harbinger,723,126821,175.409405255878,26.5022130013831
T2T11,DNA,PiggyBac,4783,1054159,220.397031151997,13.0072339535856
T2T11,DNA,TcMar,302,57190,189.370860927152,26.6688741721854
T2T11,DNA,TcMar-Mariner,32371,5779070,178.526149949028,15.1517469339841
T2T11,DNA,TcMar-Pogo,61,7279,119.327868852459,24.4590163934426
T2T11,DNA,TcMar-Tc1,1505,256631,170.518936877076,21.9047176079734
T2T11,DNA,TcMar-Tc2,15707,3243145,206.47768510855,24.1940090405552
T2T11,DNA,TcMar-Tigger,243709,73504737,301.608627502472,20.1891222728746
T2T11,DNA,Unknown,15178,2168133,142.847081301884,25.7218737646594
T2T11,DNA,hAT,5380,982778,182.67249070632,26.0574163568773
T2T11,DNA,hAT-Ac,7523,1234179,164.054100757676,25.5428419513492
T2T11,DNA,hAT-Blackjack,31940,4670340,146.22229179712,22.2850187852223
T2T11,DNA,hAT-Charlie,498368,90412236,181.416615834082,23.0686775635675
T2T11,DNA,hAT-Tag1,3904,867309,222.159067622951,25.9829661885246
T2T11,DNA,hAT-Tip100,123923,23969130,193.419542780598,25.2921281763676
T2T11,DNA,hAT-hAT19,33,3080,93.3333333333333,22.3212121212121
T2T11,LINE,CR1,118921,20778117,174.722017137427,30.0165033930088
T2T11,LINE,Dong-R4,924,199644,216.064935064935,28.6396103896104
T2T11,LINE,I-Jockey,243,29193,120.135802469136,26.7111111111111
T2T11,LINE,L1,1854898,986514953,531.843235045808,19.4718255127775
T2T11,LINE,L1-Tx1,339,93290,275.191740412979,28.2507374631268
T2T11,LINE,L2,954816,200891096,210.397705945439,29.5123408070246
T2T11,LINE,RTE-BovB,10466,1642456,156.932543474107,30.9746703611695
T2T11,LINE,RTE-X,25023,5718572,228.532629980418,28.436150741318
T2T11,LTR,DIRS,13184,901910,68.4094356796116,24.6117870145631
T2T11,LTR,ERV1,351047,164634667,468.981837189892,15.8123709930579
T2T11,LTR,ERVK,20948,17465731,833.766039717395,8.71609700210044
T2T11,LTR,ERVL,314553,113778136,361.713720740225,23.1796066163731
T2T11,LTR,ERVL-MaLR,670328,214546439,320.061878662386,20.3113013330787
T2T11,LTR,Gypsy,40364,8499610,210.574026360123,27.8864755722921
T2T11,LTR,Unknown,27342,5719446,209.181698485846,27.0995208836223
T2T11,Low_complexity,Unknown,206975,15263443,73.745346056287,19.4493861577485
T2T11,PLE,Unknown,1416,126718,89.4901129943503,23.7155367231638
T2T11,RC,Helitron,4100,855581,208.678292682927,27.0704146341463
T2T11,Retroposon,SVA,85004,17460350,205.406216178062,23.7124264740483
T2T11,SINE,5S-Deu-L2,3845,416733,108.383094928479,27.4921196358908
T2T11,SINE,Alu,2382965,618141189,259.400028535879,13.0479472421962
T2T11,SINE,MIR,1112662,157939449,141.947373955433,28.2758286883168
T2T11,SINE,tRNA,3043,383037,125.874794610582,29.4914229378902
T2T11,SINE,tRNA-Deu,833,90413,108.539015606243,27.9060024009604
T2T11,SINE,tRNA-Deu-L2,12,689,57.4166666666667,21.2
T2T11,SINE,tRNA-RTE,8041,1033485,128.526924511877,31.0269369481408
T2T11,Satellite,Unknown,73874,133950478,1813.2289844871,14.6447830089071
T2T11,Satellite,acro,1331,1271516,955.308790383171,16.4921863260706
T2T11,Satellite,centr,5678,183518177,32320.9188094399,17.4829341317365
T2T11,Satellite,subtelo,399,290507,728.087719298246,10.9077694235589
T2T11,Simple_repeat,Unknown,1410239,142219401,100.847729356513,10.8566352937339
T2T11,Unknown,Unknown,86167,13594530,157.769563754105,17.1575162185059
T2T11,rRNA,Unknown,6532,6011232,920.274341702388,9.4905695039804
T2T11,scRNA,Unknown,3534,360206,101.925863044709,10.8471986417657
T2T11,snRNA,Unknown,9749,881045,90.3728587547441,13.2996922761309
T2T11,srpRNA,Unknown,4411,592590,134.343686238948,16.5291997279528
T2T11,tRNA,Unknown,4185,244003,58.3041816009558,10.3030346475508
T2T12,DNA,Crypton,585,85359,145.912820512821,25.5492307692308
T2T12,DNA,Crypton-A,273,39685,145.3663003663,26.6655677655678
T2T12,DNA,Kolobok,733,121443,165.679399727149,24.9990450204638
T2T12,DNA,MULE-MuDR,6065,2001254,329.967683429514,18.1101896125309
T2T12,DNA,Merlin,452,76710,169.712389380531,21.2940265486726
T2T12,DNA,PIF-Harbinger,734,128697,175.33651226158,26.6042234332425
T2T12,DNA,PiggyBac,4843,1068139,220.553169523023,12.9901094362998
T2T12,DNA,TcMar,310,59035,190.435483870968,26.6561290322581
T2T12,DNA,TcMar-Mariner,32839,5784858,176.158165595786,15.1118487164652
T2T12,DNA,TcMar-Pogo,64,7701,120.328125,24.7046875
T2T12,DNA,TcMar-Tc1,1529,259844,169.943754087639,21.8842380640942
T2T12,DNA,TcMar-Tc2,15851,3289094,207.500725506277,24.1651315374424
T2T12,DNA,TcMar-Tigger,247908,74684791,301.26010858867,20.1968883618116
T2T12,DNA,Unknown,15542,2210809,142.247394157766,25.7267854844936
T2T12,DNA,hAT,5457,995186,182.368700751329,26.0630932746931
T2T12,DNA,hAT-Ac,7964,1293311,162.394650929181,25.7393144148669
T2T12,DNA,hAT-Blackjack,32431,4727778,145.779593598717,22.2665690234652
T2T12,DNA,hAT-Charlie,505440,91757844,181.540527065527,23.0535139680279
T2T12,DNA,hAT-Tag1,3978,880834,221.426344896933,25.9241075917547
T2T12,DNA,hAT-Tip100,126336,24616279,194.847699784701,25.3025353026849
T2T12,DNA,hAT-hAT19,34,3196,94.0,22.3117647058824
T2T12,LINE,CR1,121231,21221055,175.046440266928,30.0051777185703
T2T12,LINE,Dong-R4,956,207876,217.443514644351,28.7323221757322
T2T12,LINE,I-Jockey,239,28766,120.359832635983,26.5539748953975
T2T12,LINE,L1,1897769,1017373704,536.089325940091,19.4115824950244
T2T12,LINE,L1-Tx1,343,94391,275.192419825073,28.1279883381924
T2T12,LINE,L2,969839,204425840,210.783274337287,29.5128302738908
T2T12,LINE,RTE-BovB,10741,1694401,157.750768084908,31.022502560283
T2T12,LINE,RTE-X,25326,5796060,228.858090499882,28.4304035378662
T2T12,LTR,DIRS,13664,936294,68.52268735363,24.8535201990632
T2T12,LTR,ERV1,357014,166726171,467.001773039713,15.8005285507011
T2T12,LTR,ERVK,20607,17235593,836.395059931091,8.58632018246227
T2T12,LTR,ERVL,319782,116050167,362.904000225153,23.1562686455148
T2T12,LTR,ERVL-MaLR,680694,218655548,321.224438587677,20.27754453543
T2T12,LTR,Gypsy,41110,8662756,210.721381658964,27.9088883483337
T2T12,LTR,Unknown,27730,5799724,209.149801658853,27.0996574107465
T2T12,Low_complexity,Unknown,212403,16400093,77.2121533123355,19.4796693078723
T2T12,PLE,Unknown,1408,125710,89.2826704545455,23.5865767045455
T2T12,RC,Helitron,4149,864443,208.349722824777,27.0671969149193
T2T12,Retroposon,SVA,85439,17665300,206.759208324067,23.7043165299219
T2T12,SINE,5S-Deu-L2,3869,422099,109.097699663996,27.5413543551305
T2T12,SINE,Alu,2398159,621713760,259.246263487951,13.0190429408559
T2T12,SINE,MIR,1127656,160203825,142.067993253262,28.2683882318721
T2T12,SINE,tRNA,3126,394398,126.166986564299,29.5029430582214
T2T12,SINE,tRNA-Deu,827,90452,109.373639661427,27.9291414752116
T2T12,SINE,tRNA-Deu-L2,14,801,57.2142857142857,21.6285714285714
T2T12,SINE,tRNA-RTE,8344,1071227,128.38290987536,31.0443911792905
T2T12,Satellite,Unknown,59806,100775999,1685.04830619001,14.4731147376517
T2T12,Satellite,acro,1317,1298499,985.952164009112,16.3971905846621
T2T12,Satellite,centr,4683,177902799,37989.066623959,16.4862267777066
T2T12,Satellite,subtelo,328,256416,781.756097560976,10.7637195121951
T2T12,Simple_repeat,Unknown,1430829,120969199,84.5448331002517,10.686161449062
T2T12,Unknown,Unknown,106726,15126287,141.730103255064,14.5017577722392
T2T12,rRNA,Unknown,7394,7992772,1080.98079523938,8.75516635109548
T2T12,scRNA,Unknown,3583,365052,101.884454367848,10.8217415573542
T2T12,snRNA,Unknown,9865,892514,90.4727825646224,13.2429599594526
T2T12,srpRNA,Unknown,4388,592642,135.059708295351,16.5213309024613
T2T12,tRNA,Unknown,4051,234186,57.8094297704271,10.6939027400642
T2T13,DNA,Crypton,583,85573,146.780445969125,25.5012006861063
T2T13,DNA,Crypton-A,275,39916,145.149090909091,26.6407272727273
T2T13,DNA,Kolobok,731,121290,165.923392612859,25.1227086183311
T2T13,DNA,MULE-MuDR,6114,2023536,330.967615309127,18.0956820412169
T2T13,DNA,Merlin,442,76187,172.368778280543,21.4328054298643
T2T13,DNA,PIF-Harbinger,727,128096,176.198074277854,26.6519944979367
T2T13,DNA,PiggyBac,4849,1070973,220.864714374098,12.9800164982471
T2T13,DNA,TcMar,313,59100,188.817891373802,26.6670926517572
T2T13,DNA,TcMar-Mariner,32965,5798072,175.885696951312,15.1361110268467
T2T13,DNA,TcMar-Pogo,65,7687,118.261538461538,24.6261538461538
T2T13,DNA,TcMar-Tc1,1572,264538,168.281170483461,21.7897582697201
T2T13,DNA,TcMar-Tc2,15899,3297646,207.412164287062,24.1733882634128
T2T13,DNA,TcMar-Tigger,248633,74983457,301.582883205367,20.1954728455193
T2T13,DNA,Unknown,15506,2208074,142.401264026828,25.7126015735844
T2T13,DNA,hAT,5462,997531,182.631087513731,26.063218601245
T2T13,DNA,hAT-Ac,7775,1275140,164.005144694534,25.5645659163987
T2T13,DNA,hAT-Blackjack,32559,4749779,145.882213827206,22.264228016831
T2T13,DNA,hAT-Charlie,508068,92172588,181.417818087343,23.0528084823291
T2T13,DNA,hAT-Tag1,3990,878343,220.136090225564,25.893007518797
T2T13,DNA,hAT-Tip100,126687,24511609,193.481643736137,25.2950650027232
T2T13,DNA,hAT-hAT19,34,3196,94.0,22.4294117647059
T2T13,LINE,CR1,121710,21306643,175.060742749158,30.008028099581
T2T13,LINE,Dong-R4,959,208241,217.143899895725,28.729614181439
T2T13,LINE,I-Jockey,238,28936,121.579831932773,26.9075630252101
T2T13,LINE,L1,1909464,1024038215,536.29616216907,19.4097694431526
T2T13,LINE,L1-Tx1,352,95431,271.110795454545,28.0326704545455
T2T13,LINE,L2,974383,205235727,210.63147345551,29.513061291094
T2T13,LINE,RTE-BovB,10731,1694667,157.922560805144,31.0277886497065
T2T13,LINE,RTE-X,25454,5825478,228.862968492182,28.4361986328278
T2T13,LTR,DIRS,13377,915950,68.4720041862899,24.6167974882261
T2T13,LTR,ERV1,357931,167585937,468.207383545991,15.76431435109
T2T13,LTR,ERVK,20729,17279237,833.577934294949,8.61252351777703
T2T13,LTR,ERVL,321590,116674319,362.804561709008,23.1525457881153
T2T13,LTR,ERVL-MaLR,684911,220077651,321.322990870347,20.2766639753194
T2T13,LTR,Gypsy,41251,8695034,210.783593125015,27.896080095028
T2T13,LTR,Unknown,27905,5829551,208.907041748791,27.102307830138
T2T13,Low_complexity,Unknown,212193,15845086,74.6729910977271,19.451958358664
T2T13,PLE,Unknown,1387,124623,89.8507570295602,23.7193222782985
T2T13,RC,Helitron,4146,863178,208.195369030391,27.0191992281717
T2T13,Retroposon,SVA,85662,17761898,207.34862599519,23.6576218159744
T2T13,SINE,5S-Deu-L2,3896,424357,108.921201232033,27.5264117043121
T2T13,SINE,Alu,2409372,625066283,259.431205724977,13.0105013671612
T2T13,SINE,MIR,1132809,160922194,142.055892917517,28.2688470871965
T2T13,SINE,tRNA,3128,394783,126.209398976982,29.4954923273657
T2T13,SINE,tRNA-Deu,844,91134,107.978672985782,27.8841232227488
T2T13,SINE,tRNA-Deu-L2,13,758,58.3076923076923,22.0076923076923
T2T13,SINE,tRNA-RTE,8352,1074859,128.694803639847,31.0570881226054
T2T13,Satellite,Unknown,66138,107542801,1626.03648432066,14.2058997852974
T2T13,Satellite,acro,971,948744,977.07929969104,16.1524201853759
T2T13,Satellite,centr,5080,185082939,36433.6494094488,16.5488582677165
T2T13,Satellite,subtelo,360,275850,766.25,10.4691666666667
T2T13,Simple_repeat,Unknown,1430312,121273446,84.7881063711973,10.6834740252476
T2T13,Unknown,Unknown,83061,12818642,154.328048061064,17.9976210255114
T2T13,rRNA,Unknown,6804,6248806,918.401822457378,9.46781305114638
T2T13,scRNA,Unknown,3622,369272,101.952512424075,10.8299006073992
T2T13,snRNA,Unknown,10000,905586,90.5586,13.22769
T2T13,srpRNA,Unknown,4403,603264,137.012037247331,16.5293209175562
T2T13,tRNA,Unknown,3772,222756,59.0551431601273,10.8417285259809
T2T15,DNA,Crypton,583,85711,147.017152658662,25.6061749571184
T2T15,DNA,Crypton-A,271,39558,145.970479704797,26.7988929889299
T2T15,DNA,Kolobok,733,121070,165.170532060027,25.0163710777626
T2T15,DNA,MULE-MuDR,6055,2001130,330.4921552436,18.1094302229562
T2T15,DNA,Merlin,443,75963,171.474040632054,21.2250564334086
T2T15,DNA,PIF-Harbinger,729,128508,176.279835390946,26.5500685871056
T2T15,DNA,PiggyBac,4864,1070077,219.999383223684,13.0004728618421
T2T15,DNA,TcMar,311,59401,191.0,26.6916398713826
T2T15,DNA,TcMar-Mariner,32761,5735692,175.076829156619,15.10423979732
T2T15,DNA,TcMar-Pogo,65,7799,119.984615384615,24.8430769230769
T2T15,DNA,TcMar-Tc1,1533,261600,170.645792563601,21.8889758643183
T2T15,DNA,TcMar-Tc2,15871,3288197,207.182723205847,24.1712998550816
T2T15,DNA,TcMar-Tigger,248038,74774696,301.464678799216,20.1943073238778
T2T15,DNA,Unknown,15575,2221721,142.646613162119,25.7128282504013
T2T15,DNA,hAT,5485,999691,182.259070191431,26.0664904284412
T2T15,DNA,hAT-Ac,7963,1292921,162.3660680648,25.695391184227
T2T15,DNA,hAT-Blackjack,32500,4734647,145.681446153846,22.2503876923077
T2T15,DNA,hAT-Charlie,506489,91912017,181.468930223559,23.0564110967859
T2T15,DNA,hAT-Tag1,3994,882778,221.026039058588,25.8970455683525
T2T15,DNA,hAT-Tip100,126520,24614202,194.54791337338,25.3027790072716
T2T15,DNA,hAT-hAT19,34,3180,93.5294117647059,22.2823529411765
T2T15,LINE,CR1,121539,21277203,175.06481870017,30.0133413965887
T2T15,LINE,Dong-R4,959,208578,217.495307612096,28.7064650677789
T2T15,LINE,I-Jockey,240,28982,120.758333333333,26.7529166666667
T2T15,LINE,L1,1901617,1019491916,536.118427632904,19.4117071418693
T2T15,LINE,L1-Tx1,340,93147,273.961764705882,28.0729411764706
T2T15,LINE,L2,971228,204665463,210.728544687756,29.5145309855152
T2T15,LINE,RTE-BovB,10739,1692550,157.607784709936,31.007505354316
T2T15,LINE,RTE-X,25388,5810049,228.850204821175,28.4375059083031
T2T15,LTR,DIRS,13644,936435,68.6334652594547,24.8550938141308
T2T15,LTR,ERV1,357143,166831239,467.127282349087,15.785992445603
T2T15,LTR,ERVK,20573,17141087,833.183638749818,8.60069508579206
T2T15,LTR,ERVL,320623,116379005,362.97771837953,23.1511426192132
T2T15,LTR,ERVL-MaLR,682137,219148282,321.267255697902,20.2798134392358
T2T15,LTR,Gypsy,41064,8654230,210.749805182155,27.8911041301383
T2T15,LTR,Unknown,27801,5812520,209.075932520413,27.0897305852307
T2T15,Low_complexity,Unknown,213885,17073711,79.8265937302756,19.5242564929752
T2T15,PLE,Unknown,1403,125968,89.7847469707769,23.6536707056308
T2T15,RC,Helitron,4161,864703,207.811343427061,27.0561884162461
T2T15,Retroposon,SVA,85405,17613653,206.23678941514,23.7266272466483
T2T15,SINE,5S-Deu-L2,3913,424754,108.549450549451,27.5073089700997
T2T15,SINE,Alu,2402961,622836396,259.195382696598,13.0172777668884
T2T15,SINE,MIR,1128926,160388981,142.072182764858,28.2686466606314
T2T15,SINE,tRNA,3114,393842,126.474630700064,29.5029222864483
T2T15,SINE,tRNA-Deu,845,90995,107.686390532544,27.8578698224852
T2T15,SINE,tRNA-Deu-L2,14,800,57.1428571428571,20.8714285714286
T2T15,SINE,tRNA-RTE,8331,1071450,128.610010803025,31.0324930980675
T2T15,Satellite,Unknown,71951,113052944,1571.249100082,14.1085905685814
T2T15,Satellite,acro,1349,1303942,966.598962194218,16.2782802075612
T2T15,Satellite,centr,4862,164624549,33859.4300699301,16.0961127108186
T2T15,Satellite,subtelo,347,264875,763.328530259366,10.8138328530259
T2T15,Simple_repeat,Unknown,1444662,124406029,86.1142807106438,10.6341182228092
T2T15,Unknown,Unknown,87537,13873355,158.48561179844,17.2639455316038
T2T15,rRNA,Unknown,7342,7706705,1049.67379460637,8.92105693271588
T2T15,scRNA,Unknown,3609,368071,101.98697700194,10.8455804932114
T2T15,snRNA,Unknown,9912,895510,90.3460451977401,13.2444612590799
T2T15,srpRNA,Unknown,4380,597129,136.330821917808,16.4875114155251
T2T15,tRNA,Unknown,4082,236194,57.8623223909848,10.6820676139147
T2T16,DNA,Crypton,585,85249,145.724786324786,25.4974358974359
T2T16,DNA,Crypton-A,274,39787,145.20802919708,26.7164233576642
T2T16,DNA,Kolobok,727,120575,165.852819807428,25.0178817056396
T2T16,DNA,MULE-MuDR,6134,2025291,330.174600586893,18.1395337463319
T2T16,DNA,Merlin,444,76312,171.873873873874,21.3547297297297
T2T16,DNA,PIF-Harbinger,739,129045,174.621109607578,26.5914749661705
