[M::mm_idx_gen::42.624*1.62] collected minimizers
[M::mm_idx_gen::46.362*2.88] sorted minimizers
[M::main::46.362*2.88] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::47.920*2.82] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::48.709*2.79] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::133.754*23.57] mapped 8156 sequences
[M::worker_pipeline::175.104*28.23] mapped 7394 sequences
[M::worker_pipeline::228.521*29.32] mapped 7367 sequences
[M::worker_pipeline::279.767*30.60] mapped 7489 sequences
[M::worker_pipeline::334.027*30.53] mapped 7877 sequences
[M::worker_pipeline::383.069*32.48] mapped 8260 sequences
[M::worker_pipeline::441.400*32.00] mapped 7505 sequences
[M::worker_pipeline::490.783*31.94] mapped 7298 sequences
[M::worker_pipeline::564.918*31.20] mapped 7506 sequences
[M::worker_pipeline::625.237*30.65] mapped 7806 sequences
[M::worker_pipeline::678.612*31.43] mapped 8322 sequences
[M::worker_pipeline::734.690*31.49] mapped 7604 sequences
[M::worker_pipeline::810.726*30.65] mapped 7487 sequences
[M::worker_pipeline::874.155*30.68] mapped 7567 sequences
[M::worker_pipeline::940.267*30.18] mapped 7814 sequences
[M::worker_pipeline::1002.006*30.68] mapped 8420 sequences
[M::worker_pipeline::1039.681*30.94] mapped 7547 sequences
[M::worker_pipeline::1122.805*30.33] mapped 7465 sequences
[M::worker_pipeline::1184.696*30.18] mapped 7457 sequences
[M::worker_pipeline::1261.984*29.39] mapped 7807 sequences
[M::worker_pipeline::1320.950*29.83] mapped 8309 sequences
[M::worker_pipeline::1399.377*30.13] mapped 7701 sequences
[M::worker_pipeline::1413.297*30.09] mapped 7435 sequences
[M::worker_pipeline::1500.082*29.52] mapped 7460 sequences
[M::worker_pipeline::1544.188*29.69] mapped 7701 sequences
[M::worker_pipeline::1594.781*30.22] mapped 8187 sequences
[M::worker_pipeline::1665.385*30.11] mapped 7896 sequences
[M::worker_pipeline::1725.458*30.10] mapped 7494 sequences
[M::worker_pipeline::1767.746*30.35] mapped 7508 sequences
[M::worker_pipeline::1842.049*30.02] mapped 7692 sequences
[M::worker_pipeline::1901.622*30.26] mapped 8091 sequences
[M::worker_pipeline::1954.981*30.33] mapped 8110 sequences
[M::worker_pipeline::1994.011*30.59] mapped 7523 sequences
