[M::mm_idx_gen::87.749*1.57] collected minimizers
[M::mm_idx_gen::89.925*2.31] sorted minimizers
[M::main::89.926*2.31] loaded/built the index for 1166 target sequence(s)
[M::mm_mapopt_update::93.704*2.26] mid_occ = 340
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 1166
[M::mm_idx_stat::96.919*2.21] distinct minimizers: 218954095 (8.11% are singletons); average occurrences: 2.780; average spacing: 9.968; total length: 6067875218
[M::worker_pipeline::129.467*9.21] mapped 5195 sequences
[M::worker_pipeline::145.391*12.35] mapped 25013 sequences
[M::worker_pipeline::171.705*13.99] mapped 14877 sequences
[M::worker_pipeline::190.099*15.75] mapped 5332 sequences
[M::worker_pipeline::205.614*17.26] mapped 12513 sequences
[M::worker_pipeline::221.744*18.26] mapped 30697 sequences
[M::worker_pipeline::240.785*19.56] mapped 5193 sequences
[M::worker_pipeline::257.474*20.39] mapped 5311 sequences
[M::worker_pipeline::274.633*21.11] mapped 20318 sequences
[M::worker_pipeline::293.888*21.63] mapped 17057 sequences
[M::worker_pipeline::314.289*21.97] mapped 5473 sequences
[M::worker_pipeline::331.349*22.42] mapped 5208 sequences
[M::worker_pipeline::348.730*22.86] mapped 5413 sequences
[M::worker_pipeline::367.328*23.37] mapped 5384 sequences
[M::worker_pipeline::392.916*23.65] mapped 5483 sequences
[M::worker_pipeline::416.993*23.73] mapped 18656 sequences
[M::worker_pipeline::428.215*24.10] mapped 32368 sequences
[M::worker_pipeline::442.568*24.41] mapped 20147 sequences
[M::worker_pipeline::461.944*24.54] mapped 5331 sequences
[M::worker_pipeline::480.700*24.86] mapped 10402 sequences
[M::worker_pipeline::492.251*25.03] mapped 26514 sequences
[M::worker_pipeline::518.010*25.21] mapped 5812 sequences
[M::worker_pipeline::542.612*25.36] mapped 5251 sequences
[M::worker_pipeline::558.477*25.66] mapped 11138 sequences
[M::worker_pipeline::572.893*25.86] mapped 25143 sequences
[M::worker_pipeline::592.598*26.15] mapped 5407 sequences
[M::worker_pipeline::615.169*26.22] mapped 10231 sequences
