[M::mm_idx_gen::62.440*1.28] collected minimizers
[M::mm_idx_gen::68.794*2.11] sorted minimizers
[M::main::68.794*2.11] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::70.779*2.08] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::71.765*2.06] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::109.221*16.27] mapped 37686 sequences
[M::worker_pipeline::144.758*25.00] mapped 37332 sequences
[M::worker_pipeline::183.193*26.34] mapped 37272 sequences
[M::worker_pipeline::214.532*30.48] mapped 37365 sequences
[M::worker_pipeline::239.640*32.93] mapped 37531 sequences
[M::worker_pipeline::270.926*34.83] mapped 37846 sequences
[M::worker_pipeline::294.090*36.41] mapped 37554 sequences
[M::worker_pipeline::324.161*38.21] mapped 37444 sequences
[M::worker_pipeline::358.779*38.89] mapped 37683 sequences
[M::worker_pipeline::414.015*37.52] mapped 37485 sequences
[M::worker_pipeline::430.481*38.09] mapped 37482 sequences
[M::worker_pipeline::462.198*39.30] mapped 37642 sequences
[M::worker_pipeline::487.641*40.10] mapped 37438 sequences
[M::worker_pipeline::529.508*39.97] mapped 37189 sequences
[M::worker_pipeline::571.406*40.06] mapped 37649 sequences
[M::worker_pipeline::606.720*40.18] mapped 37504 sequences
[M::worker_pipeline::629.948*40.78] mapped 37324 sequences
[M::worker_pipeline::659.049*41.37] mapped 37609 sequences
[M::worker_pipeline::683.189*41.81] mapped 37525 sequences
[M::worker_pipeline::720.590*41.78] mapped 37416 sequences
[M::worker_pipeline::748.437*42.32] mapped 40850 sequences
[M::worker_pipeline::876.711*39.07] mapped 41135 sequences
[M::worker_pipeline::880.597*38.91] mapped 40914 sequences
[M::worker_pipeline::924.872*39.54] mapped 40956 sequences
[M::worker_pipeline::947.638*39.92] mapped 41013 sequences
[M::worker_pipeline::976.582*40.29] mapped 40709 sequences
[M::worker_pipeline::1001.125*40.72] mapped 41028 sequences
[M::worker_pipeline::1034.528*41.16] mapped 41026 sequences
[M::worker_pipeline::1063.208*41.27] mapped 41219 sequences
[M::worker_pipeline::1094.313*41.66] mapped 40881 sequences
[M::worker_pipeline::1119.436*41.92] mapped 40830 sequences
[M::worker_pipeline::1145.333*42.25] mapped 41000 sequences
[M::worker_pipeline::1183.231*42.39] mapped 40959 sequences
[M::worker_pipeline::1205.763*42.51] mapped 40675 sequences
[M::worker_pipeline::1232.215*42.80] mapped 40851 sequences
[M::worker_pipeline::1255.308*42.73] mapped 41030 sequences
[M::worker_pipeline::1288.743*42.98] mapped 40833 sequences
[M::worker_pipeline::1321.905*43.17] mapped 40897 sequences
[M::worker_pipeline::1358.916*43.26] mapped 40638 sequences
[M::worker_pipeline::1378.712*43.27] mapped 40832 sequences
[M::worker_pipeline::1417.595*43.48] mapped 41135 sequences
[M::worker_pipeline::1488.137*42.95] mapped 40982 sequences
[M::worker_pipeline::1662.081*40.09] mapped 32031 sequences
[M::worker_pipeline::1670.918*39.98] mapped 27710 sequences
[M::worker_pipeline::1720.765*39.90] mapped 22247 sequences
[M::worker_pipeline::1761.413*39.82] mapped 21179 sequences
[M::worker_pipeline::1798.646*39.95] mapped 20687 sequences
[M::worker_pipeline::1843.498*40.06] mapped 20513 sequences
[M::worker_pipeline::1896.493*39.92] mapped 20329 sequences
[M::worker_pipeline::1933.669*40.02] mapped 20288 sequences
[M::worker_pipeline::1992.257*39.69] mapped 20484 sequences
[M::worker_pipeline::2045.330*39.42] mapped 21444 sequences
[M::worker_pipeline::2077.452*39.49] mapped 22298 sequences
[M::worker_pipeline::2117.600*39.49] mapped 23168 sequences
[M::worker_pipeline::2181.316*39.21] mapped 23491 sequences
[M::worker_pipeline::2248.788*39.05] mapped 35796 sequences
[M::worker_pipeline::2287.282*38.97] mapped 33168 sequences
[M::worker_pipeline::2330.488*38.82] mapped 28560 sequences
[M::worker_pipeline::2376.080*38.83] mapped 23048 sequences
[M::worker_pipeline::2433.229*38.64] mapped 21284 sequences
[M::worker_pipeline::2473.217*38.63] mapped 20530 sequences
[M::worker_pipeline::2534.072*38.49] mapped 20209 sequences
[M::worker_pipeline::2576.766*38.52] mapped 19940 sequences
[M::worker_pipeline::2675.912*38.17] mapped 20029 sequences
[M::worker_pipeline::2707.251*37.93] mapped 20224 sequences
[M::worker_pipeline::2780.570*37.58] mapped 21272 sequences
[M::worker_pipeline::2852.225*37.12] mapped 21812 sequences
[M::worker_pipeline::2911.578*36.99] mapped 22802 sequences
[M::worker_pipeline::2956.902*36.97] mapped 23139 sequences
[M::worker_pipeline::3007.132*36.96] mapped 31817 sequences
[M::worker_pipeline::3047.677*36.91] mapped 34770 sequences
[M::worker_pipeline::3080.972*36.90] mapped 29594 sequences
[M::worker_pipeline::3119.179*36.85] mapped 24877 sequences
[M::worker_pipeline::3187.558*36.47] mapped 21431 sequences
[M::worker_pipeline::3244.873*36.34] mapped 20903 sequences
[M::worker_pipeline::3336.091*35.81] mapped 20649 sequences
[M::worker_pipeline::3375.662*35.94] mapped 20285 sequences
[M::worker_pipeline::3447.850*35.78] mapped 20377 sequences
[M::worker_pipeline::3511.366*35.58] mapped 20705 sequences
[M::worker_pipeline::3561.890*35.42] mapped 21106 sequences
[M::worker_pipeline::3612.382*35.25] mapped 21897 sequences
[M::worker_pipeline::3679.083*35.00] mapped 22831 sequences
[M::worker_pipeline::3712.671*34.98] mapped 22931 sequences
[M::worker_pipeline::3773.480*35.05] mapped 28241 sequences
[M::worker_pipeline::3827.704*35.10] mapped 37600 sequences
[M::worker_pipeline::3926.428*34.82] mapped 30623 sequences
[M::worker_pipeline::3935.940*34.82] mapped 25984 sequences
[M::worker_pipeline::3976.123*34.93] mapped 21712 sequences
[M::worker_pipeline::4022.427*34.95] mapped 21289 sequences
[M::worker_pipeline::4129.356*34.50] mapped 20977 sequences
