[M::mm_idx_gen::81.690*1.55] collected minimizers
[M::mm_idx_gen::102.320*1.93] sorted minimizers
[M::main::102.320*1.93] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::104.717*1.91] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::106.111*1.90] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::245.851*14.21] mapped 26132 sequences
[M::worker_pipeline::258.564*16.34] mapped 25606 sequences
[M::worker_pipeline::273.842*18.64] mapped 25253 sequences
[M::worker_pipeline::289.821*20.76] mapped 24657 sequences
[M::worker_pipeline::306.804*22.86] mapped 23701 sequences
[M::worker_pipeline::323.399*24.67] mapped 24163 sequences
[M::worker_pipeline::342.031*26.36] mapped 24004 sequences
[M::worker_pipeline::513.638*31.00] mapped 21943 sequences
[M::worker_pipeline::748.217*37.70] mapped 15633 sequences
[M::worker_pipeline::775.185*37.80] mapped 24668 sequences
[M::worker_pipeline::792.547*38.22] mapped 24355 sequences
[M::worker_pipeline::808.254*38.59] mapped 23877 sequences
[M::worker_pipeline::822.477*38.93] mapped 23697 sequences
[M::worker_pipeline::836.704*39.27] mapped 24345 sequences
[M::worker_pipeline::885.736*39.02] mapped 24915 sequences
[M::worker_pipeline::908.730*39.25] mapped 24554 sequences
[M::worker_pipeline::928.556*39.42] mapped 24849 sequences
[M::worker_pipeline::942.533*39.66] mapped 24855 sequences
[M::worker_pipeline::959.585*39.98] mapped 24248 sequences
[M::worker_pipeline::977.484*40.20] mapped 23678 sequences
[M::worker_pipeline::998.821*40.31] mapped 24549 sequences
[M::worker_pipeline::1146.211*41.09] mapped 24212 sequences
[M::worker_pipeline::1159.181*41.03] mapped 23355 sequences
[M::worker_pipeline::1177.012*41.18] mapped 24681 sequences
[M::worker_pipeline::1201.120*41.24] mapped 24719 sequences
