[M::mm_idx_gen::38.953*1.55] collected minimizers
[M::mm_idx_gen::42.626*3.01] sorted minimizers
[M::main::42.626*3.01] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::43.952*2.95] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::44.594*2.92] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::108.067*17.85] mapped 39875 sequences
[M::worker_pipeline::116.171*20.63] mapped 40875 sequences
[M::worker_pipeline::124.700*23.21] mapped 39582 sequences
[M::worker_pipeline::133.377*25.37] mapped 38118 sequences
[M::worker_pipeline::142.733*27.48] mapped 36674 sequences
[M::worker_pipeline::151.697*29.34] mapped 37132 sequences
[M::worker_pipeline::160.331*30.92] mapped 37118 sequences
[M::worker_pipeline::169.631*32.32] mapped 36851 sequences
[M::worker_pipeline::240.729*37.35] mapped 34886 sequences
[M::worker_pipeline::334.938*43.58] mapped 22834 sequences
[M::worker_pipeline::376.807*44.67] mapped 33884 sequences
[M::worker_pipeline::381.632*44.69] mapped 38658 sequences
[M::worker_pipeline::390.983*45.02] mapped 37771 sequences
[M::worker_pipeline::399.195*45.29] mapped 36120 sequences
[M::worker_pipeline::411.145*45.11] mapped 36983 sequences
[M::worker_pipeline::419.534*45.35] mapped 37502 sequences
[M::worker_pipeline::442.734*44.83] mapped 38287 sequences
[M::worker_pipeline::451.096*45.08] mapped 37349 sequences
[M::worker_pipeline::461.298*45.31] mapped 37795 sequences
[M::worker_pipeline::535.067*40.50] mapped 38087 sequences
[M::worker_pipeline::537.463*40.33] mapped 37348 sequences
[M::worker_pipeline::549.129*40.64] mapped 37166 sequences
[M::worker_pipeline::558.352*40.93] mapped 36937 sequences
[M::worker_pipeline::567.413*41.20] mapped 37182 sequences
[M::worker_pipeline::600.870*42.02] mapped 35908 sequences
[M::worker_pipeline::641.341*42.86] mapped 35672 sequences
[M::worker_pipeline::650.267*42.98] mapped 36839 sequences
[M::worker_pipeline::662.980*42.96] mapped 37921 sequences
[M::worker_pipeline::672.401*43.18] mapped 36575 sequences
[M::worker_pipeline::681.278*43.36] mapped 36565 sequences
[M::worker_pipeline::690.063*43.56] mapped 36779 sequences
[M::worker_pipeline::698.327*43.73] mapped 37554 sequences
[M::worker_pipeline::707.945*43.93] mapped 35848 sequences
[M::worker_pipeline::716.921*44.10] mapped 36977 sequences
[M::worker_pipeline::725.891*44.29] mapped 37182 sequences
[M::worker_pipeline::737.687*44.29] mapped 37862 sequences
[M::worker_pipeline::746.639*44.46] mapped 37885 sequences
[M::worker_pipeline::755.164*44.61] mapped 37953 sequences
[M::worker_pipeline::764.225*44.78] mapped 36719 sequences
[M::worker_pipeline::773.811*44.95] mapped 38239 sequences
[M::worker_pipeline::837.524*42.47] mapped 39223 sequences
[M::worker_pipeline::839.797*42.36] mapped 37623 sequences
[M::worker_pipeline::853.112*42.55] mapped 35262 sequences
[M::worker_pipeline::1107.808*45.03] mapped 34517 sequences
[M::worker_pipeline::1113.909*45.08] mapped 35873 sequences
[M::worker_pipeline::1123.983*45.20] mapped 36498 sequences
[M::worker_pipeline::1134.225*45.31] mapped 37936 sequences
[M::worker_pipeline::1144.655*45.42] mapped 37568 sequences
[M::worker_pipeline::1155.504*45.54] mapped 36583 sequences
[M::worker_pipeline::1165.787*45.65] mapped 35837 sequences
[M::worker_pipeline::1175.763*45.75] mapped 36227 sequences
[M::worker_pipeline::1213.384*45.13] mapped 36915 sequences
[M::worker_pipeline::1230.276*45.32] mapped 38633 sequences
[M::worker_pipeline::1238.273*45.41] mapped 36578 sequences
[M::worker_pipeline::1247.236*45.50] mapped 35437 sequences
[M::worker_pipeline::1268.648*45.62] mapped 37001 sequences
[M::worker_pipeline::1363.958*46.20] mapped 35657 sequences
[M::worker_pipeline::1371.145*46.25] mapped 35511 sequences
[M::worker_pipeline::1380.926*46.34] mapped 36692 sequences
[M::worker_pipeline::1392.138*46.44] mapped 36420 sequences
[M::worker_pipeline::1463.265*44.88] mapped 36509 sequences
[M::worker_pipeline::1465.974*44.80] mapped 36391 sequences
[M::worker_pipeline::1482.002*44.90] mapped 35977 sequences
[M::worker_pipeline::1492.457*44.98] mapped 36123 sequences
[M::worker_pipeline::1502.781*45.08] mapped 36820 sequences
[M::worker_pipeline::1514.334*45.18] mapped 36168 sequences
[M::worker_pipeline::1524.126*45.26] mapped 36459 sequences
[M::worker_pipeline::1550.107*45.19] mapped 37004 sequences
[M::worker_pipeline::1564.227*45.25] mapped 36665 sequences
[M::worker_pipeline::1573.619*45.32] mapped 35245 sequences
[M::worker_pipeline::1584.536*45.42] mapped 37983 sequences
[M::worker_pipeline::1684.531*45.67] mapped 35071 sequences
[M::worker_pipeline::1697.814*45.47] mapped 36935 sequences
[M::worker_pipeline::1708.686*45.56] mapped 38073 sequences
[M::worker_pipeline::1717.852*45.62] mapped 36165 sequences
[M::worker_pipeline::1728.815*45.70] mapped 35943 sequences
[M::worker_pipeline::1738.929*45.78] mapped 36521 sequences
[M::worker_pipeline::1748.605*45.85] mapped 36485 sequences
[M::worker_pipeline::1757.854*45.91] mapped 38158 sequences
[M::worker_pipeline::1766.568*45.97] mapped 37943 sequences
[M::worker_pipeline::1775.400*46.03] mapped 37571 sequences
[M::worker_pipeline::1843.647*44.83] mapped 39440 sequences
[M::worker_pipeline::1846.164*44.77] mapped 37395 sequences
[M::worker_pipeline::1862.160*44.76] mapped 37631 sequences
[M::worker_pipeline::1869.531*44.74] mapped 38755 sequences
[M::worker_pipeline::1935.191*44.96] mapped 36094 sequences
[M::worker_pipeline::1958.259*45.07] mapped 35126 sequences
[M::worker_pipeline::1971.455*45.04] mapped 36416 sequences
[M::worker_pipeline::1985.034*45.06] mapped 35995 sequences
[M::worker_pipeline::1993.567*45.06] mapped 36925 sequences
[M::worker_pipeline::2006.647*45.09] mapped 36515 sequences
[M::worker_pipeline::2017.607*45.15] mapped 36782 sequences
[M::worker_pipeline::2027.480*45.15] mapped 36589 sequences
[M::worker_pipeline::2044.927*45.12] mapped 37138 sequences
[M::worker_pipeline::2061.014*45.15] mapped 38261 sequences
[M::worker_pipeline::2069.601*45.17] mapped 36363 sequences
[M::worker_pipeline::2080.029*45.22] mapped 37175 sequences
[M::worker_pipeline::2088.499*45.23] mapped 37116 sequences
[M::worker_pipeline::2099.011*45.30] mapped 37545 sequences
[M::worker_pipeline::2146.780*45.51] mapped 35037 sequences
[M::worker_pipeline::2153.857*45.50] mapped 37249 sequences
[M::worker_pipeline::2164.153*45.56] mapped 36490 sequences
[M::worker_pipeline::2235.210*44.52] mapped 37767 sequences
[M::worker_pipeline::2237.349*44.48] mapped 36056 sequences
[M::worker_pipeline::2253.531*44.45] mapped 37763 sequences
[M::worker_pipeline::2261.959*44.47] mapped 37242 sequences
[M::worker_pipeline::2319.120*43.95] mapped 38552 sequences
[M::worker_pipeline::2334.298*43.92] mapped 37261 sequences
[M::worker_pipeline::2359.815*43.88] mapped 37364 sequences
[M::worker_pipeline::2380.944*44.02] mapped 35832 sequences
[M::worker_pipeline::2392.796*44.05] mapped 36116 sequences
[M::worker_pipeline::2405.447*44.09] mapped 36971 sequences
[M::worker_pipeline::2424.320*44.07] mapped 35256 sequences
[M::worker_pipeline::2431.726*44.06] mapped 36192 sequences
[M::worker_pipeline::2451.377*43.93] mapped 36967 sequences
[M::worker_pipeline::2465.577*43.90] mapped 36879 sequences
[M::worker_pipeline::2555.113*44.35] mapped 31967 sequences
[M::worker_pipeline::2598.534*44.58] mapped 28219 sequences
[M::worker_pipeline::2653.966*44.21] mapped 34884 sequences
[M::worker_pipeline::2659.996*44.19] mapped 37758 sequences
[M::worker_pipeline::2676.376*44.14] mapped 39041 sequences
[M::worker_pipeline::2753.143*43.22] mapped 37631 sequences
[M::worker_pipeline::2755.479*43.19] mapped 38860 sequences
[M::worker_pipeline::2781.365*43.10] mapped 39429 sequences
[M::worker_pipeline::2790.139*43.10] mapped 37855 sequences
[M::worker_pipeline::2802.172*43.08] mapped 37825 sequences
[M::worker_pipeline::3006.250*43.80] mapped 37223 sequences
[M::worker_pipeline::3011.737*43.78] mapped 37424 sequences
[M::worker_pipeline::3027.300*43.75] mapped 37187 sequences
[M::worker_pipeline::3044.573*43.83] mapped 36467 sequences
[M::worker_pipeline::3053.264*43.82] mapped 36388 sequences
[M::worker_pipeline::3065.761*43.82] mapped 36152 sequences
[M::worker_pipeline::3075.793*43.83] mapped 36282 sequences
[M::worker_pipeline::3087.979*43.84] mapped 37755 sequences
[M::worker_pipeline::3120.615*43.77] mapped 39345 sequences
[M::worker_pipeline::3135.456*43.74] mapped 37063 sequences
[M::worker_pipeline::3143.924*43.73] mapped 36636 sequences
[M::worker_pipeline::3157.538*43.70] mapped 37876 sequences
[M::worker_pipeline::3202.425*43.91] mapped 35835 sequences
[M::worker_pipeline::3208.633*43.89] mapped 39799 sequences
[M::worker_pipeline::3225.036*43.84] mapped 37673 sequences
[M::worker_pipeline::3237.944*43.83] mapped 36600 sequences
[M::worker_pipeline::3321.222*43.03] mapped 37210 sequences
[M::worker_pipeline::3323.502*43.00] mapped 38822 sequences
[M::worker_pipeline::3342.544*42.92] mapped 38036 sequences
[M::worker_pipeline::3356.393*42.92] mapped 34265 sequences
[M::worker_pipeline::3364.315*42.92] mapped 37731 sequences
[M::worker_pipeline::3438.978*43.18] mapped 26690 sequences
[M::worker_pipeline::3444.066*43.15] mapped 37365 sequences
[M::worker_pipeline::3461.342*43.10] mapped 36592 sequences
[M::worker_pipeline::3470.570*43.11] mapped 39072 sequences
[M::worker_pipeline::3482.945*43.11] mapped 37747 sequences
[M::worker_pipeline::3493.039*43.12] mapped 38667 sequences
[M::worker_pipeline::3503.502*43.12] mapped 38771 sequences
[M::worker_pipeline::3540.465*42.96] mapped 39137 sequences
[M::worker_pipeline::3550.169*42.97] mapped 36629 sequences
[M::worker_pipeline::3564.412*42.95] mapped 36844 sequences
[M::worker_pipeline::3596.851*43.10] mapped 35930 sequences
[M::worker_pipeline::3605.461*43.10] mapped 38257 sequences
[M::worker_pipeline::3618.199*43.13] mapped 37031 sequences
[M::worker_pipeline::3627.035*43.14] mapped 35881 sequences
[M::worker_pipeline::3641.175*43.11] mapped 36420 sequences
[M::worker_pipeline::3720.633*42.45] mapped 38962 sequences
[M::worker_pipeline::3723.347*42.42] mapped 37596 sequences
[M::worker_pipeline::3801.229*42.57] mapped 36716 sequences
[M::worker_pipeline::3931.969*42.96] mapped 36621 sequences
[M::worker_pipeline::3956.632*42.80] mapped 36887 sequences
[M::worker_pipeline::3965.566*42.80] mapped 37290 sequences
[M::worker_pipeline::3978.910*42.81] mapped 35563 sequences
[M::worker_pipeline::3988.013*42.82] mapped 35555 sequences
[M::worker_pipeline::3999.499*42.83] mapped 35733 sequences
[M::worker_pipeline::4009.593*42.85] mapped 36598 sequences
[M::worker_pipeline::4038.253*42.77] mapped 37057 sequences
[M::worker_pipeline::4132.103*43.11] mapped 36049 sequences
[M::worker_pipeline::4138.712*43.10] mapped 37318 sequences
[M::worker_pipeline::4155.532*43.09] mapped 36420 sequences
[M::worker_pipeline::4165.887*43.10] mapped 36661 sequences
[M::worker_pipeline::4179.606*43.08] mapped 37469 sequences
[M::worker_pipeline::4192.934*43.07] mapped 37715 sequences
[M::worker_pipeline::4201.961*43.07] mapped 37671 sequences
[M::worker_pipeline::4312.807*43.31] mapped 37549 sequences
[M::worker_pipeline::4719.574*43.75] mapped 34415 sequences
[M::worker_pipeline::4722.396*43.72] mapped 37988 sequences
[M::worker_pipeline::4743.475*43.63] mapped 38070 sequences
[M::worker_pipeline::4755.302*43.62] mapped 37891 sequences
[M::worker_pipeline::4766.361*43.61] mapped 39232 sequences
[M::worker_pipeline::4783.232*43.56] mapped 38878 sequences
[M::worker_pipeline::4799.030*43.53] mapped 38642 sequences
[M::worker_pipeline::4813.270*43.52] mapped 39263 sequences
[M::worker_pipeline::4851.503*43.62] mapped 37585 sequences
[M::worker_pipeline::4946.900*43.91] mapped 28548 sequences
[M::worker_pipeline::4949.419*43.89] mapped 38984 sequences
[M::worker_pipeline::4971.566*43.78] mapped 37993 sequences
[M::worker_pipeline::4990.925*43.75] mapped 39662 sequences
[M::worker_pipeline::4998.758*43.75] mapped 39164 sequences
[M::worker_pipeline::5056.478*43.85] mapped 37102 sequences
[M::worker_pipeline::5061.038*43.83] mapped 40231 sequences
[M::worker_pipeline::5081.852*43.74] mapped 38718 sequences
[M::worker_pipeline::5097.309*43.69] mapped 39031 sequences
[M::worker_pipeline::5123.972*43.58] mapped 35664 sequences
[M::worker_pipeline::5188.772*43.73] mapped 36632 sequences
[M::worker_pipeline::5276.349*43.13] mapped 36741 sequences
[M::worker_pipeline::5278.692*43.11] mapped 36999 sequences
[M::worker_pipeline::5305.841*42.97] mapped 37828 sequences
[M::worker_pipeline::5324.811*42.89] mapped 36358 sequences
[M::worker_pipeline::5342.644*42.85] mapped 38825 sequences
[M::worker_pipeline::5360.953*42.79] mapped 37457 sequences
[M::worker_pipeline::5516.566*43.12] mapped 36189 sequences
[M::worker_pipeline::5522.142*43.11] mapped 39440 sequences
[M::worker_pipeline::5597.433*42.69] mapped 39237 sequences
[M::worker_pipeline::5675.557*42.60] mapped 36367 sequences
[M::worker_pipeline::5737.100*42.78] mapped 31775 sequences
[M::worker_pipeline::5766.727*42.86] mapped 36570 sequences
[M::worker_pipeline::5809.429*42.80] mapped 38064 sequences
[M::worker_pipeline::5896.177*43.00] mapped 37411 sequences
[M::worker_pipeline::5918.800*42.94] mapped 39672 sequences
[M::worker_pipeline::6047.842*43.26] mapped 37427 sequences
[M::worker_pipeline::6132.486*43.48] mapped 26994 sequences
[M::worker_pipeline::6148.330*43.49] mapped 39001 sequences
[M::worker_pipeline::6156.423*43.49] mapped 40427 sequences
[M::worker_pipeline::6366.338*43.94] mapped 36649 sequences
[M::worker_pipeline::6384.414*43.87] mapped 33455 sequences
[M::worker_pipeline::6398.316*43.86] mapped 35782 sequences
[M::worker_pipeline::6417.129*43.82] mapped 38989 sequences
[M::worker_pipeline::6422.040*43.80] mapped 74006 sequences
[M::main] Version: 2.28-r1209
[M::main] CMD: minimap2 --MD -ax map-ont --eqx -t 60 data/ref/T2T-CHM13.v2.fasta -
[M::main] Real time: 6422.554 sec; CPU: 281314.437 sec; Peak RSS: 34.748 GB
[bam_sort_core] merging from 11 files and 4 in-memory blocks...
