[M::mm_idx_gen::65.591*1.19] collected minimizers
[M::mm_idx_gen::71.282*2.55] sorted minimizers
[M::main::71.282*2.55] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::73.086*2.51] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::73.933*2.50] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::153.257*17.99] mapped 26330 sequences
[M::worker_pipeline::162.599*20.25] mapped 26168 sequences
[M::worker_pipeline::172.346*22.45] mapped 25788 sequences
[M::worker_pipeline::185.869*25.05] mapped 25468 sequences
[M::worker_pipeline::198.268*27.05] mapped 24844 sequences
[M::worker_pipeline::215.749*29.59] mapped 24387 sequences
[M::worker_pipeline::232.483*31.27] mapped 24664 sequences
[M::worker_pipeline::247.340*32.70] mapped 24330 sequences
[M::worker_pipeline::259.629*33.77] mapped 25078 sequences
[M::worker_pipeline::457.788*44.18] mapped 17619 sequences
[M::worker_pipeline::522.927*45.67] mapped 20634 sequences
[M::worker_pipeline::530.333*45.85] mapped 25302 sequences
[M::worker_pipeline::541.982*46.11] mapped 24833 sequences
[M::worker_pipeline::553.246*46.38] mapped 24542 sequences
[M::worker_pipeline::569.562*46.63] mapped 23607 sequences
[M::worker_pipeline::582.771*46.88] mapped 25357 sequences
[M::worker_pipeline::596.268*47.16] mapped 24715 sequences
[M::worker_pipeline::620.596*47.33] mapped 25152 sequences
[M::worker_pipeline::631.711*47.53] mapped 25433 sequences
[M::worker_pipeline::639.576*47.66] mapped 25196 sequences
[M::worker_pipeline::647.136*47.79] mapped 25309 sequences
[M::worker_pipeline::705.462*45.26] mapped 24535 sequences
[M::worker_pipeline::707.903*45.11] mapped 24595 sequences
[M::worker_pipeline::725.736*45.41] mapped 24521 sequences
[M::worker_pipeline::739.745*45.68] mapped 24961 sequences
[M::worker_pipeline::801.184*45.98] mapped 24404 sequences
[M::worker_pipeline::845.777*46.64] mapped 24173 sequences
[M::worker_pipeline::854.649*46.71] mapped 25079 sequences
[M::worker_pipeline::868.063*46.91] mapped 25243 sequences
[M::worker_pipeline::877.225*47.04] mapped 24602 sequences
[M::worker_pipeline::885.550*47.15] mapped 24395 sequences
[M::worker_pipeline::895.159*47.28] mapped 24466 sequences
[M::worker_pipeline::907.208*47.45] mapped 25006 sequences
[M::worker_pipeline::922.029*47.64] mapped 24126 sequences
