[M::mm_idx_gen::65.446*1.50] collected minimizers
[M::mm_idx_gen::69.287*2.23] sorted minimizers
[M::main::69.287*2.23] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::71.253*2.20] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::72.141*2.19] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::110.936*17.25] mapped 27596 sequences
[M::worker_pipeline::154.341*20.78] mapped 27523 sequences
[M::worker_pipeline::181.875*26.01] mapped 27548 sequences
[M::worker_pipeline::210.464*28.92] mapped 27556 sequences
[M::worker_pipeline::229.998*31.13] mapped 27658 sequences
[M::worker_pipeline::250.650*33.10] mapped 27631 sequences
[M::worker_pipeline::278.125*34.82] mapped 27549 sequences
[M::worker_pipeline::300.941*36.23] mapped 27641 sequences
[M::worker_pipeline::330.399*37.00] mapped 27633 sequences
[M::worker_pipeline::351.632*38.03] mapped 27625 sequences
[M::worker_pipeline::377.497*39.01] mapped 27575 sequences
[M::worker_pipeline::404.393*39.72] mapped 27468 sequences
[M::worker_pipeline::436.416*40.25] mapped 27640 sequences
[M::worker_pipeline::462.295*40.92] mapped 27610 sequences
[M::worker_pipeline::487.486*41.49] mapped 27597 sequences
[M::worker_pipeline::512.715*42.21] mapped 27615 sequences
[M::worker_pipeline::540.376*42.24] mapped 27537 sequences
[M::worker_pipeline::564.821*42.63] mapped 27879 sequences
[M::worker_pipeline::587.695*43.00] mapped 27755 sequences
[M::worker_pipeline::607.262*43.34] mapped 27843 sequences
[M::worker_pipeline::635.180*43.76] mapped 27803 sequences
[M::worker_pipeline::753.179*39.75] mapped 27766 sequences
[M::worker_pipeline::756.635*39.58] mapped 27848 sequences
[M::worker_pipeline::795.336*40.04] mapped 27826 sequences
[M::worker_pipeline::820.133*40.48] mapped 27823 sequences
[M::worker_pipeline::840.441*40.80] mapped 27812 sequences
[M::worker_pipeline::868.899*41.10] mapped 27795 sequences
[M::worker_pipeline::901.105*41.44] mapped 27809 sequences
[M::worker_pipeline::921.796*41.65] mapped 27777 sequences
[M::worker_pipeline::943.808*41.94] mapped 27895 sequences
[M::worker_pipeline::972.001*42.20] mapped 27754 sequences
[M::worker_pipeline::993.404*42.33] mapped 27729 sequences
[M::worker_pipeline::1018.835*42.57] mapped 27733 sequences
[M::worker_pipeline::1092.092*41.35] mapped 23875 sequences
[M::worker_pipeline::1150.174*41.32] mapped 5146 sequences
[M::worker_pipeline::1203.191*41.12] mapped 5270 sequences
[M::worker_pipeline::1288.702*41.05] mapped 5290 sequences
[M::worker_pipeline::1373.571*40.35] mapped 5202 sequences
[M::worker_pipeline::1491.730*39.08] mapped 5356 sequences
[M::worker_pipeline::1561.030*38.68] mapped 5274 sequences
[M::worker_pipeline::1655.428*37.84] mapped 5378 sequences
[M::worker_pipeline::1735.415*37.47] mapped 5232 sequences
[M::worker_pipeline::1883.165*36.71] mapped 5411 sequences
[M::worker_pipeline::1907.119*36.38] mapped 5217 sequences
[M::worker_pipeline::1994.852*36.25] mapped 5400 sequences
[M::worker_pipeline::2060.572*36.27] mapped 5238 sequences
[M::worker_pipeline::2149.102*36.13] mapped 5387 sequences
[M::worker_pipeline::2231.090*35.67] mapped 5243 sequences
[M::worker_pipeline::2302.070*35.57] mapped 5413 sequences
[M::worker_pipeline::2377.700*35.20] mapped 5194 sequences
[M::worker_pipeline::2446.710*35.27] mapped 5387 sequences
[M::worker_pipeline::2559.629*34.64] mapped 5225 sequences
[M::worker_pipeline::2634.262*34.70] mapped 5416 sequences
[M::worker_pipeline::2703.741*34.61] mapped 5172 sequences
[M::worker_pipeline::2778.608*34.59] mapped 5310 sequences
[M::worker_pipeline::2840.477*34.73] mapped 5406 sequences
[M::worker_pipeline::2952.881*34.46] mapped 5420 sequences
[M::worker_pipeline::3040.721*34.26] mapped 5209 sequences
[M::worker_pipeline::3115.318*34.14] mapped 5312 sequences
[M::worker_pipeline::3178.809*34.25] mapped 5292 sequences
[M::worker_pipeline::3240.088*34.32] mapped 5312 sequences
[M::worker_pipeline::3328.380*34.11] mapped 5276 sequences
[M::worker_pipeline::3403.966*34.01] mapped 5284 sequences
[M::worker_pipeline::3536.858*33.82] mapped 4634 sequences
[M::worker_pipeline::3595.208*33.41] mapped 4165 sequences
[M::worker_pipeline::3710.724*32.88] mapped 3969 sequences
[M::worker_pipeline::3791.123*32.60] mapped 3988 sequences
[M::worker_pipeline::3935.087*31.87] mapped 4013 sequences
[M::worker_pipeline::4082.094*31.32] mapped 4401 sequences
[M::worker_pipeline::4185.616*31.25] mapped 4376 sequences
[M::worker_pipeline::4285.344*31.01] mapped 4279 sequences
[M::worker_pipeline::4404.424*30.62] mapped 4029 sequences
[M::worker_pipeline::4477.810*30.54] mapped 4004 sequences
[M::worker_pipeline::4601.017*30.28] mapped 3981 sequences
[M::worker_pipeline::4824.853*29.32] mapped 4113 sequences
[M::worker_pipeline::4978.780*28.90] mapped 4406 sequences
[M::worker_pipeline::5070.774*29.00] mapped 4438 sequences
[M::worker_pipeline::5201.639*28.83] mapped 4387 sequences
[M::worker_pipeline::5321.483*28.53] mapped 4183 sequences
[M::worker_pipeline::5402.263*28.48] mapped 3998 sequences
[M::worker_pipeline::5748.618*27.17] mapped 4060 sequences
[M::worker_pipeline::5869.134*27.01] mapped 4150 sequences
[M::worker_pipeline::5974.648*26.87] mapped 4320 sequences
[M::worker_pipeline::6161.322*26.65] mapped 4556 sequences
[M::worker_pipeline::6313.543*26.49] mapped 4457 sequences
[M::worker_pipeline::6477.261*26.45] mapped 4252 sequences
[M::worker_pipeline::6643.026*25.87] mapped 4164 sequences
[M::worker_pipeline::6805.719*25.63] mapped 4075 sequences
[M::worker_pipeline::7102.315*24.93] mapped 4181 sequences
[M::worker_pipeline::7218.260*24.93] mapped 4420 sequences
[M::worker_pipeline::7333.509*25.00] mapped 4574 sequences
[M::worker_pipeline::7493.769*24.89] mapped 4502 sequences
[M::worker_pipeline::7636.633*24.80] mapped 4312 sequences
[M::worker_pipeline::7729.151*24.77] mapped 4134 sequences
[M::worker_pipeline::7813.842*24.76] mapped 4103 sequences
[M::worker_pipeline::7997.897*24.49] mapped 4176 sequences
[M::worker_pipeline::8093.335*24.51] mapped 4451 sequences
[M::worker_pipeline::8229.602*24.57] mapped 4557 sequences
[M::worker_pipeline::8307.363*24.61] mapped 4250 sequences
[M::worker_pipeline::8399.866*24.60] mapped 4069 sequences
[M::worker_pipeline::8487.077*24.60] mapped 3984 sequences
[M::worker_pipeline::8587.091*24.55] mapped 3973 sequences
[M::worker_pipeline::8754.964*24.36] mapped 4040 sequences
[M::worker_pipeline::8883.597*24.28] mapped 4275 sequences
[M::worker_pipeline::9022.806*24.24] mapped 4499 sequences
[M::worker_pipeline::9098.060*24.34] mapped 4325 sequences
[M::worker_pipeline::9219.830*24.46] mapped 4242 sequences
[M::worker_pipeline::9251.100*24.41] mapped 3967 sequences
[M::worker_pipeline::9401.868*24.27] mapped 3982 sequences
[M::worker_pipeline::9506.360*24.24] mapped 4013 sequences
[M::worker_pipeline::9597.854*24.18] mapped 4082 sequences
[M::worker_pipeline::9681.759*24.31] mapped 4521 sequences
[M::worker_pipeline::9806.260*24.37] mapped 4449 sequences
[M::worker_pipeline::9874.234*24.45] mapped 4310 sequences
[M::worker_pipeline::9968.665*24.45] mapped 4092 sequences
[M::worker_pipeline::10058.887*24.42] mapped 4004 sequences
[M::worker_pipeline::10139.880*24.39] mapped 4095 sequences
[M::worker_pipeline::10245.867*24.39] mapped 4105 sequences
[M::worker_pipeline::10381.943*24.29] mapped 4395 sequences
[M::worker_pipeline::10480.972*24.37] mapped 4480 sequences
[M::worker_pipeline::10653.401*24.23] mapped 4288 sequences
[M::worker_pipeline::10747.289*24.23] mapped 4125 sequences
[M::worker_pipeline::10893.476*24.15] mapped 3974 sequences
[M::worker_pipeline::10954.084*24.20] mapped 4024 sequences
[M::worker_pipeline::11098.871*24.13] mapped 4058 sequences
[M::worker_pipeline::11245.376*24.07] mapped 4251 sequences
[M::worker_pipeline::11384.024*24.13] mapped 4458 sequences
[M::worker_pipeline::11483.762*24.19] mapped 4405 sequences
[M::worker_pipeline::11666.014*24.25] mapped 4219 sequences
[M::worker_pipeline::11709.207*24.20] mapped 4054 sequences
[M::worker_pipeline::11827.193*24.16] mapped 4024 sequences
[M::worker_pipeline::11946.243*24.18] mapped 4075 sequences
[M::worker_pipeline::12047.611*24.20] mapped 4218 sequences
[M::worker_pipeline::12228.202*24.11] mapped 4473 sequences
[M::worker_pipeline::12379.545*24.17] mapped 4459 sequences
[M::worker_pipeline::12479.092*24.16] mapped 4285 sequences
[M::worker_pipeline::12555.229*24.21] mapped 4059 sequences
[M::worker_pipeline::12682.273*24.15] mapped 3988 sequences
[M::worker_pipeline::12785.328*24.18] mapped 4088 sequences
[M::worker_pipeline::12986.423*24.05] mapped 4244 sequences
[M::worker_pipeline::13110.749*24.05] mapped 4547 sequences
[M::worker_pipeline::13230.530*24.15] mapped 4495 sequences
[M::worker_pipeline::13360.051*24.12] mapped 4278 sequences
[M::worker_pipeline::13469.964*24.10] mapped 4006 sequences
[M::worker_pipeline::13554.075*24.12] mapped 4003 sequences
[M::worker_pipeline::13656.081*24.15] mapped 3983 sequences
[M::worker_pipeline::13822.043*24.05] mapped 4153 sequences
[M::worker_pipeline::13973.500*24.04] mapped 4476 sequences
[M::worker_pipeline::14120.909*24.09] mapped 4451 sequences
[M::worker_pipeline::14352.436*24.02] mapped 4408 sequences
[M::worker_pipeline::14406.692*23.98] mapped 4181 sequences
[M::worker_pipeline::14516.272*23.99] mapped 4052 sequences
[M::worker_pipeline::14645.559*23.95] mapped 4132 sequences
[M::worker_pipeline::14793.897*23.91] mapped 4238 sequences
[M::worker_pipeline::14969.336*23.82] mapped 4487 sequences
