[M::mm_idx_gen::38.364*1.53] collected minimizers
[M::mm_idx_gen::40.196*2.33] sorted minimizers
[M::main::40.196*2.33] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::41.485*2.29] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::42.130*2.27] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::209.466*11.23] mapped 3075 sequences
[M::worker_pipeline::287.367*14.23] mapped 3597 sequences
[M::worker_pipeline::517.398*11.92] mapped 3369 sequences
[M::worker_pipeline::728.798*11.07] mapped 3035 sequences
[M::worker_pipeline::878.901*11.03] mapped 3382 sequences
[M::worker_pipeline::957.962*11.78] mapped 3174 sequences
[M::worker_pipeline::1074.626*11.97] mapped 3112 sequences
[M::worker_pipeline::1371.206*10.92] mapped 2985 sequences
[M::worker_pipeline::1465.423*11.63] mapped 3296 sequences
[M::worker_pipeline::1525.612*12.21] mapped 3222 sequences
[M::worker_pipeline::1636.941*12.39] mapped 3315 sequences
[M::worker_pipeline::1747.180*12.48] mapped 3484 sequences
[M::worker_pipeline::1855.470*12.89] mapped 3123 sequences
[M::worker_pipeline::2034.059*12.62] mapped 3342 sequences
[M::worker_pipeline::2136.746*12.77] mapped 3293 sequences
[M::worker_pipeline::2223.251*13.03] mapped 3086 sequences
[M::worker_pipeline::2388.443*12.94] mapped 3258 sequences
[M::worker_pipeline::2447.476*13.28] mapped 3096 sequences
[M::worker_pipeline::2531.602*13.45] mapped 3180 sequences
[M::worker_pipeline::2685.891*13.79] mapped 3212 sequences
[M::worker_pipeline::2794.862*13.40] mapped 3144 sequences
[M::worker_pipeline::2909.231*13.50] mapped 2929 sequences
[M::worker_pipeline::2988.487*13.64] mapped 3289 sequences
[M::worker_pipeline::3090.017*13.71] mapped 3128 sequences
[M::worker_pipeline::3231.580*13.67] mapped 3149 sequences
[M::worker_pipeline::3322.091*13.80] mapped 3161 sequences
[M::worker_pipeline::3443.211*13.79] mapped 3249 sequences
[M::worker_pipeline::3611.753*13.66] mapped 3126 sequences
[M::worker_pipeline::3651.277*13.88] mapped 3130 sequences
[M::worker_pipeline::3779.863*13.94] mapped 3014 sequences
[M::worker_pipeline::3899.387*13.94] mapped 3200 sequences
[M::worker_pipeline::4012.208*14.02] mapped 3027 sequences
[M::worker_pipeline::4165.389*13.95] mapped 3157 sequences
[M::worker_pipeline::4262.179*14.01] mapped 3195 sequences
[M::worker_pipeline::4393.199*13.93] mapped 3205 sequences
[M::worker_pipeline::4493.096*13.90] mapped 3085 sequences
[M::worker_pipeline::4560.184*14.05] mapped 3075 sequences
[M::worker_pipeline::4668.587*14.34] mapped 3229 sequences
[M::worker_pipeline::4673.884*14.33] mapped 3176 sequences
[M::worker_pipeline::4746.315*14.52] mapped 3065 sequences
[M::worker_pipeline::4899.386*14.43] mapped 2909 sequences
[M::worker_pipeline::5013.190*14.49] mapped 2935 sequences
[M::worker_pipeline::5111.507*14.61] mapped 3716 sequences
[M::worker_pipeline::5207.299*14.71] mapped 3162 sequences
[M::worker_pipeline::5318.357*14.76] mapped 3122 sequences
[M::worker_pipeline::5408.534*14.85] mapped 2986 sequences
[M::worker_pipeline::5475.769*15.00] mapped 2978 sequences
[M::worker_pipeline::5565.686*15.08] mapped 2955 sequences
[M::worker_pipeline::5647.264*15.18] mapped 2921 sequences
[M::worker_pipeline::5728.960*15.28] mapped 3007 sequences
[M::worker_pipeline::5799.969*15.38] mapped 3293 sequences
[M::worker_pipeline::5849.087*15.51] mapped 3229 sequences
[M::worker_pipeline::5941.769*15.59] mapped 3146 sequences
