[M::mm_idx_gen::86.105*1.82] collected minimizers
[M::mm_idx_gen::87.094*2.23] sorted minimizers
[M::main::87.096*2.23] loaded/built the index for 3953 target sequence(s)
[M::mm_mapopt_update::90.033*2.19] mid_occ = 349
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 3953
[M::mm_idx_stat::92.365*2.16] distinct minimizers: 218110485 (3.61% are singletons); average occurrences: 2.912; average spacing: 9.984; total length: 6340623644
[M::worker_pipeline::128.782*7.81] mapped 7424 sequences
[M::worker_pipeline::137.725*8.36] mapped 33488 sequences
[M::worker_pipeline::162.751*11.29] mapped 17438 sequences
[M::worker_pipeline::183.056*12.70] mapped 5323 sequences
[M::worker_pipeline::208.523*13.99] mapped 5306 sequences
[M::worker_pipeline::222.111*14.54] mapped 12152 sequences
[M::worker_pipeline::242.166*15.54] mapped 5540 sequences
[M::worker_pipeline::256.328*15.91] mapped 10077 sequences
[M::worker_pipeline::277.453*17.48] mapped 7084 sequences
[M::worker_pipeline::289.381*17.25] mapped 9584 sequences
[M::worker_pipeline::313.117*18.57] mapped 7174 sequences
[M::worker_pipeline::331.011*18.97] mapped 5860 sequences
[M::worker_pipeline::339.851*18.83] mapped 19177 sequences
[M::worker_pipeline::362.117*19.60] mapped 20010 sequences
[M::worker_pipeline::380.085*20.05] mapped 5331 sequences
[M::worker_pipeline::395.156*20.61] mapped 6711 sequences
[M::worker_pipeline::407.560*20.79] mapped 5250 sequences
[M::worker_pipeline::430.891*21.40] mapped 6724 sequences
[M::worker_pipeline::445.248*21.74] mapped 6336 sequences
[M::worker_pipeline::453.575*21.60] mapped 33242 sequences
[M::worker_pipeline::470.066*22.17] mapped 31326 sequences
[M::worker_pipeline::484.055*22.38] mapped 7073 sequences
[M::worker_pipeline::507.843*22.52] mapped 5223 sequences
[M::worker_pipeline::520.912*22.79] mapped 11577 sequences
[M::worker_pipeline::528.753*22.59] mapped 34559 sequences
[M::worker_pipeline::551.033*22.97] mapped 16972 sequences
[M::worker_pipeline::570.260*22.98] mapped 6241 sequences
[M::worker_pipeline::587.063*23.07] mapped 5263 sequences
[M::worker_pipeline::602.627*23.28] mapped 5483 sequences
[M::worker_pipeline::617.593*23.44] mapped 5922 sequences
[M::worker_pipeline::629.776*23.59] mapped 23656 sequences
[M::worker_pipeline::649.846*23.77] mapped 11412 sequences
[M::worker_pipeline::660.822*23.80] mapped 10800 sequences
[M::worker_pipeline::678.278*24.05] mapped 5705 sequences
[M::worker_pipeline::698.036*24.03] mapped 5317 sequences
[M::worker_pipeline::707.290*24.09] mapped 26616 sequences
[M::worker_pipeline::718.793*24.16] mapped 31881 sequences
[M::worker_pipeline::738.782*24.24] mapped 13938 sequences
[M::worker_pipeline::752.822*24.30] mapped 23595 sequences
[M::worker_pipeline::768.833*24.41] mapped 5326 sequences
[M::worker_pipeline::780.421*24.50] mapped 5274 sequences
[M::worker_pipeline::794.216*24.73] mapped 13684 sequences
[M::worker_pipeline::811.010*24.75] mapped 12284 sequences
[M::worker_pipeline::832.828*24.80] mapped 5460 sequences
[M::worker_pipeline::848.087*24.92] mapped 5421 sequences
[M::worker_pipeline::862.948*24.94] mapped 5441 sequences
[M::worker_pipeline::876.341*25.06] mapped 5472 sequences
[M::worker_pipeline::895.180*25.06] mapped 5653 sequences
[M::worker_pipeline::908.881*25.17] mapped 5313 sequences
[M::worker_pipeline::921.965*25.20] mapped 24759 sequences
[M::worker_pipeline::940.183*25.36] mapped 12515 sequences
[M::worker_pipeline::965.616*25.08] mapped 5654 sequences
[M::worker_pipeline::980.345*25.11] mapped 5556 sequences
[M::worker_pipeline::1003.799*25.12] mapped 5411 sequences
[M::worker_pipeline::1021.223*25.09] mapped 5768 sequences
[M::worker_pipeline::1037.228*25.16] mapped 5636 sequences
[M::worker_pipeline::1053.663*25.29] mapped 5914 sequences
[M::worker_pipeline::1059.510*25.17] mapped 29048 sequences
[M::worker_pipeline::1082.724*25.39] mapped 7910 sequences
[M::worker_pipeline::1094.650*25.38] mapped 5558 sequences
[M::worker_pipeline::1106.024*25.44] mapped 27289 sequences
[M::worker_pipeline::1123.296*25.55] mapped 9968 sequences
[M::worker_pipeline::1138.785*25.68] mapped 5691 sequences
[M::worker_pipeline::1153.258*25.69] mapped 5659 sequences
[M::worker_pipeline::1163.966*25.68] mapped 30398 sequences
[M::worker_pipeline::1181.726*25.78] mapped 23914 sequences
[M::worker_pipeline::1203.515*25.82] mapped 5723 sequences
[M::worker_pipeline::1213.837*25.76] mapped 5913 sequences
[M::worker_pipeline::1233.615*25.91] mapped 5687 sequences
[M::worker_pipeline::1243.195*25.80] mapped 5758 sequences
[M::worker_pipeline::1261.081*25.96] mapped 9267 sequences
[M::worker_pipeline::1272.741*25.94] mapped 28689 sequences
[M::worker_pipeline::1287.517*26.09] mapped 13693 sequences
[M::worker_pipeline::1297.442*26.05] mapped 22927 sequences
[M::worker_pipeline::1327.778*26.02] mapped 5961 sequences
[M::worker_pipeline::1346.538*25.96] mapped 5832 sequences
[M::worker_pipeline::1359.061*25.93] mapped 5731 sequences
[M::worker_pipeline::1372.780*25.99] mapped 15859 sequences
[M::worker_pipeline::1382.392*26.00] mapped 32637 sequences
[M::worker_pipeline::1399.288*26.09] mapped 23226 sequences
[M::worker_pipeline::1421.045*26.10] mapped 5450 sequences
[M::worker_pipeline::1643.342*22.89] mapped 6048 sequences
[M::worker_pipeline::1651.184*22.78] mapped 6179 sequences
[M::worker_pipeline::1672.362*22.92] mapped 6202 sequences
[M::worker_pipeline::1679.429*22.88] mapped 29711 sequences
[M::worker_pipeline::1701.649*23.02] mapped 7419 sequences
[M::worker_pipeline::1710.286*22.95] mapped 5634 sequences
[M::worker_pipeline::1733.828*23.00] mapped 6097 sequences
[M::worker_pipeline::1744.957*23.04] mapped 22444 sequences
[M::worker_pipeline::1763.230*23.12] mapped 15512 sequences
[M::worker_pipeline::1779.457*23.17] mapped 6078 sequences
[M::worker_pipeline::1791.323*23.20] mapped 6254 sequences
[M::worker_pipeline::1807.627*23.33] mapped 24238 sequences
[M::worker_pipeline::1816.961*23.27] mapped 15081 sequences
[M::worker_pipeline::1838.822*23.38] mapped 6331 sequences
[M::worker_pipeline::1848.207*23.38] mapped 25205 sequences
[M::worker_pipeline::1870.295*23.45] mapped 10884 sequences
[M::worker_pipeline::1884.371*23.50] mapped 5558 sequences
[M::worker_pipeline::1900.024*23.60] mapped 16307 sequences
[M::worker_pipeline::1917.073*23.59] mapped 18585 sequences
[M::worker_pipeline::1929.821*23.60] mapped 11492 sequences
[M::worker_pipeline::1947.722*23.67] mapped 6097 sequences
[M::worker_pipeline::1966.259*23.67] mapped 5947 sequences
[M::worker_pipeline::1974.003*23.65] mapped 29488 sequences
[M::worker_pipeline::1990.757*23.76] mapped 10181 sequences
[M::worker_pipeline::2008.994*23.80] mapped 6434 sequences
[M::worker_pipeline::2019.263*23.78] mapped 22043 sequences
[M::worker_pipeline::2042.248*23.86] mapped 6007 sequences
[M::worker_pipeline::2054.952*23.86] mapped 20486 sequences
[M::worker_pipeline::2069.487*23.92] mapped 17494 sequences
[M::worker_pipeline::2085.654*23.98] mapped 6268 sequences
[M::worker_pipeline::2096.630*24.02] mapped 21284 sequences
[M::worker_pipeline::2115.938*24.13] mapped 17685 sequences
[M::worker_pipeline::2131.336*24.14] mapped 6074 sequences
[M::worker_pipeline::2148.228*24.21] mapped 6306 sequences
[M::worker_pipeline::2156.718*24.15] mapped 28884 sequences
[M::worker_pipeline::2185.216*24.23] mapped 6140 sequences
[M::worker_pipeline::2200.243*24.26] mapped 6245 sequences
[M::worker_pipeline::2214.945*24.33] mapped 6425 sequences
[M::worker_pipeline::2225.140*24.35] mapped 32846 sequences
[M::worker_pipeline::2244.556*24.44] mapped 6817 sequences
[M::worker_pipeline::2254.623*24.43] mapped 6597 sequences
[M::worker_pipeline::2271.566*24.52] mapped 33329 sequences
[M::worker_pipeline::2285.220*24.54] mapped 8319 sequences
[M::worker_pipeline::2301.839*24.63] mapped 6455 sequences
[M::worker_pipeline::2309.105*24.58] mapped 33644 sequences
[M::worker_pipeline::2334.421*24.70] mapped 8589 sequences
[M::worker_pipeline::2352.053*24.74] mapped 6453 sequences
[M::worker_pipeline::2366.061*24.77] mapped 7953 sequences
[M::worker_pipeline::2378.308*24.79] mapped 32186 sequences
[M::worker_pipeline::2398.019*24.88] mapped 6503 sequences
[M::worker_pipeline::2415.037*24.91] mapped 6578 sequences
[M::worker_pipeline::2427.926*24.93] mapped 11108 sequences
[M::worker_pipeline::2452.751*24.93] mapped 28697 sequences
[M::worker_pipeline::2473.928*24.94] mapped 6586 sequences
[M::worker_pipeline::2485.518*24.91] mapped 12533 sequences
[M::worker_pipeline::2507.159*25.01] mapped 27911 sequences
[M::worker_pipeline::2518.595*24.96] mapped 6641 sequences
[M::worker_pipeline::2542.405*25.07] mapped 6765 sequences
[M::worker_pipeline::2552.061*24.98] mapped 15485 sequences
[M::worker_pipeline::2581.087*25.03] mapped 26162 sequences
[M::worker_pipeline::2597.362*25.08] mapped 6723 sequences
[M::worker_pipeline::2605.247*25.03] mapped 22996 sequences
[M::worker_pipeline::2632.975*25.13] mapped 10791 sequences
[M::worker_pipeline::2644.464*25.12] mapped 7060 sequences
[M::worker_pipeline::2660.324*25.16] mapped 26868 sequences
[M::worker_pipeline::2679.406*25.23] mapped 18135 sequences
[M::worker_pipeline::2699.129*25.21] mapped 18626 sequences
[M::worker_pipeline::2713.256*25.23] mapped 14494 sequences
[M::worker_pipeline::2735.133*25.31] mapped 14740 sequences
[M::worker_pipeline::2753.081*25.30] mapped 11434 sequences
[M::worker_pipeline::2769.009*25.32] mapped 17223 sequences
[M::worker_pipeline::2793.313*25.41] mapped 12528 sequences
[M::worker_pipeline::2805.399*25.38] mapped 13963 sequences
[M::worker_pipeline::2836.510*25.44] mapped 13346 sequences
[M::worker_pipeline::2852.587*25.42] mapped 6477 sequences
[M::worker_pipeline::2865.915*25.44] mapped 13173 sequences
[M::worker_pipeline::2875.557*25.43] mapped 37652 sequences
[M::worker_pipeline::2896.383*25.47] mapped 24486 sequences
[M::worker_pipeline::3124.652*23.82] mapped 5355 sequences
[M::worker_pipeline::3134.870*23.75] mapped 5896 sequences
[M::worker_pipeline::3156.665*23.82] mapped 5238 sequences
[M::worker_pipeline::3167.917*23.81] mapped 18917 sequences
[M::worker_pipeline::3183.725*23.86] mapped 27987 sequences
[M::worker_pipeline::3203.656*23.91] mapped 7524 sequences
[M::worker_pipeline::3215.142*23.91] mapped 5428 sequences
[M::worker_pipeline::3230.693*23.98] mapped 14621 sequences
[M::worker_pipeline::3243.170*23.98] mapped 5345 sequences
[M::worker_pipeline::3257.038*24.03] mapped 9895 sequences
[M::worker_pipeline::3271.550*24.05] mapped 21920 sequences
[M::worker_pipeline::3287.798*24.07] mapped 18866 sequences
[M::worker_pipeline::3304.585*24.09] mapped 5735 sequences
[M::worker_pipeline::3315.821*24.08] mapped 30329 sequences
[M::worker_pipeline::3335.172*24.12] mapped 12108 sequences
[M::worker_pipeline::3350.718*24.15] mapped 5765 sequences
[M::worker_pipeline::3359.894*24.16] mapped 24181 sequences
[M::worker_pipeline::3379.134*24.21] mapped 16163 sequences
[M::worker_pipeline::3393.110*24.24] mapped 5312 sequences
[M::worker_pipeline::3406.724*24.27] mapped 16217 sequences
[M::worker_pipeline::3421.297*24.30] mapped 11516 sequences
[M::worker_pipeline::3436.739*24.33] mapped 5255 sequences
[M::worker_pipeline::3455.285*24.34] mapped 11084 sequences
[M::worker_pipeline::3467.872*24.36] mapped 5453 sequences
[M::worker_pipeline::3491.941*24.41] mapped 5556 sequences
[M::worker_pipeline::3515.342*24.34] mapped 5424 sequences
[M::worker_pipeline::3534.582*24.36] mapped 5521 sequences
[M::worker_pipeline::3546.871*24.36] mapped 20340 sequences
[M::worker_pipeline::3567.640*24.43] mapped 6750 sequences
[M::worker_pipeline::3580.975*24.42] mapped 5499 sequences
[M::worker_pipeline::3589.677*24.42] mapped 34742 sequences
[M::worker_pipeline::3619.593*24.43] mapped 5969 sequences
[M::worker_pipeline::3646.284*24.43] mapped 5712 sequences
[M::worker_pipeline::3668.266*24.43] mapped 5566 sequences
[M::worker_pipeline::3687.027*24.45] mapped 5415 sequences
[M::worker_pipeline::3693.630*24.40] mapped 20156 sequences
[M::worker_pipeline::3721.990*24.47] mapped 13002 sequences
[M::worker_pipeline::3733.906*24.45] mapped 5576 sequences
[M::worker_pipeline::3755.335*24.52] mapped 5852 sequences
[M::worker_pipeline::3767.927*24.54] mapped 18819 sequences
[M::worker_pipeline::3783.932*24.58] mapped 32696 sequences
[M::worker_pipeline::3800.944*24.63] mapped 7274 sequences
[M::worker_pipeline::3815.863*24.64] mapped 5311 sequences
[M::worker_pipeline::3839.728*24.62] mapped 5676 sequences
[M::worker_pipeline::3866.147*24.62] mapped 21642 sequences
[M::worker_pipeline::3881.299*24.60] mapped 15383 sequences
[M::worker_pipeline::3901.947*24.66] mapped 5879 sequences
[M::worker_pipeline::3915.273*24.66] mapped 5798 sequences
[M::worker_pipeline::3933.952*24.71] mapped 5891 sequences
[M::worker_pipeline::3947.804*24.70] mapped 5808 sequences
[M::worker_pipeline::3972.420*24.74] mapped 5827 sequences
[M::worker_pipeline::3978.585*24.70] mapped 20996 sequences
[M::worker_pipeline::4003.397*24.73] mapped 20513 sequences
[M::worker_pipeline::4016.575*24.73] mapped 25149 sequences
[M::worker_pipeline::4036.494*24.78] mapped 14259 sequences
[M::worker_pipeline::4054.418*24.81] mapped 5776 sequences
[M::worker_pipeline::4071.767*24.80] mapped 6057 sequences
[M::worker_pipeline::4082.415*24.80] mapped 18854 sequences
