[M::mm_idx_gen::225.051*0.56] collected minimizers
[M::mm_idx_gen::226.273*0.76] sorted minimizers
[M::main::226.275*0.76] loaded/built the index for 3953 target sequence(s)
[M::mm_mapopt_update::229.300*0.77] mid_occ = 349
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 3953
[M::mm_idx_stat::231.577*0.77] distinct minimizers: 218110485 (3.61% are singletons); average occurrences: 2.912; average spacing: 9.984; total length: 6340623644
[M::worker_pipeline::258.195*3.50] mapped 7424 sequences
[M::worker_pipeline::267.903*3.87] mapped 33488 sequences
[M::worker_pipeline::299.807*5.26] mapped 17438 sequences
[M::worker_pipeline::350.134*5.90] mapped 5323 sequences
[M::worker_pipeline::414.064*6.33] mapped 5306 sequences
[M::worker_pipeline::463.987*6.74] mapped 12152 sequences
[M::worker_pipeline::520.009*6.92] mapped 5540 sequences
[M::worker_pipeline::571.923*7.13] mapped 10077 sequences
[M::worker_pipeline::624.625*7.35] mapped 7084 sequences
[M::worker_pipeline::674.136*7.54] mapped 9584 sequences
[M::worker_pipeline::718.191*7.86] mapped 7174 sequences
[M::worker_pipeline::768.166*8.03] mapped 5860 sequences
[M::worker_pipeline::803.782*8.25] mapped 19177 sequences
[M::worker_pipeline::851.306*8.30] mapped 20010 sequences
[M::worker_pipeline::900.277*8.40] mapped 5331 sequences
[M::worker_pipeline::943.252*8.59] mapped 6711 sequences
[M::worker_pipeline::992.868*8.64] mapped 5250 sequences
[M::worker_pipeline::1044.653*8.73] mapped 6724 sequences
[M::worker_pipeline::1087.997*8.83] mapped 6336 sequences
[M::worker_pipeline::1125.549*8.91] mapped 33242 sequences
[M::worker_pipeline::1165.433*8.95] mapped 31326 sequences
[M::worker_pipeline::1215.394*8.98] mapped 7073 sequences
[M::worker_pipeline::1266.408*8.98] mapped 5223 sequences
[M::worker_pipeline::1303.267*9.10] mapped 11577 sequences
[M::worker_pipeline::1338.001*9.13] mapped 34559 sequences
[M::worker_pipeline::1393.777*9.09] mapped 16972 sequences
