[M::mm_idx_gen::34.466*1.50] collected minimizers
[M::mm_idx_gen::36.930*2.63] sorted minimizers
[M::main::36.930*2.63] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::41.030*2.47] mid_occ = 177
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 25
[M::mm_idx_stat::44.821*2.34] distinct minimizers: 215125355 (92.06% are singletons); average occurrences: 1.455; average spacing: 9.958; total length: 3117292070
[M::worker_pipeline::108.915*8.27] mapped 7424 sequences
[M::worker_pipeline::114.159*7.96] mapped 33488 sequences
[M::worker_pipeline::135.707*11.90] mapped 17438 sequences
[M::worker_pipeline::147.395*13.27] mapped 5323 sequences
[M::worker_pipeline::161.085*14.83] mapped 5306 sequences
[M::worker_pipeline::171.132*15.71] mapped 12152 sequences
[M::worker_pipeline::182.197*16.77] mapped 5540 sequences
[M::worker_pipeline::197.042*17.67] mapped 10077 sequences
[M::worker_pipeline::210.230*18.59] mapped 7084 sequences
[M::worker_pipeline::220.853*19.05] mapped 9584 sequences
[M::worker_pipeline::234.181*20.05] mapped 7174 sequences
[M::worker_pipeline::246.361*20.47] mapped 5860 sequences
[M::worker_pipeline::255.010*20.82] mapped 19177 sequences
[M::worker_pipeline::267.570*21.51] mapped 20010 sequences
[M::worker_pipeline::282.417*21.94] mapped 5331 sequences
[M::worker_pipeline::291.433*22.20] mapped 6711 sequences
[M::worker_pipeline::303.786*22.70] mapped 5250 sequences
[M::worker_pipeline::317.589*23.15] mapped 6724 sequences
[M::worker_pipeline::328.338*23.48] mapped 6336 sequences
[M::worker_pipeline::333.536*23.48] mapped 33242 sequences
[M::worker_pipeline::348.677*24.03] mapped 31326 sequences
[M::worker_pipeline::361.738*24.40] mapped 7073 sequences
[M::worker_pipeline::376.989*24.53] mapped 5223 sequences
[M::worker_pipeline::388.706*24.83] mapped 11577 sequences
[M::worker_pipeline::393.811*24.80] mapped 34559 sequences
[M::worker_pipeline::411.564*25.23] mapped 16972 sequences
[M::worker_pipeline::422.911*25.39] mapped 6241 sequences
[M::worker_pipeline::435.914*25.56] mapped 5263 sequences
[M::worker_pipeline::450.053*25.61] mapped 5483 sequences
[M::worker_pipeline::460.828*25.80] mapped 5922 sequences
[M::worker_pipeline::470.162*25.88] mapped 23656 sequences
[M::worker_pipeline::482.468*26.10] mapped 11412 sequences
[M::worker_pipeline::493.448*26.35] mapped 10800 sequences
[M::worker_pipeline::504.197*26.34] mapped 5705 sequences
[M::worker_pipeline::516.988*26.47] mapped 5317 sequences
[M::worker_pipeline::525.980*26.50] mapped 26616 sequences
[M::worker_pipeline::536.537*26.72] mapped 31881 sequences
[M::worker_pipeline::549.964*26.87] mapped 13938 sequences
[M::worker_pipeline::560.895*26.94] mapped 23595 sequences
[M::worker_pipeline::573.292*27.10] mapped 5326 sequences
[M::worker_pipeline::581.839*27.19] mapped 5274 sequences
[M::worker_pipeline::592.318*27.36] mapped 13684 sequences
[M::worker_pipeline::603.726*27.53] mapped 12284 sequences
[M::worker_pipeline::616.188*27.64] mapped 5460 sequences
[M::worker_pipeline::627.060*27.74] mapped 5421 sequences
[M::worker_pipeline::639.978*27.75] mapped 5441 sequences
[M::worker_pipeline::649.931*27.81] mapped 5472 sequences
[M::worker_pipeline::663.022*27.97] mapped 5653 sequences
[M::worker_pipeline::672.322*28.02] mapped 5313 sequences
[M::worker_pipeline::682.338*28.15] mapped 24759 sequences
[M::worker_pipeline::693.495*28.23] mapped 12515 sequences
[M::worker_pipeline::712.884*28.06] mapped 5654 sequences
[M::worker_pipeline::725.033*28.11] mapped 5556 sequences
[M::worker_pipeline::735.108*28.16] mapped 5411 sequences
[M::worker_pipeline::747.232*28.21] mapped 5768 sequences
[M::worker_pipeline::759.863*28.22] mapped 5636 sequences
[M::worker_pipeline::772.024*28.27] mapped 5914 sequences
[M::worker_pipeline::779.185*28.27] mapped 29048 sequences
[M::worker_pipeline::792.598*28.40] mapped 7910 sequences
[M::worker_pipeline::802.319*28.44] mapped 5558 sequences
[M::worker_pipeline::808.722*28.44] mapped 27289 sequences
[M::worker_pipeline::824.146*28.57] mapped 9968 sequences
[M::worker_pipeline::835.070*28.66] mapped 5691 sequences
[M::worker_pipeline::855.094*28.44] mapped 5659 sequences
[M::worker_pipeline::863.076*28.45] mapped 30398 sequences
[M::worker_pipeline::872.342*28.51] mapped 23914 sequences
[M::worker_pipeline::888.323*28.59] mapped 5723 sequences
[M::worker_pipeline::898.792*28.55] mapped 5913 sequences
[M::worker_pipeline::912.292*28.64] mapped 5687 sequences
[M::worker_pipeline::924.401*28.71] mapped 5758 sequences
[M::worker_pipeline::934.184*28.74] mapped 9267 sequences
[M::worker_pipeline::946.537*28.69] mapped 28689 sequences
[M::worker_pipeline::956.688*28.79] mapped 13693 sequences
[M::worker_pipeline::969.575*28.80] mapped 22927 sequences
[M::worker_pipeline::984.497*28.82] mapped 5961 sequences
[M::worker_pipeline::995.369*28.84] mapped 5832 sequences
[M::worker_pipeline::1007.852*28.92] mapped 5731 sequences
[M::worker_pipeline::1016.157*28.93] mapped 15859 sequences
[M::worker_pipeline::1025.111*29.01] mapped 32637 sequences
[M::worker_pipeline::1036.685*29.09] mapped 23226 sequences
[M::worker_pipeline::1268.481*24.15] mapped 5450 sequences
[M::worker_pipeline::1277.986*24.15] mapped 6048 sequences
[M::worker_pipeline::1293.109*24.29] mapped 6179 sequences
[M::worker_pipeline::1304.477*24.34] mapped 6202 sequences
[M::worker_pipeline::1312.930*24.38] mapped 29711 sequences
