[M::mm_idx_gen::37.755*1.65] collected minimizers
[M::mm_idx_gen::43.407*3.97] sorted minimizers
[M::main::43.407*3.97] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::44.765*3.88] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::45.481*3.84] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::126.566*19.57] mapped 4538 sequences
[M::worker_pipeline::199.845*23.02] mapped 4499 sequences
[M::worker_pipeline::286.689*25.14] mapped 4593 sequences
[M::worker_pipeline::363.614*26.51] mapped 4578 sequences
[M::worker_pipeline::451.094*26.34] mapped 4544 sequences
[M::worker_pipeline::531.950*26.66] mapped 4571 sequences
[M::worker_pipeline::601.683*27.47] mapped 4593 sequences
[M::worker_pipeline::669.879*27.70] mapped 4597 sequences
[M::worker_pipeline::734.442*28.17] mapped 4519 sequences
[M::worker_pipeline::801.373*28.89] mapped 4562 sequences
[M::worker_pipeline::898.458*28.58] mapped 4542 sequences
[M::worker_pipeline::962.726*28.95] mapped 4554 sequences
[M::worker_pipeline::1032.209*29.14] mapped 4638 sequences
[M::worker_pipeline::1125.898*29.03] mapped 4534 sequences
[M::worker_pipeline::1192.224*29.37] mapped 4527 sequences
[M::worker_pipeline::1263.455*29.48] mapped 4519 sequences
[M::worker_pipeline::1331.295*29.70] mapped 4205 sequences
[M::worker_pipeline::1435.028*28.95] mapped 3550 sequences
[M::worker_pipeline::1569.787*28.05] mapped 3627 sequences
[M::worker_pipeline::1657.333*27.94] mapped 3577 sequences
[M::worker_pipeline::1868.599*26.95] mapped 3520 sequences
[M::worker_pipeline::1872.631*26.89] mapped 3568 sequences
[M::worker_pipeline::1951.634*27.08] mapped 3661 sequences
[M::worker_pipeline::2051.707*26.88] mapped 3555 sequences
[M::worker_pipeline::2168.348*26.39] mapped 3593 sequences
[M::worker_pipeline::2302.955*25.88] mapped 3626 sequences
[M::worker_pipeline::2523.266*24.66] mapped 3543 sequences
[M::worker_pipeline::2800.642*23.06] mapped 3582 sequences
[M::worker_pipeline::2907.737*22.98] mapped 3586 sequences
[M::worker_pipeline::2981.727*23.01] mapped 3678 sequences
[M::worker_pipeline::3083.922*22.96] mapped 3663 sequences
[M::worker_pipeline::3230.854*22.57] mapped 3690 sequences
[M::worker_pipeline::3297.049*22.78] mapped 3696 sequences
[M::worker_pipeline::3446.851*22.43] mapped 3740 sequences
[M::worker_pipeline::3531.473*22.55] mapped 3689 sequences
[M::worker_pipeline::3659.964*22.33] mapped 3656 sequences
[M::worker_pipeline::3879.042*21.71] mapped 3673 sequences
[M::worker_pipeline::4018.060*21.50] mapped 3741 sequences
[M::worker_pipeline::4109.924*21.51] mapped 3584 sequences
[M::worker_pipeline::4220.321*21.46] mapped 3511 sequences
[M::worker_pipeline::4319.643*21.54] mapped 3750 sequences
[M::worker_pipeline::4519.129*21.43] mapped 3717 sequences
[M::worker_pipeline::4522.927*21.41] mapped 3589 sequences
[M::worker_pipeline::4610.445*21.48] mapped 3523 sequences
[M::worker_pipeline::4692.009*21.56] mapped 3581 sequences
[M::worker_pipeline::4809.993*21.47] mapped 3568 sequences
[M::worker_pipeline::4893.072*21.52] mapped 3610 sequences
[M::worker_pipeline::4964.310*21.66] mapped 3558 sequences
[M::worker_pipeline::5023.062*21.82] mapped 3522 sequences
[M::worker_pipeline::5101.561*21.88] mapped 3669 sequences
[M::worker_pipeline::5227.645*21.76] mapped 3537 sequences
[M::worker_pipeline::5293.140*21.82] mapped 3596 sequences
[M::worker_pipeline::5382.579*21.87] mapped 3607 sequences
[M::worker_pipeline::5446.841*21.97] mapped 3600 sequences
[M::worker_pipeline::5517.120*22.02] mapped 3605 sequences
[M::worker_pipeline::5600.794*22.07] mapped 3553 sequences
[M::worker_pipeline::5693.716*22.08] mapped 3657 sequences
[M::worker_pipeline::5750.662*22.15] mapped 3629 sequences
[M::worker_pipeline::5874.590*22.02] mapped 3468 sequences
[M::worker_pipeline::5955.847*22.04] mapped 3564 sequences
[M::worker_pipeline::6051.530*22.03] mapped 3598 sequences
[M::worker_pipeline::6124.681*22.11] mapped 3566 sequences
[M::worker_pipeline::6281.636*22.20] mapped 3681 sequences
[M::worker_pipeline::6337.884*22.05] mapped 3571 sequences
[M::worker_pipeline::6408.477*22.13] mapped 3637 sequences
[M::worker_pipeline::6503.033*22.18] mapped 3593 sequences
[M::worker_pipeline::6562.889*22.27] mapped 3686 sequences
[M::worker_pipeline::6635.569*22.33] mapped 3535 sequences
[M::worker_pipeline::6715.014*22.33] mapped 3752 sequences
[M::worker_pipeline::6859.919*22.14] mapped 3776 sequences
[M::worker_pipeline::6940.428*22.20] mapped 3579 sequences
[M::worker_pipeline::7032.788*22.22] mapped 3540 sequences
[M::worker_pipeline::7115.639*22.28] mapped 3483 sequences
[M::worker_pipeline::7192.133*22.38] mapped 3546 sequences
[M::worker_pipeline::7276.301*22.43] mapped 3558 sequences
[M::worker_pipeline::7343.545*22.49] mapped 3598 sequences
[M::worker_pipeline::7410.796*22.56] mapped 3600 sequences
[M::worker_pipeline::7485.088*22.64] mapped 3584 sequences
[M::worker_pipeline::7599.763*22.53] mapped 3642 sequences
[M::worker_pipeline::7689.113*22.54] mapped 3666 sequences
[M::worker_pipeline::7793.020*22.53] mapped 3632 sequences
[M::worker_pipeline::7920.844*22.44] mapped 3576 sequences
[M::worker_pipeline::8063.288*22.51] mapped 3675 sequences
[M::worker_pipeline::8110.956*22.42] mapped 3714 sequences
[M::worker_pipeline::8205.851*22.42] mapped 3495 sequences
[M::worker_pipeline::8319.700*22.33] mapped 3584 sequences
[M::worker_pipeline::8401.401*22.34] mapped 3476 sequences
[M::worker_pipeline::8479.875*22.36] mapped 3525 sequences
[M::worker_pipeline::8560.577*22.38] mapped 3539 sequences
[M::worker_pipeline::8627.682*22.42] mapped 3622 sequences
[M::worker_pipeline::8723.310*22.40] mapped 3920 sequences
[M::worker_pipeline::8793.035*22.44] mapped 4023 sequences
[M::worker_pipeline::8919.805*22.34] mapped 4107 sequences
[M::worker_pipeline::9026.102*22.33] mapped 4031 sequences
[M::worker_pipeline::9071.690*22.40] mapped 4049 sequences
[M::worker_pipeline::9163.243*22.39] mapped 4113 sequences
[M::worker_pipeline::9234.634*22.41] mapped 4199 sequences
[M::worker_pipeline::9305.809*22.48] mapped 4271 sequences
[M::worker_pipeline::9408.712*22.46] mapped 4078 sequences
[M::worker_pipeline::9482.835*22.49] mapped 4105 sequences
[M::worker_pipeline::9567.281*22.53] mapped 4036 sequences
[M::worker_pipeline::9643.706*22.55] mapped 4076 sequences
[M::worker_pipeline::9708.895*22.61] mapped 4125 sequences
[M::worker_pipeline::9850.917*22.69] mapped 4042 sequences
[M::worker_pipeline::9854.728*22.68] mapped 4055 sequences
[M::worker_pipeline::9981.636*22.61] mapped 4039 sequences
[M::worker_pipeline::10034.445*22.66] mapped 4036 sequences
[M::worker_pipeline::10162.809*22.57] mapped 4098 sequences
[M::worker_pipeline::10247.027*22.60] mapped 4119 sequences
[M::worker_pipeline::10327.639*22.62] mapped 4109 sequences
[M::worker_pipeline::10391.201*22.65] mapped 3979 sequences
[M::worker_pipeline::10454.180*22.71] mapped 4153 sequences
[M::worker_pipeline::10559.349*22.67] mapped 4052 sequences
[M::worker_pipeline::10621.524*22.75] mapped 4114 sequences
[M::worker_pipeline::10741.556*22.67] mapped 4057 sequences
[M::worker_pipeline::10801.959*22.73] mapped 4123 sequences
[M::worker_pipeline::10857.059*22.78] mapped 4087 sequences
[M::worker_pipeline::10928.560*22.81] mapped 4151 sequences
[M::worker_pipeline::11018.868*22.81] mapped 4099 sequences
[M::worker_pipeline::11101.897*22.81] mapped 4154 sequences
