[M::mm_idx_gen::41.012*1.59] collected minimizers
[M::mm_idx_gen::44.563*2.66] sorted minimizers
[M::main::44.563*2.66] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::45.929*2.61] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::46.585*2.59] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::138.047*16.18] mapped 14418 sequences
[M::worker_pipeline::207.910*18.21] mapped 11904 sequences
[M::worker_pipeline::338.610*16.73] mapped 8863 sequences
[M::worker_pipeline::384.470*18.55] mapped 8147 sequences
[M::worker_pipeline::448.131*19.69] mapped 8064 sequences
[M::worker_pipeline::504.910*21.23] mapped 8118 sequences
[M::worker_pipeline::576.746*21.63] mapped 8050 sequences
[M::worker_pipeline::636.394*22.15] mapped 8012 sequences
[M::worker_pipeline::723.689*21.72] mapped 7923 sequences
[M::worker_pipeline::799.325*21.65] mapped 8141 sequences
[M::worker_pipeline::871.334*21.53] mapped 7750 sequences
[M::worker_pipeline::901.517*22.02] mapped 7999 sequences
[M::worker_pipeline::974.485*21.90] mapped 8136 sequences
[M::worker_pipeline::1031.626*22.21] mapped 9118 sequences
[M::worker_pipeline::1087.942*22.58] mapped 11717 sequences
[M::worker_pipeline::1140.277*22.84] mapped 11917 sequences
[M::worker_pipeline::1192.801*22.85] mapped 9824 sequences
[M::worker_pipeline::1235.317*23.16] mapped 7862 sequences
[M::worker_pipeline::1303.777*23.19] mapped 7763 sequences
[M::worker_pipeline::1360.180*23.44] mapped 7628 sequences
[M::worker_pipeline::1451.031*23.08] mapped 7623 sequences
[M::worker_pipeline::1605.538*22.79] mapped 7560 sequences
[M::worker_pipeline::1621.582*22.71] mapped 7478 sequences
[M::worker_pipeline::1697.964*22.52] mapped 7610 sequences
[M::worker_pipeline::1756.725*22.45] mapped 7604 sequences
[M::worker_pipeline::1845.512*22.02] mapped 7405 sequences
[M::worker_pipeline::1959.502*21.41] mapped 7715 sequences
[M::worker_pipeline::2035.866*21.29] mapped 8227 sequences
[M::worker_pipeline::2091.328*21.28] mapped 8576 sequences
[M::worker_pipeline::2177.661*21.22] mapped 11863 sequences
[M::worker_pipeline::2210.234*21.49] mapped 10396 sequences
[M::worker_pipeline::2280.464*21.58] mapped 7024 sequences
[M::worker_pipeline::2350.269*21.56] mapped 7241 sequences
[M::worker_pipeline::2442.249*21.49] mapped 7034 sequences
[M::worker_pipeline::2517.266*21.63] mapped 7039 sequences
[M::worker_pipeline::2602.644*21.54] mapped 6975 sequences
[M::worker_pipeline::2696.183*21.48] mapped 6902 sequences
[M::worker_pipeline::2786.995*21.38] mapped 6880 sequences
[M::worker_pipeline::2836.523*21.57] mapped 7052 sequences
[M::worker_pipeline::2924.148*21.41] mapped 6865 sequences
[M::worker_pipeline::3010.697*21.24] mapped 6911 sequences
[M::worker_pipeline::3094.271*21.10] mapped 7303 sequences
[M::worker_pipeline::3149.507*21.20] mapped 8076 sequences
[M::worker_pipeline::3235.015*21.44] mapped 7770 sequences
[M::worker_pipeline::3262.889*21.35] mapped 12588 sequences
[M::worker_pipeline::3314.046*21.46] mapped 9830 sequences
[M::worker_pipeline::3420.839*21.24] mapped 7220 sequences
[M::worker_pipeline::3481.497*21.32] mapped 7139 sequences
[M::worker_pipeline::3589.049*21.19] mapped 7167 sequences
[M::worker_pipeline::3697.342*21.05] mapped 7034 sequences
[M::worker_pipeline::3749.154*21.18] mapped 7082 sequences
[M::worker_pipeline::3843.977*21.09] mapped 7069 sequences
[M::worker_pipeline::3945.898*20.98] mapped 7089 sequences
[M::worker_pipeline::4000.535*21.01] mapped 7094 sequences
[M::worker_pipeline::4044.190*21.06] mapped 6898 sequences
[M::worker_pipeline::4118.881*20.99] mapped 7071 sequences
[M::worker_pipeline::4169.695*21.03] mapped 7606 sequences
[M::worker_pipeline::4217.254*21.10] mapped 7973 sequences
[M::worker_pipeline::4293.761*21.03] mapped 8835 sequences
[M::worker_pipeline::4338.441*21.18] mapped 8501 sequences
[M::worker_pipeline::4408.054*21.15] mapped 6833 sequences
[M::worker_pipeline::4480.079*21.12] mapped 7004 sequences
[M::worker_pipeline::4545.302*21.19] mapped 6827 sequences
[M::worker_pipeline::4620.568*21.20] mapped 6811 sequences
[M::worker_pipeline::4713.052*21.35] mapped 6867 sequences
[M::worker_pipeline::4716.888*21.33] mapped 6900 sequences
[M::worker_pipeline::4783.579*21.42] mapped 6781 sequences
[M::worker_pipeline::4858.989*21.35] mapped 7119 sequences
[M::worker_pipeline::4907.823*21.42] mapped 7965 sequences
[M::worker_pipeline::4949.803*21.48] mapped 7699 sequences
[M::worker_pipeline::4995.522*21.59] mapped 8702 sequences
[M::worker_pipeline::5098.045*21.53] mapped 12165 sequences
[M::worker_pipeline::5230.798*21.35] mapped 11246 sequences
[M::worker_pipeline::5274.590*21.46] mapped 8111 sequences
[M::worker_pipeline::5312.032*21.55] mapped 7072 sequences
[M::worker_pipeline::5383.397*21.48] mapped 6942 sequences
[M::worker_pipeline::5456.540*21.48] mapped 6835 sequences
[M::worker_pipeline::5488.790*21.63] mapped 6791 sequences
[M::worker_pipeline::5644.103*21.32] mapped 6932 sequences
[M::worker_pipeline::5750.446*21.18] mapped 6784 sequences
[M::worker_pipeline::5805.375*21.25] mapped 6719 sequences
[M::worker_pipeline::5882.436*21.24] mapped 6832 sequences
[M::worker_pipeline::5965.998*21.16] mapped 7640 sequences
[M::worker_pipeline::6060.958*21.10] mapped 8311 sequences
[M::worker_pipeline::6115.291*21.13] mapped 8132 sequences
[M::worker_pipeline::6201.706*21.04] mapped 8157 sequences
[M::worker_pipeline::6292.392*21.23] mapped 11087 sequences
[M::worker_pipeline::6324.013*21.17] mapped 10531 sequences
[M::worker_pipeline::6385.082*21.20] mapped 6844 sequences
[M::worker_pipeline::6462.263*21.15] mapped 6578 sequences
[M::worker_pipeline::6505.168*21.24] mapped 6456 sequences
[M::worker_pipeline::6547.700*21.32] mapped 6395 sequences
[M::worker_pipeline::6602.681*21.37] mapped 6368 sequences
[M::worker_pipeline::6700.072*21.30] mapped 6150 sequences
[M::worker_pipeline::6760.003*21.35] mapped 6278 sequences
[M::worker_pipeline::6815.357*21.41] mapped 6432 sequences
[M::worker_pipeline::6874.285*21.45] mapped 6535 sequences
[M::worker_pipeline::6949.403*21.47] mapped 7530 sequences
[M::worker_pipeline::7020.555*21.46] mapped 7632 sequences
[M::worker_pipeline::7125.489*21.34] mapped 7355 sequences
[M::worker_pipeline::7183.011*21.37] mapped 7936 sequences
[M::worker_pipeline::7249.340*21.46] mapped 10647 sequences
[M::worker_pipeline::7304.337*21.50] mapped 11509 sequences
[M::worker_pipeline::7367.024*21.57] mapped 8184 sequences
[M::worker_pipeline::7488.445*21.43] mapped 7034 sequences
[M::worker_pipeline::7595.723*21.31] mapped 6821 sequences
[M::worker_pipeline::7688.846*21.29] mapped 6650 sequences
[M::worker_pipeline::7785.207*21.37] mapped 6617 sequences
[M::worker_pipeline::7829.709*21.29] mapped 6660 sequences
[M::worker_pipeline::7900.443*21.32] mapped 6650 sequences
[M::worker_pipeline::7972.246*21.32] mapped 6650 sequences
[M::worker_pipeline::8078.751*21.24] mapped 6832 sequences
[M::worker_pipeline::8128.676*21.28] mapped 7541 sequences
[M::worker_pipeline::8192.989*21.28] mapped 8174 sequences
[M::worker_pipeline::8288.806*21.21] mapped 7854 sequences
[M::worker_pipeline::8336.067*21.25] mapped 7984 sequences
[M::worker_pipeline::8400.470*21.32] mapped 10910 sequences
[M::worker_pipeline::8478.954*21.32] mapped 12653 sequences
[M::worker_pipeline::8554.665*21.35] mapped 10250 sequences
[M::worker_pipeline::8606.250*21.40] mapped 7379 sequences
[M::worker_pipeline::8681.893*21.35] mapped 7444 sequences
[M::worker_pipeline::8737.593*21.37] mapped 7067 sequences
[M::worker_pipeline::8810.436*21.36] mapped 7007 sequences
[M::worker_pipeline::8879.740*21.35] mapped 7048 sequences
[M::worker_pipeline::8960.033*21.32] mapped 6945 sequences
[M::worker_pipeline::9032.941*21.34] mapped 7242 sequences
[M::worker_pipeline::9102.049*21.34] mapped 7111 sequences
[M::worker_pipeline::9176.627*21.33] mapped 7801 sequences
[M::worker_pipeline::9269.800*21.31] mapped 8397 sequences
[M::worker_pipeline::9435.329*21.20] mapped 8531 sequences
[M::worker_pipeline::9459.984*21.17] mapped 8176 sequences
[M::worker_pipeline::9497.141*21.17] mapped 6485 sequences
[M::main] Version: 2.28-r1209
[M::main] CMD: minimap2 --MD -ax map-ont --eqx -t 60 data/ref/T2T-CHM13.v2.fasta assembly/input/T2T09/T2T09.HQ_herro.50x.fastq.gz
[M::main] Real time: 9497.848 sec; CPU: 201007.961 sec; Peak RSS: 31.189 GB
[bam_sort_core] merging from 6 files and 4 in-memory blocks...
