[M::mm_idx_gen::45.042*1.44] collected minimizers
[M::mm_idx_gen::47.399*2.13] sorted minimizers
[M::main::47.400*2.13] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::51.619*2.04] mid_occ = 177
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 25
[M::mm_idx_stat::55.570*1.96] distinct minimizers: 215125355 (92.06% are singletons); average occurrences: 1.455; average spacing: 9.958; total length: 3117292070
[M::worker_pipeline::80.475*11.75] mapped 5679 sequences
[M::worker_pipeline::91.375*14.37] mapped 5651 sequences
[M::worker_pipeline::104.498*16.98] mapped 24414 sequences
[M::worker_pipeline::120.035*18.14] mapped 10747 sequences
[M::worker_pipeline::134.327*19.38] mapped 5503 sequences
[M::worker_pipeline::146.146*20.59] mapped 5288 sequences
[M::worker_pipeline::157.952*21.58] mapped 5567 sequences
[M::worker_pipeline::169.788*22.33] mapped 5578 sequences
[M::worker_pipeline::181.485*22.93] mapped 14402 sequences
[M::worker_pipeline::191.221*23.53] mapped 28804 sequences
[M::worker_pipeline::203.473*24.29] mapped 20612 sequences
[M::worker_pipeline::218.253*25.17] mapped 14862 sequences
[M::worker_pipeline::237.293*25.24] mapped 5511 sequences
[M::worker_pipeline::248.444*25.77] mapped 7589 sequences
[M::worker_pipeline::261.623*25.96] mapped 11489 sequences
[M::worker_pipeline::273.804*26.33] mapped 5720 sequences
[M::worker_pipeline::288.308*26.62] mapped 14520 sequences
[M::worker_pipeline::303.152*26.75] mapped 6014 sequences
[M::worker_pipeline::312.780*27.03] mapped 24080 sequences
[M::worker_pipeline::323.328*27.26] mapped 17906 sequences
[M::worker_pipeline::343.805*27.04] mapped 11577 sequences
[M::worker_pipeline::362.638*27.13] mapped 5941 sequences
[M::worker_pipeline::377.772*27.17] mapped 12269 sequences
[M::worker_pipeline::391.092*27.45] mapped 11739 sequences
[M::worker_pipeline::406.904*27.68] mapped 5718 sequences
[M::worker_pipeline::416.903*27.90] mapped 19949 sequences
[M::worker_pipeline::431.131*27.86] mapped 19905 sequences
[M::worker_pipeline::443.765*28.08] mapped 10103 sequences
[M::worker_pipeline::457.940*28.23] mapped 9891 sequences
[M::worker_pipeline::474.177*28.29] mapped 5832 sequences
[M::worker_pipeline::487.477*28.35] mapped 10464 sequences
[M::worker_pipeline::500.197*28.49] mapped 6800 sequences
[M::worker_pipeline::512.185*28.68] mapped 29053 sequences
[M::worker_pipeline::527.938*28.87] mapped 12034 sequences
[M::worker_pipeline::544.015*28.90] mapped 8455 sequences
[M::worker_pipeline::557.347*28.82] mapped 15424 sequences
[M::worker_pipeline::568.773*28.87] mapped 12437 sequences
[M::worker_pipeline::582.741*28.87] mapped 11084 sequences
[M::worker_pipeline::592.814*29.00] mapped 17747 sequences
[M::worker_pipeline::605.415*29.04] mapped 20500 sequences
[M::worker_pipeline::633.620*28.47] mapped 5294 sequences
[M::worker_pipeline::648.269*28.48] mapped 7162 sequences
[M::worker_pipeline::661.352*28.57] mapped 6644 sequences
[M::worker_pipeline::678.431*28.57] mapped 7080 sequences
