metric	value	haplotype	asm_method	asm_name	source	chromosome
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	HG002	misjoin	NA
intra-chromosomal_gaps	8	haplotype2	phased_hprc	HG002	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype2	phased_hprc	HG002	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype2	phased_hprc	HG002	misjoin	NA
inter-chromosomal_misjoins	2	haplotype1	phased_hprc	HG00272	misjoin	NA
intra-chromosomal_gaps	6	haplotype1	phased_hprc	HG00272	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype1	phased_hprc	HG00272	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype1	phased_hprc	HG00272	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	HG00272	misjoin	NA
intra-chromosomal_gaps	7	haplotype2	phased_hprc	HG00272	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype2	phased_hprc	HG00272	misjoin	NA
candidate_inversions_at_contig_ends	3	haplotype2	phased_hprc	HG00272	misjoin	NA
inter-chromosomal_misjoins	1	haplotype1	phased_hprc	HG005	misjoin	NA
intra-chromosomal_gaps	11	haplotype1	phased_hprc	HG005	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype1	phased_hprc	HG005	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_hprc	HG005	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	HG005	misjoin	NA
intra-chromosomal_gaps	7	haplotype2	phased_hprc	HG005	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype2	phased_hprc	HG005	misjoin	NA
candidate_inversions_at_contig_ends	3	haplotype2	phased_hprc	HG005	misjoin	NA
inter-chromosomal_misjoins	2	haplotype1	phased_hprc	HG00639	misjoin	NA
intra-chromosomal_gaps	8	haplotype1	phased_hprc	HG00639	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype1	phased_hprc	HG00639	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_hprc	HG00639	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_hprc	HG00639	misjoin	NA
intra-chromosomal_gaps	8	haplotype2	phased_hprc	HG00639	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype2	phased_hprc	HG00639	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_hprc	HG00639	misjoin	NA
inter-chromosomal_misjoins	4	haplotype1	phased_hprc	HG01252	misjoin	NA
intra-chromosomal_gaps	6	haplotype1	phased_hprc	HG01252	misjoin	NA
candidate_inversions_in_the_middle	6	haplotype1	phased_hprc	HG01252	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype1	phased_hprc	HG01252	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_hprc	HG01252	misjoin	NA
intra-chromosomal_gaps	10	haplotype2	phased_hprc	HG01252	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype2	phased_hprc	HG01252	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype2	phased_hprc	HG01252	misjoin	NA
inter-chromosomal_misjoins	2	haplotype1	phased_hprc	HG01361	misjoin	NA
intra-chromosomal_gaps	4	haplotype1	phased_hprc	HG01361	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype1	phased_hprc	HG01361	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_hprc	HG01361	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	HG01361	misjoin	NA
intra-chromosomal_gaps	14	haplotype2	phased_hprc	HG01361	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype2	phased_hprc	HG01361	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_hprc	HG01361	misjoin	NA
inter-chromosomal_misjoins	3	haplotype1	phased_hprc	HG02083	misjoin	NA
intra-chromosomal_gaps	9	haplotype1	phased_hprc	HG02083	misjoin	NA
candidate_inversions_in_the_middle	3	haplotype1	phased_hprc	HG02083	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_hprc	HG02083	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	HG02083	misjoin	NA
intra-chromosomal_gaps	5	haplotype2	phased_hprc	HG02083	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype2	phased_hprc	HG02083	misjoin	NA
candidate_inversions_at_contig_ends	1	haplotype2	phased_hprc	HG02083	misjoin	NA
inter-chromosomal_misjoins	1	haplotype1	phased_hprc	HG02155	misjoin	NA
intra-chromosomal_gaps	8	haplotype1	phased_hprc	HG02155	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype1	phased_hprc	HG02155	misjoin	NA
candidate_inversions_at_contig_ends	4	haplotype1	phased_hprc	HG02155	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	HG02155	misjoin	NA
intra-chromosomal_gaps	7	haplotype2	phased_hprc	HG02155	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype2	phased_hprc	HG02155	misjoin	NA
candidate_inversions_at_contig_ends	3	haplotype2	phased_hprc	HG02155	misjoin	NA
inter-chromosomal_misjoins	1	haplotype1	phased_hprc	HG03834	misjoin	NA
intra-chromosomal_gaps	8	haplotype1	phased_hprc	HG03834	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype1	phased_hprc	HG03834	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_hprc	HG03834	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	HG03834	misjoin	NA
intra-chromosomal_gaps	10	haplotype2	phased_hprc	HG03834	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype2	phased_hprc	HG03834	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_hprc	HG03834	misjoin	NA
inter-chromosomal_misjoins	2	haplotype1	phased_hprc	HG04228	misjoin	NA
intra-chromosomal_gaps	7	haplotype1	phased_hprc	HG04228	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype1	phased_hprc	HG04228	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_hprc	HG04228	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	HG04228	misjoin	NA
intra-chromosomal_gaps	6	haplotype2	phased_hprc	HG04228	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype2	phased_hprc	HG04228	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype2	phased_hprc	HG04228	misjoin	NA
inter-chromosomal_misjoins	3	haplotype1	phased_hprc	HG06807	misjoin	NA
intra-chromosomal_gaps	9	haplotype1	phased_hprc	HG06807	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype1	phased_hprc	HG06807	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype1	phased_hprc	HG06807	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_hprc	HG06807	misjoin	NA
intra-chromosomal_gaps	5	haplotype2	phased_hprc	HG06807	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype2	phased_hprc	HG06807	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_hprc	HG06807	misjoin	NA
inter-chromosomal_misjoins	1	haplotype1	phased_hprc	NA18522	misjoin	NA
intra-chromosomal_gaps	11	haplotype1	phased_hprc	NA18522	misjoin	NA
candidate_inversions_in_the_middle	3	haplotype1	phased_hprc	NA18522	misjoin	NA
candidate_inversions_at_contig_ends	1	haplotype1	phased_hprc	NA18522	misjoin	NA
inter-chromosomal_misjoins	4	haplotype2	phased_hprc	NA18522	misjoin	NA
intra-chromosomal_gaps	6	haplotype2	phased_hprc	NA18522	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype2	phased_hprc	NA18522	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_hprc	NA18522	misjoin	NA
inter-chromosomal_misjoins	1	haplotype1	phased_hprc	NA18747	misjoin	NA
intra-chromosomal_gaps	9	haplotype1	phased_hprc	NA18747	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype1	phased_hprc	NA18747	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype1	phased_hprc	NA18747	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	NA18747	misjoin	NA
intra-chromosomal_gaps	9	haplotype2	phased_hprc	NA18747	misjoin	NA
candidate_inversions_in_the_middle	3	haplotype2	phased_hprc	NA18747	misjoin	NA
candidate_inversions_at_contig_ends	1	haplotype2	phased_hprc	NA18747	misjoin	NA
inter-chromosomal_misjoins	3	haplotype1	phased_hprc	NA18948	misjoin	NA
intra-chromosomal_gaps	11	haplotype1	phased_hprc	NA18948	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype1	phased_hprc	NA18948	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype1	phased_hprc	NA18948	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	NA18948	misjoin	NA
intra-chromosomal_gaps	5	haplotype2	phased_hprc	NA18948	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype2	phased_hprc	NA18948	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype2	phased_hprc	NA18948	misjoin	NA
inter-chromosomal_misjoins	2	haplotype1	phased_hprc	NA19043	misjoin	NA
intra-chromosomal_gaps	6	haplotype1	phased_hprc	NA19043	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype1	phased_hprc	NA19043	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_hprc	NA19043	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_hprc	NA19043	misjoin	NA
intra-chromosomal_gaps	7	haplotype2	phased_hprc	NA19043	misjoin	NA
candidate_inversions_in_the_middle	4	haplotype2	phased_hprc	NA19043	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_hprc	NA19043	misjoin	NA
inter-chromosomal_misjoins	2	haplotype1	phased_hprc	NA20503	misjoin	NA
intra-chromosomal_gaps	8	haplotype1	phased_hprc	NA20503	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype1	phased_hprc	NA20503	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_hprc	NA20503	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	NA20503	misjoin	NA
intra-chromosomal_gaps	10	haplotype2	phased_hprc	NA20503	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype2	phased_hprc	NA20503	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_hprc	NA20503	misjoin	NA
inter-chromosomal_misjoins	2	haplotype1	phased_hprc	NA20762	misjoin	NA
intra-chromosomal_gaps	16	haplotype1	phased_hprc	NA20762	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype1	phased_hprc	NA20762	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype1	phased_hprc	NA20762	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_hprc	NA20762	misjoin	NA
intra-chromosomal_gaps	13	haplotype2	phased_hprc	NA20762	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype2	phased_hprc	NA20762	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_hprc	NA20762	misjoin	NA
inter-chromosomal_misjoins	2	haplotype1	phased_hprc	NA20806	misjoin	NA
intra-chromosomal_gaps	8	haplotype1	phased_hprc	NA20806	misjoin	NA
candidate_inversions_in_the_middle	3	haplotype1	phased_hprc	NA20806	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_hprc	NA20806	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	NA20806	misjoin	NA
intra-chromosomal_gaps	10	haplotype2	phased_hprc	NA20806	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype2	phased_hprc	NA20806	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_hprc	NA20806	misjoin	NA
inter-chromosomal_misjoins	1	haplotype1	phased_hprc	NA20809	misjoin	NA
intra-chromosomal_gaps	8	haplotype1	phased_hprc	NA20809	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype1	phased_hprc	NA20809	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_hprc	NA20809	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_hprc	NA20809	misjoin	NA
intra-chromosomal_gaps	9	haplotype2	phased_hprc	NA20809	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype2	phased_hprc	NA20809	misjoin	NA
candidate_inversions_at_contig_ends	3	haplotype2	phased_hprc	NA20809	misjoin	NA
inter-chromosomal_misjoins	2	haplotype1	phased_hprc	NA20827	misjoin	NA
intra-chromosomal_gaps	13	haplotype1	phased_hprc	NA20827	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype1	phased_hprc	NA20827	misjoin	NA
candidate_inversions_at_contig_ends	4	haplotype1	phased_hprc	NA20827	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_hprc	NA20827	misjoin	NA
intra-chromosomal_gaps	11	haplotype2	phased_hprc	NA20827	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype2	phased_hprc	NA20827	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_hprc	NA20827	misjoin	NA
n_T2T	20	haplotype1	phased_hprc	HG002	t2t_alignment	NA
n_T2T	20	haplotype2	phased_hprc	HG002	t2t_alignment	NA
n_T2T	14	haplotype1	phased_hprc	HG00272	t2t_alignment	NA
n_T2T	13	haplotype2	phased_hprc	HG00272	t2t_alignment	NA
n_T2T	10	haplotype1	phased_hprc	HG005	t2t_alignment	NA
n_T2T	10	haplotype2	phased_hprc	HG005	t2t_alignment	NA
n_T2T	14	haplotype1	phased_hprc	HG00639	t2t_alignment	NA
n_T2T	13	haplotype2	phased_hprc	HG00639	t2t_alignment	NA
n_T2T	13	haplotype1	phased_hprc	HG01252	t2t_alignment	NA
n_T2T	13	haplotype2	phased_hprc	HG01252	t2t_alignment	NA
n_T2T	16	haplotype1	phased_hprc	HG01361	t2t_alignment	NA
n_T2T	16	haplotype2	phased_hprc	HG01361	t2t_alignment	NA
n_T2T	12	haplotype1	phased_hprc	HG02083	t2t_alignment	NA
n_T2T	12	haplotype2	phased_hprc	HG02083	t2t_alignment	NA
n_T2T	13	haplotype1	phased_hprc	HG02155	t2t_alignment	NA
n_T2T	11	haplotype2	phased_hprc	HG02155	t2t_alignment	NA
n_T2T	14	haplotype1	phased_hprc	HG03834	t2t_alignment	NA
n_T2T	12	haplotype2	phased_hprc	HG03834	t2t_alignment	NA
n_T2T	14	haplotype1	phased_hprc	HG04228	t2t_alignment	NA
n_T2T	15	haplotype2	phased_hprc	HG04228	t2t_alignment	NA
n_T2T	19	haplotype1	phased_hprc	HG06807	t2t_alignment	NA
n_T2T	21	haplotype2	phased_hprc	HG06807	t2t_alignment	NA
n_T2T	15	haplotype1	phased_hprc	NA18522	t2t_alignment	NA
n_T2T	15	haplotype2	phased_hprc	NA18522	t2t_alignment	NA
n_T2T	7	haplotype1	phased_hprc	NA18747	t2t_alignment	NA
n_T2T	10	haplotype2	phased_hprc	NA18747	t2t_alignment	NA
n_T2T	14	haplotype1	phased_hprc	NA18948	t2t_alignment	NA
n_T2T	10	haplotype2	phased_hprc	NA18948	t2t_alignment	NA
n_T2T	12	haplotype1	phased_hprc	NA19043	t2t_alignment	NA
n_T2T	12	haplotype2	phased_hprc	NA19043	t2t_alignment	NA
n_T2T	16	haplotype1	phased_hprc	NA20503	t2t_alignment	NA
n_T2T	16	haplotype2	phased_hprc	NA20503	t2t_alignment	NA
n_T2T	15	haplotype1	phased_hprc	NA20762	t2t_alignment	NA
n_T2T	14	haplotype2	phased_hprc	NA20762	t2t_alignment	NA
n_T2T	17	haplotype1	phased_hprc	NA20806	t2t_alignment	NA
n_T2T	17	haplotype2	phased_hprc	NA20806	t2t_alignment	NA
n_T2T	7	haplotype1	phased_hprc	NA20809	t2t_alignment	NA
n_T2T	7	haplotype2	phased_hprc	NA20809	t2t_alignment	NA
n_T2T	18	haplotype1	phased_hprc	NA20827	t2t_alignment	NA
n_T2T	19	haplotype2	phased_hprc	NA20827	t2t_alignment	NA
n_T2T	19	haplotype1	phased_hprc	HG002	t2t_motif	NA
n_T2T	19	haplotype2	phased_hprc	HG002	t2t_motif	NA
n_T2T	13	haplotype1	phased_hprc	HG00272	t2t_motif	NA
n_T2T	12	haplotype2	phased_hprc	HG00272	t2t_motif	NA
n_T2T	9	haplotype1	phased_hprc	HG005	t2t_motif	NA
n_T2T	9	haplotype2	phased_hprc	HG005	t2t_motif	NA
n_T2T	13	haplotype1	phased_hprc	HG00639	t2t_motif	NA
n_T2T	12	haplotype2	phased_hprc	HG00639	t2t_motif	NA
n_T2T	12	haplotype1	phased_hprc	HG01252	t2t_motif	NA
n_T2T	12	haplotype2	phased_hprc	HG01252	t2t_motif	NA
n_T2T	15	haplotype1	phased_hprc	HG01361	t2t_motif	NA
n_T2T	15	haplotype2	phased_hprc	HG01361	t2t_motif	NA
n_T2T	11	haplotype1	phased_hprc	HG02083	t2t_motif	NA
n_T2T	11	haplotype2	phased_hprc	HG02083	t2t_motif	NA
n_T2T	12	haplotype1	phased_hprc	HG02155	t2t_motif	NA
n_T2T	10	haplotype2	phased_hprc	HG02155	t2t_motif	NA
n_T2T	13	haplotype1	phased_hprc	HG03834	t2t_motif	NA
n_T2T	11	haplotype2	phased_hprc	HG03834	t2t_motif	NA
n_T2T	13	haplotype1	phased_hprc	HG04228	t2t_motif	NA
n_T2T	14	haplotype2	phased_hprc	HG04228	t2t_motif	NA
n_T2T	18	haplotype1	phased_hprc	HG06807	t2t_motif	NA
n_T2T	20	haplotype2	phased_hprc	HG06807	t2t_motif	NA
n_T2T	14	haplotype1	phased_hprc	NA18522	t2t_motif	NA
n_T2T	14	haplotype2	phased_hprc	NA18522	t2t_motif	NA
n_T2T	6	haplotype1	phased_hprc	NA18747	t2t_motif	NA
n_T2T	9	haplotype2	phased_hprc	NA18747	t2t_motif	NA
n_T2T	13	haplotype1	phased_hprc	NA18948	t2t_motif	NA
n_T2T	9	haplotype2	phased_hprc	NA18948	t2t_motif	NA
n_T2T	11	haplotype1	phased_hprc	NA19043	t2t_motif	NA
n_T2T	11	haplotype2	phased_hprc	NA19043	t2t_motif	NA
n_T2T	15	haplotype1	phased_hprc	NA20503	t2t_motif	NA
n_T2T	15	haplotype2	phased_hprc	NA20503	t2t_motif	NA
n_T2T	14	haplotype1	phased_hprc	NA20762	t2t_motif	NA
n_T2T	13	haplotype2	phased_hprc	NA20762	t2t_motif	NA
n_T2T	16	haplotype1	phased_hprc	NA20806	t2t_motif	NA
n_T2T	16	haplotype2	phased_hprc	NA20806	t2t_motif	NA
n_T2T	6	haplotype1	phased_hprc	NA20809	t2t_motif	NA
n_T2T	6	haplotype2	phased_hprc	NA20809	t2t_motif	NA
n_T2T	17	haplotype1	phased_hprc	NA20827	t2t_motif	NA
