n_UL	n_DX	sample	asm_name	metric	value	haplotype	asm_method	source	chromosome
4	1	TUE_02	TUE_02_04UL_01DX	NGA50	6338205	both	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Average Ungapped Alignment length	7164808	both	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Number of Breaks in Assembly	25504	both	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Assembly Length	2932735337	haplotype1	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Ref covered by Assembly	0.8981	haplotype1	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Ref duplicated in Assembly	0.0092	haplotype1	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Assembly covered by Ref	0.963	haplotype1	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	NG75	101066506	haplotype1	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	NG50	137902162	haplotype1	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	NGA50	3297399	haplotype1	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Average Ungapped Alignment length	4225711	haplotype1	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Number of Breaks in Assembly	13460	haplotype1	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Assembly Length	3020334021	haplotype2	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Ref covered by Assembly	0.938	haplotype2	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Ref duplicated in Assembly	0.0078	haplotype2	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Assembly covered by Ref	0.976	haplotype2	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	NG75	106120458	haplotype2	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	NG50	145924344	haplotype2	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	NGA50	3549317	haplotype2	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Average Ungapped Alignment length	4404102	haplotype2	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Number of Breaks in Assembly	11095	haplotype2	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Variants	5081329	both	phased_verkko	whatshap_stats	ALL
4	1	TUE_02	TUE_02_04UL_01DX	Variants Phased	3517410	both	phased_verkko	whatshap_stats	ALL
4	1	TUE_02	TUE_02_04UL_01DX	Variants Unphased	46464	both	phased_verkko	whatshap_stats	ALL
4	1	TUE_02	TUE_02_04UL_01DX	singletons	0	both	phased_verkko	whatshap_stats	ALL
4	1	TUE_02	TUE_02_04UL_01DX	Phase Blocks	23	both	phased_verkko	whatshap_stats	ALL
4	1	TUE_02	TUE_02_04UL_01DX	Quality Value	59.0025	assembly	unphased_verkko	merqury	NA
4	1	TUE_02	TUE_02_04UL_01DX	Error Rate	1.2582e-6	assembly	unphased_verkko	merqury	NA
4	1	TUE_02	TUE_02_04UL_01DX	Quality Value	64.4331	haplotype1	phased_verkko	merqury	NA
4	1	TUE_02	TUE_02_04UL_01DX	Error Rate	3.60322e-7	haplotype1	phased_verkko	merqury	NA
4	1	TUE_02	TUE_02_04UL_01DX	Quality Value	62.3435	haplotype2	phased_verkko	merqury	NA
4	1	TUE_02	TUE_02_04UL_01DX	Error Rate	5.82981e-7	haplotype2	phased_verkko	merqury	NA
4	1	TUE_02	TUE_02_04UL_01DX	Quality Value	63.2487	both	phased_verkko	merqury	NA
4	1	TUE_02	TUE_02_04UL_01DX	Error Rate	4.73295e-7	both	phased_verkko	merqury	NA
4	1	TUE_02	TUE_02_04UL_01DX	Number of T2T chromosomes	1	both	unphased_verkko	t2t_alignment	NA
4	1	TUE_02	TUE_02_04UL_01DX	Number of T2T chromosomes	35	both	phased_verkko	t2t_alignment	NA
4	1	TUE_02	TUE_02_04UL_01DX	Number of T2T chromosomes	18	haplotype1	phased_verkko	t2t_alignment	NA
4	1	TUE_02	TUE_02_04UL_01DX	Number of T2T chromosomes	17	haplotype2	phased_verkko	t2t_alignment	NA
4	1	TUE_02	TUE_02_04UL_01DX	Number of Y Chromosomes	1	both	unphased_verkko	sex_determination	NA
4	1	TUE_02	TUE_02_04UL_01DX	Number of Y Chromosomes	1	both	phased_verkko	sex_determination	NA
5	1	TUE_02	TUE_02_05UL_01DX	Assembly Length	6100123645	both	unphased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Ref covered by Assembly	0.9619	both	unphased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Ref duplicated in Assembly	0.9171	both	unphased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Assembly covered by Ref	0.9706	both	unphased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NG75	27367192	both	unphased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NG50	32434973	both	unphased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NGA50	5272288	both	unphased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Average Ungapped Alignment length	6118780	both	unphased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Number of Breaks in Assembly	25687	both	unphased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Assembly Length	6006624554	both	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Ref covered by Assembly	0.9615	both	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Ref duplicated in Assembly	0.9185	both	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Assembly covered by Ref	0.97	both	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NG75	172013773	both	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NG50	192036694	both	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NGA50	6395883	both	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Average Ungapped Alignment length	7190887	both	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Number of Breaks in Assembly	25940	both	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Assembly Length	2920136401	haplotype1	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Ref covered by Assembly	0.8976000000000001	haplotype1	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Ref duplicated in Assembly	0.008	haplotype1	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Assembly covered by Ref	0.9653	haplotype1	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NG75	101030439	haplotype1	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NG50	136578252	haplotype1	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NGA50	3380893	haplotype1	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Average Ungapped Alignment length	4173381	haplotype1	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Number of Breaks in Assembly	13488	haplotype1	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Assembly Length	3028072766	haplotype2	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Ref covered by Assembly	0.939	haplotype2	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Ref duplicated in Assembly	0.00819999999999999	haplotype2	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	% of Assembly covered by Ref	0.9756	haplotype2	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NG75	106295311	haplotype2	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NG50	145924480	haplotype2	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	NGA50	3461567	haplotype2	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Average Ungapped Alignment length	4487819	haplotype2	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Number of Breaks in Assembly	11533	haplotype2	phased_verkko	asmstat	NA
5	1	TUE_02	TUE_02_05UL_01DX	Variants	5088721	both	phased_verkko	whatshap_stats	ALL
5	1	TUE_02	TUE_02_05UL_01DX	Variants Phased	3537808	both	phased_verkko	whatshap_stats	ALL
5	1	TUE_02	TUE_02_05UL_01DX	Variants Unphased	37826	both	phased_verkko	whatshap_stats	ALL
5	1	TUE_02	TUE_02_05UL_01DX	singletons	0	both	phased_verkko	whatshap_stats	ALL
5	1	TUE_02	TUE_02_05UL_01DX	Phase Blocks	23	both	phased_verkko	whatshap_stats	ALL
5	1	TUE_02	TUE_02_05UL_01DX	Quality Value	59.3057	assembly	unphased_verkko	merqury	NA
5	1	TUE_02	TUE_02_05UL_01DX	Error Rate	1.17334e-6	assembly	unphased_verkko	merqury	NA
5	1	TUE_02	TUE_02_05UL_01DX	Quality Value	64.7745	haplotype1	phased_verkko	merqury	NA
5	1	TUE_02	TUE_02_05UL_01DX	Error Rate	3.33085e-7	haplotype1	phased_verkko	merqury	NA
5	1	TUE_02	TUE_02_05UL_01DX	Quality Value	63.1089	haplotype2	phased_verkko	merqury	NA
5	1	TUE_02	TUE_02_05UL_01DX	Error Rate	4.88777e-7	haplotype2	phased_verkko	merqury	NA
5	1	TUE_02	TUE_02_05UL_01DX	Quality Value	63.8474	both	phased_verkko	merqury	NA
5	1	TUE_02	TUE_02_05UL_01DX	Error Rate	4.1234e-7	both	phased_verkko	merqury	NA
5	1	TUE_02	TUE_02_05UL_01DX	Number of T2T chromosomes	1	both	unphased_verkko	t2t_alignment	NA
5	1	TUE_02	TUE_02_05UL_01DX	Number of T2T chromosomes	34	both	phased_verkko	t2t_alignment	NA
5	1	TUE_02	TUE_02_05UL_01DX	Number of T2T chromosomes	16	haplotype1	phased_verkko	t2t_alignment	NA
5	1	TUE_02	TUE_02_05UL_01DX	Number of T2T chromosomes	18	haplotype2	phased_verkko	t2t_alignment	NA
5	1	TUE_02	TUE_02_05UL_01DX	Number of Y Chromosomes	1	both	unphased_verkko	sex_determination	NA
5	1	TUE_02	TUE_02_05UL_01DX	Number of Y Chromosomes	1	both	phased_verkko	sex_determination	NA
6	1	TUE_02	TUE_02_06UL_01DX	Assembly Length	6085588958	both	unphased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Ref covered by Assembly	0.9617	both	unphased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Ref duplicated in Assembly	0.9174	both	unphased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Assembly covered by Ref	0.9704	both	unphased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NG75	36579165	both	unphased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NG50	43294771	both	unphased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NGA50	5552517	both	unphased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Average Ungapped Alignment length	6446246	both	unphased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Number of Breaks in Assembly	25681	both	unphased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Assembly Length	6019839114	both	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Ref covered by Assembly	0.9615	both	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Ref duplicated in Assembly	0.9186	both	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Assembly covered by Ref	0.9698	both	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NG75	172014540	both	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NG50	192036695	both	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NGA50	6400673	both	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Average Ungapped Alignment length	7209367	both	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Number of Breaks in Assembly	26033	both	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Assembly Length	2925951872	haplotype1	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Ref covered by Assembly	0.8983	haplotype1	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Ref duplicated in Assembly	0.0083	haplotype1	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Assembly covered by Ref	0.9644	haplotype1	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NG75	101058500	haplotype1	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NG50	136530874	haplotype1	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NGA50	3288886	haplotype1	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Average Ungapped Alignment length	4197614	haplotype1	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Number of Breaks in Assembly	13711	haplotype1	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Assembly Length	3031764505	haplotype2	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Ref covered by Assembly	0.9384	haplotype2	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Ref duplicated in Assembly	0.0088	haplotype2	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	% of Assembly covered by Ref	0.9753	haplotype2	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NG75	103733362	haplotype2	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NG50	145924480	haplotype2	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	NGA50	3644121	haplotype2	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Average Ungapped Alignment length	4489023	haplotype2	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Number of Breaks in Assembly	11691	haplotype2	phased_verkko	asmstat	NA
6	1	TUE_02	TUE_02_06UL_01DX	Variants	5091828	both	phased_verkko	whatshap_stats	ALL
6	1	TUE_02	TUE_02_06UL_01DX	Variants Phased	3520484	both	phased_verkko	whatshap_stats	ALL
6	1	TUE_02	TUE_02_06UL_01DX	Variants Unphased	55192	both	phased_verkko	whatshap_stats	ALL
6	1	TUE_02	TUE_02_06UL_01DX	singletons	0	both	phased_verkko	whatshap_stats	ALL
6	1	TUE_02	TUE_02_06UL_01DX	Phase Blocks	23	both	phased_verkko	whatshap_stats	ALL
6	1	TUE_02	TUE_02_06UL_01DX	Quality Value	59.1517	assembly	unphased_verkko	merqury	NA
6	1	TUE_02	TUE_02_06UL_01DX	Error Rate	1.21572e-6	assembly	unphased_verkko	merqury	NA
6	1	TUE_02	TUE_02_06UL_01DX	Quality Value	64.8712	haplotype1	phased_verkko	merqury	NA
6	1	TUE_02	TUE_02_06UL_01DX	Error Rate	3.25746e-7	haplotype1	phased_verkko	merqury	NA
6	1	TUE_02	TUE_02_06UL_01DX	Quality Value	63.2482	haplotype2	phased_verkko	merqury	NA
6	1	TUE_02	TUE_02_06UL_01DX	Error Rate	4.73348e-7	haplotype2	phased_verkko	merqury	NA
6	1	TUE_02	TUE_02_06UL_01DX	Quality Value	63.9701	both	phased_verkko	merqury	NA
6	1	TUE_02	TUE_02_06UL_01DX	Error Rate	4.0086e-7	both	phased_verkko	merqury	NA
6	1	TUE_02	TUE_02_06UL_01DX	Number of T2T chromosomes	1	both	unphased_verkko	t2t_alignment	NA
6	1	TUE_02	TUE_02_06UL_01DX	Number of T2T chromosomes	38	both	phased_verkko	t2t_alignment	NA
6	1	TUE_02	TUE_02_06UL_01DX	Number of T2T chromosomes	18	haplotype1	phased_verkko	t2t_alignment	NA
6	1	TUE_02	TUE_02_06UL_01DX	Number of T2T chromosomes	20	haplotype2	phased_verkko	t2t_alignment	NA
6	1	TUE_02	TUE_02_06UL_01DX	Number of Y Chromosomes	1	both	unphased_verkko	sex_determination	NA
6	1	TUE_02	TUE_02_06UL_01DX	Number of Y Chromosomes	1	both	phased_verkko	sex_determination	NA
1	2	TUE_02	TUE_02_01UL_02DX	Assembly Length	6705589813	both	unphased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Ref covered by Assembly	0.9599	both	unphased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Ref duplicated in Assembly	0.9039	both	unphased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Assembly covered by Ref	0.9707	both	unphased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NG75	1328438	both	unphased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NG50	1886744	both	unphased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NGA50	1257679	both	unphased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Average Ungapped Alignment length	1698891	both	unphased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Number of Breaks in Assembly	22427	both	unphased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Assembly Length	6106088826	both	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Ref covered by Assembly	0.9603	both	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Ref duplicated in Assembly	0.9198	both	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Assembly covered by Ref	0.967	both	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NG75	153835451	both	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NG50	181274207	both	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NGA50	6054484	both	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Average Ungapped Alignment length	6929994	both	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Number of Breaks in Assembly	23399	both	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Assembly Length	2902876264	haplotype1	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Ref covered by Assembly	0.8918	haplotype1	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Ref duplicated in Assembly	0.0126	haplotype1	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Assembly covered by Ref	0.9718	haplotype1	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NG75	80528564	haplotype1	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NG50	135457573	haplotype1	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NGA50	3156773	haplotype1	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Average Ungapped Alignment length	3951176	haplotype1	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Number of Breaks in Assembly	10295	haplotype1	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Assembly Length	3085205730	haplotype2	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Ref covered by Assembly	0.9368	haplotype2	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Ref duplicated in Assembly	0.016	haplotype2	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	% of Assembly covered by Ref	0.9658	haplotype2	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NG75	87387320	haplotype2	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NG50	143372134	haplotype2	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	NGA50	3291106	haplotype2	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Average Ungapped Alignment length	4334625	haplotype2	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Number of Breaks in Assembly	11959	haplotype2	phased_verkko	asmstat	NA
1	2	TUE_02	TUE_02_01UL_02DX	Variants	5027131	both	phased_verkko	whatshap_stats	ALL
1	2	TUE_02	TUE_02_01UL_02DX	Variants Phased	3398970	both	phased_verkko	whatshap_stats	ALL
1	2	TUE_02	TUE_02_01UL_02DX	Variants Unphased	121880	both	phased_verkko	whatshap_stats	ALL
1	2	TUE_02	TUE_02_01UL_02DX	singletons	0	both	phased_verkko	whatshap_stats	ALL
1	2	TUE_02	TUE_02_01UL_02DX	Phase Blocks	23	both	phased_verkko	whatshap_stats	ALL
1	2	TUE_02	TUE_02_01UL_02DX	Quality Value	51.3888	assembly	unphased_verkko	merqury	NA
1	2	TUE_02	TUE_02_01UL_02DX	Error Rate	7.263e-6	assembly	unphased_verkko	merqury	NA
1	2	TUE_02	TUE_02_01UL_02DX	Quality Value	59.838	haplotype1	phased_verkko	merqury	NA
1	2	TUE_02	TUE_02_01UL_02DX	Error Rate	1.03802e-6	haplotype1	phased_verkko	merqury	NA
1	2	TUE_02	TUE_02_01UL_02DX	Quality Value	58.8009	haplotype2	phased_verkko	merqury	NA
1	2	TUE_02	TUE_02_01UL_02DX	Error Rate	1.31799e-6	haplotype2	phased_verkko	merqury	NA
1	2	TUE_02	TUE_02_01UL_02DX	Quality Value	59.2728	both	phased_verkko	merqury	NA
1	2	TUE_02	TUE_02_01UL_02DX	Error Rate	1.18228e-6	both	phased_verkko	merqury	NA
1	2	TUE_02	TUE_02_01UL_02DX	Number of T2T chromosomes	0	both	unphased_verkko	t2t_alignment	NA
1	2	TUE_02	TUE_02_01UL_02DX	Number of T2T chromosomes	20	both	phased_verkko	t2t_alignment	NA
1	2	TUE_02	TUE_02_01UL_02DX	Number of T2T chromosomes	11	haplotype1	phased_verkko	t2t_alignment	NA
1	2	TUE_02	TUE_02_01UL_02DX	Number of T2T chromosomes	9	haplotype2	phased_verkko	t2t_alignment	NA
1	2	TUE_02	TUE_02_01UL_02DX	Number of Y Chromosomes	1	both	unphased_verkko	sex_determination	NA
1	2	TUE_02	TUE_02_01UL_02DX	Number of Y Chromosomes	1	both	phased_verkko	sex_determination	NA
2	2	TUE_02	TUE_02_02UL_02DX	Assembly Length	6369204196	both	unphased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Ref covered by Assembly	0.9622	both	unphased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Ref duplicated in Assembly	0.9164	both	unphased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Assembly covered by Ref	0.9691	both	unphased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NG75	8746100	both	unphased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NG50	11796129	both	unphased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NGA50	3740282	both	unphased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Average Ungapped Alignment length	4371939	both	unphased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Number of Breaks in Assembly	26283	both	unphased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Assembly Length	6065746088	both	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Ref covered by Assembly	0.9617	both	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Ref duplicated in Assembly	0.9184	both	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Assembly covered by Ref	0.9673	both	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NG75	172014394	both	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NG50	192211788	both	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NGA50	6338201	both	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Average Ungapped Alignment length	7184254	both	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Number of Breaks in Assembly	26960	both	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Assembly Length	2930093541	haplotype1	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Ref covered by Assembly	0.8987999999999999	haplotype1	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Ref duplicated in Assembly	0.00989999999999999	haplotype1	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Assembly covered by Ref	0.9659	haplotype1	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NG75	96464212	haplotype1	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NG50	136482608	haplotype1	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NGA50	3216068	haplotype1	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Average Ungapped Alignment length	4029475	haplotype1	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Number of Breaks in Assembly	13023	haplotype1	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Assembly Length	3057061137	haplotype2	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Ref covered by Assembly	0.9382	haplotype2	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Ref duplicated in Assembly	0.0095	haplotype2	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	% of Assembly covered by Ref	0.9686	haplotype2	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NG75	103648736	haplotype2	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NG50	145925994	haplotype2	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	NGA50	3665200	haplotype2	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Average Ungapped Alignment length	4621726	haplotype2	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Number of Breaks in Assembly	13389	haplotype2	phased_verkko	asmstat	NA
2	2	TUE_02	TUE_02_02UL_02DX	Variants	5097500	both	phased_verkko	whatshap_stats	ALL
2	2	TUE_02	TUE_02_02UL_02DX	Variants Phased	3517711	both	phased_verkko	whatshap_stats	ALL
2	2	TUE_02	TUE_02_02UL_02DX	Variants Unphased	52427	both	phased_verkko	whatshap_stats	ALL
