n_UL	n_DX	sample	asm_name	metric	value	haplotype	asm_method	source	chromosome
5	0	TUE_02	TUE_02_05UL	Phase Blocks	23	both	phased_verkko	whatshap_stats	ALL
5	0	TUE_02	TUE_02_05UL	Quality Value	58.8731	assembly	unphased_verkko	merqury	NA
5	0	TUE_02	TUE_02_05UL	Error Rate	1.29626e-6	assembly	unphased_verkko	merqury	NA
5	0	TUE_02	TUE_02_05UL	Quality Value	61.0426	haplotype1	phased_verkko	merqury	NA
5	0	TUE_02	TUE_02_05UL	Error Rate	7.86571e-7	haplotype1	phased_verkko	merqury	NA
5	0	TUE_02	TUE_02_05UL	Quality Value	64.3025	haplotype2	phased_verkko	merqury	NA
5	0	TUE_02	TUE_02_05UL	Error Rate	3.71325e-7	haplotype2	phased_verkko	merqury	NA
5	0	TUE_02	TUE_02_05UL	Quality Value	62.3976	both	phased_verkko	merqury	NA
5	0	TUE_02	TUE_02_05UL	Error Rate	5.75763e-7	both	phased_verkko	merqury	NA
5	0	TUE_02	TUE_02_05UL	Number of T2T chromosomes	0	both	unphased_verkko	t2t_alignment	NA
5	0	TUE_02	TUE_02_05UL	Number of T2T chromosomes	37	both	phased_verkko	t2t_alignment	NA
5	0	TUE_02	TUE_02_05UL	Number of T2T chromosomes	19	haplotype1	phased_verkko	t2t_alignment	NA
5	0	TUE_02	TUE_02_05UL	Number of T2T chromosomes	18	haplotype2	phased_verkko	t2t_alignment	NA
5	0	TUE_02	TUE_02_05UL	Number of Y Chromosomes	1	both	unphased_verkko	sex_determination	NA
5	0	TUE_02	TUE_02_05UL	Number of Y Chromosomes	1	both	phased_verkko	sex_determination	NA
6	0	TUE_02	TUE_02_06UL	Assembly Length	6093572729	both	unphased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Ref covered by Assembly	0.9618	both	unphased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Ref duplicated in Assembly	0.9178	both	unphased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Assembly covered by Ref	0.9704	both	unphased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NG75	38016888	both	unphased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NG50	43300063	both	unphased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NGA50	5552500	both	unphased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Average Ungapped Alignment length	6403104	both	unphased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Number of Breaks in Assembly	26296	both	unphased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Assembly Length	6026209014	both	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Ref covered by Assembly	0.9615	both	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Ref duplicated in Assembly	0.9188	both	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Assembly covered by Ref	0.9697	both	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NG75	172014289	both	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NG50	192036462	both	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NGA50	6400653	both	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Average Ungapped Alignment length	7216703	both	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Number of Breaks in Assembly	26068	both	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Assembly Length	2927651189	haplotype1	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Ref covered by Assembly	0.8981	haplotype1	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Ref duplicated in Assembly	0.0088	haplotype1	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Assembly covered by Ref	0.9639	haplotype1	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NG75	101179895	haplotype1	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NG50	136557240	haplotype1	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NGA50	3278964	haplotype1	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Average Ungapped Alignment length	4223367	haplotype1	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Number of Breaks in Assembly	13835	haplotype1	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Assembly Length	3021381991	haplotype2	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Ref covered by Assembly	0.9381	haplotype2	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Ref duplicated in Assembly	0.00819999999999999	haplotype2	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	% of Assembly covered by Ref	0.9761	haplotype2	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NG75	106210595	haplotype2	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NG50	145924266	haplotype2	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	NGA50	3575281	haplotype2	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Average Ungapped Alignment length	4470877	haplotype2	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Number of Breaks in Assembly	11106	haplotype2	phased_verkko	asmstat	NA
6	0	TUE_02	TUE_02_06UL	Variants	5081609	both	phased_verkko	whatshap_stats	ALL
6	0	TUE_02	TUE_02_06UL	Variants Phased	3523804	both	phased_verkko	whatshap_stats	ALL
6	0	TUE_02	TUE_02_06UL	Variants Unphased	42161	both	phased_verkko	whatshap_stats	ALL
6	0	TUE_02	TUE_02_06UL	singletons	0	both	phased_verkko	whatshap_stats	ALL
6	0	TUE_02	TUE_02_06UL	Phase Blocks	23	both	phased_verkko	whatshap_stats	ALL
6	0	TUE_02	TUE_02_06UL	Quality Value	59.1591	assembly	unphased_verkko	merqury	NA
6	0	TUE_02	TUE_02_06UL	Error Rate	1.21365e-6	assembly	unphased_verkko	merqury	NA
6	0	TUE_02	TUE_02_06UL	Quality Value	65.0999	haplotype1	phased_verkko	merqury	NA
6	0	TUE_02	TUE_02_06UL	Error Rate	3.09038e-7	haplotype1	phased_verkko	merqury	NA
6	0	TUE_02	TUE_02_06UL	Quality Value	64.3383	haplotype2	phased_verkko	merqury	NA
6	0	TUE_02	TUE_02_06UL	Error Rate	3.68269e-7	haplotype2	phased_verkko	merqury	NA
6	0	TUE_02	TUE_02_06UL	Quality Value	64.6965	both	phased_verkko	merqury	NA
6	0	TUE_02	TUE_02_06UL	Error Rate	3.39121e-7	both	phased_verkko	merqury	NA
6	0	TUE_02	TUE_02_06UL	Number of T2T chromosomes	0	both	unphased_verkko	t2t_alignment	NA
6	0	TUE_02	TUE_02_06UL	Number of T2T chromosomes	37	both	phased_verkko	t2t_alignment	NA
6	0	TUE_02	TUE_02_06UL	Number of T2T chromosomes	19	haplotype1	phased_verkko	t2t_alignment	NA
6	0	TUE_02	TUE_02_06UL	Number of T2T chromosomes	18	haplotype2	phased_verkko	t2t_alignment	NA
6	0	TUE_02	TUE_02_06UL	Number of Y Chromosomes	1	both	unphased_verkko	sex_determination	NA
6	0	TUE_02	TUE_02_06UL	Number of Y Chromosomes	1	both	phased_verkko	sex_determination	NA
1	1	TUE_02	TUE_02_01UL_01DX	Assembly Length	6704919616	both	unphased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Ref covered by Assembly	0.9596	both	unphased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Ref duplicated in Assembly	0.904	both	unphased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Assembly covered by Ref	0.9705	both	unphased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NG75	1319855	both	unphased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NG50	1881100	both	unphased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NGA50	1254839	both	unphased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Average Ungapped Alignment length	1690114	both	unphased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Number of Breaks in Assembly	22631	both	unphased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Assembly Length	6108287926	both	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Ref covered by Assembly	0.9606	both	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Ref duplicated in Assembly	0.9192	both	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Assembly covered by Ref	0.9668	both	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NG75	160053337	both	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NG50	182253706	both	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NGA50	6063974	both	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Average Ungapped Alignment length	6939951	both	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Number of Breaks in Assembly	23355	both	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Assembly Length	2953024532	haplotype1	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Ref covered by Assembly	0.8979	haplotype1	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Ref duplicated in Assembly	0.0147	haplotype1	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Assembly covered by Ref	0.964	haplotype1	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NG75	78945817	haplotype1	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NG50	138072357	haplotype1	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NGA50	3091160	haplotype1	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Average Ungapped Alignment length	3920874	haplotype1	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Number of Breaks in Assembly	12008	haplotype1	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Assembly Length	3048173290	haplotype2	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Ref covered by Assembly	0.9332	haplotype2	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Ref duplicated in Assembly	0.0132	haplotype2	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	% of Assembly covered by Ref	0.9698	haplotype2	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NG75	89093432	haplotype2	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NG50	136579289	haplotype2	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	NGA50	3331257	haplotype2	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Average Ungapped Alignment length	4364637	haplotype2	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Number of Breaks in Assembly	10718	haplotype2	phased_verkko	asmstat	NA
1	1	TUE_02	TUE_02_01UL_01DX	Variants	5056249	both	phased_verkko	whatshap_stats	ALL
1	1	TUE_02	TUE_02_01UL_01DX	Variants Phased	3470640	both	phased_verkko	whatshap_stats	ALL
1	1	TUE_02	TUE_02_01UL_01DX	Variants Unphased	77145	both	phased_verkko	whatshap_stats	ALL
1	1	TUE_02	TUE_02_01UL_01DX	singletons	0	both	phased_verkko	whatshap_stats	ALL
1	1	TUE_02	TUE_02_01UL_01DX	Phase Blocks	23	both	phased_verkko	whatshap_stats	ALL
1	1	TUE_02	TUE_02_01UL_01DX	Quality Value	51.4504	assembly	unphased_verkko	merqury	NA
1	1	TUE_02	TUE_02_01UL_01DX	Error Rate	7.16072e-6	assembly	unphased_verkko	merqury	NA
1	1	TUE_02	TUE_02_01UL_01DX	Quality Value	59.4759	haplotype1	phased_verkko	merqury	NA
1	1	TUE_02	TUE_02_01UL_01DX	Error Rate	1.12826e-6	haplotype1	phased_verkko	merqury	NA
1	1	TUE_02	TUE_02_01UL_01DX	Quality Value	58.3625	haplotype2	phased_verkko	merqury	NA
1	1	TUE_02	TUE_02_01UL_01DX	Error Rate	1.45797e-6	haplotype2	phased_verkko	merqury	NA
1	1	TUE_02	TUE_02_01UL_01DX	Quality Value	58.8748	both	phased_verkko	merqury	NA
1	1	TUE_02	TUE_02_01UL_01DX	Error Rate	1.29574e-6	both	phased_verkko	merqury	NA
1	1	TUE_02	TUE_02_01UL_01DX	Number of T2T chromosomes	0	both	unphased_verkko	t2t_alignment	NA
1	1	TUE_02	TUE_02_01UL_01DX	Number of T2T chromosomes	20	both	phased_verkko	t2t_alignment	NA
1	1	TUE_02	TUE_02_01UL_01DX	Number of T2T chromosomes	9	haplotype1	phased_verkko	t2t_alignment	NA
1	1	TUE_02	TUE_02_01UL_01DX	Number of T2T chromosomes	11	haplotype2	phased_verkko	t2t_alignment	NA
1	1	TUE_02	TUE_02_01UL_01DX	Number of Y Chromosomes	1	both	unphased_verkko	sex_determination	NA
1	1	TUE_02	TUE_02_01UL_01DX	Number of Y Chromosomes	1	both	phased_verkko	sex_determination	NA
2	1	TUE_02	TUE_02_02UL_01DX	Assembly Length	6365466376	both	unphased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Ref covered by Assembly	0.9619	both	unphased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Ref duplicated in Assembly	0.9163	both	unphased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Assembly covered by Ref	0.969	both	unphased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NG75	8706958	both	unphased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NG50	11796130	both	unphased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NGA50	3744219	both	unphased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Average Ungapped Alignment length	4377148	both	unphased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Number of Breaks in Assembly	26589	both	unphased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Assembly Length	6064640787	both	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Ref covered by Assembly	0.9617	both	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Ref duplicated in Assembly	0.9185	both	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Assembly covered by Ref	0.9673	both	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NG75	172014401	both	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NG50	192121836	both	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NGA50	6368769	both	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Average Ungapped Alignment length	7195315	both	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Number of Breaks in Assembly	27260	both	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Assembly Length	2945025042	haplotype1	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Ref covered by Assembly	0.8987	haplotype1	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Ref duplicated in Assembly	0.0102	haplotype1	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Assembly covered by Ref	0.9615	haplotype1	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NG75	96088283	haplotype1	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NG50	136892991	haplotype1	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NGA50	3304513	haplotype1	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Average Ungapped Alignment length	4219797	haplotype1	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Number of Breaks in Assembly	15050	haplotype1	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Assembly Length	3036214240	haplotype2	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Ref covered by Assembly	0.9387	haplotype2	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Ref duplicated in Assembly	0.0083	haplotype2	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	% of Assembly covered by Ref	0.9737	haplotype2	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NG75	107494328	haplotype2	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NG50	145926057	haplotype2	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	NGA50	3604678	haplotype2	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Average Ungapped Alignment length	4445361	haplotype2	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Number of Breaks in Assembly	11306	haplotype2	phased_verkko	asmstat	NA
2	1	TUE_02	TUE_02_02UL_01DX	Variants	5090079	both	phased_verkko	whatshap_stats	ALL
2	1	TUE_02	TUE_02_02UL_01DX	Variants Phased	3524581	both	phased_verkko	whatshap_stats	ALL
2	1	TUE_02	TUE_02_02UL_01DX	Variants Unphased	42899	both	phased_verkko	whatshap_stats	ALL
2	1	TUE_02	TUE_02_02UL_01DX	singletons	0	both	phased_verkko	whatshap_stats	ALL
2	1	TUE_02	TUE_02_02UL_01DX	Phase Blocks	23	both	phased_verkko	whatshap_stats	ALL
2	1	TUE_02	TUE_02_02UL_01DX	Quality Value	57.2955	assembly	unphased_verkko	merqury	NA
2	1	TUE_02	TUE_02_02UL_01DX	Error Rate	1.86401e-6	assembly	unphased_verkko	merqury	NA
2	1	TUE_02	TUE_02_02UL_01DX	Quality Value	63.0206	haplotype1	phased_verkko	merqury	NA
2	1	TUE_02	TUE_02_02UL_01DX	Error Rate	4.98816e-7	haplotype1	phased_verkko	merqury	NA
2	1	TUE_02	TUE_02_02UL_01DX	Quality Value	62.5334	haplotype2	phased_verkko	merqury	NA
2	1	TUE_02	TUE_02_02UL_01DX	Error Rate	5.58038e-7	haplotype2	phased_verkko	merqury	NA
2	1	TUE_02	TUE_02_02UL_01DX	Quality Value	62.7664	both	phased_verkko	merqury	NA
2	1	TUE_02	TUE_02_02UL_01DX	Error Rate	5.28883e-7	both	phased_verkko	merqury	NA
2	1	TUE_02	TUE_02_02UL_01DX	Number of T2T chromosomes	0	both	unphased_verkko	t2t_alignment	NA
2	1	TUE_02	TUE_02_02UL_01DX	Number of T2T chromosomes	35	both	phased_verkko	t2t_alignment	NA
2	1	TUE_02	TUE_02_02UL_01DX	Number of T2T chromosomes	17	haplotype1	phased_verkko	t2t_alignment	NA
2	1	TUE_02	TUE_02_02UL_01DX	Number of T2T chromosomes	18	haplotype2	phased_verkko	t2t_alignment	NA
2	1	TUE_02	TUE_02_02UL_01DX	Number of Y Chromosomes	1	both	unphased_verkko	sex_determination	NA
2	1	TUE_02	TUE_02_02UL_01DX	Number of Y Chromosomes	1	both	phased_verkko	sex_determination	NA
3	1	TUE_02	TUE_02_03UL_01DX	Assembly Length	6247887895	both	unphased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Ref covered by Assembly	0.9625	both	unphased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Ref duplicated in Assembly	0.9153	both	unphased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Assembly covered by Ref	0.9708	both	unphased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NG75	11866486	both	unphased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NG50	15158302	both	unphased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NGA50	4167953	both	unphased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Average Ungapped Alignment length	4811051	both	unphased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Number of Breaks in Assembly	26248	both	unphased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Assembly Length	6015578606	both	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Ref covered by Assembly	0.9618	both	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Ref duplicated in Assembly	0.9181	both	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Assembly covered by Ref	0.9692	both	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NG75	172135963	both	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NG50	192128922	both	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NGA50	6338204	both	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Average Ungapped Alignment length	7177453	both	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Number of Breaks in Assembly	26093	both	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Assembly Length	2930732422	haplotype1	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Ref covered by Assembly	0.8998999999999999	haplotype1	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Ref duplicated in Assembly	0.0101	haplotype1	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Assembly covered by Ref	0.9676	haplotype1	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NG75	94931416	haplotype1	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NG50	137902223	haplotype1	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NGA50	3344037	haplotype1	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Average Ungapped Alignment length	4130439	haplotype1	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Number of Breaks in Assembly	13072	haplotype1	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Assembly Length	3032621955	haplotype2	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Ref covered by Assembly	0.9373	haplotype2	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Ref duplicated in Assembly	0.0076	haplotype2	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	% of Assembly covered by Ref	0.971	haplotype2	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NG75	103846816	haplotype2	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NG50	145882340	haplotype2	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	NGA50	3478995	haplotype2	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Average Ungapped Alignment length	4507555	haplotype2	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Number of Breaks in Assembly	12322	haplotype2	phased_verkko	asmstat	NA
3	1	TUE_02	TUE_02_03UL_01DX	Variants	5110233	both	phased_verkko	whatshap_stats	ALL
3	1	TUE_02	TUE_02_03UL_01DX	Variants Phased	3525944	both	phased_verkko	whatshap_stats	ALL
3	1	TUE_02	TUE_02_03UL_01DX	Variants Unphased	61606	both	phased_verkko	whatshap_stats	ALL
3	1	TUE_02	TUE_02_03UL_01DX	singletons	0	both	phased_verkko	whatshap_stats	ALL
3	1	TUE_02	TUE_02_03UL_01DX	Phase Blocks	23	both	phased_verkko	whatshap_stats	ALL
3	1	TUE_02	TUE_02_03UL_01DX	Quality Value	58.4964	assembly	unphased_verkko	merqury	NA
3	1	TUE_02	TUE_02_03UL_01DX	Error Rate	1.4137e-6	assembly	unphased_verkko	merqury	NA
3	1	TUE_02	TUE_02_03UL_01DX	Quality Value	63.9352	haplotype1	phased_verkko	merqury	NA
3	1	TUE_02	TUE_02_03UL_01DX	Error Rate	4.04092e-7	haplotype1	phased_verkko	merqury	NA
3	1	TUE_02	TUE_02_03UL_01DX	Quality Value	63.0509	haplotype2	phased_verkko	merqury	NA
3	1	TUE_02	TUE_02_03UL_01DX	Error Rate	4.95347e-7	haplotype2	phased_verkko	merqury	NA
3	1	TUE_02	TUE_02_03UL_01DX	Quality Value	63.4631	both	phased_verkko	merqury	NA
3	1	TUE_02	TUE_02_03UL_01DX	Error Rate	4.50497e-7	both	phased_verkko	merqury	NA
3	1	TUE_02	TUE_02_03UL_01DX	Number of T2T chromosomes	1	both	unphased_verkko	t2t_alignment	NA
3	1	TUE_02	TUE_02_03UL_01DX	Number of T2T chromosomes	36	both	phased_verkko	t2t_alignment	NA
3	1	TUE_02	TUE_02_03UL_01DX	Number of T2T chromosomes	19	haplotype1	phased_verkko	t2t_alignment	NA
3	1	TUE_02	TUE_02_03UL_01DX	Number of T2T chromosomes	17	haplotype2	phased_verkko	t2t_alignment	NA
3	1	TUE_02	TUE_02_03UL_01DX	Number of Y Chromosomes	1	both	unphased_verkko	sex_determination	NA
3	1	TUE_02	TUE_02_03UL_01DX	Number of Y Chromosomes	1	both	phased_verkko	sex_determination	NA
4	1	TUE_02	TUE_02_04UL_01DX	Assembly Length	6132695299	both	unphased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Ref covered by Assembly	0.9618	both	unphased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Ref duplicated in Assembly	0.9165	both	unphased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Assembly covered by Ref	0.9705	both	unphased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	NG75	21536913	both	unphased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	NG50	28848159	both	unphased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	NGA50	5045250	both	unphased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Average Ungapped Alignment length	5813164	both	unphased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Number of Breaks in Assembly	25425	both	unphased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	Assembly Length	6025341428	both	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Ref covered by Assembly	0.9615	both	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Ref duplicated in Assembly	0.9182	both	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	% of Assembly covered by Ref	0.9694	both	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	NG75	172042757	both	phased_verkko	asmstat	NA
4	1	TUE_02	TUE_02_04UL_01DX	NG50	192036842	both	phased_verkko	asmstat	NA
