metric	value	haplotype	asm_method	asm_name	source	chromosome
candidate_inversions_at_contig_ends	0	haplotype2	phased_verkko	T2T08	misjoin	NA
inter-chromosomal_misjoins	4	both	phased_verkko	T2T08	misjoin	NA
intra-chromosomal_gaps	19	both	phased_verkko	T2T08	misjoin	NA
candidate_inversions_in_the_middle	4	both	phased_verkko	T2T08	misjoin	NA
candidate_inversions_at_contig_ends	0	both	phased_verkko	T2T08	misjoin	NA
inter-chromosomal_misjoins	0	haplotype1	phased_verkko	T2T09	misjoin	NA
intra-chromosomal_gaps	8	haplotype1	phased_verkko	T2T09	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype1	phased_verkko	T2T09	misjoin	NA
candidate_inversions_at_contig_ends	4	haplotype1	phased_verkko	T2T09	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_verkko	T2T09	misjoin	NA
intra-chromosomal_gaps	6	haplotype2	phased_verkko	T2T09	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype2	phased_verkko	T2T09	misjoin	NA
candidate_inversions_at_contig_ends	1	haplotype2	phased_verkko	T2T09	misjoin	NA
inter-chromosomal_misjoins	0	both	phased_verkko	T2T09	misjoin	NA
intra-chromosomal_gaps	14	both	phased_verkko	T2T09	misjoin	NA
candidate_inversions_in_the_middle	3	both	phased_verkko	T2T09	misjoin	NA
candidate_inversions_at_contig_ends	5	both	phased_verkko	T2T09	misjoin	NA
inter-chromosomal_misjoins	0	haplotype1	phased_verkko	T2T10	misjoin	NA
intra-chromosomal_gaps	13	haplotype1	phased_verkko	T2T10	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype1	phased_verkko	T2T10	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_verkko	T2T10	misjoin	NA
inter-chromosomal_misjoins	0	haplotype2	phased_verkko	T2T10	misjoin	NA
intra-chromosomal_gaps	8	haplotype2	phased_verkko	T2T10	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype2	phased_verkko	T2T10	misjoin	NA
candidate_inversions_at_contig_ends	3	haplotype2	phased_verkko	T2T10	misjoin	NA
inter-chromosomal_misjoins	0	both	phased_verkko	T2T10	misjoin	NA
intra-chromosomal_gaps	21	both	phased_verkko	T2T10	misjoin	NA
candidate_inversions_in_the_middle	1	both	phased_verkko	T2T10	misjoin	NA
candidate_inversions_at_contig_ends	3	both	phased_verkko	T2T10	misjoin	NA
inter-chromosomal_misjoins	0	haplotype1	phased_verkko	T2T11	misjoin	NA
intra-chromosomal_gaps	9	haplotype1	phased_verkko	T2T11	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype1	phased_verkko	T2T11	misjoin	NA
candidate_inversions_at_contig_ends	4	haplotype1	phased_verkko	T2T11	misjoin	NA
inter-chromosomal_misjoins	3	haplotype2	phased_verkko	T2T11	misjoin	NA
intra-chromosomal_gaps	17	haplotype2	phased_verkko	T2T11	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype2	phased_verkko	T2T11	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype2	phased_verkko	T2T11	misjoin	NA
inter-chromosomal_misjoins	3	both	phased_verkko	T2T11	misjoin	NA
intra-chromosomal_gaps	26	both	phased_verkko	T2T11	misjoin	NA
candidate_inversions_in_the_middle	0	both	phased_verkko	T2T11	misjoin	NA
candidate_inversions_at_contig_ends	6	both	phased_verkko	T2T11	misjoin	NA
inter-chromosomal_misjoins	4	haplotype1	phased_verkko	T2T12	misjoin	NA
intra-chromosomal_gaps	13	haplotype1	phased_verkko	T2T12	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype1	phased_verkko	T2T12	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_verkko	T2T12	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_verkko	T2T12	misjoin	NA
intra-chromosomal_gaps	7	haplotype2	phased_verkko	T2T12	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype2	phased_verkko	T2T12	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_verkko	T2T12	misjoin	NA
inter-chromosomal_misjoins	5	both	phased_verkko	T2T12	misjoin	NA
intra-chromosomal_gaps	20	both	phased_verkko	T2T12	misjoin	NA
candidate_inversions_in_the_middle	2	both	phased_verkko	T2T12	misjoin	NA
candidate_inversions_at_contig_ends	0	both	phased_verkko	T2T12	misjoin	NA
inter-chromosomal_misjoins	1	haplotype1	phased_verkko	T2T13	misjoin	NA
intra-chromosomal_gaps	11	haplotype1	phased_verkko	T2T13	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype1	phased_verkko	T2T13	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype1	phased_verkko	T2T13	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_verkko	T2T13	misjoin	NA
intra-chromosomal_gaps	11	haplotype2	phased_verkko	T2T13	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype2	phased_verkko	T2T13	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype2	phased_verkko	T2T13	misjoin	NA
inter-chromosomal_misjoins	2	both	phased_verkko	T2T13	misjoin	NA
intra-chromosomal_gaps	22	both	phased_verkko	T2T13	misjoin	NA
candidate_inversions_in_the_middle	3	both	phased_verkko	T2T13	misjoin	NA
candidate_inversions_at_contig_ends	4	both	phased_verkko	T2T13	misjoin	NA
inter-chromosomal_misjoins	0	haplotype1	phased_verkko	T2T15	misjoin	NA
intra-chromosomal_gaps	8	haplotype1	phased_verkko	T2T15	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype1	phased_verkko	T2T15	misjoin	NA
candidate_inversions_at_contig_ends	4	haplotype1	phased_verkko	T2T15	misjoin	NA
inter-chromosomal_misjoins	2	haplotype2	phased_verkko	T2T15	misjoin	NA
intra-chromosomal_gaps	5	haplotype2	phased_verkko	T2T15	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype2	phased_verkko	T2T15	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype2	phased_verkko	T2T15	misjoin	NA
inter-chromosomal_misjoins	2	both	phased_verkko	T2T15	misjoin	NA
intra-chromosomal_gaps	13	both	phased_verkko	T2T15	misjoin	NA
candidate_inversions_in_the_middle	1	both	phased_verkko	T2T15	misjoin	NA
candidate_inversions_at_contig_ends	6	both	phased_verkko	T2T15	misjoin	NA
inter-chromosomal_misjoins	1	haplotype1	phased_verkko	T2T16	misjoin	NA
intra-chromosomal_gaps	10	haplotype1	phased_verkko	T2T16	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype1	phased_verkko	T2T16	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_verkko	T2T16	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_verkko	T2T16	misjoin	NA
intra-chromosomal_gaps	6	haplotype2	phased_verkko	T2T16	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype2	phased_verkko	T2T16	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_verkko	T2T16	misjoin	NA
inter-chromosomal_misjoins	2	both	phased_verkko	T2T16	misjoin	NA
intra-chromosomal_gaps	16	both	phased_verkko	T2T16	misjoin	NA
candidate_inversions_in_the_middle	4	both	phased_verkko	T2T16	misjoin	NA
candidate_inversions_at_contig_ends	0	both	phased_verkko	T2T16	misjoin	NA
inter-chromosomal_misjoins	1	haplotype1	phased_verkko	T2T17	misjoin	NA
intra-chromosomal_gaps	9	haplotype1	phased_verkko	T2T17	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype1	phased_verkko	T2T17	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_verkko	T2T17	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_verkko	T2T17	misjoin	NA
intra-chromosomal_gaps	8	haplotype2	phased_verkko	T2T17	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype2	phased_verkko	T2T17	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_verkko	T2T17	misjoin	NA
inter-chromosomal_misjoins	2	both	phased_verkko	T2T17	misjoin	NA
intra-chromosomal_gaps	17	both	phased_verkko	T2T17	misjoin	NA
candidate_inversions_in_the_middle	3	both	phased_verkko	T2T17	misjoin	NA
candidate_inversions_at_contig_ends	0	both	phased_verkko	T2T17	misjoin	NA
inter-chromosomal_misjoins	0	haplotype1	phased_verkko	T2T18	misjoin	NA
intra-chromosomal_gaps	9	haplotype1	phased_verkko	T2T18	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype1	phased_verkko	T2T18	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_verkko	T2T18	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_verkko	T2T18	misjoin	NA
intra-chromosomal_gaps	9	haplotype2	phased_verkko	T2T18	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype2	phased_verkko	T2T18	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype2	phased_verkko	T2T18	misjoin	NA
inter-chromosomal_misjoins	1	both	phased_verkko	T2T18	misjoin	NA
intra-chromosomal_gaps	18	both	phased_verkko	T2T18	misjoin	NA
candidate_inversions_in_the_middle	4	both	phased_verkko	T2T18	misjoin	NA
candidate_inversions_at_contig_ends	0	both	phased_verkko	T2T18	misjoin	NA
inter-chromosomal_misjoins	1	haplotype1	phased_verkko	T2T19	misjoin	NA
intra-chromosomal_gaps	7	haplotype1	phased_verkko	T2T19	misjoin	NA
candidate_inversions_in_the_middle	3	haplotype1	phased_verkko	T2T19	misjoin	NA
candidate_inversions_at_contig_ends	0	haplotype1	phased_verkko	T2T19	misjoin	NA
inter-chromosomal_misjoins	1	haplotype2	phased_verkko	T2T19	misjoin	NA
intra-chromosomal_gaps	9	haplotype2	phased_verkko	T2T19	misjoin	NA
candidate_inversions_in_the_middle	2	haplotype2	phased_verkko	T2T19	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype2	phased_verkko	T2T19	misjoin	NA
inter-chromosomal_misjoins	2	both	phased_verkko	T2T19	misjoin	NA
intra-chromosomal_gaps	16	both	phased_verkko	T2T19	misjoin	NA
candidate_inversions_in_the_middle	5	both	phased_verkko	T2T19	misjoin	NA
candidate_inversions_at_contig_ends	2	both	phased_verkko	T2T19	misjoin	NA
inter-chromosomal_misjoins	2	haplotype1	phased_verkko	T2T_HG002	misjoin	NA
intra-chromosomal_gaps	11	haplotype1	phased_verkko	T2T_HG002	misjoin	NA
candidate_inversions_in_the_middle	0	haplotype1	phased_verkko	T2T_HG002	misjoin	NA
candidate_inversions_at_contig_ends	2	haplotype1	phased_verkko	T2T_HG002	misjoin	NA
inter-chromosomal_misjoins	2	haplotype2	phased_verkko	T2T_HG002	misjoin	NA
intra-chromosomal_gaps	7	haplotype2	phased_verkko	T2T_HG002	misjoin	NA
candidate_inversions_in_the_middle	1	haplotype2	phased_verkko	T2T_HG002	misjoin	NA
candidate_inversions_at_contig_ends	1	haplotype2	phased_verkko	T2T_HG002	misjoin	NA
inter-chromosomal_misjoins	4	both	phased_verkko	T2T_HG002	misjoin	NA
intra-chromosomal_gaps	18	both	phased_verkko	T2T_HG002	misjoin	NA
candidate_inversions_in_the_middle	1	both	phased_verkko	T2T_HG002	misjoin	NA
candidate_inversions_at_contig_ends	3	both	phased_verkko	T2T_HG002	misjoin	NA
total_n_count	694539	haplotype1	phased_verkko	T2T00	gap_statistics	NA
total_gaps	29	haplotype1	phased_verkko	T2T00	gap_statistics	NA
total_n_count	965836	haplotype2	phased_verkko	T2T00	gap_statistics	NA
total_gaps	43	haplotype2	phased_verkko	T2T00	gap_statistics	NA
total_n_count	1660375	both	phased_verkko	T2T00	gap_statistics	NA
total_gaps	72	both	phased_verkko	T2T00	gap_statistics	NA
total_n_count	793262	haplotype1	phased_verkko	T2T00_1	gap_statistics	NA
total_gaps	16	haplotype1	phased_verkko	T2T00_1	gap_statistics	NA
total_n_count	1226355	haplotype2	phased_verkko	T2T00_1	gap_statistics	NA
total_gaps	35	haplotype2	phased_verkko	T2T00_1	gap_statistics	NA
total_n_count	2019617	both	phased_verkko	T2T00_1	gap_statistics	NA
total_gaps	51	both	phased_verkko	T2T00_1	gap_statistics	NA
total_n_count	3228090	haplotype1	phased_verkko	T2T00_2	gap_statistics	NA
total_gaps	113	haplotype1	phased_verkko	T2T00_2	gap_statistics	NA
total_n_count	4539505	haplotype2	phased_verkko	T2T00_2	gap_statistics	NA
total_gaps	111	haplotype2	phased_verkko	T2T00_2	gap_statistics	NA
total_n_count	7767595	both	phased_verkko	T2T00_2	gap_statistics	NA
total_gaps	224	both	phased_verkko	T2T00_2	gap_statistics	NA
total_n_count	539000	haplotype1	phased_verkko	T2T01	gap_statistics	NA
total_gaps	11	haplotype1	phased_verkko	T2T01	gap_statistics	NA
total_n_count	843414	haplotype2	phased_verkko	T2T01	gap_statistics	NA
total_gaps	21	haplotype2	phased_verkko	T2T01	gap_statistics	NA
total_n_count	1382414	both	phased_verkko	T2T01	gap_statistics	NA
total_gaps	32	both	phased_verkko	T2T01	gap_statistics	NA
total_n_count	1054000	haplotype1	phased_verkko	T2T02	gap_statistics	NA
total_gaps	18	haplotype1	phased_verkko	T2T02	gap_statistics	NA
total_n_count	1626187	haplotype2	phased_verkko	T2T02	gap_statistics	NA
total_gaps	39	haplotype2	phased_verkko	T2T02	gap_statistics	NA
total_n_count	2680187	both	phased_verkko	T2T02	gap_statistics	NA
total_gaps	57	both	phased_verkko	T2T02	gap_statistics	NA
total_n_count	134500	haplotype1	phased_verkko	T2T03	gap_statistics	NA
total_gaps	8	haplotype1	phased_verkko	T2T03	gap_statistics	NA
total_n_count	302396	haplotype2	phased_verkko	T2T03	gap_statistics	NA
total_gaps	9	haplotype2	phased_verkko	T2T03	gap_statistics	NA
total_n_count	484174	both	phased_verkko	T2T03	gap_statistics	NA
total_gaps	18	both	phased_verkko	T2T03	gap_statistics	NA
total_n_count	1342716	haplotype1	phased_verkko	T2T04	gap_statistics	NA
total_gaps	24	haplotype1	phased_verkko	T2T04	gap_statistics	NA
total_n_count	613945	haplotype2	phased_verkko	T2T04	gap_statistics	NA
total_gaps	22	haplotype2	phased_verkko	T2T04	gap_statistics	NA
total_n_count	1956661	both	phased_verkko	T2T04	gap_statistics	NA
total_gaps	46	both	phased_verkko	T2T04	gap_statistics	NA
total_n_count	1119960	haplotype1	phased_verkko	T2T04_1	gap_statistics	NA
total_gaps	41	haplotype1	phased_verkko	T2T04_1	gap_statistics	NA
total_n_count	1803760	haplotype2	phased_verkko	T2T04_1	gap_statistics	NA
total_gaps	41	haplotype2	phased_verkko	T2T04_1	gap_statistics	NA
total_n_count	2923720	both	phased_verkko	T2T04_1	gap_statistics	NA
total_gaps	82	both	phased_verkko	T2T04_1	gap_statistics	NA
total_n_count	2080503	haplotype1	phased_verkko	T2T04_2	gap_statistics	NA
total_gaps	57	haplotype1	phased_verkko	T2T04_2	gap_statistics	NA
total_n_count	2498094	haplotype2	phased_verkko	T2T04_2	gap_statistics	NA
total_gaps	51	haplotype2	phased_verkko	T2T04_2	gap_statistics	NA
total_n_count	4578597	both	phased_verkko	T2T04_2	gap_statistics	NA
total_gaps	108	both	phased_verkko	T2T04_2	gap_statistics	NA
total_n_count	533720	haplotype1	phased_verkko	T2T05	gap_statistics	NA
total_gaps	11	haplotype1	phased_verkko	T2T05	gap_statistics	NA
total_n_count	431665	haplotype2	phased_verkko	T2T05	gap_statistics	NA
total_gaps	10	haplotype2	phased_verkko	T2T05	gap_statistics	NA
total_n_count	965385	both	phased_verkko	T2T05	gap_statistics	NA
total_gaps	21	both	phased_verkko	T2T05	gap_statistics	NA
total_n_count	575443	haplotype1	phased_verkko	T2T06	gap_statistics	NA
total_gaps	13	haplotype1	phased_verkko	T2T06	gap_statistics	NA
total_n_count	786488	haplotype2	phased_verkko	T2T06	gap_statistics	NA
total_gaps	17	haplotype2	phased_verkko	T2T06	gap_statistics	NA
total_n_count	1361931	both	phased_verkko	T2T06	gap_statistics	NA
total_gaps	30	both	phased_verkko	T2T06	gap_statistics	NA
total_n_count	1758627	haplotype1	phased_verkko	T2T07	gap_statistics	NA
total_gaps	40	haplotype1	phased_verkko	T2T07	gap_statistics	NA
total_n_count	1915818	haplotype2	phased_verkko	T2T07	gap_statistics	NA
total_gaps	47	haplotype2	phased_verkko	T2T07	gap_statistics	NA
total_n_count	3674445	both	phased_verkko	T2T07	gap_statistics	NA
total_gaps	87	both	phased_verkko	T2T07	gap_statistics	NA
total_n_count	384717	haplotype1	phased_verkko	T2T08	gap_statistics	NA
total_gaps	17	haplotype1	phased_verkko	T2T08	gap_statistics	NA
total_n_count	421761	haplotype2	phased_verkko	T2T08	gap_statistics	NA
total_gaps	17	haplotype2	phased_verkko	T2T08	gap_statistics	NA
total_n_count	806478	both	phased_verkko	T2T08	gap_statistics	NA
total_gaps	34	both	phased_verkko	T2T08	gap_statistics	NA
total_n_count	984182	haplotype1	phased_verkko	T2T09	gap_statistics	NA
total_gaps	33	haplotype1	phased_verkko	T2T09	gap_statistics	NA
total_n_count	1620689	haplotype2	phased_verkko	T2T09	gap_statistics	NA
total_gaps	33	haplotype2	phased_verkko	T2T09	gap_statistics	NA
total_n_count	2704871	both	phased_verkko	T2T09	gap_statistics	NA
total_gaps	67	both	phased_verkko	T2T09	gap_statistics	NA
total_n_count	3242639	haplotype1	phased_verkko	T2T10	gap_statistics	NA
total_gaps	75	haplotype1	phased_verkko	T2T10	gap_statistics	NA
total_n_count	3284897	haplotype2	phased_verkko	T2T10	gap_statistics	NA
total_gaps	88	haplotype2	phased_verkko	T2T10	gap_statistics	NA
total_n_count	6542281	both	phased_verkko	T2T10	gap_statistics	NA
total_gaps	164	both	phased_verkko	T2T10	gap_statistics	NA
total_n_count	1714929	haplotype1	phased_verkko	T2T11	gap_statistics	NA
total_gaps	51	haplotype1	phased_verkko	T2T11	gap_statistics	NA
total_n_count	1352309	haplotype2	phased_verkko	T2T11	gap_statistics	NA
total_gaps	33	haplotype2	phased_verkko	T2T11	gap_statistics	NA
total_n_count	3067238	both	phased_verkko	T2T11	gap_statistics	NA
total_gaps	84	both	phased_verkko	T2T11	gap_statistics	NA
total_n_count	244662	haplotype1	phased_verkko	T2T12	gap_statistics	NA
total_gaps	6	haplotype1	phased_verkko	T2T12	gap_statistics	NA
total_n_count	360000	haplotype2	phased_verkko	T2T12	gap_statistics	NA
total_gaps	11	haplotype2	phased_verkko	T2T12	gap_statistics	NA
total_n_count	604662	both	phased_verkko	T2T12	gap_statistics	NA
total_gaps	17	both	phased_verkko	T2T12	gap_statistics	NA
total_n_count	914558	haplotype1	phased_verkko	T2T13	gap_statistics	NA
total_gaps	27	haplotype1	phased_verkko	T2T13	gap_statistics	NA
total_n_count	806389	haplotype2	phased_verkko	T2T13	gap_statistics	NA
total_gaps	24	haplotype2	phased_verkko	T2T13	gap_statistics	NA
total_n_count	1720947	both	phased_verkko	T2T13	gap_statistics	NA
total_gaps	51	both	phased_verkko	T2T13	gap_statistics	NA
total_n_count	785312	haplotype1	phased_verkko	T2T15	gap_statistics	NA
total_gaps	17	haplotype1	phased_verkko	T2T15	gap_statistics	NA
total_n_count	300750	haplotype2	phased_verkko	T2T15	gap_statistics	NA
total_gaps	8	haplotype2	phased_verkko	T2T15	gap_statistics	NA
total_n_count	1086062	both	phased_verkko	T2T15	gap_statistics	NA
total_gaps	25	both	phased_verkko	T2T15	gap_statistics	NA
total_n_count	1186222	haplotype1	phased_verkko	T2T16	gap_statistics	NA
total_gaps	28	haplotype1	phased_verkko	T2T16	gap_statistics	NA
total_n_count	1327500	haplotype2	phased_verkko	T2T16	gap_statistics	NA
total_gaps	38	haplotype2	phased_verkko	T2T16	gap_statistics	NA
total_n_count	2513722	both	phased_verkko	T2T16	gap_statistics	NA
total_gaps	66	both	phased_verkko	T2T16	gap_statistics	NA
total_n_count	973438	haplotype1	phased_verkko	T2T17	gap_statistics	NA
total_gaps	17	haplotype1	phased_verkko	T2T17	gap_statistics	NA
total_n_count	131500	haplotype2	phased_verkko	T2T17	gap_statistics	NA
total_gaps	6	haplotype2	phased_verkko	T2T17	gap_statistics	NA
total_n_count	1104938	both	phased_verkko	T2T17	gap_statistics	NA
total_gaps	23	both	phased_verkko	T2T17	gap_statistics	NA
total_n_count	669810	haplotype1	phased_verkko	T2T18	gap_statistics	NA
total_gaps	10	haplotype1	phased_verkko	T2T18	gap_statistics	NA
total_n_count	330000	haplotype2	phased_verkko	T2T18	gap_statistics	NA
total_gaps	7	haplotype2	phased_verkko	T2T18	gap_statistics	NA
total_n_count	999810	both	phased_verkko	T2T18	gap_statistics	NA
total_gaps	17	both	phased_verkko	T2T18	gap_statistics	NA
total_n_count	631944	haplotype1	phased_verkko	T2T19	gap_statistics	NA
total_gaps	8	haplotype1	phased_verkko	T2T19	gap_statistics	NA
total_n_count	448036	haplotype2	phased_verkko	T2T19	gap_statistics	NA
total_gaps	7	haplotype2	phased_verkko	T2T19	gap_statistics	NA
total_n_count	1079980	both	phased_verkko	T2T19	gap_statistics	NA
total_gaps	15	both	phased_verkko	T2T19	gap_statistics	NA
total_n_count	827198	haplotype1	phased_verkko	T2T_HG002	gap_statistics	NA
total_gaps	26	haplotype1	phased_verkko	T2T_HG002	gap_statistics	NA
total_n_count	1261211	haplotype2	phased_verkko	T2T_HG002	gap_statistics	NA
total_gaps	24	haplotype2	phased_verkko	T2T_HG002	gap_statistics	NA
total_n_count	2107276	both	phased_verkko	T2T_HG002	gap_statistics	NA
total_gaps	53	both	phased_verkko	T2T_HG002	gap_statistics	NA
n_contigs	44	haplotype1	phased_verkko	T2T00	contig_statistics	NA
n_contigs_over_10mb	23	haplotype1	phased_verkko	T2T00	contig_statistics	NA
n_contigs	73	haplotype2	phased_verkko	T2T00	contig_statistics	NA
n_contigs_over_10mb	23	haplotype2	phased_verkko	T2T00	contig_statistics	NA
n_contigs	690	both	phased_verkko	T2T00	contig_statistics	NA
n_contigs_over_10mb	46	both	phased_verkko	T2T00	contig_statistics	NA
n_contigs	48	haplotype1	phased_verkko	T2T00_1	contig_statistics	NA
n_contigs_over_10mb	22	haplotype1	phased_verkko	T2T00_1	contig_statistics	NA
n_contigs	160	haplotype2	phased_verkko	T2T00_1	contig_statistics	NA
n_contigs_over_10mb	24	haplotype2	phased_verkko	T2T00_1	contig_statistics	NA
n_contigs	902	both	phased_verkko	T2T00_1	contig_statistics	NA
n_contigs_over_10mb	46	both	phased_verkko	T2T00_1	contig_statistics	NA
n_contigs	410	haplotype1	phased_verkko	T2T00_2	contig_statistics	NA
n_contigs_over_10mb	32	haplotype1	phased_verkko	T2T00_2	contig_statistics	NA
n_contigs	406	haplotype2	phased_verkko	T2T00_2	contig_statistics	NA
n_contigs_over_10mb	30	haplotype2	phased_verkko	T2T00_2	contig_statistics	NA
n_contigs	3020	both	phased_verkko	T2T00_2	contig_statistics	NA
n_contigs_over_10mb	62	both	phased_verkko	T2T00_2	contig_statistics	NA
n_contigs	47	haplotype1	phased_verkko	T2T01	contig_statistics	NA
n_contigs_over_10mb	23	haplotype1	phased_verkko	T2T01	contig_statistics	NA
n_contigs	64	haplotype2	phased_verkko	T2T01	contig_statistics	NA
n_contigs_over_10mb	23	haplotype2	phased_verkko	T2T01	contig_statistics	NA
n_contigs	751	both	phased_verkko	T2T01	contig_statistics	NA
n_contigs_over_10mb	46	both	phased_verkko	T2T01	contig_statistics	NA
n_contigs	95	haplotype1	phased_verkko	T2T02	contig_statistics	NA
n_contigs_over_10mb	25	haplotype1	phased_verkko	T2T02	contig_statistics	NA
n_contigs	138	haplotype2	phased_verkko	T2T02	contig_statistics	NA
n_contigs_over_10mb	24	haplotype2	phased_verkko	T2T02	contig_statistics	NA
n_contigs	1163	both	phased_verkko	T2T02	contig_statistics	NA
n_contigs_over_10mb	49	both	phased_verkko	T2T02	contig_statistics	NA
n_contigs	35	haplotype1	phased_verkko	T2T03	contig_statistics	NA
n_contigs_over_10mb	22	haplotype1	phased_verkko	T2T03	contig_statistics	NA
n_contigs	88	haplotype2	phased_verkko	T2T03	contig_statistics	NA
n_contigs_over_10mb	23	haplotype2	phased_verkko	T2T03	contig_statistics	NA
n_contigs	627	both	phased_verkko	T2T03	contig_statistics	NA
n_contigs_over_10mb	45	both	phased_verkko	T2T03	contig_statistics	NA
n_contigs	67	haplotype1	phased_verkko	T2T04	contig_statistics	NA
n_contigs_over_10mb	24	haplotype1	phased_verkko	T2T04	contig_statistics	NA
n_contigs	55	haplotype2	phased_verkko	T2T04	contig_statistics	NA
n_contigs_over_10mb	25	haplotype2	phased_verkko	T2T04	contig_statistics	NA
n_contigs	938	both	phased_verkko	T2T04	contig_statistics	NA
n_contigs_over_10mb	49	both	phased_verkko	T2T04	contig_statistics	NA
n_contigs	99	haplotype1	phased_verkko	T2T04_1	contig_statistics	NA
n_contigs_over_10mb	25	haplotype1	phased_verkko	T2T04_1	contig_statistics	NA
n_contigs	127	haplotype2	phased_verkko	T2T04_1	contig_statistics	NA
n_contigs_over_10mb	24	haplotype2	phased_verkko	T2T04_1	contig_statistics	NA
n_contigs	1050	both	phased_verkko	T2T04_1	contig_statistics	NA
n_contigs_over_10mb	49	both	phased_verkko	T2T04_1	contig_statistics	NA
n_contigs	198	haplotype1	phased_verkko	T2T04_2	contig_statistics	NA
n_contigs_over_10mb	25	haplotype1	phased_verkko	T2T04_2	contig_statistics	NA
n_contigs	124	haplotype2	phased_verkko	T2T04_2	contig_statistics	NA
n_contigs_over_10mb	27	haplotype2	phased_verkko	T2T04_2	contig_statistics	NA
n_contigs	1551	both	phased_verkko	T2T04_2	contig_statistics	NA
n_contigs_over_10mb	52	both	phased_verkko	T2T04_2	contig_statistics	NA
n_contigs	37	haplotype1	phased_verkko	T2T05	contig_statistics	NA
n_contigs_over_10mb	23	haplotype1	phased_verkko	T2T05	contig_statistics	NA
n_contigs	50	haplotype2	phased_verkko	T2T05	contig_statistics	NA
n_contigs_over_10mb	23	haplotype2	phased_verkko	T2T05	contig_statistics	NA
n_contigs	732	both	phased_verkko	T2T05	contig_statistics	NA
n_contigs_over_10mb	46	both	phased_verkko	T2T05	contig_statistics	NA
n_contigs	47	haplotype1	phased_verkko	T2T06	contig_statistics	NA
n_contigs_over_10mb	23	haplotype1	phased_verkko	T2T06	contig_statistics	NA
n_contigs	101	haplotype2	phased_verkko	T2T06	contig_statistics	NA
n_contigs_over_10mb	24	haplotype2	phased_verkko	T2T06	contig_statistics	NA
n_contigs	1085	both	phased_verkko	T2T06	contig_statistics	NA
n_contigs_over_10mb	47	both	phased_verkko	T2T06	contig_statistics	NA
n_contigs	116	haplotype1	phased_verkko	T2T07	contig_statistics	NA
n_contigs_over_10mb	24	haplotype1	phased_verkko	T2T07	contig_statistics	NA
n_contigs	146	haplotype2	phased_verkko	T2T07	contig_statistics	NA
n_contigs_over_10mb	25	haplotype2	phased_verkko	T2T07	contig_statistics	NA
n_contigs	1372	both	phased_verkko	T2T07	contig_statistics	NA
n_contigs_over_10mb	49	both	phased_verkko	T2T07	contig_statistics	NA
n_contigs	39	haplotype1	phased_verkko	T2T08	contig_statistics	NA
n_contigs_over_10mb	23	haplotype1	phased_verkko	T2T08	contig_statistics	NA
n_contigs	62	haplotype2	phased_verkko	T2T08	contig_statistics	NA
n_contigs_over_10mb	23	haplotype2	phased_verkko	T2T08	contig_statistics	NA
n_contigs	631	both	phased_verkko	T2T08	contig_statistics	NA
n_contigs_over_10mb	46	both	phased_verkko	T2T08	contig_statistics	NA
n_contigs	84	haplotype1	phased_verkko	T2T09	contig_statistics	NA
n_contigs_over_10mb	25	haplotype1	phased_verkko	T2T09	contig_statistics	NA
n_contigs	91	haplotype2	phased_verkko	T2T09	contig_statistics	NA
