[M::mm_idx_gen::52.311*1.61] collected minimizers
[M::mm_idx_gen::56.517*2.80] sorted minimizers
[M::main::56.517*2.80] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::58.239*2.74] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::59.092*2.72] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::102.570*20.25] mapped 37686 sequences
[M::worker_pipeline::127.805*26.95] mapped 37332 sequences
[M::worker_pipeline::177.832*27.21] mapped 37272 sequences
[M::worker_pipeline::207.510*31.05] mapped 37365 sequences
[M::worker_pipeline::233.303*33.56] mapped 37531 sequences
[M::worker_pipeline::253.596*35.11] mapped 37846 sequences
[M::worker_pipeline::282.051*36.87] mapped 37554 sequences
[M::worker_pipeline::308.155*38.35] mapped 37444 sequences
[M::worker_pipeline::334.912*39.25] mapped 37683 sequences
[M::worker_pipeline::367.688*38.93] mapped 37485 sequences
[M::worker_pipeline::394.145*39.89] mapped 37482 sequences
[M::worker_pipeline::414.823*40.65] mapped 37642 sequences
[M::worker_pipeline::441.698*41.37] mapped 37438 sequences
[M::worker_pipeline::468.307*41.60] mapped 37189 sequences
[M::worker_pipeline::502.243*41.76] mapped 37649 sequences
[M::worker_pipeline::533.184*41.87] mapped 37504 sequences
[M::worker_pipeline::555.989*42.47] mapped 37324 sequences
[M::worker_pipeline::577.010*42.84] mapped 37609 sequences
[M::worker_pipeline::603.238*43.32] mapped 37525 sequences
[M::worker_pipeline::632.553*43.30] mapped 37416 sequences
[M::worker_pipeline::653.414*43.51] mapped 40850 sequences
[M::worker_pipeline::797.448*38.05] mapped 41135 sequences
[M::worker_pipeline::801.468*37.86] mapped 40914 sequences
[M::worker_pipeline::835.365*38.48] mapped 40956 sequences
[M::worker_pipeline::856.912*38.94] mapped 41013 sequences
[M::worker_pipeline::884.213*39.34] mapped 40709 sequences
[M::worker_pipeline::906.566*39.78] mapped 41028 sequences
[M::worker_pipeline::928.612*40.16] mapped 41026 sequences
