[M::mm_idx_gen::47.485*1.56] collected minimizers
[M::mm_idx_gen::49.934*2.32] sorted minimizers
[M::main::49.934*2.32] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::51.248*2.28] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::51.925*2.27] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::201.655*36.43] mapped 20909 sequences
[M::worker_pipeline::209.803*36.74] mapped 20057 sequences
[M::worker_pipeline::232.256*38.13] mapped 20223 sequences
[M::worker_pipeline::242.694*39.03] mapped 20281 sequences
[M::worker_pipeline::251.118*39.68] mapped 19885 sequences
[M::worker_pipeline::259.712*40.31] mapped 20284 sequences
[M::worker_pipeline::269.987*40.98] mapped 19988 sequences
[M::worker_pipeline::282.500*41.75] mapped 20049 sequences
[M::worker_pipeline::296.346*42.55] mapped 20034 sequences
[M::worker_pipeline::309.627*43.18] mapped 19916 sequences
[M::worker_pipeline::328.890*43.64] mapped 20101 sequences
[M::worker_pipeline::342.318*44.04] mapped 19541 sequences
[M::worker_pipeline::355.906*44.60] mapped 19705 sequences
[M::worker_pipeline::368.581*45.06] mapped 19398 sequences
[M::worker_pipeline::384.243*45.60] mapped 19221 sequences
[M::worker_pipeline::399.706*46.12] mapped 19257 sequences
[M::worker_pipeline::416.195*46.53] mapped 19477 sequences
[M::worker_pipeline::432.627*46.96] mapped 19707 sequences
[M::worker_pipeline::445.148*47.25] mapped 19816 sequences
[M::worker_pipeline::457.669*47.54] mapped 19576 sequences
[M::worker_pipeline::474.469*47.91] mapped 19177 sequences
[M::worker_pipeline::496.278*48.24] mapped 18935 sequences
[M::worker_pipeline::555.057*45.65] mapped 19774 sequences
[M::worker_pipeline::559.287*45.31] mapped 19880 sequences
[M::worker_pipeline::579.612*45.73] mapped 19642 sequences
[M::worker_pipeline::813.760*47.37] mapped 14690 sequences
[M::worker_pipeline::1157.430*50.02] mapped 15800 sequences
[M::worker_pipeline::1245.548*50.61] mapped 11791 sequences
[M::worker_pipeline::1316.820*51.02] mapped 14765 sequences
[M::worker_pipeline::1380.905*51.31] mapped 19448 sequences
[M::worker_pipeline::1399.482*51.41] mapped 19696 sequences
[M::worker_pipeline::1411.081*51.46] mapped 19775 sequences
[M::worker_pipeline::1429.760*51.55] mapped 19857 sequences
[M::worker_pipeline::1445.688*51.62] mapped 19997 sequences
[M::worker_pipeline::1460.643*51.69] mapped 19871 sequences
[M::worker_pipeline::1474.910*51.76] mapped 20007 sequences
[M::worker_pipeline::1487.486*51.82] mapped 19420 sequences
[M::worker_pipeline::1500.195*51.88] mapped 19459 sequences
[M::worker_pipeline::1513.799*51.94] mapped 18920 sequences
[M::worker_pipeline::1529.628*52.01] mapped 18736 sequences
[M::worker_pipeline::1544.992*52.05] mapped 18806 sequences
[M::worker_pipeline::1600.006*50.90] mapped 19843 sequences
[M::worker_pipeline::1604.786*50.75] mapped 19747 sequences
[M::worker_pipeline::1620.429*50.83] mapped 19660 sequences
[M::worker_pipeline::1631.938*50.89] mapped 19883 sequences
[M::worker_pipeline::1646.753*50.95] mapped 19496 sequences
[M::worker_pipeline::1661.028*51.02] mapped 20034 sequences
[M::worker_pipeline::1721.186*50.87] mapped 19983 sequences
[M::worker_pipeline::1731.906*50.93] mapped 19676 sequences
[M::worker_pipeline::1740.620*50.95] mapped 19655 sequences
[M::worker_pipeline::1752.440*50.98] mapped 19636 sequences
[M::worker_pipeline::1769.440*51.06] mapped 20630 sequences
[M::worker_pipeline::1777.947*51.10] mapped 20047 sequences
[M::worker_pipeline::1785.985*51.13] mapped 19720 sequences
[M::worker_pipeline::1795.115*51.16] mapped 19670 sequences
[M::worker_pipeline::1805.696*51.21] mapped 19920 sequences
[M::worker_pipeline::1813.361*51.24] mapped 19975 sequences
[M::worker_pipeline::1820.796*51.26] mapped 19874 sequences
[M::worker_pipeline::1831.408*51.30] mapped 19221 sequences
[M::worker_pipeline::1840.570*51.34] mapped 19371 sequences
[M::worker_pipeline::1849.169*51.37] mapped 19605 sequences
[M::worker_pipeline::1861.259*51.42] mapped 19783 sequences
[M::worker_pipeline::1875.192*51.47] mapped 19203 sequences
[M::worker_pipeline::1938.577*50.44] mapped 19339 sequences
[M::worker_pipeline::1943.575*50.32] mapped 19684 sequences
[M::worker_pipeline::1965.115*50.38] mapped 19615 sequences
[M::worker_pipeline::1978.774*50.44] mapped 19394 sequences
[M::worker_pipeline::1992.582*50.49] mapped 19809 sequences
[M::worker_pipeline::2006.402*50.55] mapped 19403 sequences
[M::worker_pipeline::2016.908*50.60] mapped 19617 sequences
[M::worker_pipeline::2101.885*50.60] mapped 19557 sequences
[M::worker_pipeline::2324.222*50.95] mapped 17436 sequences
[M::worker_pipeline::2326.949*50.89] mapped 19535 sequences
[M::worker_pipeline::2343.026*50.93] mapped 19711 sequences
[M::worker_pipeline::2357.428*50.98] mapped 19956 sequences
[M::worker_pipeline::2377.424*50.99] mapped 19908 sequences
[M::worker_pipeline::2394.593*51.00] mapped 19903 sequences
[M::worker_pipeline::2407.090*51.04] mapped 20072 sequences
[M::worker_pipeline::2422.277*51.09] mapped 19647 sequences
[M::worker_pipeline::2441.693*51.15] mapped 20206 sequences
[M::worker_pipeline::2453.844*51.19] mapped 19657 sequences
[M::worker_pipeline::2467.503*51.23] mapped 19194 sequences
[M::worker_pipeline::2482.985*51.26] mapped 19116 sequences
[M::worker_pipeline::2499.551*51.29] mapped 19353 sequences
[M::worker_pipeline::2517.920*51.30] mapped 19330 sequences
[M::worker_pipeline::2599.280*50.28] mapped 19411 sequences
[M::worker_pipeline::2604.526*50.18] mapped 19027 sequences
[M::worker_pipeline::2625.868*50.22] mapped 19678 sequences
[M::worker_pipeline::2638.873*50.27] mapped 19885 sequences
[M::worker_pipeline::2648.555*50.29] mapped 19683 sequences
[M::worker_pipeline::2662.723*50.34] mapped 19617 sequences
[M::worker_pipeline::2681.297*50.38] mapped 19137 sequences
[M::worker_pipeline::2699.779*50.40] mapped 19311 sequences
