[M::mm_idx_gen::40.024*1.56] collected minimizers
[M::mm_idx_gen::43.378*2.99] sorted minimizers
[M::main::43.378*2.99] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::44.736*2.93] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::45.394*2.90] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::109.322*19.91] mapped 4629 sequences
[M::worker_pipeline::161.665*23.07] mapped 4374 sequences
[M::worker_pipeline::241.625*23.98] mapped 4500 sequences
[M::worker_pipeline::304.564*25.38] mapped 4550 sequences
[M::worker_pipeline::375.215*25.45] mapped 4608 sequences
[M::worker_pipeline::441.202*26.37] mapped 4511 sequences
[M::worker_pipeline::509.790*26.64] mapped 4488 sequences
[M::worker_pipeline::578.785*26.77] mapped 4527 sequences
[M::worker_pipeline::655.148*26.28] mapped 4569 sequences
[M::worker_pipeline::728.935*26.48] mapped 4665 sequences
[M::worker_pipeline::790.321*26.69] mapped 4646 sequences
[M::worker_pipeline::845.689*27.11] mapped 4608 sequences
[M::worker_pipeline::892.621*27.49] mapped 4627 sequences
[M::worker_pipeline::958.435*27.61] mapped 4454 sequences
[M::worker_pipeline::1015.285*28.19] mapped 4488 sequences
[M::worker_pipeline::1070.619*28.64] mapped 4531 sequences
[M::worker_pipeline::1156.413*28.47] mapped 4406 sequences
[M::worker_pipeline::1211.137*28.74] mapped 4519 sequences
[M::worker_pipeline::1252.824*29.06] mapped 4667 sequences
[M::worker_pipeline::1385.146*29.04] mapped 4617 sequences
[M::worker_pipeline::1389.713*28.96] mapped 4488 sequences
[M::worker_pipeline::1460.778*29.01] mapped 4527 sequences
[M::worker_pipeline::1516.522*29.19] mapped 4528 sequences
[M::worker_pipeline::1569.913*29.42] mapped 4655 sequences
[M::worker_pipeline::1628.834*29.50] mapped 4609 sequences
[M::worker_pipeline::1700.354*29.53] mapped 4368 sequences
[M::worker_pipeline::1759.365*29.41] mapped 3759 sequences
[M::worker_pipeline::1883.787*28.55] mapped 3681 sequences
[M::worker_pipeline::2011.714*27.89] mapped 3765 sequences
[M::worker_pipeline::2103.778*27.64] mapped 3756 sequences
[M::worker_pipeline::2228.391*27.03] mapped 3723 sequences
[M::worker_pipeline::2273.325*27.24] mapped 3703 sequences
[M::worker_pipeline::2360.566*27.20] mapped 3720 sequences
[M::worker_pipeline::2428.101*27.27] mapped 3841 sequences
[M::worker_pipeline::2549.008*26.84] mapped 3746 sequences
[M::worker_pipeline::2666.258*26.41] mapped 3754 sequences
[M::worker_pipeline::2748.735*26.33] mapped 3804 sequences
[M::worker_pipeline::2870.772*25.93] mapped 3789 sequences
[M::worker_pipeline::3073.941*25.00] mapped 3750 sequences
[M::worker_pipeline::3234.698*24.95] mapped 3660 sequences
[M::worker_pipeline::3426.669*23.69] mapped 3788 sequences
[M::worker_pipeline::3536.306*23.49] mapped 3810 sequences
[M::worker_pipeline::3606.322*23.48] mapped 3830 sequences
[M::worker_pipeline::3706.674*23.34] mapped 3885 sequences
[M::worker_pipeline::3838.976*23.06] mapped 3818 sequences
[M::worker_pipeline::3980.326*22.70] mapped 3911 sequences
[M::worker_pipeline::4046.437*22.83] mapped 3877 sequences
[M::worker_pipeline::4192.952*22.50] mapped 3836 sequences
[M::worker_pipeline::4263.848*22.54] mapped 3961 sequences
[M::worker_pipeline::4354.979*22.61] mapped 3925 sequences
[M::worker_pipeline::4483.572*22.40] mapped 3866 sequences
[M::worker_pipeline::4701.791*21.83] mapped 3755 sequences
[M::worker_pipeline::4772.511*21.89] mapped 3952 sequences
[M::worker_pipeline::4906.767*21.71] mapped 3913 sequences
[M::worker_pipeline::4996.927*21.68] mapped 3801 sequences
[M::worker_pipeline::5124.136*21.56] mapped 3731 sequences
