[M::mm_idx_gen::47.205*1.29] collected minimizers
[M::mm_idx_gen::50.791*2.68] sorted minimizers
[M::main::50.791*2.68] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::52.147*2.63] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::52.795*2.61] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::133.653*16.88] mapped 4100 sequences
[M::worker_pipeline::211.451*20.95] mapped 3993 sequences
[M::worker_pipeline::272.389*22.13] mapped 4089 sequences
[M::worker_pipeline::358.995*21.48] mapped 4086 sequences
[M::worker_pipeline::403.389*22.85] mapped 4224 sequences
[M::worker_pipeline::484.556*22.44] mapped 4022 sequences
[M::worker_pipeline::532.921*23.45] mapped 4305 sequences
[M::worker_pipeline::619.092*22.92] mapped 4349 sequences
[M::worker_pipeline::676.111*23.64] mapped 4162 sequences
[M::worker_pipeline::753.395*23.45] mapped 4286 sequences
[M::worker_pipeline::816.681*23.79] mapped 4181 sequences
[M::worker_pipeline::931.661*22.68] mapped 4113 sequences
[M::worker_pipeline::995.659*22.89] mapped 4252 sequences
[M::worker_pipeline::1060.678*23.21] mapped 4324 sequences
[M::worker_pipeline::1148.863*22.92] mapped 4114 sequences
[M::worker_pipeline::1229.857*22.63] mapped 4323 sequences
[M::worker_pipeline::1293.245*22.99] mapped 4214 sequences
[M::worker_pipeline::1356.309*23.09] mapped 4179 sequences
[M::worker_pipeline::1410.951*23.42] mapped 4289 sequences
[M::worker_pipeline::1540.153*23.47] mapped 4358 sequences
[M::worker_pipeline::1577.959*23.10] mapped 4075 sequences
[M::worker_pipeline::1645.520*23.16] mapped 4308 sequences
[M::worker_pipeline::1692.117*23.35] mapped 4326 sequences
[M::worker_pipeline::1746.349*23.60] mapped 4138 sequences
[M::worker_pipeline::1811.820*23.68] mapped 4099 sequences
[M::worker_pipeline::1869.758*23.87] mapped 4395 sequences
[M::worker_pipeline::1926.294*24.05] mapped 4546 sequences
[M::worker_pipeline::1994.432*24.12] mapped 4380 sequences
[M::worker_pipeline::2056.806*24.23] mapped 4093 sequences
[M::worker_pipeline::2125.861*24.24] mapped 4034 sequences
