[M::mm_idx_gen::34.613*1.45] collected minimizers
[M::mm_idx_gen::37.400*2.70] sorted minimizers
[M::main::37.400*2.70] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::41.430*2.53] mid_occ = 177
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 25
[M::mm_idx_stat::44.198*2.44] distinct minimizers: 215125355 (92.06% are singletons); average occurrences: 1.455; average spacing: 9.958; total length: 3117292070
[M::worker_pipeline::66.852*10.59] mapped 31335 sequences
[M::worker_pipeline::77.461*12.98] mapped 21890 sequences
[M::worker_pipeline::90.098*15.62] mapped 16938 sequences
[M::worker_pipeline::103.286*17.51] mapped 5335 sequences
[M::worker_pipeline::115.158*18.59] mapped 4217 sequences
[M::worker_pipeline::129.985*19.54] mapped 4162 sequences
[M::worker_pipeline::150.023*19.39] mapped 4300 sequences
[M::worker_pipeline::161.278*19.70] mapped 4232 sequences
[M::worker_pipeline::173.730*20.59] mapped 8284 sequences
[M::worker_pipeline::190.825*20.79] mapped 5694 sequences
[M::worker_pipeline::205.110*21.24] mapped 9225 sequences
[M::worker_pipeline::218.077*21.88] mapped 4886 sequences
[M::worker_pipeline::228.314*22.10] mapped 7836 sequences
[M::worker_pipeline::238.346*22.55] mapped 34466 sequences
[M::worker_pipeline::250.455*23.12] mapped 12363 sequences
[M::worker_pipeline::262.846*23.37] mapped 4434 sequences
[M::worker_pipeline::278.517*23.67] mapped 8459 sequences
[M::worker_pipeline::290.944*24.16] mapped 6510 sequences
[M::worker_pipeline::306.275*24.46] mapped 5999 sequences
[M::worker_pipeline::318.440*24.71] mapped 8046 sequences
[M::worker_pipeline::338.389*24.40] mapped 4237 sequences
[M::worker_pipeline::348.556*24.30] mapped 7418 sequences
[M::worker_pipeline::364.839*24.68] mapped 8807 sequences
[M::worker_pipeline::370.622*24.43] mapped 32351 sequences
[M::worker_pipeline::405.462*24.36] mapped 6812 sequences
[M::worker_pipeline::424.478*24.41] mapped 4403 sequences
[M::worker_pipeline::439.103*24.68] mapped 4366 sequences
[M::worker_pipeline::466.947*24.24] mapped 4339 sequences
[M::worker_pipeline::480.071*24.32] mapped 4277 sequences
[M::worker_pipeline::496.024*24.49] mapped 4610 sequences
[M::worker_pipeline::509.680*24.66] mapped 4298 sequences
[M::worker_pipeline::523.808*24.87] mapped 9352 sequences
[M::worker_pipeline::538.302*24.86] mapped 18004 sequences
[M::worker_pipeline::560.183*24.69] mapped 4355 sequences
[M::worker_pipeline::578.713*24.63] mapped 8026 sequences
[M::worker_pipeline::587.489*24.60] mapped 29921 sequences
[M::worker_pipeline::615.354*24.48] mapped 4438 sequences
[M::worker_pipeline::636.144*24.44] mapped 4467 sequences
[M::worker_pipeline::649.850*24.60] mapped 4923 sequences
[M::worker_pipeline::660.494*24.63] mapped 13003 sequences
[M::worker_pipeline::677.486*24.75] mapped 4372 sequences
[M::worker_pipeline::692.035*24.90] mapped 4774 sequences
[M::worker_pipeline::743.788*23.78] mapped 4227 sequences
[M::worker_pipeline::753.603*23.81] mapped 12761 sequences
[M::worker_pipeline::796.439*23.19] mapped 23729 sequences
[M::worker_pipeline::811.385*23.38] mapped 5824 sequences
[M::worker_pipeline::826.214*23.54] mapped 4386 sequences
[M::worker_pipeline::838.278*23.70] mapped 9858 sequences
[M::worker_pipeline::850.995*23.81] mapped 5799 sequences
[M::worker_pipeline::866.177*23.89] mapped 4552 sequences
[M::worker_pipeline::882.841*23.92] mapped 4304 sequences
[M::worker_pipeline::895.734*24.04] mapped 8465 sequences
[M::worker_pipeline::909.212*24.16] mapped 6213 sequences
[M::worker_pipeline::922.203*24.26] mapped 6652 sequences
[M::worker_pipeline::943.776*24.25] mapped 8146 sequences
[M::worker_pipeline::956.901*24.31] mapped 4341 sequences
[M::worker_pipeline::991.463*23.96] mapped 4297 sequences
[M::worker_pipeline::1007.515*24.10] mapped 4340 sequences
[M::worker_pipeline::1018.642*24.18] mapped 13523 sequences
[M::worker_pipeline::1031.416*24.28] mapped 29725 sequences
[M::worker_pipeline::1052.303*24.33] mapped 8031 sequences
[M::worker_pipeline::1068.193*24.34] mapped 5206 sequences
[M::worker_pipeline::1083.429*24.39] mapped 13265 sequences
[M::worker_pipeline::1097.752*24.39] mapped 16408 sequences
[M::worker_pipeline::1113.508*24.45] mapped 3993 sequences
[M::worker_pipeline::1127.812*24.53] mapped 4216 sequences
[M::worker_pipeline::1138.875*24.60] mapped 18990 sequences
[M::worker_pipeline::1154.062*24.69] mapped 18817 sequences
[M::worker_pipeline::1168.076*24.77] mapped 4389 sequences
[M::worker_pipeline::1185.957*24.84] mapped 4160 sequences
[M::worker_pipeline::1200.530*24.91] mapped 4199 sequences
[M::worker_pipeline::1219.605*24.92] mapped 4246 sequences
[M::worker_pipeline::1240.984*24.90] mapped 4234 sequences
[M::worker_pipeline::1259.591*24.93] mapped 4216 sequences
[M::worker_pipeline::1278.527*24.94] mapped 4258 sequences
[M::worker_pipeline::1299.155*24.88] mapped 4499 sequences
[M::worker_pipeline::1315.701*24.94] mapped 4193 sequences
[M::worker_pipeline::1325.507*24.98] mapped 28311 sequences
