[M::mm_idx_gen::77.782*1.46] collected minimizers
[M::mm_idx_gen::79.303*1.75] sorted minimizers
[M::main::79.304*1.75] loaded/built the index for 631 target sequence(s)
[M::mm_mapopt_update::80.573*1.73] mid_occ = 239
[M::mm_idx_stat] kmer size: 25; skip: 51; is_hpc: 0; #seq: 631
[M::mm_idx_stat::81.065*1.73] distinct minimizers: 95956694 (5.79% are singletons); average occurrences: 2.463; average spacing: 25.835; total length: 6106382387
[M::worker_pipeline::127.362*10.29] mapped 7998 sequences
[M::worker_pipeline::144.345*12.99] mapped 6038 sequences
[M::worker_pipeline::157.787*14.91] mapped 5306 sequences
[M::worker_pipeline::176.876*16.24] mapped 5211 sequences
[M::worker_pipeline::197.276*17.57] mapped 5140 sequences
[M::worker_pipeline::219.658*18.05] mapped 5031 sequences
[M::worker_pipeline::280.063*17.12] mapped 4978 sequences
[M::worker_pipeline::300.260*17.81] mapped 5047 sequences
[M::worker_pipeline::315.695*18.52] mapped 5056 sequences
[M::worker_pipeline::329.729*19.21] mapped 5617 sequences
[M::worker_pipeline::351.104*19.69] mapped 5826 sequences
[M::worker_pipeline::369.996*20.01] mapped 5757 sequences
[M::worker_pipeline::390.234*20.62] mapped 6205 sequences
[M::worker_pipeline::412.578*21.49] mapped 6787 sequences
[M::worker_pipeline::429.463*21.73] mapped 5051 sequences
[M::worker_pipeline::440.906*22.05] mapped 4911 sequences
[M::worker_pipeline::457.166*22.43] mapped 4729 sequences
[M::worker_pipeline::475.567*22.63] mapped 4718 sequences
[M::worker_pipeline::493.062*22.67] mapped 4705 sequences
[M::worker_pipeline::506.197*22.94] mapped 4592 sequences
[M::worker_pipeline::525.474*22.99] mapped 4672 sequences
[M::worker_pipeline::540.689*23.23] mapped 4717 sequences
[M::worker_pipeline::593.841*22.31] mapped 5044 sequences
[M::worker_pipeline::598.058*22.17] mapped 5305 sequences
[M::worker_pipeline::622.015*22.47] mapped 5542 sequences
[M::worker_pipeline::640.109*22.81] mapped 5858 sequences
[M::worker_pipeline::659.850*23.08] mapped 5958 sequences
[M::worker_pipeline::685.926*23.49] mapped 7432 sequences
[M::worker_pipeline::701.786*23.68] mapped 5543 sequences
[M::worker_pipeline::719.607*23.72] mapped 4997 sequences
[M::worker_pipeline::733.938*23.87] mapped 4927 sequences
[M::worker_pipeline::749.888*24.04] mapped 4745 sequences
[M::worker_pipeline::775.483*23.88] mapped 4668 sequences
[M::worker_pipeline::796.031*23.91] mapped 4566 sequences
