[M::mm_idx_gen::70.737*1.59] collected minimizers
[M::mm_idx_gen::74.918*2.78] sorted minimizers
[M::main::74.918*2.78] loaded/built the index for 631 target sequence(s)
[M::mm_mapopt_update::77.975*2.71] mid_occ = 336
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 631
[M::mm_idx_stat::80.529*2.66] distinct minimizers: 218160125 (3.68% are singletons); average occurrences: 2.809; average spacing: 9.963; total length: 6106382387
[M::worker_pipeline::97.750*8.18] mapped 31335 sequences
[M::worker_pipeline::112.936*11.51] mapped 21890 sequences
[M::worker_pipeline::131.129*13.22] mapped 16938 sequences
[M::worker_pipeline::147.800*15.30] mapped 5335 sequences
[M::worker_pipeline::166.777*16.16] mapped 4217 sequences
[M::worker_pipeline::190.931*16.76] mapped 4162 sequences
[M::worker_pipeline::218.128*17.19] mapped 4300 sequences
[M::worker_pipeline::231.841*18.04] mapped 4232 sequences
[M::worker_pipeline::248.775*18.95] mapped 8284 sequences
[M::worker_pipeline::270.852*18.99] mapped 5694 sequences
[M::worker_pipeline::287.596*19.31] mapped 9225 sequences
[M::worker_pipeline::307.530*20.19] mapped 4886 sequences
[M::worker_pipeline::341.588*20.11] mapped 7836 sequences
[M::worker_pipeline::354.408*20.61] mapped 34466 sequences
[M::worker_pipeline::371.426*21.05] mapped 12363 sequences
[M::worker_pipeline::393.952*21.01] mapped 4434 sequences
[M::worker_pipeline::414.721*21.26] mapped 8459 sequences
[M::worker_pipeline::432.131*21.80] mapped 6510 sequences
[M::worker_pipeline::456.119*21.71] mapped 5999 sequences
[M::worker_pipeline::472.190*21.91] mapped 8046 sequences
[M::worker_pipeline::485.499*22.17] mapped 4237 sequences
[M::worker_pipeline::498.819*22.42] mapped 7418 sequences
[M::worker_pipeline::509.924*22.68] mapped 8807 sequences
[M::worker_pipeline::522.480*23.03] mapped 32351 sequences
[M::worker_pipeline::547.052*23.00] mapped 6812 sequences
[M::worker_pipeline::562.517*23.07] mapped 4403 sequences
[M::worker_pipeline::589.446*22.91] mapped 4366 sequences
[M::worker_pipeline::629.034*22.20] mapped 4339 sequences
[M::worker_pipeline::645.136*22.28] mapped 4277 sequences
[M::worker_pipeline::666.688*22.29] mapped 4610 sequences
[M::worker_pipeline::680.734*22.40] mapped 4298 sequences
[M::worker_pipeline::695.278*22.57] mapped 9352 sequences
[M::worker_pipeline::718.187*22.43] mapped 18004 sequences
[M::worker_pipeline::768.243*21.76] mapped 4355 sequences
[M::worker_pipeline::788.161*21.81] mapped 8026 sequences
[M::worker_pipeline::799.005*21.99] mapped 29921 sequences
[M::worker_pipeline::822.226*22.05] mapped 4438 sequences
[M::worker_pipeline::864.253*21.57] mapped 4467 sequences
[M::worker_pipeline::885.749*21.64] mapped 4923 sequences
[M::worker_pipeline::900.922*21.69] mapped 13003 sequences
[M::worker_pipeline::929.579*21.68] mapped 4372 sequences
[M::worker_pipeline::946.591*21.83] mapped 4774 sequences
[M::worker_pipeline::1042.314*20.48] mapped 4227 sequences
[M::worker_pipeline::1061.831*20.54] mapped 12761 sequences
[M::worker_pipeline::1142.829*19.54] mapped 23729 sequences
[M::worker_pipeline::1157.582*19.71] mapped 5824 sequences
[M::worker_pipeline::1169.349*19.83] mapped 4386 sequences
[M::worker_pipeline::1184.174*20.01] mapped 9858 sequences
[M::worker_pipeline::1202.846*20.13] mapped 5799 sequences
[M::worker_pipeline::1228.505*20.15] mapped 4552 sequences
[M::worker_pipeline::1244.724*20.25] mapped 4304 sequences
[M::worker_pipeline::1257.836*20.38] mapped 8465 sequences
[M::worker_pipeline::1272.737*20.52] mapped 6213 sequences
[M::worker_pipeline::1285.003*20.62] mapped 6652 sequences
[M::worker_pipeline::1299.865*20.71] mapped 8146 sequences
[M::worker_pipeline::1328.238*20.67] mapped 4341 sequences
[M::worker_pipeline::1391.738*20.12] mapped 4297 sequences
[M::worker_pipeline::1417.181*20.16] mapped 4340 sequences
