[M::mm_idx_gen::39.145*1.58] collected minimizers
[M::mm_idx_gen::41.851*2.61] sorted minimizers
[M::main::41.852*2.61] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::43.244*2.56] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::43.893*2.54] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::72.933*18.98] mapped 37686 sequences
[M::worker_pipeline::92.896*26.37] mapped 37332 sequences
[M::worker_pipeline::124.531*27.80] mapped 37272 sequences
[M::worker_pipeline::143.927*31.51] mapped 37365 sequences
[M::worker_pipeline::167.469*34.83] mapped 37531 sequences
[M::worker_pipeline::189.581*36.88] mapped 37846 sequences
[M::worker_pipeline::210.260*38.59] mapped 37554 sequences
[M::worker_pipeline::231.065*39.93] mapped 37444 sequences
[M::worker_pipeline::251.133*40.75] mapped 37683 sequences
[M::worker_pipeline::282.513*40.40] mapped 37485 sequences
[M::worker_pipeline::302.179*41.25] mapped 37482 sequences
[M::worker_pipeline::323.035*41.84] mapped 37642 sequences
[M::worker_pipeline::343.303*42.58] mapped 37438 sequences
[M::worker_pipeline::367.673*42.70] mapped 37189 sequences
[M::worker_pipeline::390.289*43.06] mapped 37649 sequences
[M::worker_pipeline::414.109*43.02] mapped 37504 sequences
[M::worker_pipeline::432.907*43.60] mapped 37324 sequences
[M::worker_pipeline::452.349*43.99] mapped 37609 sequences
[M::worker_pipeline::470.854*44.41] mapped 37525 sequences
[M::worker_pipeline::494.476*44.44] mapped 37416 sequences
[M::worker_pipeline::514.237*44.87] mapped 40850 sequences
[M::worker_pipeline::604.781*41.23] mapped 41135 sequences
[M::worker_pipeline::607.899*41.03] mapped 40914 sequences
[M::worker_pipeline::631.269*41.46] mapped 40956 sequences
[M::worker_pipeline::651.732*41.97] mapped 41013 sequences
[M::worker_pipeline::672.320*42.28] mapped 40709 sequences
[M::worker_pipeline::689.750*42.66] mapped 41028 sequences
[M::worker_pipeline::707.955*42.97] mapped 41026 sequences
[M::worker_pipeline::731.530*43.07] mapped 41219 sequences
[M::worker_pipeline::749.167*43.38] mapped 40881 sequences
[M::worker_pipeline::767.999*43.65] mapped 40830 sequences
[M::worker_pipeline::787.242*43.87] mapped 41000 sequences
[M::worker_pipeline::807.631*44.16] mapped 40959 sequences
[M::worker_pipeline::828.658*44.32] mapped 40675 sequences
[M::worker_pipeline::847.515*44.57] mapped 40851 sequences
[M::worker_pipeline::866.193*44.78] mapped 41030 sequences
[M::worker_pipeline::885.506*44.96] mapped 40833 sequences
[M::worker_pipeline::904.308*45.10] mapped 40897 sequences
[M::worker_pipeline::926.351*45.24] mapped 40638 sequences
[M::worker_pipeline::945.827*45.42] mapped 40832 sequences
[M::worker_pipeline::964.037*45.57] mapped 41135 sequences
[M::worker_pipeline::1015.875*44.81] mapped 40982 sequences
[M::worker_pipeline::1127.781*42.02] mapped 32031 sequences
[M::worker_pipeline::1131.285*41.90] mapped 27710 sequences
[M::worker_pipeline::1170.870*41.65] mapped 22247 sequences
[M::worker_pipeline::1203.630*41.52] mapped 21179 sequences
[M::worker_pipeline::1233.788*41.64] mapped 20687 sequences
[M::worker_pipeline::1264.355*41.65] mapped 20513 sequences
[M::worker_pipeline::1306.474*41.29] mapped 20329 sequences
[M::worker_pipeline::1340.329*41.32] mapped 20288 sequences
[M::worker_pipeline::1393.074*40.73] mapped 20484 sequences
[M::worker_pipeline::1436.180*40.54] mapped 21444 sequences
[M::worker_pipeline::1466.439*40.58] mapped 22298 sequences
[M::worker_pipeline::1498.172*40.54] mapped 23168 sequences
[M::worker_pipeline::1553.283*40.11] mapped 23491 sequences
[M::worker_pipeline::1612.256*39.98] mapped 35796 sequences
[M::worker_pipeline::1650.413*39.86] mapped 33168 sequences
[M::worker_pipeline::1690.958*39.68] mapped 28560 sequences
[M::worker_pipeline::1730.714*39.65] mapped 23048 sequences
[M::worker_pipeline::1779.276*39.43] mapped 21284 sequences
[M::worker_pipeline::1819.924*39.38] mapped 20530 sequences
[M::worker_pipeline::1874.406*39.13] mapped 20209 sequences
[M::worker_pipeline::1906.112*39.10] mapped 19940 sequences
[M::worker_pipeline::1983.090*38.93] mapped 20029 sequences
[M::worker_pipeline::2026.845*38.29] mapped 20224 sequences
[M::worker_pipeline::2094.597*37.72] mapped 21272 sequences
[M::worker_pipeline::2164.406*37.12] mapped 21812 sequences
[M::worker_pipeline::2211.019*36.90] mapped 22802 sequences
[M::worker_pipeline::2246.078*36.83] mapped 23139 sequences
[M::worker_pipeline::2292.009*36.80] mapped 31817 sequences
[M::worker_pipeline::2331.017*36.80] mapped 34770 sequences
[M::worker_pipeline::2369.017*36.76] mapped 29594 sequences
[M::worker_pipeline::2407.305*36.78] mapped 24877 sequences
[M::worker_pipeline::2478.258*36.40] mapped 21431 sequences
[M::worker_pipeline::2529.593*36.24] mapped 20903 sequences
[M::worker_pipeline::2607.937*35.74] mapped 20649 sequences
[M::worker_pipeline::2641.252*35.83] mapped 20285 sequences
[M::worker_pipeline::2694.840*35.70] mapped 20377 sequences
[M::worker_pipeline::2759.553*35.53] mapped 20705 sequences
[M::worker_pipeline::2811.996*35.32] mapped 21106 sequences
[M::worker_pipeline::2867.043*35.18] mapped 21897 sequences
[M::worker_pipeline::2925.813*34.85] mapped 22831 sequences
[M::worker_pipeline::2962.065*34.85] mapped 22931 sequences
[M::worker_pipeline::3006.906*34.88] mapped 28241 sequences
[M::worker_pipeline::3043.825*34.93] mapped 37600 sequences
[M::worker_pipeline::3132.594*34.62] mapped 30623 sequences
[M::worker_pipeline::3138.193*34.57] mapped 25984 sequences
[M::worker_pipeline::3188.315*34.53] mapped 21712 sequences
[M::worker_pipeline::3220.659*34.59] mapped 21289 sequences
[M::worker_pipeline::3293.992*34.25] mapped 20977 sequences
