[M::mm_idx_gen::41.737*1.60] collected minimizers
[M::mm_idx_gen::45.480*3.10] sorted minimizers
[M::main::45.480*3.10] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::46.837*3.04] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::47.498*3.01] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::164.469*35.50] mapped 4956 sequences
[M::worker_pipeline::182.098*36.65] mapped 4909 sequences
[M::worker_pipeline::190.817*37.57] mapped 4868 sequences
[M::worker_pipeline::198.881*38.35] mapped 4921 sequences
[M::worker_pipeline::208.287*38.91] mapped 4862 sequences
[M::worker_pipeline::217.020*39.60] mapped 4912 sequences
[M::worker_pipeline::226.687*40.40] mapped 4927 sequences
[M::worker_pipeline::238.663*40.92] mapped 4882 sequences
[M::worker_pipeline::246.819*41.45] mapped 4853 sequences
[M::worker_pipeline::259.649*42.27] mapped 4847 sequences
[M::worker_pipeline::268.995*42.81] mapped 4864 sequences
[M::worker_pipeline::281.263*43.49] mapped 4904 sequences
[M::worker_pipeline::294.891*43.90] mapped 4878 sequences
[M::worker_pipeline::306.398*44.42] mapped 4910 sequences
[M::worker_pipeline::320.732*44.92] mapped 4889 sequences
[M::worker_pipeline::330.108*45.27] mapped 4867 sequences
[M::worker_pipeline::340.593*45.67] mapped 4893 sequences
[M::worker_pipeline::407.850*47.57] mapped 4927 sequences
[M::worker_pipeline::801.729*51.84] mapped 4938 sequences
[M::worker_pipeline::911.933*52.67] mapped 5205 sequences
[M::worker_pipeline::958.364*51.85] mapped 5002 sequences
[M::worker_pipeline::982.598*51.96] mapped 4861 sequences
[M::worker_pipeline::990.800*52.01] mapped 4921 sequences
[M::worker_pipeline::1000.982*52.07] mapped 4914 sequences
[M::worker_pipeline::1013.952*52.13] mapped 4878 sequences
[M::worker_pipeline::1025.011*52.19] mapped 4861 sequences
[M::worker_pipeline::1035.801*52.25] mapped 4874 sequences
[M::worker_pipeline::1045.371*52.30] mapped 4878 sequences
[M::worker_pipeline::1057.514*52.36] mapped 4907 sequences
[M::worker_pipeline::1065.215*52.41] mapped 4855 sequences
[M::worker_pipeline::1076.374*52.47] mapped 4911 sequences
[M::worker_pipeline::1088.384*52.53] mapped 4894 sequences
[M::worker_pipeline::1100.436*52.59] mapped 4887 sequences
[M::worker_pipeline::1146.321*52.15] mapped 4969 sequences
[M::worker_pipeline::1155.905*52.19] mapped 4943 sequences
[M::worker_pipeline::1165.500*52.22] mapped 4889 sequences
[M::worker_pipeline::1181.086*52.30] mapped 5023 sequences
[M::worker_pipeline::1191.087*52.35] mapped 4945 sequences
[M::worker_pipeline::1201.035*52.40] mapped 4896 sequences
[M::worker_pipeline::1208.587*52.42] mapped 4899 sequences
[M::worker_pipeline::1263.491*50.91] mapped 4932 sequences
