[M::mm_idx_gen::39.150*1.55] collected minimizers
[M::mm_idx_gen::42.580*3.02] sorted minimizers
[M::main::42.580*3.02] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::43.947*2.96] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::44.621*2.93] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::128.419*29.40] mapped 4134 sequences
[M::worker_pipeline::139.100*31.44] mapped 4071 sequences
[M::worker_pipeline::147.146*32.86] mapped 4079 sequences
[M::worker_pipeline::155.698*34.19] mapped 4110 sequences
[M::worker_pipeline::165.177*35.52] mapped 4128 sequences
[M::worker_pipeline::173.494*36.55] mapped 4055 sequences
[M::worker_pipeline::183.903*37.76] mapped 4051 sequences
[M::worker_pipeline::195.724*38.86] mapped 4045 sequences
[M::worker_pipeline::204.674*39.70] mapped 4084 sequences
[M::worker_pipeline::216.289*40.69] mapped 4035 sequences
[M::worker_pipeline::228.742*41.62] mapped 4023 sequences
[M::worker_pipeline::237.960*42.20] mapped 4052 sequences
[M::worker_pipeline::288.704*44.77] mapped 4052 sequences
[M::worker_pipeline::570.397*51.81] mapped 4157 sequences
[M::worker_pipeline::638.885*52.11] mapped 4104 sequences
[M::worker_pipeline::657.935*52.27] mapped 4047 sequences
[M::worker_pipeline::667.558*52.34] mapped 4092 sequences
[M::worker_pipeline::678.225*52.42] mapped 4024 sequences
[M::worker_pipeline::687.658*52.48] mapped 4051 sequences
[M::worker_pipeline::697.999*52.55] mapped 4033 sequences
[M::worker_pipeline::736.872*51.07] mapped 4046 sequences
[M::worker_pipeline::739.065*50.93] mapped 4079 sequences
[M::worker_pipeline::752.127*50.98] mapped 4062 sequences
[M::worker_pipeline::798.336*50.00] mapped 4089 sequences
[M::worker_pipeline::808.077*50.10] mapped 4098 sequences
[M::worker_pipeline::818.498*50.20] mapped 4084 sequences
[M::worker_pipeline::827.778*50.29] mapped 4145 sequences
[M::worker_pipeline::837.349*50.38] mapped 4101 sequences
[M::worker_pipeline::845.359*50.45] mapped 4078 sequences
[M::worker_pipeline::855.677*50.55] mapped 4076 sequences
[M::worker_pipeline::864.407*50.61] mapped 4030 sequences
[M::worker_pipeline::873.265*50.68] mapped 4046 sequences
[M::worker_pipeline::883.885*50.74] mapped 4052 sequences
[M::worker_pipeline::893.358*50.80] mapped 4058 sequences
[M::worker_pipeline::903.467*50.88] mapped 4060 sequences
[M::worker_pipeline::1047.278*50.99] mapped 4071 sequences
[M::worker_pipeline::1079.468*51.03] mapped 4038 sequences
[M::worker_pipeline::1087.235*51.08] mapped 4139 sequences
[M::worker_pipeline::1096.558*51.14] mapped 4035 sequences
[M::worker_pipeline::1106.057*51.20] mapped 4075 sequences
[M::worker_pipeline::1117.113*51.27] mapped 4060 sequences
[M::worker_pipeline::1125.447*51.32] mapped 4026 sequences
[M::worker_pipeline::1169.154*50.25] mapped 4046 sequences
[M::worker_pipeline::1171.396*50.16] mapped 4035 sequences
[M::worker_pipeline::1184.270*50.19] mapped 4110 sequences
[M::worker_pipeline::1193.315*50.25] mapped 4044 sequences
[M::worker_pipeline::1203.929*50.32] mapped 4055 sequences
[M::worker_pipeline::1213.531*50.38] mapped 4009 sequences
[M::worker_pipeline::1223.540*50.45] mapped 4093 sequences
[M::worker_pipeline::1232.725*50.51] mapped 4061 sequences
[M::worker_pipeline::1241.194*50.56] mapped 4095 sequences
[M::worker_pipeline::1250.540*50.62] mapped 4094 sequences
[M::worker_pipeline::1260.583*50.67] mapped 4066 sequences
[M::worker_pipeline::1268.927*50.72] mapped 4087 sequences
[M::worker_pipeline::1279.155*50.78] mapped 4059 sequences
[M::worker_pipeline::1288.562*50.82] mapped 4062 sequences
[M::worker_pipeline::1299.010*50.88] mapped 4029 sequences
[M::worker_pipeline::1307.996*50.93] mapped 4058 sequences
[M::worker_pipeline::1316.504*50.98] mapped 4097 sequences
[M::worker_pipeline::1324.676*51.02] mapped 4095 sequences
[M::worker_pipeline::1334.956*51.07] mapped 4062 sequences
[M::worker_pipeline::1344.592*51.12] mapped 4038 sequences
[M::worker_pipeline::1905.917*53.05] mapped 4095 sequences
[M::worker_pipeline::1912.809*53.06] mapped 4016 sequences
[M::worker_pipeline::1951.881*52.52] mapped 4051 sequences
[M::worker_pipeline::1954.182*52.46] mapped 4092 sequences
[M::worker_pipeline::1968.367*52.48] mapped 4082 sequences
[M::worker_pipeline::1979.692*52.52] mapped 4064 sequences
[M::worker_pipeline::1991.280*52.54] mapped 4044 sequences
[M::worker_pipeline::2002.402*52.57] mapped 4091 sequences
[M::worker_pipeline::2014.024*52.61] mapped 4069 sequences
[M::worker_pipeline::2024.487*52.63] mapped 4048 sequences
[M::worker_pipeline::2035.858*52.67] mapped 4078 sequences
[M::worker_pipeline::2046.608*52.68] mapped 4008 sequences
[M::worker_pipeline::2074.638*52.71] mapped 4087 sequences
[M::worker_pipeline::2097.373*52.67] mapped 4055 sequences
[M::worker_pipeline::2105.984*52.69] mapped 4089 sequences
[M::worker_pipeline::2115.288*52.71] mapped 4021 sequences
[M::worker_pipeline::2125.097*52.73] mapped 4061 sequences
[M::worker_pipeline::2135.899*52.76] mapped 4061 sequences
[M::worker_pipeline::2355.491*53.19] mapped 4112 sequences
[M::worker_pipeline::2362.578*53.19] mapped 4027 sequences
[M::worker_pipeline::2373.622*53.22] mapped 4066 sequences
[M::worker_pipeline::2384.136*53.23] mapped 4093 sequences
[M::worker_pipeline::2394.276*53.25] mapped 4068 sequences
[M::worker_pipeline::2405.006*53.27] mapped 4035 sequences
[M::worker_pipeline::2415.638*53.29] mapped 4029 sequences
[M::worker_pipeline::2452.104*52.90] mapped 4024 sequences
[M::worker_pipeline::2454.780*52.84] mapped 4035 sequences
[M::worker_pipeline::2470.954*52.86] mapped 4018 sequences
[M::worker_pipeline::2480.381*52.88] mapped 4054 sequences
[M::worker_pipeline::2490.407*52.90] mapped 4086 sequences
[M::worker_pipeline::2499.853*52.92] mapped 4053 sequences
[M::worker_pipeline::2511.851*52.93] mapped 4075 sequences
[M::worker_pipeline::2522.335*52.95] mapped 4056 sequences
[M::worker_pipeline::2531.377*52.97] mapped 4074 sequences
[M::worker_pipeline::2550.269*53.01] mapped 4069 sequences
[M::worker_pipeline::2560.397*53.03] mapped 4064 sequences
[M::worker_pipeline::2575.897*53.04] mapped 4081 sequences
[M::worker_pipeline::2585.625*53.06] mapped 4031 sequences
[M::worker_pipeline::2596.551*53.08] mapped 4087 sequences
[M::worker_pipeline::2683.077*52.75] mapped 4071 sequences
[M::worker_pipeline::2877.267*52.22] mapped 4058 sequences
[M::worker_pipeline::2883.080*52.22] mapped 4073 sequences
[M::worker_pipeline::2894.455*52.25] mapped 4097 sequences
[M::worker_pipeline::2904.091*52.27] mapped 4039 sequences
[M::worker_pipeline::2913.862*52.28] mapped 4064 sequences
[M::worker_pipeline::2925.305*52.31] mapped 4000 sequences
[M::worker_pipeline::2935.974*52.33] mapped 4074 sequences
[M::worker_pipeline::2975.943*52.01] mapped 4093 sequences
[M::worker_pipeline::2978.468*51.97] mapped 4002 sequences
[M::worker_pipeline::2992.216*51.98] mapped 4056 sequences
[M::worker_pipeline::3001.749*52.00] mapped 4100 sequences
[M::worker_pipeline::3011.540*52.02] mapped 4082 sequences
[M::worker_pipeline::3021.519*52.04] mapped 4095 sequences
[M::worker_pipeline::3030.557*52.06] mapped 4067 sequences
[M::worker_pipeline::3041.292*52.08] mapped 4112 sequences
[M::worker_pipeline::3050.460*52.10] mapped 4056 sequences
[M::worker_pipeline::3060.305*52.12] mapped 4066 sequences
[M::worker_pipeline::3069.556*52.13] mapped 4041 sequences
[M::worker_pipeline::3078.711*52.14] mapped 4061 sequences
[M::worker_pipeline::3086.804*52.16] mapped 4066 sequences
[M::worker_pipeline::3096.861*52.18] mapped 4114 sequences
[M::worker_pipeline::3290.719*52.43] mapped 4047 sequences
[M::worker_pipeline::3297.474*52.44] mapped 4062 sequences
[M::worker_pipeline::3308.944*52.46] mapped 4086 sequences
[M::worker_pipeline::3320.584*52.48] mapped 4039 sequences
[M::worker_pipeline::3330.904*52.50] mapped 4098 sequences
[M::worker_pipeline::3340.488*52.51] mapped 4048 sequences
[M::worker_pipeline::3350.998*52.53] mapped 4054 sequences
[M::worker_pipeline::3362.178*52.55] mapped 4095 sequences
[M::worker_pipeline::3401.770*52.26] mapped 4037 sequences
[M::worker_pipeline::3404.296*52.22] mapped 4076 sequences
[M::worker_pipeline::3416.719*52.23] mapped 4067 sequences
[M::worker_pipeline::3433.328*52.23] mapped 4081 sequences
[M::worker_pipeline::3449.476*52.23] mapped 4092 sequences
[M::worker_pipeline::3459.829*52.24] mapped 4104 sequences
[M::worker_pipeline::3469.082*52.26] mapped 4046 sequences
[M::worker_pipeline::3478.807*52.28] mapped 4076 sequences
[M::worker_pipeline::3487.832*52.29] mapped 4049 sequences
[M::worker_pipeline::3497.020*52.31] mapped 4044 sequences
[M::worker_pipeline::3507.030*52.32] mapped 4066 sequences
[M::worker_pipeline::3613.048*52.34] mapped 4100 sequences
[M::worker_pipeline::3621.158*52.35] mapped 4083 sequences
[M::worker_pipeline::3629.825*52.36] mapped 4058 sequences
[M::worker_pipeline::3640.713*52.38] mapped 4051 sequences
[M::worker_pipeline::3652.826*52.39] mapped 4091 sequences
[M::worker_pipeline::3663.158*52.41] mapped 4059 sequences
[M::worker_pipeline::3672.752*52.43] mapped 4065 sequences
[M::worker_pipeline::3683.900*52.44] mapped 4040 sequences
[M::worker_pipeline::3693.122*52.46] mapped 4051 sequences
[M::worker_pipeline::3703.047*52.47] mapped 4061 sequences
[M::worker_pipeline::3712.540*52.48] mapped 4086 sequences
[M::worker_pipeline::3796.425*52.09] mapped 4074 sequences
[M::worker_pipeline::3826.283*51.95] mapped 4059 sequences
[M::worker_pipeline::3828.833*51.92] mapped 4071 sequences
[M::worker_pipeline::3892.001*52.03] mapped 4083 sequences
[M::worker_pipeline::3907.523*52.05] mapped 4031 sequences
[M::worker_pipeline::3920.594*52.07] mapped 4054 sequences
[M::worker_pipeline::3937.236*52.09] mapped 4115 sequences
[M::worker_pipeline::3948.348*52.11] mapped 4045 sequences
[M::worker_pipeline::3958.466*52.13] mapped 4107 sequences
[M::worker_pipeline::3967.472*52.14] mapped 4053 sequences
[M::worker_pipeline::3976.390*52.15] mapped 4058 sequences
