[M::mm_idx_gen::70.543*1.59] collected minimizers
[M::mm_idx_gen::72.491*2.50] sorted minimizers
[M::main::72.491*2.50] loaded/built the index for 1551 target sequence(s)
[M::mm_mapopt_update::75.580*2.44] mid_occ = 342
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 1551
[M::mm_idx_stat::77.877*2.39] distinct minimizers: 218116004 (3.66% are singletons); average occurrences: 2.841; average spacing: 9.968; total length: 6177272676
[M::worker_pipeline::106.536*8.79] mapped 18674 sequences
[M::worker_pipeline::129.343*11.06] mapped 12379 sequences
[M::worker_pipeline::140.808*11.59] mapped 9957 sequences
[M::worker_pipeline::160.905*14.05] mapped 11970 sequences
[M::worker_pipeline::186.333*14.51] mapped 11938 sequences
[M::worker_pipeline::204.644*16.15] mapped 8006 sequences
[M::worker_pipeline::226.752*18.00] mapped 11267 sequences
[M::worker_pipeline::249.846*19.46] mapped 11962 sequences
[M::worker_pipeline::282.421*19.85] mapped 12828 sequences
[M::worker_pipeline::298.261*20.07] mapped 12446 sequences
[M::worker_pipeline::326.315*21.43] mapped 11863 sequences
[M::worker_pipeline::345.127*21.58] mapped 12615 sequences
[M::worker_pipeline::378.092*22.67] mapped 12147 sequences
[M::worker_pipeline::399.384*22.74] mapped 9783 sequences
[M::worker_pipeline::433.414*22.99] mapped 8409 sequences
[M::worker_pipeline::444.956*22.79] mapped 19280 sequences
[M::worker_pipeline::460.388*23.07] mapped 12598 sequences
[M::worker_pipeline::474.543*23.29] mapped 9163 sequences
[M::worker_pipeline::497.864*23.27] mapped 8171 sequences
[M::worker_pipeline::521.785*22.83] mapped 7518 sequences
[M::worker_pipeline::533.328*22.99] mapped 9113 sequences
[M::worker_pipeline::553.295*22.98] mapped 8347 sequences
[M::worker_pipeline::565.656*22.99] mapped 11227 sequences
[M::worker_pipeline::587.833*23.26] mapped 10464 sequences
[M::worker_pipeline::621.358*22.82] mapped 8298 sequences
[M::worker_pipeline::637.294*22.92] mapped 8804 sequences
[M::worker_pipeline::649.368*23.00] mapped 7984 sequences
[M::worker_pipeline::665.929*23.03] mapped 8505 sequences
[M::worker_pipeline::682.721*23.05] mapped 10528 sequences
[M::worker_pipeline::698.564*23.20] mapped 8411 sequences
[M::worker_pipeline::710.801*23.19] mapped 14084 sequences
[M::worker_pipeline::725.387*23.40] mapped 7952 sequences
[M::worker_pipeline::751.953*23.30] mapped 8196 sequences
[M::worker_pipeline::763.840*23.33] mapped 7686 sequences
[M::worker_pipeline::777.019*23.48] mapped 9952 sequences
[M::worker_pipeline::795.763*23.57] mapped 9575 sequences
[M::worker_pipeline::810.784*23.70] mapped 7092 sequences
[M::worker_pipeline::833.615*23.54] mapped 9240 sequences
[M::worker_pipeline::848.209*23.65] mapped 7405 sequences
[M::worker_pipeline::869.241*23.66] mapped 7882 sequences
[M::worker_pipeline::883.907*23.78] mapped 11172 sequences
[M::worker_pipeline::899.081*23.90] mapped 7605 sequences
[M::worker_pipeline::913.942*23.95] mapped 7910 sequences
[M::worker_pipeline::929.877*24.08] mapped 9370 sequences
[M::worker_pipeline::940.195*24.11] mapped 8201 sequences
[M::worker_pipeline::957.009*24.10] mapped 9075 sequences
[M::worker_pipeline::971.217*24.27] mapped 8784 sequences
[M::worker_pipeline::991.239*24.29] mapped 7517 sequences
[M::worker_pipeline::1004.836*24.41] mapped 8840 sequences
[M::worker_pipeline::1018.487*24.48] mapped 9012 sequences
[M::worker_pipeline::1039.080*24.42] mapped 10523 sequences
[M::worker_pipeline::1054.951*24.47] mapped 7182 sequences
[M::worker_pipeline::1067.248*24.49] mapped 8751 sequences
[M::worker_pipeline::1093.715*24.43] mapped 7120 sequences
[M::worker_pipeline::1102.349*24.44] mapped 8151 sequences
[M::worker_pipeline::1119.726*24.56] mapped 11201 sequences
[M::worker_pipeline::1138.125*24.60] mapped 10007 sequences
[M::worker_pipeline::1150.393*24.59] mapped 8871 sequences
[M::worker_pipeline::1164.244*24.64] mapped 10088 sequences
[M::worker_pipeline::1183.861*24.71] mapped 9076 sequences
[M::worker_pipeline::1198.004*24.73] mapped 10743 sequences
[M::worker_pipeline::1229.587*24.52] mapped 9020 sequences
[M::worker_pipeline::1247.670*24.41] mapped 8777 sequences
[M::worker_pipeline::1268.027*24.44] mapped 7753 sequences
[M::worker_pipeline::1290.229*24.35] mapped 9247 sequences
[M::worker_pipeline::1303.162*24.34] mapped 9006 sequences
[M::worker_pipeline::1322.571*24.44] mapped 9223 sequences
[M::worker_pipeline::1341.763*24.48] mapped 9805 sequences
[M::worker_pipeline::1359.346*24.41] mapped 9517 sequences
[M::worker_pipeline::1377.563*24.45] mapped 6673 sequences
[M::worker_pipeline::1389.070*24.47] mapped 10770 sequences
[M::worker_pipeline::1415.018*24.46] mapped 9334 sequences
[M::worker_pipeline::1454.051*24.07] mapped 8991 sequences
[M::worker_pipeline::1480.695*23.86] mapped 8066 sequences
[M::worker_pipeline::1497.497*23.93] mapped 9496 sequences
[M::worker_pipeline::1510.180*23.95] mapped 8840 sequences
[M::worker_pipeline::1532.248*24.01] mapped 9051 sequences
[M::worker_pipeline::1545.221*24.00] mapped 8181 sequences
[M::worker_pipeline::1750.843*21.51] mapped 8198 sequences
[M::worker_pipeline::1759.771*21.42] mapped 9925 sequences
[M::worker_pipeline::1789.887*21.54] mapped 9090 sequences
[M::worker_pipeline::1803.592*21.58] mapped 9304 sequences
[M::worker_pipeline::1818.941*21.64] mapped 8956 sequences
[M::worker_pipeline::1834.230*21.70] mapped 10083 sequences
[M::worker_pipeline::1850.646*21.76] mapped 10109 sequences
[M::worker_pipeline::1864.999*21.82] mapped 10995 sequences
[M::worker_pipeline::1888.080*21.86] mapped 9940 sequences
[M::worker_pipeline::1901.636*21.88] mapped 9602 sequences
[M::worker_pipeline::1907.803*21.84] mapped 32490 sequences
[M::worker_pipeline::1924.057*21.96] mapped 32318 sequences
[M::worker_pipeline::1935.001*22.00] mapped 27585 sequences
[M::worker_pipeline::1947.680*22.03] mapped 17166 sequences
[M::worker_pipeline::1962.692*22.12] mapped 7231 sequences
[M::worker_pipeline::1969.813*22.09] mapped 28956 sequences
[M::worker_pipeline::1989.774*22.20] mapped 5168 sequences
[M::worker_pipeline::2005.414*22.21] mapped 19219 sequences
[M::worker_pipeline::2016.185*22.23] mapped 5294 sequences
[M::worker_pipeline::2043.578*22.18] mapped 5126 sequences
[M::worker_pipeline::2061.400*22.22] mapped 23189 sequences
[M::worker_pipeline::2071.702*22.19] mapped 15431 sequences
[M::worker_pipeline::2090.100*22.27] mapped 5193 sequences
[M::worker_pipeline::2104.618*22.35] mapped 5298 sequences
[M::worker_pipeline::2113.029*22.37] mapped 5125 sequences
[M::worker_pipeline::2123.657*22.43] mapped 19209 sequences
[M::worker_pipeline::2139.469*22.47] mapped 17156 sequences
[M::worker_pipeline::2148.907*22.52] mapped 26122 sequences
[M::worker_pipeline::2164.920*22.56] mapped 5406 sequences
[M::worker_pipeline::2181.344*22.58] mapped 5124 sequences
[M::worker_pipeline::2195.064*22.65] mapped 8950 sequences
[M::worker_pipeline::2208.044*22.68] mapped 13372 sequences
[M::worker_pipeline::2232.462*22.69] mapped 5399 sequences
[M::worker_pipeline::2242.492*22.66] mapped 5440 sequences
[M::worker_pipeline::2260.176*22.77] mapped 5215 sequences
[M::worker_pipeline::2272.313*22.78] mapped 5540 sequences
[M::worker_pipeline::2287.684*22.82] mapped 6565 sequences
[M::worker_pipeline::2297.296*22.85] mapped 29531 sequences
