[M::mm_idx_gen::37.758*1.46] collected minimizers
[M::mm_idx_gen::41.564*3.04] sorted minimizers
[M::main::41.564*3.04] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::42.806*2.98] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::43.448*2.95] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::73.146*18.23] mapped 18604 sequences
[M::worker_pipeline::90.678*25.23] mapped 18072 sequences
[M::worker_pipeline::111.457*30.52] mapped 17950 sequences
[M::worker_pipeline::135.089*31.74] mapped 18222 sequences
[M::worker_pipeline::152.442*34.19] mapped 18653 sequences
[M::worker_pipeline::176.341*34.90] mapped 18324 sequences
[M::worker_pipeline::203.055*36.34] mapped 17894 sequences
[M::worker_pipeline::232.605*35.95] mapped 17950 sequences
[M::worker_pipeline::247.710*36.73] mapped 18294 sequences
[M::worker_pipeline::274.840*38.58] mapped 18886 sequences
[M::worker_pipeline::297.462*38.71] mapped 18013 sequences
[M::worker_pipeline::318.148*39.11] mapped 17895 sequences
[M::worker_pipeline::336.990*39.74] mapped 18032 sequences
[M::worker_pipeline::369.259*39.19] mapped 18302 sequences
[M::worker_pipeline::390.242*39.60] mapped 18881 sequences
[M::worker_pipeline::406.227*40.09] mapped 17860 sequences
[M::worker_pipeline::428.878*40.24] mapped 17880 sequences
[M::worker_pipeline::449.879*40.78] mapped 18134 sequences
[M::worker_pipeline::480.774*40.10] mapped 18394 sequences
[M::worker_pipeline::512.043*40.49] mapped 18630 sequences
[M::worker_pipeline::530.223*40.87] mapped 17955 sequences
[M::worker_pipeline::575.586*40.52] mapped 17977 sequences
[M::worker_pipeline::577.467*40.39] mapped 18178 sequences
[M::worker_pipeline::600.668*40.78] mapped 18708 sequences
[M::worker_pipeline::629.430*40.37] mapped 18343 sequences
[M::worker_pipeline::649.104*40.56] mapped 17901 sequences
[M::worker_pipeline::673.601*41.03] mapped 17950 sequences
[M::worker_pipeline::699.422*40.71] mapped 18233 sequences
[M::worker_pipeline::720.700*40.91] mapped 18688 sequences
[M::worker_pipeline::746.886*41.08] mapped 17988 sequences
[M::worker_pipeline::766.758*41.19] mapped 17898 sequences
[M::worker_pipeline::784.673*41.22] mapped 18216 sequences
[M::worker_pipeline::802.249*41.44] mapped 18850 sequences
[M::worker_pipeline::820.031*41.58] mapped 18746 sequences
[M::worker_pipeline::836.877*41.81] mapped 18412 sequences
[M::worker_pipeline::853.663*41.99] mapped 18413 sequences
[M::worker_pipeline::867.379*42.18] mapped 18609 sequences
[M::worker_pipeline::886.108*42.45] mapped 19212 sequences
[M::worker_pipeline::908.807*42.61] mapped 18442 sequences
[M::worker_pipeline::930.171*42.66] mapped 18331 sequences
[M::worker_pipeline::950.415*42.71] mapped 18482 sequences
[M::worker_pipeline::969.713*42.89] mapped 18742 sequences
[M::worker_pipeline::987.734*43.07] mapped 19091 sequences
[M::worker_pipeline::1031.609*42.81] mapped 18502 sequences
[M::worker_pipeline::1033.865*42.72] mapped 18329 sequences
[M::worker_pipeline::1058.600*42.81] mapped 18454 sequences
[M::worker_pipeline::1082.513*42.64] mapped 18706 sequences
[M::worker_pipeline::1102.549*42.74] mapped 18791 sequences
[M::worker_pipeline::1127.969*42.91] mapped 18171 sequences
[M::worker_pipeline::1148.265*42.95] mapped 18030 sequences
[M::worker_pipeline::1165.987*43.11] mapped 18288 sequences
[M::worker_pipeline::1189.802*43.24] mapped 18526 sequences
[M::worker_pipeline::1207.595*43.42] mapped 18798 sequences
[M::worker_pipeline::1227.274*43.44] mapped 18172 sequences
[M::worker_pipeline::1244.659*43.51] mapped 18160 sequences
[M::worker_pipeline::1259.451*43.60] mapped 18245 sequences
[M::worker_pipeline::1282.818*43.64] mapped 18603 sequences
[M::worker_pipeline::1302.884*43.81] mapped 18748 sequences
[M::worker_pipeline::1321.521*43.88] mapped 18087 sequences
[M::worker_pipeline::1342.628*43.87] mapped 18090 sequences
[M::worker_pipeline::1365.772*43.99] mapped 18280 sequences
[M::worker_pipeline::1397.831*43.75] mapped 18633 sequences
[M::worker_pipeline::1425.651*43.71] mapped 18749 sequences
[M::worker_pipeline::1447.652*43.65] mapped 18158 sequences
[M::worker_pipeline::1467.760*43.75] mapped 18008 sequences
[M::worker_pipeline::1521.656*43.45] mapped 18230 sequences
[M::worker_pipeline::1523.753*43.40] mapped 18649 sequences
[M::worker_pipeline::1545.250*43.45] mapped 18813 sequences
[M::worker_pipeline::1569.826*43.35] mapped 18207 sequences
[M::worker_pipeline::1589.186*43.43] mapped 18081 sequences
[M::worker_pipeline::1610.741*43.59] mapped 18334 sequences
[M::worker_pipeline::1634.882*43.64] mapped 18694 sequences
[M::worker_pipeline::1683.525*43.15] mapped 18609 sequences
[M::worker_pipeline::1700.690*43.22] mapped 18298 sequences
[M::worker_pipeline::1731.385*43.17] mapped 17985 sequences
[M::worker_pipeline::1756.313*43.13] mapped 18065 sequences
[M::worker_pipeline::1785.242*42.99] mapped 18229 sequences
[M::worker_pipeline::1813.856*43.11] mapped 18747 sequences
[M::worker_pipeline::1831.827*43.22] mapped 18123 sequences
[M::worker_pipeline::1850.555*43.34] mapped 17921 sequences
[M::worker_pipeline::1869.483*43.39] mapped 17998 sequences
[M::worker_pipeline::1894.333*43.38] mapped 18282 sequences
[M::worker_pipeline::1919.278*43.52] mapped 18936 sequences
[M::worker_pipeline::1936.820*43.62] mapped 18073 sequences
[M::worker_pipeline::1961.852*43.59] mapped 17968 sequences
