[M::mm_idx_gen::33.696*1.48] collected minimizers
[M::mm_idx_gen::38.435*3.33] sorted minimizers
[M::main::38.435*3.33] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::41.636*3.15] mid_occ = 177
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 25
[M::mm_idx_stat::45.602*2.96] distinct minimizers: 215125355 (92.06% are singletons); average occurrences: 1.455; average spacing: 9.958; total length: 3117292070
[M::worker_pipeline::63.736*9.83] mapped 12106 sequences
[M::worker_pipeline::71.488*12.59] mapped 12050 sequences
[M::worker_pipeline::81.022*17.08] mapped 12082 sequences
[M::worker_pipeline::88.261*17.82] mapped 12074 sequences
[M::worker_pipeline::97.782*20.62] mapped 12091 sequences
[M::worker_pipeline::105.198*21.59] mapped 12082 sequences
[M::worker_pipeline::113.795*23.42] mapped 12108 sequences
[M::worker_pipeline::121.144*23.98] mapped 12028 sequences
[M::worker_pipeline::130.296*25.77] mapped 12070 sequences
[M::worker_pipeline::136.671*25.91] mapped 12089 sequences
[M::worker_pipeline::147.519*26.77] mapped 12026 sequences
[M::worker_pipeline::154.873*27.13] mapped 12057 sequences
[M::worker_pipeline::166.013*27.95] mapped 12045 sequences
[M::worker_pipeline::173.403*28.06] mapped 12027 sequences
[M::worker_pipeline::183.851*28.24] mapped 12040 sequences
[M::worker_pipeline::192.961*28.94] mapped 12028 sequences
[M::worker_pipeline::200.519*29.14] mapped 12063 sequences
[M::worker_pipeline::210.062*29.99] mapped 12087 sequences
[M::worker_pipeline::216.865*29.96] mapped 12046 sequences
[M::worker_pipeline::226.842*30.70] mapped 11995 sequences
[M::worker_pipeline::234.237*30.74] mapped 12015 sequences
[M::worker_pipeline::304.876*25.69] mapped 12052 sequences
[M::worker_pipeline::308.242*25.42] mapped 12036 sequences
[M::worker_pipeline::321.911*25.92] mapped 12023 sequences
[M::worker_pipeline::328.492*25.97] mapped 12026 sequences
[M::worker_pipeline::338.994*26.57] mapped 12023 sequences
[M::worker_pipeline::345.539*26.60] mapped 12061 sequences
[M::worker_pipeline::355.121*27.29] mapped 12058 sequences
[M::worker_pipeline::361.355*27.28] mapped 12064 sequences
[M::worker_pipeline::371.924*27.78] mapped 12059 sequences
[M::worker_pipeline::378.826*27.78] mapped 12027 sequences
[M::worker_pipeline::388.742*28.27] mapped 11991 sequences
[M::worker_pipeline::395.682*28.22] mapped 11999 sequences
[M::worker_pipeline::405.406*28.41] mapped 11977 sequences
[M::worker_pipeline::414.190*28.64] mapped 11978 sequences
[M::worker_pipeline::421.783*28.77] mapped 12047 sequences
[M::worker_pipeline::431.533*29.27] mapped 11990 sequences
[M::worker_pipeline::438.617*29.41] mapped 12044 sequences
[M::worker_pipeline::445.886*29.67] mapped 11982 sequences
[M::worker_pipeline::454.661*29.99] mapped 12064 sequences
[M::worker_pipeline::461.062*30.08] mapped 11983 sequences
[M::worker_pipeline::468.932*30.42] mapped 12041 sequences
[M::worker_pipeline::538.145*27.42] mapped 11968 sequences
[M::worker_pipeline::540.966*27.29] mapped 12022 sequences
[M::worker_pipeline::551.919*27.63] mapped 11998 sequences
[M::worker_pipeline::558.250*27.76] mapped 11978 sequences
[M::worker_pipeline::566.166*28.08] mapped 11955 sequences
[M::worker_pipeline::572.096*28.16] mapped 11946 sequences
[M::worker_pipeline::580.700*28.52] mapped 11929 sequences
