[M::mm_idx_gen::36.465*1.50] collected minimizers
[M::mm_idx_gen::41.567*3.72] sorted minimizers
[M::main::41.567*3.72] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::42.975*3.63] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::43.710*3.59] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::118.662*16.34] mapped 4926 sequences
[M::worker_pipeline::222.402*16.51] mapped 4947 sequences
[M::worker_pipeline::267.927*19.92] mapped 4966 sequences
[M::worker_pipeline::319.316*21.75] mapped 4912 sequences
[M::worker_pipeline::407.072*20.71] mapped 4988 sequences
[M::worker_pipeline::454.051*21.77] mapped 4942 sequences
[M::worker_pipeline::529.057*21.80] mapped 5064 sequences
[M::worker_pipeline::600.365*21.73] mapped 5043 sequences
[M::worker_pipeline::677.926*21.57] mapped 5062 sequences
[M::worker_pipeline::733.840*21.93] mapped 5029 sequences
[M::worker_pipeline::802.216*22.01] mapped 5006 sequences
[M::worker_pipeline::859.561*22.10] mapped 5007 sequences
[M::worker_pipeline::948.283*21.62] mapped 4977 sequences
[M::worker_pipeline::1003.283*21.86] mapped 5088 sequences
[M::worker_pipeline::1105.865*21.42] mapped 4899 sequences
[M::worker_pipeline::1181.133*21.31] mapped 4931 sequences
[M::worker_pipeline::1223.433*21.64] mapped 5013 sequences
[M::worker_pipeline::1294.110*21.72] mapped 4987 sequences
[M::worker_pipeline::1343.049*22.02] mapped 5038 sequences
[M::worker_pipeline::1494.653*21.56] mapped 4972 sequences
[M::worker_pipeline::1498.782*21.50] mapped 4976 sequences
[M::worker_pipeline::1555.357*21.86] mapped 5036 sequences
[M::worker_pipeline::1597.380*22.12] mapped 4985 sequences
[M::worker_pipeline::1657.447*22.27] mapped 4902 sequences
[M::worker_pipeline::1713.164*22.56] mapped 4996 sequences
[M::worker_pipeline::1818.870*22.07] mapped 4960 sequences
[M::worker_pipeline::1881.154*22.13] mapped 5084 sequences
[M::worker_pipeline::1939.588*22.17] mapped 5152 sequences
[M::worker_pipeline::1977.279*22.46] mapped 4973 sequences
[M::worker_pipeline::2028.478*22.64] mapped 5026 sequences
[M::worker_pipeline::2089.309*22.67] mapped 5011 sequences
[M::worker_pipeline::2145.905*22.73] mapped 4979 sequences
[M::worker_pipeline::2190.471*22.89] mapped 4936 sequences
[M::worker_pipeline::2248.354*23.05] mapped 4956 sequences
[M::worker_pipeline::2297.985*23.14] mapped 5036 sequences
[M::worker_pipeline::2360.457*23.15] mapped 4985 sequences
[M::worker_pipeline::2447.249*22.97] mapped 5022 sequences
[M::worker_pipeline::2498.013*23.07] mapped 4946 sequences
[M::worker_pipeline::2624.394*23.19] mapped 5038 sequences
[M::worker_pipeline::2656.927*23.04] mapped 4999 sequences
[M::worker_pipeline::2749.566*22.85] mapped 5002 sequences
[M::worker_pipeline::2857.391*22.66] mapped 4919 sequences
[M::worker_pipeline::2929.601*22.61] mapped 5037 sequences
[M::worker_pipeline::3042.314*22.24] mapped 4946 sequences
[M::worker_pipeline::3105.007*22.24] mapped 5010 sequences
[M::worker_pipeline::3164.932*22.30] mapped 4940 sequences
[M::worker_pipeline::3208.708*22.39] mapped 5060 sequences
[M::worker_pipeline::3268.720*22.43] mapped 4984 sequences
[M::worker_pipeline::3326.104*22.54] mapped 4934 sequences
[M::worker_pipeline::3404.666*22.48] mapped 4944 sequences
[M::worker_pipeline::3460.784*22.55] mapped 4928 sequences
[M::worker_pipeline::3525.148*22.58] mapped 4966 sequences
[M::worker_pipeline::3609.057*22.55] mapped 4975 sequences
[M::worker_pipeline::3660.429*22.66] mapped 4989 sequences
[M::worker_pipeline::3711.734*22.75] mapped 4969 sequences
[M::worker_pipeline::3788.548*22.67] mapped 5113 sequences
[M::worker_pipeline::3861.497*22.64] mapped 4968 sequences
[M::worker_pipeline::4001.060*22.53] mapped 4961 sequences
[M::worker_pipeline::4107.232*22.04] mapped 5070 sequences
[M::worker_pipeline::4153.073*22.11] mapped 4944 sequences
[M::worker_pipeline::4202.371*22.18] mapped 4900 sequences
[M::worker_pipeline::4275.040*22.17] mapped 5022 sequences
[M::worker_pipeline::4325.191*22.25] mapped 4971 sequences
[M::worker_pipeline::4399.639*22.23] mapped 4907 sequences
[M::worker_pipeline::4447.731*22.27] mapped 5011 sequences
[M::worker_pipeline::4506.864*22.32] mapped 4979 sequences
[M::worker_pipeline::4593.028*22.21] mapped 4908 sequences
[M::worker_pipeline::4637.676*22.30] mapped 4875 sequences
[M::worker_pipeline::4697.981*22.31] mapped 4934 sequences
[M::worker_pipeline::4764.691*22.38] mapped 5068 sequences
[M::worker_pipeline::4892.432*22.12] mapped 5049 sequences
[M::worker_pipeline::4968.279*22.15] mapped 5022 sequences
[M::worker_pipeline::5056.002*22.12] mapped 4927 sequences
[M::worker_pipeline::5132.078*22.09] mapped 5017 sequences
[M::worker_pipeline::5247.673*21.92] mapped 5004 sequences
[M::worker_pipeline::5312.849*22.02] mapped 5026 sequences
[M::worker_pipeline::5461.720*21.92] mapped 4960 sequences
[M::worker_pipeline::5465.663*21.91] mapped 5136 sequences
[M::worker_pipeline::5540.620*21.96] mapped 4969 sequences
[M::worker_pipeline::5647.379*21.80] mapped 4957 sequences
[M::worker_pipeline::5714.419*21.82] mapped 5045 sequences
[M::worker_pipeline::5790.570*21.79] mapped 4993 sequences
[M::worker_pipeline::5858.051*21.84] mapped 5017 sequences
[M::worker_pipeline::5946.474*21.78] mapped 4998 sequences
[M::worker_pipeline::5993.174*21.85] mapped 4897 sequences
[M::worker_pipeline::6083.715*21.81] mapped 5013 sequences
[M::worker_pipeline::6149.201*21.80] mapped 4972 sequences
[M::worker_pipeline::6425.959*21.15] mapped 4985 sequences
[M::worker_pipeline::6500.908*21.14] mapped 4966 sequences
[M::worker_pipeline::6543.219*21.21] mapped 5009 sequences
[M::worker_pipeline::6623.802*21.20] mapped 5019 sequences
[M::worker_pipeline::6698.271*21.21] mapped 5006 sequences
[M::worker_pipeline::6777.806*21.20] mapped 4968 sequences
[M::worker_pipeline::6824.898*21.24] mapped 4920 sequences
[M::worker_pipeline::6912.809*21.17] mapped 5011 sequences
[M::worker_pipeline::7024.730*21.27] mapped 5056 sequences
[M::worker_pipeline::7045.261*21.25] mapped 5024 sequences
[M::worker_pipeline::7130.606*21.22] mapped 4944 sequences
[M::worker_pipeline::7192.379*21.24] mapped 5012 sequences
[M::worker_pipeline::7250.872*21.29] mapped 5013 sequences
[M::worker_pipeline::7322.057*21.30] mapped 4977 sequences
[M::worker_pipeline::7416.245*21.23] mapped 4957 sequences
[M::worker_pipeline::7486.492*21.23] mapped 4972 sequences
[M::worker_pipeline::7585.600*21.17] mapped 4924 sequences
[M::worker_pipeline::7655.709*21.19] mapped 4991 sequences
[M::worker_pipeline::7717.258*21.20] mapped 5010 sequences
[M::worker_pipeline::7770.317*21.26] mapped 4919 sequences
[M::worker_pipeline::7826.715*21.30] mapped 5012 sequences
[M::worker_pipeline::7914.754*21.27] mapped 4899 sequences
[M::worker_pipeline::7981.767*21.26] mapped 4998 sequences
[M::worker_pipeline::8053.602*21.28] mapped 4990 sequences
[M::worker_pipeline::8132.030*21.26] mapped 4956 sequences
[M::worker_pipeline::8190.071*21.29] mapped 5044 sequences
[M::worker_pipeline::8313.773*21.16] mapped 5107 sequences
[M::worker_pipeline::8460.397*21.09] mapped 4955 sequences
[M::worker_pipeline::8464.173*21.08] mapped 5042 sequences
[M::worker_pipeline::8521.474*21.15] mapped 4946 sequences
[M::worker_pipeline::8597.415*21.15] mapped 5025 sequences
[M::worker_pipeline::8656.836*21.17] mapped 4993 sequences
[M::worker_pipeline::9014.367*20.53] mapped 5026 sequences
[M::worker_pipeline::9171.372*20.36] mapped 4994 sequences
[M::worker_pipeline::9257.987*20.34] mapped 5057 sequences
[M::worker_pipeline::9480.205*20.03] mapped 4921 sequences
[M::worker_pipeline::9573.690*20.02] mapped 4886 sequences
[M::worker_pipeline::9634.881*20.06] mapped 4841 sequences
[M::worker_pipeline::9709.594*20.09] mapped 4918 sequences
[M::worker_pipeline::9792.254*20.10] mapped 4894 sequences
[M::worker_pipeline::9869.084*20.11] mapped 4880 sequences
[M::worker_pipeline::9930.950*20.14] mapped 4885 sequences
[M::worker_pipeline::9990.035*20.20] mapped 4869 sequences
[M::worker_pipeline::10038.350*20.27] mapped 4873 sequences
[M::worker_pipeline::10117.198*20.26] mapped 4914 sequences
[M::worker_pipeline::10160.528*20.33] mapped 4929 sequences
[M::worker_pipeline::10273.053*20.37] mapped 4959 sequences
[M::worker_pipeline::10301.843*20.35] mapped 4855 sequences
[M::worker_pipeline::10365.294*20.40] mapped 4865 sequences
[M::worker_pipeline::10455.928*20.38] mapped 4940 sequences
[M::worker_pipeline::10501.451*20.46] mapped 4999 sequences
[M::worker_pipeline::10618.757*20.39] mapped 4935 sequences
[M::worker_pipeline::10676.676*20.43] mapped 4901 sequences
[M::worker_pipeline::10771.898*20.39] mapped 4895 sequences
[M::worker_pipeline::10881.676*20.35] mapped 4963 sequences
[M::worker_pipeline::10967.706*20.35] mapped 4911 sequences
[M::worker_pipeline::11239.635*20.04] mapped 4841 sequences
[M::worker_pipeline::11345.699*20.00] mapped 4909 sequences
[M::worker_pipeline::11397.850*20.04] mapped 4857 sequences
[M::worker_pipeline::11486.589*20.01] mapped 4785 sequences
[M::worker_pipeline::11582.040*19.99] mapped 4825 sequences
[M::worker_pipeline::11656.503*20.00] mapped 4833 sequences
[M::worker_pipeline::11721.047*20.02] mapped 4908 sequences
[M::worker_pipeline::11786.426*20.05] mapped 4915 sequences
[M::worker_pipeline::11893.551*20.10] mapped 4975 sequences
[M::worker_pipeline::11907.306*20.10] mapped 4852 sequences
[M::worker_pipeline::11968.131*20.13] mapped 4903 sequences
[M::worker_pipeline::12067.493*20.12] mapped 4913 sequences
[M::worker_pipeline::12107.080*20.17] mapped 4977 sequences
[M::worker_pipeline::12221.617*20.12] mapped 4976 sequences
[M::worker_pipeline::12288.008*20.16] mapped 4856 sequences
[M::worker_pipeline::12353.219*20.18] mapped 4908 sequences
[M::worker_pipeline::12461.262*20.12] mapped 4909 sequences
[M::worker_pipeline::12535.950*20.14] mapped 4896 sequences
[M::worker_pipeline::12583.099*20.19] mapped 4974 sequences
[M::worker_pipeline::12667.602*20.21] mapped 4853 sequences
[M::worker_pipeline::12727.272*20.22] mapped 4965 sequences
[M::worker_pipeline::12868.321*20.13] mapped 4870 sequences
[M::worker_pipeline::12916.773*20.17] mapped 4939 sequences
[M::worker_pipeline::13009.631*20.14] mapped 4969 sequences
[M::worker_pipeline::13117.594*20.10] mapped 4930 sequences
[M::worker_pipeline::13178.837*20.14] mapped 4990 sequences
[M::worker_pipeline::13246.073*20.15] mapped 4909 sequences
[M::worker_pipeline::13363.327*20.18] mapped 4851 sequences
[M::worker_pipeline::13372.143*20.18] mapped 4914 sequences
[M::worker_pipeline::13490.569*20.15] mapped 4911 sequences
[M::worker_pipeline::13572.034*20.14] mapped 4912 sequences
[M::worker_pipeline::13634.768*20.17] mapped 4930 sequences
[M::worker_pipeline::13703.223*20.21] mapped 5010 sequences
[M::worker_pipeline::13759.081*20.23] mapped 4989 sequences
[M::worker_pipeline::13825.022*20.25] mapped 4981 sequences
[M::worker_pipeline::13895.469*20.26] mapped 5005 sequences
[M::worker_pipeline::13976.443*20.26] mapped 4975 sequences
[M::worker_pipeline::14040.009*20.27] mapped 5005 sequences
[M::worker_pipeline::14092.105*20.30] mapped 5072 sequences
[M::worker_pipeline::14164.311*20.32] mapped 5031 sequences
[M::worker_pipeline::14240.209*20.34] mapped 5018 sequences
[M::worker_pipeline::14302.798*20.35] mapped 4981 sequences
[M::worker_pipeline::14371.661*20.35] mapped 5017 sequences
[M::worker_pipeline::14511.007*20.27] mapped 5015 sequences
[M::worker_pipeline::14560.979*20.30] mapped 4999 sequences
[M::worker_pipeline::14636.028*20.30] mapped 4980 sequences
[M::worker_pipeline::14750.923*20.34] mapped 4991 sequences
[M::worker_pipeline::14774.832*20.33] mapped 4999 sequences
[M::worker_pipeline::14846.755*20.34] mapped 4966 sequences
[M::worker_pipeline::14917.011*20.35] mapped 5018 sequences
[M::worker_pipeline::14963.386*20.38] mapped 4988 sequences
[M::worker_pipeline::15012.631*20.41] mapped 4999 sequences
[M::worker_pipeline::15055.055*20.44] mapped 5030 sequences
[M::worker_pipeline::15158.682*20.40] mapped 5014 sequences
[M::worker_pipeline::15230.817*20.41] mapped 4967 sequences
[M::worker_pipeline::15306.851*20.41] mapped 5037 sequences
[M::worker_pipeline::15380.066*20.41] mapped 4917 sequences
[M::worker_pipeline::15482.489*20.38] mapped 4893 sequences
[M::worker_pipeline::15554.575*20.38] mapped 4977 sequences
[M::worker_pipeline::15657.054*20.35] mapped 4944 sequences
[M::worker_pipeline::15722.976*20.36] mapped 4952 sequences
[M::worker_pipeline::15778.612*20.38] mapped 4980 sequences
[M::worker_pipeline::15845.321*20.38] mapped 4936 sequences
[M::worker_pipeline::15897.971*20.40] mapped 4999 sequences
[M::worker_pipeline::15958.120*20.44] mapped 4942 sequences
[M::worker_pipeline::16094.264*20.45] mapped 5073 sequences
[M::worker_pipeline::16097.997*20.44] mapped 5026 sequences
[M::worker_pipeline::16193.941*20.44] mapped 4940 sequences
[M::worker_pipeline::16261.861*20.45] mapped 4914 sequences
[M::worker_pipeline::16324.404*20.44] mapped 5079 sequences
[M::worker_pipeline::16446.014*20.40] mapped 5067 sequences
[M::worker_pipeline::16499.040*20.42] mapped 5015 sequences
[M::worker_pipeline::16605.768*20.39] mapped 5022 sequences
[M::worker_pipeline::16686.238*20.38] mapped 4986 sequences
[M::worker_pipeline::16739.468*20.40] mapped 5015 sequences
[M::worker_pipeline::16823.458*20.39] mapped 4934 sequences
[M::worker_pipeline::16879.883*20.42] mapped 5002 sequences
[M::worker_pipeline::16965.807*20.42] mapped 5030 sequences
[M::worker_pipeline::17074.685*20.38] mapped 5032 sequences
[M::worker_pipeline::17131.114*20.40] mapped 5021 sequences
[M::worker_pipeline::17214.406*20.39] mapped 5031 sequences
[M::worker_pipeline::17262.681*20.42] mapped 4948 sequences
[M::worker_pipeline::17332.657*20.43] mapped 4994 sequences
