[M::mm_idx_gen::68.498*1.52] collected minimizers
[M::mm_idx_gen::73.108*3.06] sorted minimizers
[M::main::73.109*3.06] loaded/built the index for 1050 target sequence(s)
[M::mm_mapopt_update::76.256*2.98] mid_occ = 334
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 1050
[M::mm_idx_stat::79.030*2.91] distinct minimizers: 219018737 (8.15% are singletons); average occurrences: 2.774; average spacing: 9.967; total length: 6056284083
[M::worker_pipeline::105.500*8.01] mapped 19741 sequences
[M::worker_pipeline::120.113*10.81] mapped 4151 sequences
[M::worker_pipeline::133.383*12.93] mapped 10354 sequences
[M::worker_pipeline::147.299*14.34] mapped 10917 sequences
[M::worker_pipeline::165.122*15.69] mapped 11487 sequences
[M::worker_pipeline::180.082*16.65] mapped 6828 sequences
[M::worker_pipeline::192.826*17.93] mapped 10828 sequences
[M::worker_pipeline::212.828*19.40] mapped 11930 sequences
[M::worker_pipeline::232.909*20.44] mapped 8820 sequences
[M::worker_pipeline::247.885*20.92] mapped 8521 sequences
[M::worker_pipeline::267.949*21.38] mapped 11089 sequences
[M::worker_pipeline::289.651*21.48] mapped 8546 sequences
[M::worker_pipeline::311.316*21.77] mapped 8463 sequences
[M::worker_pipeline::328.912*22.34] mapped 14436 sequences
[M::worker_pipeline::351.838*22.43] mapped 8361 sequences
[M::worker_pipeline::367.625*22.95] mapped 6658 sequences
[M::worker_pipeline::380.984*23.30] mapped 8935 sequences
[M::worker_pipeline::398.635*23.58] mapped 10757 sequences
[M::worker_pipeline::422.625*23.82] mapped 8491 sequences
[M::worker_pipeline::471.673*22.69] mapped 7292 sequences
[M::worker_pipeline::491.875*22.97] mapped 10187 sequences
[M::worker_pipeline::508.298*23.27] mapped 7233 sequences
[M::worker_pipeline::532.313*23.51] mapped 8815 sequences
[M::worker_pipeline::548.490*23.78] mapped 7949 sequences
[M::worker_pipeline::589.617*23.24] mapped 9359 sequences
[M::worker_pipeline::605.862*23.47] mapped 8466 sequences
[M::worker_pipeline::628.932*23.71] mapped 8728 sequences
[M::worker_pipeline::686.732*22.99] mapped 8392 sequences
[M::worker_pipeline::710.315*23.19] mapped 7894 sequences
[M::worker_pipeline::727.622*23.39] mapped 7780 sequences
[M::worker_pipeline::744.714*23.54] mapped 9374 sequences
[M::worker_pipeline::767.341*23.64] mapped 7277 sequences
[M::worker_pipeline::786.532*23.86] mapped 8824 sequences
[M::worker_pipeline::805.899*24.12] mapped 9965 sequences
[M::worker_pipeline::825.442*24.34] mapped 7483 sequences
[M::worker_pipeline::849.026*24.43] mapped 8755 sequences
[M::worker_pipeline::886.940*24.25] mapped 7429 sequences
[M::worker_pipeline::911.796*24.23] mapped 9035 sequences
[M::worker_pipeline::931.958*24.29] mapped 10086 sequences
[M::worker_pipeline::961.429*24.60] mapped 7722 sequences
[M::worker_pipeline::988.116*24.71] mapped 7591 sequences
[M::worker_pipeline::1016.259*24.95] mapped 8323 sequences
[M::worker_pipeline::1051.095*24.74] mapped 7919 sequences
[M::worker_pipeline::1070.784*24.91] mapped 6473 sequences
[M::worker_pipeline::1104.529*24.97] mapped 11906 sequences
[M::worker_pipeline::1125.691*25.09] mapped 7771 sequences
[M::worker_pipeline::1143.808*25.20] mapped 7589 sequences
[M::worker_pipeline::1170.748*25.34] mapped 8547 sequences
[M::worker_pipeline::1205.033*25.21] mapped 8236 sequences
[M::worker_pipeline::1232.000*25.34] mapped 7634 sequences
[M::worker_pipeline::1258.950*25.31] mapped 8073 sequences
[M::worker_pipeline::1274.271*25.39] mapped 8854 sequences
[M::worker_pipeline::1299.961*25.42] mapped 7105 sequences
[M::worker_pipeline::1324.601*25.63] mapped 10021 sequences
[M::worker_pipeline::1350.501*25.72] mapped 8407 sequences
[M::worker_pipeline::1371.739*25.81] mapped 8453 sequences
[M::worker_pipeline::1399.178*25.67] mapped 17146 sequences
[M::worker_pipeline::1423.864*25.56] mapped 10431 sequences
[M::worker_pipeline::1440.621*25.64] mapped 8855 sequences
[M::worker_pipeline::1460.918*25.63] mapped 5805 sequences
[M::worker_pipeline::1491.279*25.52] mapped 5439 sequences
[M::worker_pipeline::1506.842*25.61] mapped 12038 sequences
[M::worker_pipeline::1559.206*25.18] mapped 7318 sequences
[M::worker_pipeline::1581.821*25.15] mapped 12167 sequences
[M::worker_pipeline::1598.779*25.26] mapped 9815 sequences
[M::worker_pipeline::1622.944*25.24] mapped 8738 sequences
[M::worker_pipeline::1643.683*25.25] mapped 9682 sequences
[M::worker_pipeline::1656.893*25.30] mapped 9228 sequences
[M::worker_pipeline::1671.233*25.35] mapped 8976 sequences
[M::worker_pipeline::1695.117*25.33] mapped 8662 sequences
[M::worker_pipeline::1715.720*25.34] mapped 7074 sequences
[M::worker_pipeline::1743.929*25.24] mapped 12690 sequences
[M::worker_pipeline::1773.794*25.17] mapped 6951 sequences
[M::worker_pipeline::1796.261*25.16] mapped 6983 sequences
[M::worker_pipeline::1814.898*25.19] mapped 8395 sequences
[M::worker_pipeline::1832.518*25.25] mapped 8626 sequences
[M::worker_pipeline::1855.935*25.29] mapped 6913 sequences
[M::worker_pipeline::1908.628*24.92] mapped 8040 sequences
[M::worker_pipeline::2106.753*22.98] mapped 5687 sequences
[M::worker_pipeline::2116.568*23.04] mapped 8949 sequences
[M::worker_pipeline::2138.194*23.11] mapped 6329 sequences
[M::worker_pipeline::2151.334*23.18] mapped 7957 sequences
[M::worker_pipeline::2169.969*23.25] mapped 7408 sequences
[M::worker_pipeline::2189.751*23.30] mapped 8420 sequences
[M::worker_pipeline::2205.227*23.38] mapped 6787 sequences
[M::worker_pipeline::2222.752*23.41] mapped 6598 sequences
[M::worker_pipeline::2241.170*23.46] mapped 9602 sequences
[M::worker_pipeline::2265.434*23.53] mapped 7938 sequences
[M::worker_pipeline::2291.188*23.56] mapped 7909 sequences
[M::worker_pipeline::2318.298*23.56] mapped 9794 sequences
[M::worker_pipeline::2351.266*23.49] mapped 7708 sequences
[M::worker_pipeline::2368.000*23.52] mapped 8311 sequences
[M::worker_pipeline::2385.139*23.61] mapped 7992 sequences
[M::worker_pipeline::2408.009*23.64] mapped 6685 sequences
[M::worker_pipeline::2426.368*23.66] mapped 8049 sequences
[M::worker_pipeline::2443.166*23.74] mapped 10303 sequences
[M::worker_pipeline::2461.132*23.83] mapped 7611 sequences
[M::worker_pipeline::2480.807*23.89] mapped 8496 sequences
[M::worker_pipeline::2502.859*23.90] mapped 7952 sequences
[M::worker_pipeline::2586.756*23.39] mapped 6657 sequences
[M::worker_pipeline::2607.196*23.38] mapped 9515 sequences
[M::worker_pipeline::2644.545*23.31] mapped 9134 sequences
[M::worker_pipeline::2681.203*23.25] mapped 7079 sequences
[M::worker_pipeline::2706.949*23.33] mapped 7504 sequences
[M::worker_pipeline::2738.873*23.31] mapped 7839 sequences
[M::worker_pipeline::2796.319*23.09] mapped 9204 sequences
[M::worker_pipeline::2816.245*23.13] mapped 8993 sequences
[M::worker_pipeline::2844.193*23.12] mapped 6442 sequences
[M::worker_pipeline::2872.017*23.16] mapped 12045 sequences
[M::worker_pipeline::2888.983*23.20] mapped 6761 sequences
[M::worker_pipeline::2928.675*23.10] mapped 7359 sequences
[M::worker_pipeline::2947.861*23.15] mapped 6723 sequences
[M::worker_pipeline::2998.061*22.99] mapped 7768 sequences
[M::worker_pipeline::3020.240*23.01] mapped 7337 sequences
[M::worker_pipeline::3052.674*23.03] mapped 8066 sequences
[M::worker_pipeline::3073.361*23.10] mapped 7757 sequences
[M::worker_pipeline::3113.569*23.00] mapped 8187 sequences
[M::worker_pipeline::3129.740*23.04] mapped 8685 sequences
[M::worker_pipeline::3147.677*23.09] mapped 10018 sequences
[M::worker_pipeline::3164.782*23.13] mapped 6862 sequences
[M::worker_pipeline::3189.997*23.14] mapped 9489 sequences
[M::worker_pipeline::3212.313*23.15] mapped 8067 sequences
[M::worker_pipeline::3261.817*23.01] mapped 8403 sequences
[M::worker_pipeline::3278.120*23.02] mapped 10778 sequences
[M::worker_pipeline::3291.646*23.06] mapped 10721 sequences
[M::worker_pipeline::3308.823*23.08] mapped 29420 sequences
[M::worker_pipeline::3328.593*23.12] mapped 5311 sequences
[M::worker_pipeline::3349.741*23.15] mapped 5129 sequences
[M::worker_pipeline::3373.169*23.15] mapped 5273 sequences
[M::worker_pipeline::3388.595*23.19] mapped 5204 sequences
[M::worker_pipeline::3419.505*23.17] mapped 5294 sequences
[M::worker_pipeline::3432.321*23.22] mapped 33432 sequences
[M::worker_pipeline::3446.987*23.28] mapped 11043 sequences
[M::worker_pipeline::3467.159*23.27] mapped 5368 sequences
[M::worker_pipeline::3502.479*23.21] mapped 8991 sequences
[M::worker_pipeline::3520.993*23.27] mapped 8818 sequences
[M::worker_pipeline::3537.108*23.30] mapped 14099 sequences
[M::worker_pipeline::3550.620*23.33] mapped 27209 sequences
[M::worker_pipeline::3570.596*23.37] mapped 8170 sequences
[M::worker_pipeline::3595.177*23.38] mapped 9583 sequences
[M::worker_pipeline::3608.947*23.42] mapped 8101 sequences
[M::worker_pipeline::3626.760*23.46] mapped 6463 sequences
[M::worker_pipeline::3640.439*23.51] mapped 31270 sequences
[M::worker_pipeline::3659.859*23.51] mapped 7978 sequences
[M::worker_pipeline::3673.689*23.57] mapped 26646 sequences
[M::worker_pipeline::3684.914*23.60] mapped 30916 sequences
[M::worker_pipeline::3701.970*23.64] mapped 13436 sequences
[M::worker_pipeline::3720.524*23.70] mapped 5539 sequences
[M::worker_pipeline::3735.209*23.75] mapped 5319 sequences
[M::worker_pipeline::3750.652*23.80] mapped 5696 sequences
[M::worker_pipeline::3769.592*23.83] mapped 5021 sequences
[M::worker_pipeline::3780.029*23.86] mapped 31174 sequences
[M::worker_pipeline::3832.073*23.72] mapped 6576 sequences
[M::worker_pipeline::3839.830*23.74] mapped 25926 sequences
[M::worker_pipeline::3853.700*23.79] mapped 30554 sequences
[M::worker_pipeline::3890.399*23.71] mapped 14008 sequences
[M::worker_pipeline::3910.011*23.74] mapped 5634 sequences
[M::worker_pipeline::3927.482*23.78] mapped 5500 sequences
[M::worker_pipeline::4143.113*22.76] mapped 5972 sequences
[M::worker_pipeline::4150.008*22.77] mapped 5190 sequences
[M::worker_pipeline::4163.757*22.82] mapped 18249 sequences
[M::worker_pipeline::4179.906*22.86] mapped 18114 sequences
[M::worker_pipeline::4208.506*22.83] mapped 13324 sequences
[M::worker_pipeline::4220.610*22.86] mapped 31072 sequences
[M::worker_pipeline::4266.524*22.76] mapped 5104 sequences
[M::worker_pipeline::4282.810*22.79] mapped 6484 sequences
[M::worker_pipeline::4294.446*22.83] mapped 26297 sequences
[M::worker_pipeline::4308.147*22.88] mapped 19155 sequences
[M::worker_pipeline::4320.524*22.90] mapped 31522 sequences
[M::worker_pipeline::4346.932*22.90] mapped 6347 sequences
[M::worker_pipeline::4362.216*22.94] mapped 38954 sequences
[M::worker_pipeline::4381.413*22.97] mapped 5079 sequences
[M::worker_pipeline::4398.985*23.00] mapped 6353 sequences
[M::worker_pipeline::4413.231*23.02] mapped 5601 sequences
[M::worker_pipeline::4444.797*22.98] mapped 25897 sequences
[M::worker_pipeline::4463.805*22.98] mapped 20126 sequences
[M::worker_pipeline::4479.570*23.01] mapped 23822 sequences
[M::worker_pipeline::4493.696*23.04] mapped 5072 sequences
[M::worker_pipeline::4509.847*23.07] mapped 7868 sequences
[M::worker_pipeline::4548.956*22.99] mapped 16679 sequences
[M::worker_pipeline::4567.804*23.02] mapped 5122 sequences
[M::worker_pipeline::4586.889*23.01] mapped 17550 sequences
[M::worker_pipeline::4601.369*23.03] mapped 9349 sequences
[M::worker_pipeline::4620.806*23.05] mapped 5323 sequences
[M::worker_pipeline::4634.861*23.09] mapped 27791 sequences
[M::worker_pipeline::4646.590*23.11] mapped 20724 sequences
[M::worker_pipeline::4661.893*23.14] mapped 5310 sequences
[M::worker_pipeline::4685.286*23.14] mapped 5251 sequences
[M::worker_pipeline::4702.824*23.16] mapped 5327 sequences
[M::worker_pipeline::4723.842*23.16] mapped 7759 sequences
[M::worker_pipeline::4741.716*23.18] mapped 13710 sequences
[M::worker_pipeline::4752.607*23.20] mapped 26528 sequences
[M::worker_pipeline::4768.319*23.22] mapped 31248 sequences
[M::worker_pipeline::4783.593*23.26] mapped 5169 sequences
[M::worker_pipeline::4796.299*23.30] mapped 29473 sequences
[M::worker_pipeline::4814.555*23.32] mapped 5970 sequences
[M::worker_pipeline::4833.116*23.34] mapped 5490 sequences
[M::worker_pipeline::4848.539*23.36] mapped 5237 sequences
[M::worker_pipeline::4867.458*23.39] mapped 5140 sequences
[M::worker_pipeline::4884.737*23.41] mapped 8010 sequences
[M::worker_pipeline::4897.552*23.44] mapped 33109 sequences
[M::worker_pipeline::4911.558*23.48] mapped 31003 sequences
[M::worker_pipeline::4925.361*23.52] mapped 33835 sequences
[M::worker_pipeline::4939.734*23.56] mapped 5886 sequences
[M::worker_pipeline::4959.847*23.58] mapped 5446 sequences
[M::worker_pipeline::4971.764*23.61] mapped 24822 sequences
[M::worker_pipeline::4992.378*23.62] mapped 15173 sequences
[M::worker_pipeline::5061.172*23.44] mapped 5211 sequences
[M::worker_pipeline::5084.051*23.45] mapped 5431 sequences
[M::worker_pipeline::5098.280*23.47] mapped 25945 sequences
