[M::mm_idx_gen::42.621*1.47] collected minimizers
[M::mm_idx_gen::44.961*2.26] sorted minimizers
[M::main::44.961*2.26] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::48.949*2.16] mid_occ = 177
[M::mm_idx_stat] kmer size: 19; skip: 19; is_hpc: 0; #seq: 25
[M::mm_idx_stat::51.807*2.10] distinct minimizers: 215125355 (92.06% are singletons); average occurrences: 1.455; average spacing: 9.958; total length: 3117292070
[M::worker_pipeline::72.336*10.47] mapped 19741 sequences
[M::worker_pipeline::84.331*13.64] mapped 4151 sequences
[M::worker_pipeline::95.490*15.53] mapped 10354 sequences
[M::worker_pipeline::108.039*17.34] mapped 10917 sequences
[M::worker_pipeline::121.372*18.73] mapped 11487 sequences
[M::worker_pipeline::133.230*19.98] mapped 6828 sequences
[M::worker_pipeline::144.261*21.17] mapped 10828 sequences
[M::worker_pipeline::155.584*22.15] mapped 11930 sequences
[M::worker_pipeline::171.754*23.14] mapped 8820 sequences
[M::worker_pipeline::184.044*23.75] mapped 8521 sequences
[M::worker_pipeline::197.752*24.01] mapped 11089 sequences
[M::worker_pipeline::211.303*24.22] mapped 8546 sequences
[M::worker_pipeline::230.298*24.17] mapped 8463 sequences
[M::worker_pipeline::242.691*24.54] mapped 14436 sequences
[M::worker_pipeline::257.138*24.95] mapped 8361 sequences
[M::worker_pipeline::272.095*25.39] mapped 6658 sequences
[M::worker_pipeline::283.752*25.72] mapped 8935 sequences
[M::worker_pipeline::292.709*26.02] mapped 10757 sequences
[M::worker_pipeline::304.332*26.33] mapped 8491 sequences
[M::worker_pipeline::318.778*26.33] mapped 7292 sequences
[M::worker_pipeline::332.725*26.45] mapped 10187 sequences
[M::worker_pipeline::346.611*26.71] mapped 7233 sequences
[M::worker_pipeline::364.008*26.95] mapped 8815 sequences
[M::worker_pipeline::380.468*26.91] mapped 7949 sequences
[M::worker_pipeline::401.991*26.52] mapped 9359 sequences
[M::worker_pipeline::413.012*26.65] mapped 8466 sequences
[M::worker_pipeline::429.023*26.77] mapped 8728 sequences
[M::worker_pipeline::454.435*26.62] mapped 8392 sequences
[M::worker_pipeline::469.902*26.81] mapped 7894 sequences
[M::worker_pipeline::481.735*26.89] mapped 7780 sequences
[M::worker_pipeline::495.164*27.05] mapped 9374 sequences
[M::worker_pipeline::508.966*27.21] mapped 7277 sequences
[M::worker_pipeline::525.370*27.45] mapped 8824 sequences
[M::worker_pipeline::545.383*27.60] mapped 9965 sequences
[M::worker_pipeline::560.616*27.75] mapped 7483 sequences
[M::worker_pipeline::578.959*27.82] mapped 8755 sequences
[M::worker_pipeline::600.630*27.65] mapped 7429 sequences
[M::worker_pipeline::624.567*27.58] mapped 9035 sequences
[M::worker_pipeline::643.413*27.67] mapped 10086 sequences
[M::worker_pipeline::664.609*27.71] mapped 7722 sequences
[M::worker_pipeline::683.957*27.76] mapped 7591 sequences
[M::worker_pipeline::696.076*27.78] mapped 8323 sequences
[M::worker_pipeline::721.585*27.71] mapped 7919 sequences
[M::worker_pipeline::738.238*27.82] mapped 6473 sequences
[M::worker_pipeline::772.168*27.42] mapped 11906 sequences
[M::worker_pipeline::790.103*27.39] mapped 7771 sequences
[M::worker_pipeline::807.396*27.48] mapped 7589 sequences
[M::worker_pipeline::876.964*25.98] mapped 8547 sequences
[M::worker_pipeline::896.386*26.06] mapped 8236 sequences
[M::worker_pipeline::914.016*26.19] mapped 7634 sequences
[M::worker_pipeline::939.125*26.20] mapped 8073 sequences
[M::worker_pipeline::955.140*26.27] mapped 8854 sequences
[M::worker_pipeline::971.635*26.37] mapped 7105 sequences
[M::worker_pipeline::990.327*26.53] mapped 10021 sequences
[M::worker_pipeline::1008.556*26.62] mapped 8407 sequences
[M::worker_pipeline::1022.347*26.67] mapped 8453 sequences
[M::worker_pipeline::1034.672*26.71] mapped 17146 sequences
[M::worker_pipeline::1051.834*26.67] mapped 10431 sequences
[M::worker_pipeline::1068.259*26.76] mapped 8855 sequences
[M::worker_pipeline::1084.079*26.73] mapped 5805 sequences
[M::worker_pipeline::1096.983*26.78] mapped 5439 sequences
[M::worker_pipeline::1108.134*26.81] mapped 12038 sequences
[M::worker_pipeline::1136.207*26.56] mapped 7318 sequences
[M::worker_pipeline::1154.870*26.64] mapped 12167 sequences
[M::worker_pipeline::1172.745*26.71] mapped 9815 sequences
[M::worker_pipeline::1193.633*26.65] mapped 8738 sequences
[M::worker_pipeline::1208.504*26.73] mapped 9682 sequences
[M::worker_pipeline::1227.398*26.63] mapped 9228 sequences
[M::worker_pipeline::1242.202*26.72] mapped 8976 sequences
[M::worker_pipeline::1259.545*26.75] mapped 8662 sequences
[M::worker_pipeline::1279.488*26.68] mapped 7074 sequences
[M::worker_pipeline::1293.779*26.71] mapped 12690 sequences
[M::worker_pipeline::1313.023*26.66] mapped 6951 sequences
[M::worker_pipeline::1325.714*26.69] mapped 6983 sequences
[M::worker_pipeline::1341.898*26.74] mapped 8395 sequences
[M::worker_pipeline::1357.395*26.83] mapped 8626 sequences
[M::worker_pipeline::1373.048*26.82] mapped 6913 sequences
[M::worker_pipeline::1570.804*23.85] mapped 8040 sequences
[M::worker_pipeline::1578.964*23.87] mapped 5687 sequences
[M::worker_pipeline::1594.220*23.98] mapped 8949 sequences
[M::worker_pipeline::1623.665*23.85] mapped 6329 sequences
[M::worker_pipeline::1635.070*23.94] mapped 7957 sequences
[M::worker_pipeline::1648.279*24.01] mapped 7408 sequences
[M::worker_pipeline::1666.600*24.03] mapped 8420 sequences
[M::worker_pipeline::1685.037*24.03] mapped 6787 sequences
[M::worker_pipeline::1696.656*24.10] mapped 6598 sequences
[M::worker_pipeline::1715.164*24.14] mapped 9602 sequences
[M::worker_pipeline::1725.721*24.15] mapped 7938 sequences
[M::worker_pipeline::1747.146*24.20] mapped 7909 sequences
[M::worker_pipeline::1768.167*24.15] mapped 9794 sequences
[M::worker_pipeline::1792.635*24.12] mapped 7708 sequences
[M::worker_pipeline::1803.869*24.13] mapped 8311 sequences
[M::worker_pipeline::1817.131*24.18] mapped 7992 sequences
[M::worker_pipeline::1829.332*24.20] mapped 6685 sequences
[M::worker_pipeline::1845.166*24.23] mapped 8049 sequences
[M::worker_pipeline::1855.824*24.29] mapped 10303 sequences
[M::worker_pipeline::1869.347*24.35] mapped 7611 sequences
[M::worker_pipeline::1880.976*24.41] mapped 8496 sequences
[M::worker_pipeline::1901.544*24.47] mapped 7952 sequences
[M::worker_pipeline::1929.354*24.34] mapped 6657 sequences
[M::worker_pipeline::1946.513*24.37] mapped 9515 sequences
[M::worker_pipeline::1960.515*24.44] mapped 9134 sequences
[M::worker_pipeline::1980.591*24.47] mapped 7079 sequences
[M::worker_pipeline::2004.132*24.44] mapped 7504 sequences
[M::worker_pipeline::2024.303*24.44] mapped 7839 sequences
[M::worker_pipeline::2048.870*24.38] mapped 9204 sequences
[M::worker_pipeline::2063.572*24.44] mapped 8993 sequences
[M::worker_pipeline::2077.750*24.44] mapped 6442 sequences
[M::worker_pipeline::2093.470*24.50] mapped 12045 sequences
[M::worker_pipeline::2111.417*24.54] mapped 6761 sequences
[M::worker_pipeline::2133.422*24.51] mapped 7359 sequences
[M::worker_pipeline::2147.428*24.56] mapped 6723 sequences
[M::worker_pipeline::2188.608*24.33] mapped 7768 sequences
[M::worker_pipeline::2199.947*24.35] mapped 7337 sequences
[M::worker_pipeline::2226.294*24.36] mapped 8066 sequences
[M::worker_pipeline::2251.476*24.34] mapped 7757 sequences
[M::worker_pipeline::2308.352*24.01] mapped 8187 sequences
[M::worker_pipeline::2324.751*24.07] mapped 8685 sequences
[M::worker_pipeline::2341.212*24.12] mapped 10018 sequences
[M::worker_pipeline::2350.605*24.14] mapped 6862 sequences
[M::worker_pipeline::2366.268*24.21] mapped 9489 sequences
[M::worker_pipeline::2380.458*24.25] mapped 8067 sequences
[M::worker_pipeline::2412.113*24.15] mapped 8403 sequences
[M::worker_pipeline::2425.727*24.20] mapped 10778 sequences
[M::worker_pipeline::2454.497*24.10] mapped 10721 sequences
[M::worker_pipeline::2468.199*24.14] mapped 29420 sequences
[M::worker_pipeline::2482.445*24.20] mapped 5311 sequences
[M::worker_pipeline::2500.207*24.27] mapped 5129 sequences
[M::worker_pipeline::2514.148*24.28] mapped 5273 sequences
[M::worker_pipeline::2531.336*24.30] mapped 5204 sequences
[M::worker_pipeline::2552.048*24.32] mapped 5294 sequences
[M::worker_pipeline::2562.017*24.36] mapped 33432 sequences
[M::worker_pipeline::2573.619*24.41] mapped 11043 sequences
[M::worker_pipeline::2589.031*24.44] mapped 5368 sequences
[M::worker_pipeline::2608.382*24.41] mapped 8991 sequences
[M::worker_pipeline::2623.042*24.46] mapped 8818 sequences
[M::worker_pipeline::2634.549*24.51] mapped 14099 sequences
[M::worker_pipeline::2645.888*24.55] mapped 27209 sequences
[M::worker_pipeline::2661.779*24.57] mapped 8170 sequences
[M::worker_pipeline::2684.669*24.55] mapped 9583 sequences
[M::worker_pipeline::2700.083*24.61] mapped 8101 sequences
[M::worker_pipeline::2714.354*24.65] mapped 6463 sequences
[M::worker_pipeline::2723.638*24.69] mapped 31270 sequences
[M::worker_pipeline::2738.264*24.73] mapped 7978 sequences
[M::worker_pipeline::2746.853*24.76] mapped 26646 sequences
[M::worker_pipeline::2759.860*24.81] mapped 30916 sequences
[M::worker_pipeline::2776.065*24.87] mapped 13436 sequences
[M::worker_pipeline::2798.528*24.85] mapped 5539 sequences
[M::worker_pipeline::2807.717*24.88] mapped 5319 sequences
[M::worker_pipeline::2819.298*24.91] mapped 5696 sequences
[M::worker_pipeline::2831.952*24.94] mapped 5021 sequences
[M::worker_pipeline::2841.201*24.97] mapped 31174 sequences
[M::worker_pipeline::2863.836*24.95] mapped 6576 sequences
[M::worker_pipeline::2877.478*25.01] mapped 25926 sequences
[M::worker_pipeline::2887.214*25.04] mapped 30554 sequences
[M::worker_pipeline::2906.674*25.04] mapped 14008 sequences
[M::worker_pipeline::2926.572*25.05] mapped 5634 sequences
[M::worker_pipeline::3121.466*23.71] mapped 5500 sequences
[M::worker_pipeline::3129.373*23.71] mapped 5972 sequences
[M::worker_pipeline::3149.379*23.72] mapped 5190 sequences
[M::worker_pipeline::3161.966*23.78] mapped 18249 sequences
[M::worker_pipeline::3176.693*23.80] mapped 18114 sequences
[M::worker_pipeline::3197.459*23.80] mapped 13324 sequences
[M::worker_pipeline::3209.594*23.85] mapped 31072 sequences
[M::worker_pipeline::3232.814*23.83] mapped 5104 sequences
[M::worker_pipeline::3244.165*23.87] mapped 6484 sequences
[M::worker_pipeline::3252.704*23.89] mapped 26297 sequences
[M::worker_pipeline::3268.967*23.96] mapped 19155 sequences
[M::worker_pipeline::3282.768*23.99] mapped 31522 sequences
[M::worker_pipeline::3296.655*24.01] mapped 6347 sequences
[M::worker_pipeline::3304.352*24.04] mapped 38954 sequences
[M::worker_pipeline::3317.996*24.09] mapped 5079 sequences
[M::worker_pipeline::3328.973*24.11] mapped 6353 sequences
[M::worker_pipeline::3350.485*24.11] mapped 5601 sequences
[M::worker_pipeline::3362.673*24.15] mapped 25897 sequences
[M::worker_pipeline::3376.108*24.18] mapped 20126 sequences
[M::worker_pipeline::3387.321*24.21] mapped 23822 sequences
[M::worker_pipeline::3401.619*24.24] mapped 5072 sequences
[M::worker_pipeline::3416.231*24.29] mapped 7868 sequences
[M::worker_pipeline::3434.957*24.29] mapped 16679 sequences
[M::worker_pipeline::3449.581*24.32] mapped 5122 sequences
[M::worker_pipeline::3464.832*24.34] mapped 17550 sequences
[M::worker_pipeline::3482.862*24.36] mapped 9349 sequences
[M::worker_pipeline::3497.253*24.39] mapped 5323 sequences
[M::worker_pipeline::3506.726*24.43] mapped 27791 sequences
[M::worker_pipeline::3519.553*24.46] mapped 20724 sequences
[M::worker_pipeline::3533.339*24.50] mapped 5310 sequences
[M::worker_pipeline::3547.844*24.53] mapped 5251 sequences
[M::worker_pipeline::3562.559*24.56] mapped 5327 sequences
[M::worker_pipeline::3578.442*24.60] mapped 7759 sequences
[M::worker_pipeline::3589.623*24.64] mapped 13710 sequences
[M::worker_pipeline::3601.611*24.67] mapped 26528 sequences
[M::worker_pipeline::3614.638*24.68] mapped 31248 sequences
[M::worker_pipeline::3630.347*24.72] mapped 5169 sequences
[M::worker_pipeline::3641.361*24.75] mapped 29473 sequences
[M::worker_pipeline::3656.265*24.79] mapped 5970 sequences
[M::worker_pipeline::3668.823*24.82] mapped 5490 sequences
[M::worker_pipeline::3690.935*24.80] mapped 5237 sequences
[M::worker_pipeline::3704.547*24.84] mapped 5140 sequences
[M::worker_pipeline::3719.948*24.86] mapped 8010 sequences
[M::worker_pipeline::3729.050*24.88] mapped 33109 sequences
[M::worker_pipeline::3740.876*24.92] mapped 31003 sequences
[M::worker_pipeline::3750.557*24.95] mapped 33835 sequences
[M::worker_pipeline::3764.689*24.99] mapped 5886 sequences
[M::worker_pipeline::3779.161*25.02] mapped 5446 sequences
[M::worker_pipeline::3791.288*25.05] mapped 24822 sequences
[M::worker_pipeline::3805.703*25.08] mapped 15173 sequences
[M::worker_pipeline::3834.965*25.02] mapped 5211 sequences
[M::worker_pipeline::3849.794*25.04] mapped 5431 sequences
[M::worker_pipeline::3858.407*25.06] mapped 25945 sequences
[M::worker_pipeline::3876.666*25.09] mapped 5273 sequences
[M::worker_pipeline::3887.023*25.11] mapped 20578 sequences
[M::worker_pipeline::3900.460*25.15] mapped 6277 sequences
[M::worker_pipeline::3910.267*25.16] mapped 12980 sequences
[M::worker_pipeline::3923.720*25.17] mapped 13544 sequences
[M::worker_pipeline::3935.852*25.20] mapped 12126 sequences
[M::worker_pipeline::3951.332*25.21] mapped 10893 sequences
[M::worker_pipeline::3961.102*25.22] mapped 11035 sequences
[M::worker_pipeline::3974.157*25.24] mapped 23634 sequences
[M::worker_pipeline::3985.485*25.23] mapped 5336 sequences
[M::worker_pipeline::4000.425*25.26] mapped 5164 sequences
[M::worker_pipeline::4011.015*25.28] mapped 15098 sequences
[M::worker_pipeline::4026.713*25.30] mapped 25385 sequences
[M::worker_pipeline::4040.336*25.34] mapped 5297 sequences
[M::worker_pipeline::4059.871*25.30] mapped 5227 sequences
[M::worker_pipeline::4070.348*25.33] mapped 21484 sequences
[M::worker_pipeline::4082.513*25.35] mapped 6808 sequences
