[M::mm_idx_gen::38.962*1.53] collected minimizers
[M::mm_idx_gen::43.185*3.46] sorted minimizers
[M::main::43.185*3.46] loaded/built the index for 25 target sequence(s)
[M::mm_mapopt_update::44.521*3.39] mid_occ = 892
[M::mm_idx_stat] kmer size: 15; skip: 10; is_hpc: 0; #seq: 25
[M::mm_idx_stat::45.196*3.35] distinct minimizers: 100277218 (38.70% are singletons); average occurrences: 5.856; average spacing: 5.308; total length: 3117292070
[M::worker_pipeline::113.168*20.40] mapped 4629 sequences
[M::worker_pipeline::168.805*24.25] mapped 4374 sequences
[M::worker_pipeline::249.730*25.29] mapped 4500 sequences
[M::worker_pipeline::317.771*26.83] mapped 4550 sequences
[M::worker_pipeline::392.205*26.89] mapped 4608 sequences
[M::worker_pipeline::459.817*27.65] mapped 4511 sequences
[M::worker_pipeline::528.059*27.73] mapped 4488 sequences
[M::worker_pipeline::593.534*27.89] mapped 4527 sequences
[M::worker_pipeline::669.955*27.50] mapped 4569 sequences
[M::worker_pipeline::744.145*27.73] mapped 4665 sequences
[M::worker_pipeline::804.895*27.78] mapped 4646 sequences
[M::worker_pipeline::857.543*28.07] mapped 4608 sequences
[M::worker_pipeline::907.700*28.46] mapped 4627 sequences
[M::worker_pipeline::971.241*28.53] mapped 4454 sequences
[M::worker_pipeline::1025.326*28.98] mapped 4488 sequences
[M::worker_pipeline::1080.018*29.34] mapped 4531 sequences
[M::worker_pipeline::1162.341*29.10] mapped 4406 sequences
[M::worker_pipeline::1216.710*29.30] mapped 4519 sequences
[M::worker_pipeline::1259.099*29.58] mapped 4667 sequences
[M::worker_pipeline::1386.129*29.45] mapped 4617 sequences
[M::worker_pipeline::1390.598*29.36] mapped 4488 sequences
[M::worker_pipeline::1462.209*29.34] mapped 4527 sequences
[M::worker_pipeline::1517.975*29.49] mapped 4528 sequences
[M::worker_pipeline::1568.654*29.66] mapped 4655 sequences
[M::worker_pipeline::1626.643*29.71] mapped 4609 sequences
[M::worker_pipeline::1698.916*29.72] mapped 4368 sequences
[M::worker_pipeline::1756.927*29.61] mapped 3759 sequences
[M::worker_pipeline::1879.397*28.74] mapped 3681 sequences
[M::worker_pipeline::2002.924*28.06] mapped 3765 sequences
[M::worker_pipeline::2093.136*27.77] mapped 3756 sequences
[M::worker_pipeline::2211.599*27.16] mapped 3723 sequences
[M::worker_pipeline::2253.950*27.35] mapped 3703 sequences
[M::worker_pipeline::2335.658*27.29] mapped 3720 sequences
[M::worker_pipeline::2397.835*27.33] mapped 3841 sequences
[M::worker_pipeline::2514.023*26.88] mapped 3746 sequences
[M::worker_pipeline::2624.951*26.45] mapped 3754 sequences
[M::worker_pipeline::2703.972*26.35] mapped 3804 sequences
[M::worker_pipeline::2822.089*25.93] mapped 3789 sequences
[M::worker_pipeline::3018.552*24.95] mapped 3750 sequences
[M::worker_pipeline::3182.425*24.78] mapped 3660 sequences
[M::worker_pipeline::3364.148*23.57] mapped 3788 sequences
[M::worker_pipeline::3470.951*23.34] mapped 3810 sequences
[M::worker_pipeline::3539.459*23.32] mapped 3830 sequences
[M::worker_pipeline::3636.829*23.15] mapped 3885 sequences
[M::worker_pipeline::3762.898*22.84] mapped 3818 sequences
[M::worker_pipeline::3896.825*22.47] mapped 3911 sequences
[M::worker_pipeline::3959.947*22.60] mapped 3877 sequences
[M::worker_pipeline::4102.562*22.24] mapped 3836 sequences
[M::worker_pipeline::4170.453*22.27] mapped 3961 sequences
[M::worker_pipeline::4257.654*22.33] mapped 3925 sequences
[M::worker_pipeline::4378.458*22.13] mapped 3866 sequences
[M::worker_pipeline::4587.676*21.56] mapped 3755 sequences
[M::worker_pipeline::4653.723*21.63] mapped 3952 sequences
[M::worker_pipeline::4783.545*21.43] mapped 3913 sequences
[M::worker_pipeline::4865.819*21.41] mapped 3801 sequences
[M::worker_pipeline::4985.493*21.28] mapped 3731 sequences
[M::worker_pipeline::5089.953*21.25] mapped 3695 sequences
[M::worker_pipeline::5150.244*21.35] mapped 3935 sequences
[M::worker_pipeline::5210.247*21.40] mapped 4021 sequences
[M::worker_pipeline::5313.829*21.33] mapped 3783 sequences
[M::worker_pipeline::5367.737*21.42] mapped 3718 sequences
[M::worker_pipeline::5432.631*21.49] mapped 3736 sequences
[M::worker_pipeline::5496.900*21.51] mapped 3750 sequences
[M::worker_pipeline::5588.701*21.51] mapped 3753 sequences
[M::worker_pipeline::5701.339*21.38] mapped 3716 sequences
[M::worker_pipeline::5780.649*21.39] mapped 3805 sequences
[M::worker_pipeline::5847.099*21.44] mapped 3807 sequences
[M::worker_pipeline::5908.918*21.50] mapped 3685 sequences
[M::worker_pipeline::5965.899*21.61] mapped 3786 sequences
[M::worker_pipeline::6034.074*21.64] mapped 3820 sequences
[M::worker_pipeline::6153.813*21.54] mapped 3724 sequences
[M::worker_pipeline::6223.271*21.55] mapped 3744 sequences
[M::worker_pipeline::6297.242*21.57] mapped 3791 sequences
[M::worker_pipeline::6369.374*21.61] mapped 3814 sequences
[M::worker_pipeline::6431.161*21.68] mapped 3772 sequences
[M::worker_pipeline::6485.775*21.74] mapped 3750 sequences
[M::worker_pipeline::6547.188*21.79] mapped 3811 sequences
[M::worker_pipeline::6626.271*21.81] mapped 3749 sequences
[M::worker_pipeline::6709.096*21.80] mapped 3941 sequences
[M::worker_pipeline::6840.944*21.80] mapped 3794 sequences
[M::worker_pipeline::6845.207*21.79] mapped 3773 sequences
[M::worker_pipeline::6961.458*21.74] mapped 3649 sequences
[M::worker_pipeline::7040.569*21.74] mapped 3728 sequences
[M::worker_pipeline::7137.998*21.71] mapped 3850 sequences
[M::worker_pipeline::7212.272*21.73] mapped 3729 sequences
[M::worker_pipeline::7274.018*21.79] mapped 3736 sequences
[M::worker_pipeline::7368.133*21.75] mapped 3902 sequences
[M::worker_pipeline::7478.589*21.67] mapped 3817 sequences
[M::worker_pipeline::7558.932*21.66] mapped 3828 sequences
[M::worker_pipeline::7638.028*21.67] mapped 3797 sequences
[M::worker_pipeline::7723.085*21.67] mapped 3764 sequences
[M::worker_pipeline::7772.226*21.75] mapped 3892 sequences
[M::worker_pipeline::7815.676*21.81] mapped 3766 sequences
[M::worker_pipeline::7885.661*21.85] mapped 3731 sequences
[M::worker_pipeline::7942.827*21.88] mapped 3930 sequences
[M::worker_pipeline::8085.784*21.69] mapped 3968 sequences
[M::worker_pipeline::8165.756*21.67] mapped 3959 sequences
[M::worker_pipeline::8268.458*21.64] mapped 3721 sequences
[M::worker_pipeline::8351.279*21.62] mapped 3703 sequences
[M::worker_pipeline::8488.891*21.69] mapped 3678 sequences
[M::worker_pipeline::8492.777*21.68] mapped 3718 sequences
[M::worker_pipeline::8564.737*21.76] mapped 3789 sequences
[M::worker_pipeline::8652.953*21.75] mapped 3746 sequences
[M::worker_pipeline::8713.354*21.79] mapped 3796 sequences
[M::worker_pipeline::8796.749*21.80] mapped 3799 sequences
[M::worker_pipeline::8879.322*21.79] mapped 3783 sequences
[M::worker_pipeline::8954.373*21.79] mapped 3815 sequences
[M::worker_pipeline::9062.252*21.70] mapped 3843 sequences
[M::worker_pipeline::9106.343*21.78] mapped 3842 sequences
[M::worker_pipeline::9187.966*21.80] mapped 3879 sequences
[M::worker_pipeline::9290.600*21.76] mapped 3799 sequences
[M::worker_pipeline::9419.846*21.67] mapped 3779 sequences
[M::worker_pipeline::9499.310*21.70] mapped 3877 sequences
[M::worker_pipeline::9604.399*21.64] mapped 3919 sequences
[M::worker_pipeline::9709.310*21.59] mapped 3936 sequences
[M::worker_pipeline::9799.046*21.58] mapped 3717 sequences
[M::worker_pipeline::9903.971*21.52] mapped 3789 sequences
[M::worker_pipeline::10006.781*21.46] mapped 3667 sequences
[M::worker_pipeline::10095.258*21.45] mapped 3702 sequences
[M::worker_pipeline::10245.371*21.43] mapped 3695 sequences
[M::worker_pipeline::10249.620*21.42] mapped 3755 sequences
[M::worker_pipeline::10329.309*21.44] mapped 3781 sequences
[M::worker_pipeline::10384.167*21.47] mapped 3821 sequences
[M::worker_pipeline::10477.550*21.45] mapped 4012 sequences
[M::worker_pipeline::10538.089*21.50] mapped 4205 sequences
[M::worker_pipeline::10601.378*21.53] mapped 4239 sequences
[M::worker_pipeline::10706.442*21.46] mapped 4225 sequences
[M::worker_pipeline::10798.128*21.45] mapped 4197 sequences
[M::worker_pipeline::10844.631*21.50] mapped 4162 sequences
[M::worker_pipeline::10928.841*21.48] mapped 4197 sequences
[M::worker_pipeline::11019.873*21.44] mapped 4294 sequences
[M::worker_pipeline::11062.383*21.48] mapped 4308 sequences
[M::worker_pipeline::11124.732*21.52] mapped 4440 sequences
[M::worker_pipeline::11184.960*21.58] mapped 4294 sequences
[M::worker_pipeline::11271.152*21.56] mapped 4271 sequences
[M::worker_pipeline::11330.498*21.59] mapped 4273 sequences
[M::worker_pipeline::11420.155*21.59] mapped 4190 sequences
[M::worker_pipeline::11480.055*21.59] mapped 4231 sequences
[M::worker_pipeline::11538.795*21.62] mapped 4219 sequences
[M::worker_pipeline::11675.733*21.62] mapped 4279 sequences
[M::worker_pipeline::11680.511*21.61] mapped 4220 sequences
[M::worker_pipeline::11766.101*21.61] mapped 4228 sequences
[M::worker_pipeline::11833.624*21.65] mapped 4202 sequences
[M::worker_pipeline::11903.015*21.64] mapped 4204 sequences
[M::worker_pipeline::11999.820*21.62] mapped 4163 sequences
[M::worker_pipeline::12040.315*21.67] mapped 4254 sequences
[M::worker_pipeline::12156.308*21.61] mapped 4254 sequences
[M::worker_pipeline::12234.819*21.62] mapped 4287 sequences
[M::worker_pipeline::12285.430*21.65] mapped 4271 sequences
[M::worker_pipeline::12348.222*21.68] mapped 4229 sequences
[M::worker_pipeline::12404.545*21.71] mapped 4131 sequences
[M::worker_pipeline::12460.990*21.73] mapped 4352 sequences
[M::worker_pipeline::12571.539*21.67] mapped 4199 sequences
[M::worker_pipeline::12647.461*21.68] mapped 4230 sequences
[M::worker_pipeline::12726.832*21.68] mapped 4243 sequences
[M::worker_pipeline::12840.285*21.62] mapped 4193 sequences
[M::worker_pipeline::12892.895*21.65] mapped 4246 sequences
[M::worker_pipeline::12951.157*21.67] mapped 4268 sequences
[M::worker_pipeline::13006.528*21.70] mapped 4208 sequences
[M::worker_pipeline::13146.154*21.70] mapped 4350 sequences
[M::worker_pipeline::13163.105*21.69] mapped 4289 sequences
[M::worker_pipeline::13230.234*21.70] mapped 4279 sequences
[M::worker_pipeline::13293.496*21.72] mapped 4313 sequences
[M::worker_pipeline::13343.295*21.76] mapped 4311 sequences
[M::worker_pipeline::13445.024*21.73] mapped 4364 sequences
[M::worker_pipeline::13496.965*21.77] mapped 4186 sequences
[M::worker_pipeline::13555.556*21.80] mapped 4307 sequences
[M::worker_pipeline::13627.424*21.79] mapped 4223 sequences
[M::worker_pipeline::13696.394*21.82] mapped 4249 sequences
[M::worker_pipeline::13764.180*21.83] mapped 4262 sequences
[M::worker_pipeline::13813.380*21.86] mapped 4277 sequences
[M::worker_pipeline::13871.758*21.88] mapped 4299 sequences
[M::worker_pipeline::13945.020*21.88] mapped 4306 sequences
[M::worker_pipeline::14029.563*21.89] mapped 4194 sequences
[M::worker_pipeline::14088.486*21.91] mapped 4208 sequences
[M::worker_pipeline::14135.834*21.95] mapped 4219 sequences
[M::worker_pipeline::14213.945*21.96] mapped 4235 sequences
[M::worker_pipeline::14274.203*21.98] mapped 4285 sequences
[M::worker_pipeline::14334.817*21.99] mapped 4326 sequences
[M::worker_pipeline::14469.979*21.97] mapped 4257 sequences
[M::worker_pipeline::14474.196*21.96] mapped 4205 sequences
[M::worker_pipeline::14550.436*21.95] mapped 4226 sequences
[M::worker_pipeline::14597.287*21.96] mapped 4155 sequences
[M::worker_pipeline::14656.832*21.97] mapped 4202 sequences
[M::worker_pipeline::14720.646*21.99] mapped 4183 sequences
[M::worker_pipeline::14772.551*22.01] mapped 4245 sequences
[M::worker_pipeline::14858.943*21.99] mapped 4165 sequences
[M::worker_pipeline::14904.711*22.02] mapped 4330 sequences
[M::worker_pipeline::14972.704*22.02] mapped 4271 sequences
[M::worker_pipeline::15063.607*21.99] mapped 4334 sequences
[M::worker_pipeline::15130.222*21.99] mapped 4402 sequences
[M::worker_pipeline::15212.647*21.97] mapped 4399 sequences
[M::worker_pipeline::15289.039*21.95] mapped 4196 sequences
[M::worker_pipeline::15338.284*21.97] mapped 4101 sequences
[M::worker_pipeline::15391.049*21.99] mapped 4373 sequences
[M::worker_pipeline::15455.545*22.01] mapped 4234 sequences
[M::worker_pipeline::15515.390*22.01] mapped 4201 sequences
[M::worker_pipeline::15579.079*22.02] mapped 4124 sequences
